sample_period,current_family,method,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high
sample_i,high_20nA,gradient_boosted_trees,3383,1.4566516962899863,6.648650380241982,-0.018172592416999617,0.7218445167011528,0.4903931421814957,1.4081792492422245,1.522168452748748,0.7045419721245809,0.737134365976414,-0.29496307937434624,0.2765838029834397
sample_i,high_20nA,traditional_binned_median,3383,1.5722904783580531,7.262157471075462,-0.3517339562487185,0.7525864617203666,0.5232042565770026,1.5366114783641895,1.6287186867116719,0.7416042365830102,0.7641784550561703,-0.7092216978959137,0.013928062612627023
sample_i,high_20nA,mlp,3383,1.676167109393393,6.1510134144756226,-0.04878987560123256,0.757907182973692,0.5459651197162282,1.5898508448450268,1.732346307797002,0.7415455244822143,0.7700284826708027,-0.44589181068752487,0.33102847435005
sample_i,high_20nA,nuisance_gated_pair_cnn,3383,1.7320122518289436,6.8264473317401295,-0.27302962783255286,0.7635234998522021,0.5651788353532368,1.6551930346942714,1.814947229129824,0.747021841270078,0.7790778119899064,-0.6434954678839585,0.14378314731273723
sample_i,high_20nA,one_dimensional_cnn,3383,1.8049672527531795,6.808723359456669,-0.20467708155505418,0.7723913686077446,0.568430387230269,1.719974259511744,1.885809191593836,0.758598552490379,0.7832342511235599,-0.4539494454503752,0.12057232074017687
sample_i,high_20nA,ridge,3383,2.140763189804332,6.423323494213904,-0.010345301668594185,0.8022465267514041,0.6284362991427727,2.025161057058577,2.2233264469915897,0.7858692333158895,0.8172854785478547,-0.33933706441361944,0.28790295959319695
sample_i,high_20nA,uncorrected,3383,2.8440382283166707,8.091740218440322,-3.577895316614055,0.9302394324563996,0.86550399054094,2.756697505271316,2.946169799959434,0.921715098740708,0.9392586431404406,-3.8966996536095375,-3.273020852333164
sample_i,low_2nA,gradient_boosted_trees,47,1.0978014132308653,1.6734593052317503,-0.07606976855553484,0.7021276595744681,0.3617021276595745,1.0817935950537825,1.4531985188026737,0.6818181818181818,1.0,-0.9039980433669692,-0.019620113454755218
sample_i,low_2nA,traditional_binned_median,47,1.2316664187307307,1.6497000954710361,-0.038842946975741505,0.7446808510638298,0.46808510638297873,1.1734785452662377,1.8046933634622029,0.7272727272727273,1.0,-1.168281181323439,0.03816420536614698
sample_i,low_2nA,one_dimensional_cnn,47,1.5468891665918543,1.7455481572612765,-0.0921121962778848,0.8297872340425532,0.5957446808510638,1.3331158868488218,3.5645052703352915,0.8181818181818182,1.0,-0.888778557352091,-0.037794035295552586
