sample_period,current_family,method,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high
sample_i,low_2nA,nuisance_gated_pair_cnn,47,1.676266479388342,1.7684509707638643,-0.00919627131281773,0.7659574468085106,0.5319148936170213,1.604250361082971,3.4083608897658335,0.75,1.0,-1.3094304700413,0.07945606041866973
sample_i,low_2nA,mlp,47,1.7628656864527241,1.922260518358145,-0.10694284376695537,0.7872340425531915,0.5531914893617021,1.5348161700154654,3.239160195666505,0.7727272727272727,1.0,-1.5416265660712618,-0.009123499064388979
sample_i,low_2nA,ridge,47,2.1671568933988414,2.373968632269198,0.037910086520709735,0.7446808510638298,0.5957446808510638,1.3431512916884705,2.1671568933988414,0.6666666666666666,0.75,-2.106259334276096,0.18410345612049195
sample_i,low_2nA,uncorrected,47,2.639197260226949,4.282172490369914,-3.372227541968997,0.8936170212765957,0.851063829787234,2.5694346551018517,3.911744972017935,0.6666666666666666,0.9090909090909091,-4.864848722986246,-3.270457915990549
sample_ii,high_all_three_rate,mlp,11778,1.0282808351877775,3.0114674832440453,0.20033113912912373,0.5986585158770589,0.34207845134997455,0.9787348676015942,1.0729927195810622,0.5721621621621622,0.6228504122497055,-0.05095914293240963,0.3927692302695618
sample_ii,high_all_three_rate,gradient_boosted_trees,11778,1.1851789954447183,4.205757475371658,0.027031233413606425,0.6535065376124979,0.39650195279334355,1.163925547998483,1.1999206608621027,0.6514479519958257,0.6562162162162162,0.003323839057898367,0.04591295920875949
sample_ii,high_all_three_rate,one_dimensional_cnn,11778,1.316074063182994,5.976939429748685,-0.3108001558341981,0.6862795041602988,0.44065206316861943,1.2823378033932002,1.349036581428571,0.6845945945945946,0.6887737984989077,-0.3862956076576381,-0.2162901086471456
sample_ii,high_all_three_rate,nuisance_gated_pair_cnn,11778,1.323229982815639,5.957686380660327,-0.41541735167289706,0.6889964340295466,0.44022754287654947,1.2794729952957204,1.351010225010075,0.6775633638146519,0.7033655100443517,-0.48321968439313173,-0.3548669249651867
sample_ii,high_all_three_rate,traditional_binned_median,11778,1.372697959272825,6.744699576980174,-0.4098213307339697,0.7220241127525896,0.4718118526065546,1.3302253747709103,1.384379922718728,0.7164864864864865,0.7265849204278633,-0.608007446447512,-0.2246603794857407
sample_ii,high_all_three_rate,ridge,11778,2.4153869845023523,5.579557865140738,-0.010934980041600928,0.8271353370691119,0.6611479028697572,2.3608927490912754,2.436870096982926,0.8163318549439081,0.8367491166077738,-0.4098903611991091,0.2397327932053302
sample_ii,high_all_three_rate,uncorrected,11778,2.9064804984211796,7.786837749392611,-3.363011000779855,0.9185770079809815,0.8435218203430124,2.752756094633498,3.008711887636185,0.912603062426384,0.9266892773284633,-3.513082580393017,-3.2693514599140054
sample_ii,low_all_three_rate_edge,mlp,751,1.3679441784025752,6.564617560472781,0.5753535080507448,0.6750998668442078,0.4540612516644474,1.344050722028078,1.4244341305706731,0.6742209631728046,0.6758793969849246,0.13415348594140686,1.0727971590408765
sample_ii,low_all_three_rate_edge,one_dimensional_cnn,751,1.4221883928803774,6.04284162769732,0.24785162799402666,0.7137150466045273,0.4647137150466045,1.3673658449925785,1.489188940203777,0.6997167138810199,0.7261306532663316,0.047713215901690295,0.4735034353955844
sample_ii,low_all_three_rate_edge,nuisance_gated_pair_cnn,751,1.450751263789612,6.123816090906197,0.20450798160420128,0.7203728362183754,0.48601864181091875,1.450751263789612,1.5491984831770702,0.7082152974504249,0.7311557788944724,-0.12234962198655765,0.5730329850861337
sample_ii,low_all_three_rate_edge,traditional_binned_median,751,1.4736180716504776,6.690349240956434,0.029370701285748747,0.7230359520639148,0.5233022636484687,1.3932114220122556,1.5924271601155064,0.6968838526912181,0.7462311557788944,-0.11999311021069302,0.1977752252959011
sample_ii,low_all_three_rate_edge,gradient_boosted_trees,751,1.485763555844821,6.507017240619824,0.6228243587070972,0.7043941411451398,0.47003994673768307,1.3837021124307807,1.5848596576924652,0.6984924623115578,0.7110481586402266,0.08962875723918268,1.2239910708437258
sample_ii,low_all_three_rate_edge,uncorrected,751,2.7368292935320246,7.529207478818722,-3.146312080400732,0.9347536617842876,0.8748335552596538,2.5859561343919815,2.8719023154688283,0.9235127478753541,0.9447236180904522,-3.4074862746383014,-2.8518437254246605
sample_ii,low_all_three_rate_edge,ridge,751,3.226864876738359,6.3478548947015145,1.3684658710720756,0.8748335552596538,0.729693741677763,2.9798837550684807,3.2784916404872018,0.8693467336683417,0.8810198300283286,0.5902045335631279,2.245938993815875
sample_ii,mid_all_three_rate,mlp,5569,1.0645877030051834,2.5438421203777617,-0.09857296045930565,0.6195008080445322,0.34889567247261627,1.0182313476633382,1.182165906780766,0.597388755662137,0.6651982378854625,-0.12003971498004604,-0.08818563666243262
sample_ii,mid_all_three_rate,gradient_boosted_trees,5569,1.1754964138474628,3.365179039670168,-0.17579627499256972,0.6557730292691686,0.3957622553420722,1.1488279283122134,1.2260382675353458,0.6536104449773514,0.6602422907488987,-0.2714864119336624,-0.12949377334454837
sample_ii,mid_all_three_rate,nuisance_gated_pair_cnn,5569,1.3141273180034538,5.720282187209649,-0.3882746512433778,0.6848626324295206,0.4356257855988508,1.2987408074742035,1.3521622938849982,0.6773127753303965,0.6885158539834799,-0.6058062606164741,-0.28301555115770166
sample_ii,mid_all_three_rate,one_dimensional_cnn,5569,1.3412620903382626,5.663124048291598,-0.3822792771741366,0.6902495959777338,0.4429879691147423,1.3250827969333532,1.363137808100426,0.6861233480176211,0.6922462030375699,-0.4717389377053294,-0.33899157572872063
sample_ii,mid_all_three_rate,traditional_binned_median,5569,1.3519336086221745,6.349673074393265,-0.5835981154936778,0.6976117794936254,0.4559166816304543,1.3125864535351202,1.4422816017398328,0.6821209698907541,0.7296255506607929,-0.7180402530152031,-0.518544312738791
sample_ii,mid_all_three_rate,ridge,5569,2.209594263658804,5.251683839744478,-0.186318113584429,0.8100197521996768,0.6297360387861376,2.181955951484589,2.298140327471278,0.8067180616740088,0.8116173727684519,-0.31053203543247354,-0.1262135353600622
sample_ii,mid_all_three_rate,uncorrected,5569,3.03623767270754,7.5733705529572735,-3.5526497086462148,0.9296103429700125,0.8594002513916322,2.957442862056171,3.1854673157380446,0.9283240074606981,0.9322687224669604,-3.717688839181635,-3.4727906462821534
