method,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high
mlp,21528,1.1566722709092714,3.754006760811978,0.09627254559620209,0.6321534745447789,0.380248978075065,1.0842857881443781,1.3140606792637994,0.6103133935682838,0.6748117984939207,-0.0853082134891168,0.2710251207922916
gradient_boosted_trees,21528,1.239279329429248,4.586555546725518,-0.011981960895947335,0.6667131178000744,0.4135544407283538,1.2037249007942865,1.3258559391829752,0.6594382805547373,0.6854228037814553,-0.11117365137299215,0.08179474963867205
nuisance_gated_pair_cnn,21528,1.3905161804131523,6.0433019808773505,-0.3635076673310213,0.7009011519881085,0.46047008547008544,1.3449002830640464,1.545072409095899,0.6905255100139799,0.7276056212410069,-0.465366187756775,-0.20240247505993175
one_dimensional_cnn,21528,1.3970277469225127,6.033769512080915,-0.2926483090626276,0.7021088814567076,0.4625139353400223,1.348699076256417,1.5420581524836827,0.6933369733065856,0.7277930755732502,-0.36942904239184915,-0.1733897830701678
traditional_binned_median,21528,1.4071430019363682,6.721087137846977,-0.42951587395023527,0.7205964325529542,0.4775641025641026,1.3687218094416262,1.4716544993075988,0.7066784856703603,0.7351625284127926,-0.5552955510585058,-0.2686099141198027
ridge,21528,2.348930128447752,5.662888727322606,-0.007984777117470905,0.8202805648457823,0.6501300631735414,2.2487343690074595,2.422775051713737,0.8106461612589283,0.8281653306522254,-0.22649196831643065,0.235635235297335
uncorrected,21528,2.9332695174597467,7.766430323918309,-3.4382963915642297,0.9237736900780379,0.8521924934968413,2.843185179583949,3.0091579139989046,0.9183444871395586,0.9298723121572513,-3.577304024836482,-3.3260926921604503
