method,run,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns,sample_period,current_family
gradient_boosted_trees,44,45,1.6815627460308384,4.351999921602289,0.6424252191053422,0.8,0.5777777777777777,sample_i,high_20nA
gradient_boosted_trees,45,494,1.478791782613206,5.880882089644326,-0.03198843251567191,0.742914979757085,0.5040485829959515,sample_i,high_20nA
gradient_boosted_trees,46,3,0.9881749927858181,1.5193391765451523,-0.9039980433669692,1.0,0.6666666666666666,sample_i,low_2nA
gradient_boosted_trees,47,44,1.0898048499717023,1.6834537656959718,-0.019620113454755204,0.6818181818181818,0.3409090909090909,sample_i,low_2nA
gradient_boosted_trees,48,306,1.330600286389171,2.6614215865113953,0.3836899048425978,0.6764705882352942,0.4444444444444444,sample_i,high_20nA
gradient_boosted_trees,49,322,1.3687131462512485,6.192796481187675,-0.028972442038311903,0.7018633540372671,0.4720496894409938,sample_i,high_20nA
gradient_boosted_trees,50,335,1.5033996551635083,7.528166862152076,0.4484974466324726,0.7044776119402985,0.4955223880597015,sample_i,high_20nA
gradient_boosted_trees,51,174,1.3911710800388093,14.139396620759245,-1.4534766950111944,0.6494252873563219,0.4425287356321839,sample_i,high_20nA
gradient_boosted_trees,52,95,1.3139895782174378,9.626446378664838,1.2299209404705336,0.7578947368421053,0.4842105263157895,sample_i,high_20nA
gradient_boosted_trees,53,307,1.5028536294127273,2.3482904666640922,-0.14935787473435808,0.7231270358306189,0.4755700325732899,sample_i,high_20nA
gradient_boosted_trees,54,281,1.4678197875580223,7.6225231164718155,-0.4178866666522857,0.7366548042704626,0.5409252669039146,sample_i,high_20nA
gradient_boosted_trees,55,217,1.3263954967306097,5.0092520203698765,0.6298081101198789,0.7235023041474654,0.4838709677419355,sample_i,high_20nA
gradient_boosted_trees,56,460,1.4393866149025603,7.939683724362119,-0.6907142187737616,0.717391304347826,0.4782608695652174,sample_i,high_20nA
gradient_boosted_trees,57,347,1.6705200969304417,2.431882078803222,0.42504408844040065,0.7752161383285303,0.5302593659942363,sample_i,high_20nA
gradient_boosted_trees,58,353,1.3825171018940514,9.20190642140052,1.2239910708437258,0.7110481586402266,0.45892351274787535,sample_ii,low_all_three_rate_edge
gradient_boosted_trees,59,3753,1.1475046719160278,3.323571961936867,-0.12949377334454837,0.6536104449773514,0.385025313082867,sample_ii,mid_all_three_rate
gradient_boosted_trees,60,3700,1.171875656920852,4.447882381054579,0.04591295920875951,0.6562162162162162,0.39135135135135135,sample_ii,high_all_three_rate
gradient_boosted_trees,61,4245,1.1638656825270706,5.043033238665248,0.03198012790674254,0.6530035335689046,0.40141342756183745,sample_ii,high_all_three_rate
gradient_boosted_trees,62,3833,1.199832146732635,2.6626466942704545,0.0033238390578983696,0.6514479519958257,0.396034437777198,sample_ii,high_all_three_rate
gradient_boosted_trees,63,1816,1.2250639273287316,3.449575598589021,-0.2714864119336624,0.6602422907488987,0.41795154185022027,sample_ii,mid_all_three_rate
gradient_boosted_trees,65,398,1.5800253991665352,2.189509266410484,0.08962875723918268,0.6984924623115578,0.4798994974874372,sample_ii,low_all_three_rate_edge
mlp,44,45,1.792232635255723,4.367770509128791,-0.16718584847831683,0.7555555555555555,0.6,sample_i,high_20nA
mlp,45,494,1.8044418621477494,5.895476072331557,0.07259011789939568,0.7732793522267206,0.5951417004048583,sample_i,high_20nA
mlp,46,3,2.202628933053223,3.207245234104523,-1.5416265660712618,1.0,1.0,sample_i,low_2nA
mlp,47,44,1.541417669124797,1.8015760306512445,-0.009123499064388974,0.7727272727272727,0.5227272727272727,sample_i,low_2nA
mlp,48,306,1.7151531828723332,2.004140283081495,-0.1832498784530582,0.7647058823529411,0.5947712418300654,sample_i,high_20nA
mlp,49,322,1.612754078043098,6.850819229847271,-0.1847760879940271,0.7732919254658385,0.4937888198757764,sample_i,high_20nA
mlp,50,335,1.653032378786341,7.36094411173676,1.0971493520052902,0.7671641791044777,0.5552238805970149,sample_i,high_20nA
mlp,51,174,1.4229157672673947,9.3148295683598,-1.0815119807079625,0.6781609195402298,0.46551724137931033,sample_i,high_20nA
mlp,52,95,1.4660634299229898,8.854075086771303,1.1514335988431397,0.7473684210526316,0.45263157894736844,sample_i,high_20nA
mlp,53,307,1.7357612680539969,1.9882454144780877,0.09487418646807357,0.7817589576547231,0.5895765472312704,sample_i,high_20nA
mlp,54,281,1.7478136052272646,7.735776265714556,-0.2600957737396308,0.7437722419928826,0.5551601423487544,sample_i,high_20nA
mlp,55,217,1.5347228897432137,4.628464516524685,0.7092587093185209,0.7649769585253456,0.5161290322580645,sample_i,high_20nA
mlp,56,460,1.6237433131629406,7.907912967663865,-1.073895220709129,0.7673913043478261,0.5239130434782608,sample_i,high_20nA
mlp,57,347,1.5307526061580548,2.0689140353460336,0.050360569255039234,0.723342939481268,0.5331412103746398,sample_i,high_20nA
mlp,58,353,1.4150932008728099,9.41500976284334,1.0727971590408765,0.6742209631728046,0.46458923512747874,sample_ii,low_all_three_rate_edge
mlp,59,3753,1.0179190047642446,2.5652490709055358,-0.08818563666243263,0.597388755662137,0.3269384492406075,sample_ii,mid_all_three_rate
mlp,60,3700,0.9787348676015942,3.2178024739597473,0.39276923026956184,0.5721621621621622,0.33,sample_ii,high_all_three_rate
mlp,61,4245,1.0729690209261449,3.396572765345688,-0.05095914293240964,0.6228504122497055,0.3531213191990577,sample_ii,high_all_three_rate
mlp,62,3833,1.0310281658828848,2.257253630930371,0.29287126700065724,0.5974432559352987,0.3415079572136708,sample_ii,high_all_three_rate
mlp,63,1816,1.180608802312975,2.4990208655036787,-0.12003971498004604,0.6651982378854625,0.394273127753304,sample_ii,mid_all_three_rate
mlp,65,398,1.338750720639458,1.64192609013102,0.13415348594140686,0.6758793969849246,0.44472361809045224,sample_ii,low_all_three_rate_edge
nuisance_gated_pair_cnn,44,45,2.1668281901315622,4.563108246303766,-0.35223954590221845,0.7777777777777778,0.6222222222222222,sample_i,high_20nA
nuisance_gated_pair_cnn,45,494,1.8484744151895298,6.049483334708923,-0.27468726263382226,0.791497975708502,0.5931174089068826,sample_i,high_20nA
nuisance_gated_pair_cnn,46,3,2.3176854050407667,3.2903778120086633,-1.3094304700412998,1.0,1.0,sample_i,low_2nA
nuisance_gated_pair_cnn,47,44,1.6056112967624565,1.6132190211902337,0.07945606041866965,0.75,0.5,sample_i,low_2nA
nuisance_gated_pair_cnn,48,306,1.558577415090092,1.688239074296562,0.07335776449782133,0.7156862745098039,0.545751633986928,sample_i,high_20nA
nuisance_gated_pair_cnn,49,322,1.645725944227412,6.856041883276703,-0.5910067982945937,0.7298136645962733,0.5,sample_i,high_20nA
nuisance_gated_pair_cnn,50,335,1.6420293901570795,7.390650325905665,0.37548683479251294,0.7313432835820896,0.5194029850746269,sample_i,high_20nA
nuisance_gated_pair_cnn,51,174,2.03222493500088,15.269302881350708,-1.8114167909386796,0.7931034482758621,0.632183908045977,sample_i,high_20nA
nuisance_gated_pair_cnn,52,95,1.7606995434961135,9.047029506484945,1.2125040271426217,0.8105263157894737,0.5894736842105263,sample_i,high_20nA
nuisance_gated_pair_cnn,53,307,1.6575577832414938,1.9247963056289177,-0.04071539235317305,0.762214983713355,0.5537459283387622,sample_i,high_20nA
nuisance_gated_pair_cnn,54,281,1.6617605797644286,7.923185804158438,-0.568159114062345,0.7651245551601423,0.5693950177935944,sample_i,high_20nA
nuisance_gated_pair_cnn,55,217,1.7301316307522776,4.364610681437632,0.4680446815428423,0.7972350230414746,0.5990783410138248,sample_i,high_20nA
nuisance_gated_pair_cnn,56,460,1.6940846758120358,8.211355292169175,-1.066894835030534,0.7695652173913043,0.5369565217391304,sample_i,high_20nA
nuisance_gated_pair_cnn,57,347,1.7941211329875357,2.4340271128272564,0.09023799301495368,0.7694524495677233,0.622478386167147,sample_i,high_20nA
nuisance_gated_pair_cnn,58,353,1.4459746797717004,8.726821359395393,0.5730329850861337,0.7082152974504249,0.4702549575070821,sample_ii,low_all_three_rate_edge
nuisance_gated_pair_cnn,59,3753,1.2983463962417823,5.123893090110401,-0.2830155511577016,0.6885158539834799,0.4295230482280842,sample_ii,mid_all_three_rate
