topology,run,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
A1A3,31,topology_median,80,0.04607531360997862,0.2740834817825147,0.7933397828596361,0.1875,0.5875
A1A3,31,ridge_log_charge,80,0.023075900375859385,0.27477243733375234,0.7759448658089577,0.2125,0.6125
A1A3,31,huber_log_charge,80,0.03735035330567895,0.27450750410311386,0.7853474823801289,0.2,0.6
A1A3,31,gradient_boosted_trees,80,0.011980480522308282,0.30185559889829033,0.7711089164491346,0.175,0.5625
A1A3,31,extra_trees,80,0.02071243817742361,0.28090341730974766,0.7792757014878283,0.2125,0.5375
A1A3,31,mlp,80,-0.13352559397869873,0.7980665572339893,1.4264919108825735,0.0625,0.15
A1A3,31,cnn1d_waveform,80,0.035807330012934686,0.2813149021924581,0.7864077661359945,0.175,0.6125
A1A3,31,hybrid_support_gate_cnn,80,0.043969417273150714,0.26721468152979755,0.7851842479121874,0.175,0.6125
A1A3,32,topology_median,72,0.0492598164197185,0.262299302669644,0.29120684659180085,0.3055555555555556,0.6527777777777778
A1A3,32,ridge_log_charge,72,0.02319134893553572,0.2679085914069096,0.28355925341025456,0.3888888888888889,0.6388888888888888
A1A3,32,huber_log_charge,72,0.04876246134050259,0.2578886326710961,0.2989215154600999,0.3472222222222222,0.6388888888888888
A1A3,32,gradient_boosted_trees,72,0.0033001537723652058,0.24849981479460892,0.2743268629763978,0.3333333333333333,0.6805555555555556
A1A3,32,extra_trees,72,0.022979860907797085,0.27880601195187343,0.2875320701648549,0.3888888888888889,0.6111111111111112
A1A3,32,mlp,72,-0.1395484108577848,0.9298528399235494,4.645225182002886e+28,0.08333333333333333,0.1527777777777778
A1A3,32,cnn1d_waveform,72,0.042658783001387035,0.269317537785865,0.2922255101942201,0.3472222222222222,0.6388888888888888
A1A3,32,hybrid_support_gate_cnn,72,0.05127068830736367,0.2676733247226405,0.2986765373009355,0.3472222222222222,0.6388888888888888
A1A3,33,topology_median,1,2.299019607843137,2.299019607843137,2.299019607843137,0.0,0.0
A1A3,33,ridge_log_charge,1,2.2621016249172428,2.2621016249172428,2.2621016249172428,0.0,0.0
A1A3,33,huber_log_charge,1,2.1618749093918144,2.1618749093918144,2.1618749093918144,0.0,0.0
A1A3,33,gradient_boosted_trees,1,2.450469374369332,2.450469374369332,2.450469374369332,0.0,0.0
A1A3,33,extra_trees,1,2.3207340371636955,2.3207340371636955,2.3207340371636955,0.0,0.0
A1A3,33,mlp,1,-0.9196405576784658,0.9196405576784658,0.9196405576784658,0.0,0.0
A1A3,33,cnn1d_waveform,1,2.224078608494179,2.224078608494179,2.224078608494179,0.0,0.0
A1A3,33,hybrid_support_gate_cnn,1,2.4756266276041665,2.4756266276041665,2.4756266276041665,0.0,0.0
A1A3,34,topology_median,5,-0.15195859496098574,0.19759534460461706,0.6865743841871136,0.2,0.8
A1A3,34,ridge_log_charge,5,-0.15437239147960866,0.2168494951839267,0.6997013057338448,0.2,0.8
A1A3,34,huber_log_charge,5,-0.15083344804511278,0.19961207857469745,0.7275931566002806,0.2,0.8
A1A3,34,gradient_boosted_trees,5,-0.15332183892986948,0.2476834394648507,0.7708246424395142,0.2,0.6
A1A3,34,extra_trees,5,-0.13252511489579044,0.2267031434628597,0.7066366799129327,0.2,0.8
A1A3,34,mlp,5,2.6845663905125323,3.7609686762270083,7.891225078441125,0.0,0.0
A1A3,34,cnn1d_waveform,5,-0.15060737092123586,0.19685449526724433,0.6888789054420986,0.2,0.8
A1A3,34,hybrid_support_gate_cnn,5,-0.15906631152628536,0.19514802308313853,0.7137417078744617,0.2,0.8
A1A3,35,topology_median,67,-0.02977697408077155,0.23102464426152358,0.3791562759246401,0.3283582089552239,0.7014925373134329
A1A3,35,ridge_log_charge,67,-0.06290116903641897,0.25732397573269794,0.37225645510721705,0.208955223880597,0.6567164179104478
A1A3,35,huber_log_charge,67,-0.02826155003728314,0.25249628558478804,0.37880012658637,0.2537313432835821,0.6567164179104478
A1A3,35,gradient_boosted_trees,67,-0.04471973702583843,0.2513708354676108,0.38891987472915496,0.31343283582089554,0.6716417910447762
A1A3,35,extra_trees,67,-0.046539210840649395,0.25189865670743017,0.3687911038639427,0.29850746268656714,0.6716417910447762
A1A3,35,mlp,67,-0.10028691724969793,0.7350805723109022,18.121328521868897,0.1044776119402985,0.3283582089552239
A1A3,35,cnn1d_waveform,67,-0.029486604110695203,0.22835311291188176,0.37910166003866436,0.31343283582089554,0.7014925373134329
