topology,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95
A1A3,topology_median,1342,-0.0008685996480808104,0.26363565649975945,0.40741401110104747,0.28688524590163933,0.646795827123696,"[-0.024501974021277236, 0.027581503746685845]","[0.2541163359796938, 0.27305213135087264]","[0.34804131228346047, 0.4826977122251479]"
A1A3,ridge_log_charge,1342,-0.020916764169018442,0.2673861326861698,0.39460823649546456,0.29210134128166915,0.6363636363636364,"[-0.03985244930124945, -0.0031162719192437674]","[0.26050692081424953, 0.27402734544828633]","[0.33578317227276744, 0.4695285753594288]"
A1A3,huber_log_charge,1342,-0.002013826527565099,0.2664495821706292,0.40570336089544073,0.2816691505216095,0.639344262295082,"[-0.02056481164509936, 0.02052187322585396]","[0.2567592087790407, 0.2757775586861524]","[0.3471513638158904, 0.4876636021244405]"
A1A3,gradient_boosted_trees,1342,-0.022829037450321214,0.27173697888279114,0.39881922373800355,0.2779433681073025,0.6326378539493294,"[-0.04308135302308554, -0.004032059495329829]","[0.2592580853134544, 0.2798482772858252]","[0.3429490790298822, 0.4745037808398128]"
A1A3,extra_trees,1342,-0.024407086388174147,0.27190514802623444,0.3953585112275284,0.28763040238450077,0.624441132637854,"[-0.05056744354055889, -0.004494997028624436]","[0.2612213579125495, 0.28317785230759007]","[0.33752328776814905, 0.4749217755113238]"
A1A3,mlp,1342,-0.15622600366106015,0.87533873442411,1.0759615750667455e+28,0.07600596125186289,0.20193740685543965,"[-0.26944167288696097, -0.0982038576670309]","[0.7589508870073554, 0.9524651328415473]","[2600.1983198521475, 1.9750660946356789e+28]"
A1A3,cnn1d_waveform,1342,-0.003604995969391884,0.26509015607917674,0.40392719934956556,0.28614008941877794,0.6415797317436661,"[-0.02806038220384205, 0.02008364588067528]","[0.25685177289024164, 0.2719616488668271]","[0.3438737534225484, 0.481021624316464]"
A1A3,hybrid_support_gate_cnn,1342,-0.003486430884405681,0.2637643886679968,0.4045659763037369,0.28390461997019373,0.6438152011922503,"[-0.025634691790661104, 0.017307084896991873]","[0.2559978546165824, 0.2689319183010192]","[0.34397076988062647, 0.48721266514565276]"
A1A3,shuffled_target_extra_trees,1342,-0.02194850241113287,0.27338387997787256,0.39258075077481674,0.29210134128166915,0.6378539493293591,"[-0.04270744639718412, -0.0005650622493585787]","[0.2582476107526097, 0.28168741900771965]","[0.3368112731980195, 0.4667848016147058]"
A1_only,topology_median,149,0.013187478381182982,0.4906745484400657,1.4172986733588109,0.15436241610738255,0.4161073825503356,"[-0.10096994752742884, 0.1198915359287236]","[0.3827322407160362, 0.5837344602896067]","[0.9431384095245436, 1.8373846727733505]"
A1_only,ridge_log_charge,149,-0.09943519817934365,0.485523463644399,1.2554897532293399,0.12751677852348994,0.31543624161073824,"[-0.20576519508602334, 0.04841922031347132]","[0.3804939848577473, 0.5884598064749722]","[0.8353187474814405, 1.65014582108582]"
A1_only,huber_log_charge,149,-0.06178949177191446,0.5138612490391645,1.3856007670859574,0.11409395973154363,0.3624161073825503,"[-0.16559574346079622, 0.1083905986173382]","[0.4319449004115017, 0.6295034709775951]","[0.9250063637906681, 1.8044366046872542]"
A1_only,gradient_boosted_trees,149,-0.07077205186088749,0.5188768412135908,1.2780438694933123,0.1610738255033557,0.38926174496644295,"[-0.13240330358637287, 0.02829392240652682]","[0.47328672827896207, 0.5757131821549513]","[0.8221651882763621, 1.688742508573022]"
A1_only,extra_trees,149,-0.043680494799853926,0.4869263695859037,1.2072226273510707,0.16778523489932887,0.35570469798657717,"[-0.16784994220101915, 0.019919072955819142]","[0.42593086054592216, 0.6036461390620924]","[0.755639984679254, 1.6459497381181456]"
A1_only,mlp,149,-0.34024567278451867,0.9678348722485918,1.3068347099301424e+22,0.06040268456375839,0.10738255033557047,"[-0.4927156925705571, -0.03263103801834386]","[0.874992932698753, 1.4375027301986514]","[28588883.35894708, 2.47195657648323e+22]"
A1_only,cnn1d_waveform,149,-0.042562358594585306,0.48235598962827403,1.3695665887956914,0.1610738255033557,0.436241610738255,"[-0.10436136111361392, 0.109004339036812]","[0.41362853820464984, 0.590813267696504]","[0.8973546340145063, 1.8329616190045497]"
