gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,broad_source,traditional_broad_score,ml_broad_probability,ml_no_qwidth_probability,q_template_rmse,width_half,review_width_half,review_width_035,peak_sample,review_peak_sample,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,reviewer_a_label,reviewer_b_label,consensus_label,reviewers_agree,label_novel_broad_template_mismatch,label_gallery_qtemplate_or_broad,q_template_only_source,p09a_strict_q_template_only_source,broad_width_source
87,ml_pca_shape_rf,42,14905,782207,14625,B8,5993.0,unassigned_common,not_broad_rule,4.563733461537712,0.007003766,0.02284464,0.35878974,8,8,8,11,11,5.0,1,0.67195064,0.54013014,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
88,ml_pca_shape_rf,42,28878,796184,11267,B8,1178.5,novel_delayed_peak,not_broad_rule,4.224497137059972,0.0063405395,0.0028074845,0.33860308,1,1,1,17,17,3.0,1,0.010606703,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
89,ml_pca_shape_rf,57,1429,359080,12593,B2,5135.5,novel_broad_template_mismatch,broad_width,3.5448904535273797,1.0,0.99993044,0.19824027,13,13,13,6,6,0.5,1,0.9166586,0.71745694,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
90,ml_pca_shape_rf,57,19925,377578,13469,B2,5551.5,novel_broad_template_mismatch,broad_width,3.411243352119633,1.0,0.9976174,0.12338046,13,13,13,6,6,3.0,1,0.7865442,0.5847969,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
91,ml_pca_shape_rf,57,10359,368010,4570,B2,4568.0,novel_broad_template_mismatch,broad_width,3.6068845836440415,1.0,0.99993193,0.20448835,13,13,13,11,11,6.0,1,0.977014,0.69899297,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
92,ml_pca_shape_rf,57,15608,373261,9465,B2,5490.5,novel_broad_template_mismatch,broad_width,3.3981439639450586,1.0,1.0,0.14255124,13,13,13,6,6,1.5,1,0.7737911,0.64793736,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
93,ml_pca_shape_rf,57,9404,367055,3681,B2,6700.0,novel_broad_template_mismatch,broad_width,3.4301235963789694,1.0,1.0,0.0844786,13,13,13,6,6,4.0,1,0.8049254,0.53880596,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
94,ml_pca_shape_rf,57,28040,385693,4575,B2,5952.0,novel_broad_template_mismatch,broad_width,4.261842339601632,1.0,0.9998644,0.2525409,14,14,14,5,5,6.5,1,0.9579973,0.656754,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
95,ml_pca_shape_rf,57,8992,366643,3291,B2,6089.0,novel_broad_template_mismatch,broad_width,3.4973985746199996,1.0,1.0,0.12778947,13,13,13,6,6,2.0,1,0.87042207,0.60289043,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
96,ml_pca_shape_rf,57,17985,375638,11679,B2,4230.0,novel_broad_template_mismatch,broad_width,3.560560961367032,1.0,0.9990432,0.21739809,13,13,13,6,6,2.5,1,0.93191487,0.6349882,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
97,ml_pca_shape_rf,57,8350,366001,2663,B2,4441.5,novel_broad_template_mismatch,broad_width,3.5141698101589194,1.0,0.99931014,0.23455226,13,13,14,11,11,4.0,1,0.88675,0.73635036,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
98,ml_pca_shape_rf,57,31107,388760,7406,B2,6030.0,novel_broad_template_mismatch,broad_width,3.5810960623876564,1.0,1.0,0.14015266,13,13,13,6,6,2.0,1,0.95190716,0.5968491,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
99,ml_pca_shape_rf,57,20191,377844,13709,B4,4310.5,novel_broad_template_mismatch,broad_width,3.550905671124617,0.99991626,0.9963247,0.18000834,13,13,13,6,6,1.5,1,0.9225148,0.70421064,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
100,ml_pca_shape_rf,57,27433,385086,4007,B4,4808.0,unassigned_common,not_broad_rule,4.438636602195327,0.22714913,0.84569806,0.34490216,10,10,15,5,5,838.5,1,0.8542013,0.41971713,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
101,ml_pca_shape_rf,57,13329,370982,7319,B4,4675.5,unassigned_common,not_broad_rule,4.134981330403582,0.1514451,0.56774414,0.3306542,12,12,13,4,4,128.5,1,0.79168004,0.26168326,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
102,ml_pca_shape_rf,57,2600,360251,13698,B4,1041.5,novel_early_pretrigger,not_broad_rule,25.15648999345156,0.12560342,0.13145328,1.5841863,1,1,2,0,0,579.0,1,0.0,-1.9227077,18.0,dropout,dropout,dropout,True,False,False,False,False,False
103,ml_pca_shape_rf,57,7489,365140,1866,B4,4712.0,unassigned_common,not_broad_rule,2.0868514863096372,0.08674844,0.38933182,0.20387569,11,11,14,6,6,3.0,1,0.8104839,0.37521222,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
104,ml_pca_shape_rf,57,28696,386349,5174,B4,3885.0,unassigned_common,not_broad_rule,4.511433250206457,0.08513667,0.1913005,0.3513512,10,10,11,4,4,292.0,1,0.81956244,0.14028314,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
105,ml_pca_shape_rf,57,21154,378807,14598,B4,5403.5,unassigned_common,not_broad_rule,2.697963037906381,0.07660052,0.37404597,0.24301362,12,12,14,5,5,1.0,1,0.74423987,0.3670769,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
106,ml_pca_shape_rf,57,7042,364693,1440,B4,4986.5,unassigned_common,not_broad_rule,2.0499844857515357,0.06694535,0.34222156,0.20489979,11,11,13,6,6,3.0,1,0.7745914,0.38614258,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
107,ml_pca_shape_rf,57,2372,360023,13487,B4,4321.5,unassigned_common,not_broad_rule,2.282583018395787,0.066638984,0.3224668,0.21711181,11,11,14,6,6,2.5,1,0.8458868,0.35994446,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
108,ml_pca_shape_rf,57,31079,388732,7381,B4,5232.0,unassigned_common,not_broad_rule,4.257925852041128,0.057282478,0.03707772,0.3405923,12,12,13,4,4,129.5,1,0.71980125,0.2324159,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
109,ml_pca_shape_rf,57,16121,373774,9946,B6,1014.0,novel_early_pretrigger,not_broad_rule,29.653523848207154,0.12396214,0.1341923,1.8517877,1,1,2,0,0,642.0,1,0.0,-2.17357,18.0,dropout,dropout,dropout,True,False,False,False,False,False
110,ml_pca_shape_rf,57,22636,380289,15947,B6,4172.5,unassigned_common,not_broad_rule,4.702637546539241,0.07271069,0.2553994,0.36005014,11,11,12,4,4,88.0,1,0.8633913,0.19736369,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
111,ml_pca_shape_rf,57,2148,359799,13275,B6,3792.0,unassigned_common,not_broad_rule,3.8114336778154554,0.066756785,0.30603662,0.30564758,10,10,12,5,5,12.5,1,0.8858122,0.2863924,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
112,ml_pca_shape_rf,57,8318,365969,2637,B6,3857.0,unassigned_common,not_broad_rule,1.4441652297475427,0.01766911,0.03693085,0.165059,9,9,10,8,8,7.5,1,0.88125485,0.3373088,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
113,ml_pca_shape_rf,57,9834,367485,4086,B6,3747.5,novel_early_pretrigger,not_broad_rule,5.96019750253941,0.014320958,0.007872769,0.43822727,10,10,10,3,3,927.5,2,0.8086724,-0.032421615,18.0,novel_broad_template_mismatch,baseline_excursion,novel_early_pretrigger,False,False,False,False,False,False
114,ml_pca_shape_rf,57,5989,363640,451,B6,3827.0,unassigned_common,not_broad_rule,1.647870822547066,0.010358876,0.031684063,0.17730153,9,9,11,6,6,4.5,1,0.8792788,0.2646982,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
115,ml_pca_shape_rf,57,28170,385823,4694,B6,4793.5,unassigned_common,not_broad_rule,3.2578317652227256,0.009175501,0.0,0.27987906,11,11,12,5,5,3.0,1,0.76843643,0.26650673,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
116,ml_pca_shape_rf,57,786,358437,11985,B6,3449.0,unassigned_common,not_broad_rule,4.571951802374766,0.008818841,0.015079015,0.348301,8,8,9,10,10,34.0,1,0.928385,0.40852422,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
117,ml_pca_shape_rf,57,28938,386591,5395,B6,3971.0,unassigned_common,not_broad_rule,2.48221479373044,0.00807748,0.044688985,0.23203902,9,9,10,6,6,260.0,1,0.79602116,0.1956686,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
118,ml_pca_shape_rf,57,8647,366298,2937,B6,2657.5,unassigned_common,not_broad_rule,5.74269093036369,0.0077666803,0.0026818737,0.4227439,7,7,8,12,12,5.0,1,0.85023516,0.48033866,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
119,ml_pca_shape_rf,57,3416,361067,14451,B8,4994.5,unassigned_common,not_broad_rule,2.8419774412132286,0.07746774,0.50914246,0.25497964,11,11,13,6,6,2.5,1,0.77094805,0.39693663,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
120,ml_pca_shape_rf,57,27715,385368,4274,B8,5048.5,unassigned_common,not_broad_rule,2.7228426124033707,0.047528777,0.06604973,0.055272743,12,12,12,7,7,98.5,1,0.7730019,0.5527384,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
121,ml_pca_shape_rf,57,1567,359218,12725,B8,4426.0,unassigned_common,not_broad_rule,3.3657073059480105,0.046958387,0.23452418,0.28172868,11,11,13,5,5,13.0,1,0.84319925,0.3391324,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
122,ml_pca_shape_rf,57,9198,366849,3486,B8,4742.5,unassigned_common,not_broad_rule,2.7521981060839575,0.03975544,0.107594386,0.055183195,12,12,12,7,7,2.5,1,0.80158144,0.5084871,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
123,ml_pca_shape_rf,57,23010,380663,16299,B8,4539.5,unassigned_common,not_broad_rule,2.07538154736561,0.033120446,0.20731331,0.19293123,11,11,13,6,6,5.0,1,0.7993171,0.37636304,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
124,ml_pca_shape_rf,57,9568,367219,3838,B8,1179.0,novel_delayed_peak,not_broad_rule,4.687152816138235,0.017559007,0.047248863,0.36613396,1,1,1,17,17,3.5,1,0.0050890585,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
125,ml_pca_shape_rf,57,16756,374409,10534,B8,1822.5,novel_early_pretrigger,not_broad_rule,24.733337061974517,0.016459478,0.024266168,1.5590061,2,2,2,2,2,1544.5,1,0.0,-2.084225,1.5280026,dropout,dropout,dropout,True,False,False,False,False,False
126,ml_pca_shape_rf,57,23009,380662,16298,B8,1453.5,novel_delayed_peak,not_broad_rule,4.409826750265535,0.013829764,0.047248863,0.34963134,1,1,1,17,17,9.5,1,0.012039904,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
127,ml_pca_shape_rf,57,22175,379828,15516,B8,1264.0,novel_delayed_peak,not_broad_rule,4.363555322679142,0.012575452,0.012841462,0.3468779,1,1,2,17,17,6.0,1,0.03243671,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
128,ml_pca_shape_rf,57,2458,360109,13568,B8,3388.5,unassigned_common,not_broad_rule,5.805948872899821,0.011805113,0.04573444,0.42074537,8,8,8,11,11,11.0,1,0.9445182,0.6526487,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
129,ml_pca_shape_rf,64,6816,619498,9205,B2,4714.5,novel_broad_template_mismatch,broad_width,4.225026950003566,1.0,0.9972695,0.2684909,14,14,14,6,6,465.0,1,0.9221551,0.34096935,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
130,ml_pca_shape_rf,64,5706,618388,8174,B2,5747.5,novel_broad_template_mismatch,broad_width,4.12788122560311,1.0,0.9994829,0.12461454,14,14,14,7,7,2.0,1,0.82757723,0.55389297,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
131,ml_pca_shape_rf,64,35464,648148,3179,B2,7387.0,novel_broad_template_mismatch,broad_width,3.4291525389209303,1.0,0.99947417,0.217531,13,13,13,11,11,11.5,1,0.80398,0.5450115,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
132,ml_pca_shape_rf,64,34426,647110,2207,B2,4731.0,novel_broad_template_mismatch,broad_width,4.246365541225269,1.0,0.9999171,0.270434,14,14,15,7,7,395.5,1,0.9429296,0.40646797,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
133,ml_pca_shape_rf,64,13502,626184,15440,B2,4570.5,novel_broad_template_mismatch,broad_width,4.17463916359838,0.99994576,0.9983028,0.25308096,14,14,14,6,6,653.0,1,0.8730992,0.32108083,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
134,ml_pca_shape_rf,64,33958,646642,1769,B2,6264.0,novel_broad_template_mismatch,broad_width,3.4632383025958724,0.9999362,0.99972993,0.09776826,13,13,13,7,7,1.5,1,0.83716476,0.5247446,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
135,ml_pca_shape_rf,64,11619,624301,13685,B2,5932.0,novel_broad_template_mismatch,broad_width,4.082309054006384,0.9999027,0.9959666,0.15068357,14,14,14,7,7,67.0,1,0.7832097,0.52764666,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
136,ml_pca_shape_rf,64,24296,636979,9125,B2,4536.5,novel_broad_template_mismatch,broad_width,4.228682144721257,0.99989945,0.99861425,0.2927,14,14,14,7,7,856.0,1,0.92571366,0.34090158,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
137,ml_pca_shape_rf,64,12413,625095,14418,B2,5086.5,novel_broad_template_mismatch,broad_width,4.139397326663231,0.9998686,0.9980147,0.22055824,14,14,15,6,6,527.0,1,0.8387889,0.38130346,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
138,ml_pca_shape_rf,64,9385,622067,11578,B2,6001.5,novel_broad_template_mismatch,broad_width,3.483648814881416,0.9998319,0.9994633,0.089754954,13,13,13,6,6,0.5,1,0.85703576,0.545447,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
139,ml_pca_shape_rf,64,5195,617877,7696,B4,3791.0,novel_broad_template_mismatch,broad_width,4.127830717313588,0.9968065,0.98302025,0.32879794,14,14,14,7,7,689.0,1,0.8150884,0.29675546,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
140,ml_pca_shape_rf,64,33910,646594,1727,B4,5368.0,novel_broad_template_mismatch,broad_width,4.049154430415882,0.99589324,0.99103713,0.22303066,14,14,15,7,7,294.5,1,0.75093144,0.5085693,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
141,ml_pca_shape_rf,64,9119,621801,11328,B4,3684.5,novel_broad_template_mismatch,broad_width,4.835081022603679,0.9921125,0.9815055,0.36703,14,14,15,6,6,486.0,1,0.8781381,0.36490706,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
142,ml_pca_shape_rf,64,22516,635199,7484,B4,5328.5,novel_broad_template_mismatch,broad_width,3.4485240362565737,0.98347384,0.9549465,0.10084465,13,13,13,6,6,4.5,2,0.82283944,0.5315755,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
143,ml_pca_shape_rf,64,3960,616642,6555,B4,4177.0,unassigned_common,not_broad_rule,2.8227226768953044,0.16273706,0.68043154,0.21179809,12,12,13,6,6,178.0,1,0.8702418,0.3243955,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
144,ml_pca_shape_rf,64,22532,635215,7500,B4,6061.0,unassigned_common,not_broad_rule,2.023472278429786,0.14511698,0.5085028,0.16460963,11,11,13,6,6,8.5,1,0.7416268,0.4797888,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
145,ml_pca_shape_rf,64,30227,642911,14648,B4,5086.5,unassigned_common,not_broad_rule,2.7395277684525987,0.133617,0.3574209,0.16477814,12,12,12,11,11,3.5,1,0.789246,0.6506439,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
146,ml_pca_shape_rf,64,12220,624902,14241,B4,4330.5,unassigned_common,not_broad_rule,4.2225688585462295,0.12503107,0.43756598,0.33325323,10,10,13,4,4,108.5,1,0.8344302,0.23334488,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
147,ml_pca_shape_rf,64,5422,618104,7908,B4,3928.0,unassigned_common,not_broad_rule,4.411048015290318,0.123209745,0.37277585,0.3449924,11,11,12,4,4,271.0,1,0.82586557,0.16980651,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
148,ml_pca_shape_rf,64,12974,625656,14941,B4,4182.0,unassigned_common,not_broad_rule,2.7872682126004826,0.122641444,0.3718157,0.18062401,12,12,12,12,12,6.5,1,0.83572453,0.7415112,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
149,ml_pca_shape_rf,64,5372,618054,7862,B6,4872.0,unassigned_common,not_broad_rule,2.7915585955867037,0.11615862,0.6236338,0.18262014,12,12,13,7,7,6.0,1,0.8399015,0.4259031,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
150,ml_pca_shape_rf,64,30227,642911,14648,B6,5484.0,unassigned_common,not_broad_rule,2.723003200242248,0.10013164,0.3206437,0.14079179,12,12,12,11,11,4.5,1,0.77315825,0.64259666,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
151,ml_pca_shape_rf,64,25023,637706,9799,B6,2242.5,unassigned_common,not_broad_rule,4.284698551753921,0.056897953,0.18361674,0.33598846,11,11,11,13,13,17.0,1,0.8501672,0.59643257,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
152,ml_pca_shape_rf,64,29808,642492,14266,B6,2369.5,novel_early_pretrigger,not_broad_rule,7.713779368170003,0.056007538,0.12175526,0.53748554,7,7,8,3,3,1039.5,1,0.8919603,-0.42435113,1.7678914,pileup_or_long_tail,baseline_excursion,novel_early_pretrigger,False,False,False,False,False,False
153,ml_pca_shape_rf,64,32240,644924,133,B6,2378.0,novel_early_pretrigger,not_broad_rule,8.148326897508856,0.054031316,0.12542751,0.5701829,7,7,8,3,3,1301.5,1,0.78006727,-0.54373425,1.7245514,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,False,False,False
154,ml_pca_shape_rf,64,16750,629433,2118,B6,3421.5,unassigned_common,not_broad_rule,5.242467760235558,0.022820164,0.0704031,0.38971874,9,9,10,4,4,277.5,1,0.9035511,0.05772322,18.0,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,False,False,False,False,False
155,ml_pca_shape_rf,64,19731,632414,4864,B6,1055.5,unassigned_common,not_broad_rule,18.1966502653133,0.021428073,0.020045888,1.1700327,3,3,4,5,5,290.5,1,0.37565136,-2.3614402,9.437894,dropout,dropout,dropout,True,False,False,False,False,False
156,ml_pca_shape_rf,64,7194,619876,9543,B6,1018.0,novel_early_pretrigger,not_broad_rule,19.960830575927773,0.019063829,0.0334733,1.2692039,4,4,5,3,3,861.0,1,0.8438114,-1.8251474,1.6446023,dropout,dropout,dropout,True,False,False,False,False,False
157,ml_pca_shape_rf,64,24022,636705,8870,B6,1000.5,novel_early_pretrigger,not_broad_rule,23.462510007556745,0.012812474,0.009935175,1.483384,1,1,1,0,0,442.0,1,0.0,-1.6356821,18.0,dropout,dropout,dropout,True,False,False,False,False,False
158,ml_pca_shape_rf,64,656,613338,3486,B6,3907.5,unassigned_common,not_broad_rule,1.261471952397534,0.011411868,0.047475066,0.15484464,9,9,12,7,7,36.5,1,0.87050545,0.39705694,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
159,ml_pca_shape_rf,64,12430,625112,14435,B8,3674.5,unassigned_common,not_broad_rule,3.9408489292343267,0.16641493,0.7331986,0.3071344,12,12,14,9,9,21.0,1,0.9874813,0.41162062,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
160,ml_pca_shape_rf,64,1483,614165,4253,B8,1017.0,novel_early_pretrigger,not_broad_rule,28.571406489956093,0.12486006,0.13223654,1.787395,1,1,1,0,0,535.0,1,0.0,-2.045231,18.0,dropout,dropout,dropout,True,False,False,False,False,False
161,ml_pca_shape_rf,64,16847,629530,2203,B8,4206.0,unassigned_common,not_broad_rule,3.3582539129473234,0.041685883,0.20407563,0.2802606,11,11,13,5,5,8.5,1,0.859962,0.3340466,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
162,ml_pca_shape_rf,64,10463,623145,12609,B8,1059.0,novel_delayed_peak,not_broad_rule,4.405179574417779,0.035010137,0.079244554,0.3493548,1,1,1,17,17,36.0,1,0.1463645,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
163,ml_pca_shape_rf,64,1838,614520,4578,B8,4016.0,unassigned_common,not_broad_rule,4.727611129354065,0.03316132,0.13312466,0.3626226,9,9,12,5,5,37.0,1,0.84561753,0.22310758,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
164,ml_pca_shape_rf,64,20446,633129,5524,B8,4114.5,unassigned_common,not_broad_rule,2.8919288156398544,0.033072975,0.10364421,0.25301367,10,10,12,6,6,3.5,1,0.8517438,0.34378418,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
165,ml_pca_shape_rf,64,722,613404,3547,B8,4997.5,unassigned_common,not_broad_rule,2.7052536829353437,0.032478213,0.08032718,0.050448768,12,12,12,7,7,3.0,1,0.7558779,0.51235616,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
166,ml_pca_shape_rf,64,20793,633476,5841,B8,4185.0,unassigned_common,not_broad_rule,2.124924762959772,0.031047639,0.118430376,0.1152039,11,11,11,8,8,10.0,1,0.84755075,0.54528075,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
167,ml_pca_shape_rf,64,11357,624039,13449,B8,4662.0,unassigned_common,not_broad_rule,2.1019490084138512,0.027296485,0.08640792,0.074615106,11,11,12,8,8,4.0,1,0.8251823,0.5905191,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
168,ml_pca_shape_rf,64,16338,629021,1735,B8,3439.5,unassigned_common,not_broad_rule,5.926670169386394,0.02290702,0.019877212,0.43802574,10,10,11,4,4,869.0,1,0.7793284,-0.010612007,18.0,novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,False,False,False,False,False
169,ml_pca_shape_rf,65,34062,682689,2187,B2,4169.0,novel_broad_template_mismatch,broad_width,3.6011756645439084,1.0,0.99874,0.22950909,13,13,13,11,11,3.5,1,0.971456,0.7016071,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
170,ml_pca_shape_rf,65,36838,685465,4775,B2,4907.5,novel_broad_template_mismatch,broad_width,3.5442621222310016,0.99996185,0.99551535,0.28593886,13,13,14,4,4,468.0,1,0.91604686,0.2855833,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
171,ml_pca_shape_rf,65,34983,683610,3051,B2,5900.5,novel_broad_template_mismatch,broad_width,4.0981800058355455,0.99988383,0.9990331,0.16893686,14,14,14,6,6,72.5,1,0.7986611,0.51936275,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
172,ml_pca_shape_rf,65,28602,677229,13509,B2,5374.0,novel_broad_template_mismatch,broad_width,3.476250019483648,0.99979305,0.9920194,0.27354574,13,13,14,5,5,440.5,1,0.84983253,0.32173428,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
173,ml_pca_shape_rf,65,37055,685682,4971,B2,4589.0,novel_broad_template_mismatch,broad_width,3.5373818241292505,0.99963266,0.99888945,0.22218236,13,13,13,6,6,2.0,1,0.9093484,0.72303337,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
174,ml_pca_shape_rf,65,5235,653862,8086,B2,4489.5,novel_broad_template_mismatch,broad_width,3.430990146234658,0.99958044,0.99835056,0.2397257,13,13,14,7,7,671.0,1,0.805769,0.27831608,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
175,ml_pca_shape_rf,65,33791,682418,1941,B2,5698.5,novel_broad_template_mismatch,broad_width,3.466107271988796,0.9995044,0.9961541,0.1700506,13,13,14,6,6,44.5,1,0.8399579,0.40703693,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
