max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
60,0.05,7,0.0,64,20260609,-1,1.4614606655508664,0,60
60,0.05,7,0.1,64,20260609,0,1.8696472676819755,2799,60
60,0.05,7,0.1,64,20260609,1,1.2973170980951227,2838,60
60,0.05,7,0.1,64,20260609,2,1.212648528229381,3399,60
60,0.05,7,0.1,64,20260609,-1,1.4598709646688264,0,60
60,0.05,15,0.0,64,20260609,0,1.8985497271878349,2799,60
60,0.05,15,0.0,64,20260609,1,1.3383707043736557,2838,60
60,0.05,15,0.0,64,20260609,2,1.2466989301037135,3399,60
60,0.05,15,0.0,64,20260609,-1,1.4945397872217345,0,60
60,0.05,15,0.1,64,20260609,0,1.8889192570002558,2799,60
60,0.05,15,0.1,64,20260609,1,1.3343663042935403,2838,60
60,0.05,15,0.1,64,20260609,2,1.2411472712679934,3399,60
60,0.05,15,0.1,64,20260609,-1,1.4881442775205966,0,60
100,0.05,7,0.0,64,20260609,0,2.0306936755523215,2799,60
100,0.05,7,0.0,64,20260609,1,1.3747467453838327,2838,60
100,0.05,7,0.0,64,20260609,2,1.3142996823058182,3399,60
100,0.05,7,0.0,64,20260609,-1,1.5732467010806575,0,60
100,0.05,7,0.1,64,20260609,0,2.040765464308178,2799,60
100,0.05,7,0.1,64,20260609,1,1.3755425111865482,2838,60
100,0.05,7,0.1,64,20260609,2,1.3181667288856616,3399,60
100,0.05,7,0.1,64,20260609,-1,1.5781582347934628,0,60
100,0.05,15,0.0,64,20260609,0,1.99237822429601,2799,60
100,0.05,15,0.0,64,20260609,1,1.4678728048136205,2838,60
100,0.05,15,0.0,64,20260609,2,1.3436781462354856,3399,60
100,0.05,15,0.0,64,20260609,-1,1.6013097251150388,0,60
100,0.05,15,0.1,64,20260609,0,1.9909965680226267,2799,60
100,0.05,15,0.1,64,20260609,1,1.4782868933975863,2838,60
100,0.05,15,0.1,64,20260609,2,1.35666461671523,3399,60
100,0.05,15,0.1,64,20260609,-1,1.6086493593784812,0,60
60,0.05,7,0.0,64,20260609,0,1.3599250978259363,2622,61
60,0.05,7,0.0,64,20260609,1,1.4066468639499385,2640,61
60,0.05,7,0.0,64,20260609,2,1.3595999017801048,3399,61
60,0.05,7,0.0,64,20260609,-1,1.3753906211853266,0,61
60,0.05,7,0.1,64,20260609,0,1.3586609787360653,2622,61
60,0.05,7,0.1,64,20260609,1,1.3952231165978515,2640,61
60,0.05,7,0.1,64,20260609,2,1.3592656661132971,3399,61
60,0.05,7,0.1,64,20260609,-1,1.371049920482405,0,61
60,0.05,15,0.0,64,20260609,0,1.4476283482143875,2622,61
60,0.05,15,0.0,64,20260609,1,1.4475987715200493,2640,61
60,0.05,15,0.0,64,20260609,2,1.3675170590308996,3399,61
60,0.05,15,0.0,64,20260609,-1,1.420914726255112,0,61
60,0.05,15,0.1,64,20260609,0,1.4393526906853358,2622,61
60,0.05,15,0.1,64,20260609,1,1.4384443706765897,2640,61
60,0.05,15,0.1,64,20260609,2,1.3633988082386284,3399,61
60,0.05,15,0.1,64,20260609,-1,1.4137319565335178,0,61
100,0.05,7,0.0,64,20260609,0,1.4925718699518848,2622,61
100,0.05,7,0.0,64,20260609,1,1.5042606414355668,2640,61
100,0.05,7,0.0,64,20260609,2,1.460502956565758,3399,61
100,0.05,7,0.0,64,20260609,-1,1.4857784893177366,0,61
100,0.05,7,0.1,64,20260609,0,1.4738299795957277,2622,61
100,0.05,7,0.1,64,20260609,1,1.5103261316282166,2640,61
100,0.05,7,0.1,64,20260609,2,1.445635384628913,3399,61
100,0.05,7,0.1,64,20260609,-1,1.4765971652842858,0,61
100,0.05,15,0.0,64,20260609,0,1.5619470352639586,2622,61
100,0.05,15,0.0,64,20260609,1,1.5664101029991242,2640,61
100,0.05,15,0.0,64,20260609,2,1.5078514743083615,3399,61
100,0.05,15,0.0,64,20260609,-1,1.5454028708571481,0,61
100,0.05,15,0.1,64,20260609,0,1.5716233174665453,2622,61
100,0.05,15,0.1,64,20260609,1,1.5691316722787572,2640,61
100,0.05,15,0.1,64,20260609,2,1.5075321411757552,3399,61
100,0.05,15,0.1,64,20260609,-1,1.5494290436403526,0,61
60,0.05,7,0.0,64,20260609,0,1.8592121237908363,2799,62
60,0.05,7,0.0,64,20260609,1,1.3004916339347785,2841,62
60,0.05,7,0.0,64,20260609,2,1.2643985728919185,3399,62
60,0.05,7,0.0,64,20260609,-1,1.4747007768725113,0,62
60,0.05,7,0.1,64,20260609,0,1.867179223163239,2799,62
60,0.05,7,0.1,64,20260609,1,1.3004685716909297,2841,62
60,0.05,7,0.1,64,20260609,2,1.2649574911455852,3399,62
60,0.05,7,0.1,64,20260609,-1,1.4775350953332513,0,62
60,0.05,15,0.0,64,20260609,0,1.8499801515843868,2799,62
60,0.05,15,0.0,64,20260609,1,1.3396909175993115,2841,62
60,0.05,15,0.0,64,20260609,2,1.2468388776681936,3399,62
60,0.05,15,0.0,64,20260609,-1,1.4788366489506306,0,62
60,0.05,15,0.1,64,20260609,0,1.8509234355767124,2799,62
60,0.05,15,0.1,64,20260609,1,1.3582964987552544,2841,62
60,0.05,15,0.1,64,20260609,2,1.2400598342927114,3399,62
60,0.05,15,0.1,64,20260609,-1,1.4830932562082257,0,62
100,0.05,7,0.0,64,20260609,0,1.9846255791963194,2799,62
100,0.05,7,0.0,64,20260609,1,1.3845190671414662,2841,62
100,0.05,7,0.0,64,20260609,2,1.328361673786875,3399,62
100,0.05,7,0.0,64,20260609,-1,1.5658354400415535,0,62
100,0.05,7,0.1,64,20260609,0,2.0170094217911227,2799,62
100,0.05,7,0.1,64,20260609,1,1.3719413162951608,2841,62
100,0.05,7,0.1,64,20260609,2,1.3217768137389458,3399,62
100,0.05,7,0.1,64,20260609,-1,1.5702425172750765,0,62
100,0.05,15,0.0,64,20260609,0,1.9636406453821027,2799,62
100,0.05,15,0.0,64,20260609,1,1.4489598782964945,2841,62
100,0.05,15,0.0,64,20260609,2,1.3337499211591062,3399,62
100,0.05,15,0.0,64,20260609,-1,1.582116814945901,0,62
100,0.05,15,0.1,64,20260609,0,1.9546155197773785,2799,62
100,0.05,15,0.1,64,20260609,1,1.4480872573294006,2841,62
100,0.05,15,0.1,64,20260609,2,1.3132793798955051,3399,62
100,0.05,15,0.1,64,20260609,-1,1.5719940523340947,0,62
60,0.05,7,0.0,64,20260609,0,1.8366544579909014,2799,63
60,0.05,7,0.0,64,20260609,1,1.2203027711441015,2841,63
60,0.05,7,0.0,64,20260609,2,1.2459641848098708,4710,63
60,0.05,7,0.0,64,20260609,-1,1.4343071379816248,0,63
60,0.05,7,0.1,64,20260609,0,1.8402666789351136,2799,63
60,0.05,7,0.1,64,20260609,1,1.210036929056859,2841,63
60,0.05,7,0.1,64,20260609,2,1.228688583474732,4710,63
60,0.05,7,0.1,64,20260609,-1,1.4263307304889015,0,63
60,0.05,15,0.0,64,20260609,0,1.807613415169602,2799,63
60,0.05,15,0.0,64,20260609,1,1.2881056374086306,2841,63
60,0.05,15,0.0,64,20260609,2,1.2483763656702318,4710,63
60,0.05,15,0.0,64,20260609,-1,1.4480318060828214,0,63
60,0.05,15,0.1,64,20260609,0,1.834101256671857,2799,63
60,0.05,15,0.1,64,20260609,1,1.2918629383632654,2841,63
60,0.05,15,0.1,64,20260609,2,1.2516881439380856,4710,63
60,0.05,15,0.1,64,20260609,-1,1.4592174463244028,0,63
100,0.05,7,0.0,64,20260609,0,1.9465039125024586,2799,63
100,0.05,7,0.0,64,20260609,1,1.3525966098661129,2841,63
100,0.05,7,0.0,64,20260609,2,1.3328677289540352,4710,63
100,0.05,7,0.0,64,20260609,-1,1.5439894171075357,0,63
100,0.05,7,0.1,64,20260609,0,1.9424787415203848,2799,63
100,0.05,7,0.1,64,20260609,1,1.3443791310767246,2841,63
100,0.05,7,0.1,64,20260609,2,1.3250629787016388,4710,63
100,0.05,7,0.1,64,20260609,-1,1.5373069504329162,0,63
100,0.05,15,0.0,64,20260609,0,1.9026602894362639,2799,63
100,0.05,15,0.0,64,20260609,1,1.4464062838393772,2841,63
100,0.05,15,0.0,64,20260609,2,1.3185369173139885,4710,63
100,0.05,15,0.0,64,20260609,-1,1.555867830196543,0,63
100,0.05,15,0.1,64,20260609,0,1.8954432855644765,2799,63
100,0.05,15,0.1,64,20260609,1,1.4158608973516635,2841,63
100,0.05,15,0.1,64,20260609,2,1.3222316923966282,4710,63
100,0.05,15,0.1,64,20260609,-1,1.5445119584375895,0,63
60,0.05,7,0.0,64,20260609,0,1.8259726534974565,3018,65
60,0.05,7,0.0,64,20260609,1,1.2711716178859283,3534,65
60,0.05,7,0.0,64,20260609,2,1.2461739990968792,4710,65
60,0.05,7,0.0,64,20260609,-1,1.4477727568267547,0,65
60,0.05,7,0.1,64,20260609,0,1.835356418041182,3018,65
60,0.05,7,0.1,64,20260609,1,1.255054845129789,3534,65
60,0.05,7,0.1,64,20260609,2,1.2519303961112194,4710,65
60,0.05,7,0.1,64,20260609,-1,1.44744721976073,0,65
60,0.05,15,0.0,64,20260609,0,1.8538564295111088,3018,65
60,0.05,15,0.0,64,20260609,1,1.315550716423219,3534,65
60,0.05,15,0.0,64,20260609,2,1.268939219496983,4710,65
60,0.05,15,0.0,64,20260609,-1,1.4794487884771037,0,65
60,0.05,15,0.1,64,20260609,0,1.850203237662365,3018,65
60,0.05,15,0.1,64,20260609,1,1.3063483086271914,3534,65
60,0.05,15,0.1,64,20260609,2,1.2775054029221775,4710,65
60,0.05,15,0.1,64,20260609,-1,1.4780189830705777,0,65
100,0.05,7,0.0,64,20260609,0,1.9458787026444333,3018,65
100,0.05,7,0.0,64,20260609,1,1.3534532868409161,3534,65
100,0.05,7,0.0,64,20260609,2,1.3583077616811865,4710,65
100,0.05,7,0.0,64,20260609,-1,1.5525465837221786,0,65
100,0.05,7,0.1,64,20260609,0,1.9564028255231378,3018,65
100,0.05,7,0.1,64,20260609,1,1.341797775452559,3534,65
100,0.05,7,0.1,64,20260609,2,1.3447554535402388,4710,65
100,0.05,7,0.1,64,20260609,-1,1.5476520181719786,0,65
100,0.05,15,0.0,64,20260609,0,1.960736862612122,3018,65
100,0.05,15,0.0,64,20260609,1,1.4273326693282098,3534,65
100,0.05,15,0.0,64,20260609,2,1.3889226838162287,4710,65
100,0.05,15,0.0,64,20260609,-1,1.59233073858552,0,65
100,0.05,15,0.1,64,20260609,0,1.9730728116632104,3018,65
100,0.05,15,0.1,64,20260609,1,1.431918648912409,3534,65
100,0.05,15,0.1,64,20260609,2,1.3943873793610808,4710,65
100,0.05,15,0.1,64,20260609,-1,1.599792946645567,0,65
