max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
60,0.05,7,0.0,64,20260609,0,1.8422967802558912,2997,58
60,0.05,7,0.0,64,20260609,1,1.2459908955909564,3534,58
60,0.05,7,0.0,64,20260609,2,1.258909761549888,4710,58
60,0.05,7,0.0,64,20260609,-1,1.4490658124655784,0,58
60,0.05,7,0.1,64,20260609,0,1.853269433614565,2997,58
60,0.05,7,0.1,64,20260609,1,1.2407168725564433,3534,58
60,0.05,7,0.1,64,20260609,2,1.2575516819960026,4710,58
60,0.05,7,0.1,64,20260609,-1,1.450512662722337,0,58
60,0.05,15,0.0,64,20260609,0,1.8756394237034026,2997,58
60,0.05,15,0.0,64,20260609,1,1.306804921484142,3534,58
60,0.05,15,0.0,64,20260609,2,1.2939029749773279,4710,58
60,0.05,15,0.0,64,20260609,-1,1.492115773388291,0,58
60,0.05,15,0.1,64,20260609,0,1.8648571109952712,2997,58
60,0.05,15,0.1,64,20260609,1,1.3110658676823175,3534,58
60,0.05,15,0.1,64,20260609,2,1.2809563357641431,4710,58
60,0.05,15,0.1,64,20260609,-1,1.485626438147244,0,58
100,0.05,7,0.0,64,20260609,0,1.9829707378300943,2997,58
100,0.05,7,0.0,64,20260609,1,1.3347855748896484,3534,58
100,0.05,7,0.0,64,20260609,2,1.3261382209561186,4710,58
100,0.05,7,0.0,64,20260609,-1,1.5479648445586205,0,58
100,0.05,7,0.1,64,20260609,0,1.9706294324469555,2997,58
100,0.05,7,0.1,64,20260609,1,1.3550771205915826,3534,58
100,0.05,7,0.1,64,20260609,2,1.3328491603601371,4710,58
100,0.05,7,0.1,64,20260609,-1,1.552851904466225,0,58
100,0.05,15,0.0,64,20260609,0,1.9781564891335113,2997,58
100,0.05,15,0.0,64,20260609,1,1.4374446446939397,3534,58
100,0.05,15,0.0,64,20260609,2,1.3887074224464109,4710,58
100,0.05,15,0.0,64,20260609,-1,1.6014361854246204,0,58
100,0.05,15,0.1,64,20260609,0,1.9801212705382676,2997,58
100,0.05,15,0.1,64,20260609,1,1.4438027489826242,3534,58
100,0.05,15,0.1,64,20260609,2,1.3778560283915067,4710,58
100,0.05,15,0.1,64,20260609,-1,1.6005933493041329,0,58
60,0.05,7,0.0,64,20260609,0,1.9115648167867483,2799,59
60,0.05,7,0.0,64,20260609,1,1.2326062694457545,2841,59
60,0.05,7,0.0,64,20260609,2,1.261828928280519,3531,59
60,0.05,7,0.0,64,20260609,-1,1.4686666715043408,0,59
60,0.05,7,0.1,64,20260609,0,1.9129122998106565,2799,59
60,0.05,7,0.1,64,20260609,1,1.2186443940292384,2841,59
60,0.05,7,0.1,64,20260609,2,1.2595430849580365,3531,59
60,0.05,7,0.1,64,20260609,-1,1.4636999262659771,0,59
60,0.05,15,0.0,64,20260609,0,1.9209459879010085,2799,59
60,0.05,15,0.0,64,20260609,1,1.2605498442881093,2841,59
60,0.05,15,0.0,64,20260609,2,1.2826355600445278,3531,59
60,0.05,15,0.0,64,20260609,-1,1.4880437974112153,0,59
60,0.05,15,0.1,64,20260609,0,1.9300503393722033,2799,59
60,0.05,15,0.1,64,20260609,1,1.256295536671947,2841,59
60,0.05,15,0.1,64,20260609,2,1.2960351704818702,3531,59
60,0.05,15,0.1,64,20260609,-1,1.4941270155086734,0,59
100,0.05,7,0.0,64,20260609,0,2.027952583016841,2799,59
100,0.05,7,0.0,64,20260609,1,1.3050324026844256,2841,59
100,0.05,7,0.0,64,20260609,2,1.3642205632878919,3531,59
100,0.05,7,0.0,64,20260609,-1,1.5657351829963861,0,59
100,0.05,7,0.1,64,20260609,0,2.0146306313264657,2799,59
100,0.05,7,0.1,64,20260609,1,1.3046431302990091,2841,59
100,0.05,7,0.1,64,20260609,2,1.344567527144059,3531,59
100,0.05,7,0.1,64,20260609,-1,1.5546137629231778,0,59
100,0.05,15,0.0,64,20260609,0,2.0162154641853767,2799,59
100,0.05,15,0.0,64,20260609,1,1.4104832056473091,2841,59
100,0.05,15,0.0,64,20260609,2,1.3766475354625964,3531,59
100,0.05,15,0.0,64,20260609,-1,1.6011154017650941,0,59
100,0.05,15,0.1,64,20260609,0,2.0155714700698857,2799,59
100,0.05,15,0.1,64,20260609,1,1.4036190490516176,2841,59
100,0.05,15,0.1,64,20260609,2,1.3999162123055826,3531,59
100,0.05,15,0.1,64,20260609,-1,1.6063689104756953,0,59
60,0.05,7,0.0,64,20260609,0,1.8772239057780453,2799,60
60,0.05,7,0.0,64,20260609,1,1.295651446048101,2838,60
60,0.05,7,0.0,64,20260609,2,1.2115066448264524,3399,60
