method,family,description,pid_method,energy_method,pid_auc,pid_auc_ci_low,pid_auc_ci_high,pid_average_precision,energy_res68_frac,energy_res68_ci_low,energy_res68_ci_high,energy_bias_frac,energy_bias_ci_low,energy_bias_ci_high,saturation_energy_res68_frac,saturation_energy_res68_ci_low,saturation_energy_res68_ci_high,saturation_hysteresis_res68,saturation_hysteresis_res68_ci_low,saturation_hysteresis_res68_ci_high,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,endpoint_timing_sigma68_ns,endpoint_timing_ci_low,endpoint_timing_ci_high,pileup_average_precision,pileup_ap_ci_low,pileup_ap_ci_high,pedestal_mae_adc,pedestal_mae_ci_low,pedestal_mae_ci_high,pid_loss_term,energy_res68_term,timing_loss_term,pileup_loss_term,saturation_loss_term,pedestal_loss_term,energy_bias_loss_term,joint_loss_score,shape_only_loss_score,shape_knockout_loss_score,timing_mediated_fraction
gradient_boosted_trees,ml_tree,"histogram gradient-boosted trees on pulse shape, charge, depth, and timing summaries",ML_gradient_boosted_trees,gradient_boosted_trees,0.9280095148429632,0.9216148500739324,0.9352319618943888,0.8942663262803092,0.0566846321762142,0.04880395769058964,0.06719740156251883,-0.0167355872103629,-0.020389423104361468,-0.008551688140306596,0.0562142558279182,0.0517199705719396,0.06268440375730644,0.0313697380962435,0.029430484475913593,0.03437786541387658,1.2194465886541082,0.9169265065318064,1.4712204662168429,1.126633,0.834468,1.406165,0.983139,0.982529,0.985,48.879367,43.822284,55.285716,0.016557811586118458,0.012470619078767125,0.13007430278977153,0.0031473866666666696,0.004078065952511655,0.013124441287742393,0.000836779360518145,0.18028940672209598,0.05021510393232445,0.15042419669669224,0.7214750170556185
ridge,ml_linear,standardized linear ridge waveform and tabular model,ML_ridge_waveform,ridge,0.8513208514780879,0.8447716046752325,0.8621867257244059,0.7787513966213357,0.0966729355403716,0.08871564277716167,0.11720596181535417,-0.0235729458948086,-0.0356187950680932,0.0005685026805842689,0.0549548576044372,0.052796272830628765,0.05926999972738509,0.2284565216944896,0.19856980290855802,0.2572259383987512,1.4428421669311344,1.149831274796621,1.633083211876006,1.442842,1.188857,1.644803,0.940266,0.930352,0.946693,260.701055,,,0.03419620416003979,0.02126804581888175,0.15390316447265434,0.01115034666666666,0.029699347820283648,0.07,0.00117864729474043,0.3213957562332666,0.16749259176061226,0.26475285895960465,0.47885873253706746
traditional_joint,traditional,dE/dx/range-energy likelihood with CFD-aligned charge windows and template PID cuts,traditional_charge_depth_logistic,geant4_birks_lookup,1.0,1.0,1.0,1.0,0.0402439783091376,0.03885687265429256,0.041606317494948857,-0.0230986356186924,-0.0266749274997614,-0.018225939767685054,0.0484975857724767,0.04744534451871076,0.05114720164608243,0.0403934804802994,0.0323276690959302,0.0496450439461025,1.494640076269676,1.326227531511096,1.654907230211548,1.49464,1.297661,1.672839,0.266627,0.262247,0.273875,260.701055,236.254777,287.988704,0.0,0.008853675228010272,0.15942827480209878,0.13689629333333336,0.0052511524624389225,0.07,0.00115493178093462,0.381584327606816,0.2221560528047172,0.3715757205978711,0.41780613947639245
new_residual_architecture,new_architecture,action-gated residual architecture: GRU/physics-residual MLP/hybrid residual CNN depending on endpoint,NN_action_gated_residual_ensemble_new,physics_residual_mlp,1.0,1.0,1.0,1.0,0.0586801621140033,0.049024699196538256,0.0778824801768244,-0.0145744353230592,-0.020885696085487543,-0.0047773882153127984,0.0387697764284218,0.03588506844063465,0.04471386133503352,0.1257841765165329,0.11159855403870346,0.14231502955138686,1.201773937649214,1.021475660353822,1.5066837320076167,1.360207,1.065165,1.620629,0.053436,0.043581,0.05375,260.701055,,,0.0,0.012909635665080726,0.12818922001591618,0.17669194666666668,0.016351942947149277,0.07,0.00072872176615296,0.4048714670609658,0.2766822470450496,0.39123310962973207,0.3166170758993332
mlp,neural_tabular,multilayer perceptron on engineered pulse summaries,ML_mlp,mlp,0.947092374470415,0.9407200210085076,0.9540671179653102,0.9221278409392843,0.6923472493440915,0.6842365680562779,0.6996464636631826,-0.5826860883867211,-0.5937934430047808,-0.566110948628985,0.5733302281479044,0.570494263691369,0.5755893637596577,0.0232743168115615,0.020997278735041605,0.027212719138860697,1.2307726104257752,1.0329795008811122,1.480638659731926,1.266989,1.101247,1.562786,0.916238,0.897241,0.940407,260.701055,,,0.012168753871804537,0.15231639485570014,0.13128241177874936,0.015635573333333336,0.0030256611855029947,0.07,0.029134304419336055,0.4135630994444265,0.28228068766567715,0.21994364629758573,0.3174422765355804
1d_cnn,neural_waveform,one-dimensional convolutional waveform model,NN_1d_cnn,1d_cnn,0.7267674024254375,0.7075822917850639,0.7484302388622134,0.6389048149075939,0.2657039478238139,0.24926581203810588,0.2890790024307048,-0.1777390561183705,-0.18795890770622958,-0.15251679050833633,0.1897611439072851,0.1809644808514061,0.19880711123036537,0.0710810673236847,0.06481012371420859,0.07860750805586576,1.3447325059715445,1.0545003114524552,1.6321540190558608,1.359663,1.067247,1.623857,0.043205,0.041677,0.045876,260.701055,,,0.06284349744214938,0.05845486852123906,0.1434381339702981,0.17860173333333335,0.009240538752079011,0.07,0.008886952805918525,0.5314657248250174,0.38802759085471933,0.40128040605571047,0.2698915984046279
