method,abs_corr_pid_score_pedestal,abs_corr_pid_score_saturation,abs_corr_pid_score_pileup,abs_corr_pid_score_energy
1d_cnn,0.01649793697541564,0.08809030490122675,0.02198915899129534,0.30112193267686826
deltaE_over_E_likelihood_template,0.02790195308043876,0.2521796375866001,0.0087137254317838,0.6087818899960037
gradient_boosted_trees,0.019306964532986377,0.017596075057445544,0.009412572451803118,0.09687402430306773
joint_sequence_transformer,0.08677428868704926,0.1260362030881117,0.4446527061720044,0.0250377916613166
mlp,0.022940784274723843,0.23781233829289564,0.0009178352205399627,0.40071909791411003
ridge,0.017112385399892956,0.10189539227919914,0.016553215470781008,0.25062731298264623
template_residual_boosted_stack_new,0.011084113807001842,0.013056775911845703,0.00991744795833143,0.11291619341187739
