method,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,pileup_ap_ci_low,pileup_ap_ci_high,pileup_auc_ci_low,pileup_auc_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_efficiency_ci_low,pid_efficiency_ci_high,pid_purity_ci_low,pid_purity_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,winner_score,family
template_residual_boosted_stack_new,0.8125713608925816,0.7940036730945822,0.9043582868057596,0.9054878048780488,0.8114754098360656,0.8488282397884219,0.0487417402921597,8.0962810871496,0.1192660550458715,0.3393939393939394,0.2484848484848484,-0.005841535408015,0.0829301698208934,660,330,0.7724118469537605,0.8415683955690377,0.7552800734618916,0.8222295684113865,0.8676037680306152,0.9292054099746409,0.8847951739618407,0.9294478527607362,0.7789203084832905,0.8483965014577259,0.8127824722395589,0.8749402771141901,-0.522356317674868,0.7734110250726042,7.478793736287673,9.023262168139604,0.1046511627906976,0.1350710900473933,0.2848484848484848,0.3818181818181818,0.1848484848484848,0.303030303030303,-0.0159864746890471,0.003357916379024,0.0727206675029793,0.0938307457216636,0.23346518124014076,new_architecture
gradient_boosted_trees,0.8155193629395666,0.7976859504132232,0.9105568615927124,0.899390243902439,0.8082191780821918,0.8442734352042316,-0.1591556773177505,8.221853255742298,0.1200873362445414,0.306060606060606,0.2454545454545454,-0.0113932596316958,0.0862166670270182,660,330,0.7874594642446352,0.8441094625773952,0.7594490358126722,0.8302926997245178,0.8783529124963203,0.9377044360321952,0.8662790697674418,0.9325153374233128,0.7693741946980288,0.8554913294797688,0.8000555512067001,0.8799514509544302,-0.6556957501607918,0.2874005932389778,7.239131914394544,9.548511096921589,0.1044444444444444,0.132034632034632,0.2454545454545454,0.351590909090909,0.1848484848484848,0.303030303030303,-0.0185257258821523,-0.0049821107789181,0.0838702498520636,0.093311063594827,0.23734434508403168,gradient_boosted_trees
ridge,0.7361476533023117,0.7727731864095501,0.8377993682045254,0.6951219512195121,0.7835051546391752,0.752681457537467,-0.4453063372356425,10.340910680301032,0.163135593220339,0.2848484848484848,0.2818181818181818,-0.0229812192089797,0.0887211442308918,660,330,0.696019539670743,0.7898181158138816,0.7377646923783288,0.8064001377410468,0.7874216142659347,0.8826442325393027,0.6625766871165644,0.7272940340909091,0.7521733149267276,0.825925925925926,0.7264161292595406,0.780101819410319,-0.730526276467435,-0.075562898031376,9.310368369703186,11.030589303073445,0.1454545454545454,0.1790123456790123,0.2303030303030303,0.3424242424242424,0.2362878787878788,0.3363636363636363,-0.0263814659431907,-0.0171038224288763,0.0764260300617586,0.1049812729947798,0.2855559318472755,ridge
1d_cnn,0.7842219553495863,0.796473829201102,0.8360454011166618,0.7560975609756098,0.7873015873015873,0.7771451660299735,-3.594453656790906,10.780910608722284,0.2085106382978723,0.2878787878787879,0.2515151515151515,-0.0397191162109375,0.102996932125142,660,330,0.7571621779301759,0.8192187379817307,0.7624242424242422,0.8277318640955005,0.7915469348659004,0.872904411764706,0.7204968944099379,0.789308176100629,0.749271137026239,0.834983498349835,0.740506329113924,0.8205015467578134,-4.564769648896796,-1.2071620557936338,9.385025972071286,12.09602459369014,0.173076923076923,0.2341772151898734,0.2514393939393939,0.3151515151515151,0.1754545454545454,0.3242424242424242,-0.047451028730354,-0.0339049377441406,0.0861478917509339,0.1321539645208548,0.2976596564405259,1d_cnn
deltaE_over_E_likelihood_template,0.6406354768468854,0.6181450872359964,0.7880179253599765,0.7195121951219512,0.7946127946127947,0.7678886276814576,-0.1405811799955181,11.601759182294511,0.233009708737864,0.6878787878787879,0.0939393939393939,-0.009745189545302,0.100276518948,660,330,0.6250715474935981,0.667520066307367,0.5978328741965107,0.6426765381083562,0.7444231920256976,0.8297530228968356,0.6900506599739729,0.75,0.7669822006472492,0.8297101449275363,0.7423635811028052,0.7989507626650912,-1.5033264795195578,0.6144882075549107,9.603006708653185,14.555953109981363,0.1732285728572857,0.285814419225634,0.6332575757575757,0.7272727272727273,0.0696969696969697,0.1303030303030303,-0.0156451271852161,0.007304084413008,0.0917315452590472,0.1205574217352713,0.31807305711624706,traditional
joint_sequence_transformer,0.7592705947820417,0.7941322314049587,0.5212679988245665,0.4420731707317073,0.5141843971631206,0.5147112841610344,0.4833259609103679,12.381098119833188,0.2522727272727272,0.3333333333333333,0.2212121212121212,0.0627451054538173,0.1224235755039077,660,330,0.7259746591770505,0.7952531267170122,0.7554127640036731,0.8253351698806244,0.4919544668799883,0.5517466206288569,0.3765060240963855,0.5030120481927711,0.4637633170169882,0.5631768953068592,0.4848835926293722,0.5533352923890684,-0.1151571952318695,1.6114280970267192,11.424199503813735,14.252410322758765,0.195852534562212,0.2959641255605381,0.2818181818181818,0.3727272727272727,0.1696969696969697,0.2728030303030302,0.0608748992881496,0.0697706994231277,0.1102140050527046,0.1339332044527215,0.4003294629347082,new_transformer
mlp,0.7446694908441289,0.7736547291092746,0.7687518366147518,0.6310975609756098,0.7340425531914894,0.7025969732588893,-0.5470850556765994,14.853756284069256,0.3297413793103448,0.296969696969697,0.2909090909090909,-0.0509280961132192,0.1614118896316854,660,330,0.707250252734829,0.7979936900864375,0.7336120293847567,0.8169825528007345,0.7306695935317093,0.8063767902507272,0.5920245398773006,0.6727272727272727,0.7079037800687286,0.7547892720306514,0.6791988116003733,0.7249825116895549,-1.7760358727465508,0.1040309528245497,13.765389504293156,16.571503294745703,0.2923552259887005,0.3729166666666667,0.263560606060606,0.3363636363636363,0.2302272727272727,0.3545454545454545,-0.0628453556200579,-0.041215119545022,0.1393684995833788,0.1849408077683931,0.42028897613780186,mlp
