heldout_run,method,family,baseline,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high,model_family
59,analytic_timewalk,traditional,analytic_timewalk,763,2289,1.4587081303487366,2.5401850621944355,3.451524941332821,0.0502402795980777,1.38149478113744,1.5295963935598484,0.0,0.0,0.0,traditional_s03_analytic_timewalk
60,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,808,2424,1.097967236546466,1.9023164027874444,2.6514421840362523,0.0292904290429042,1.0439962757995425,1.1807326940082572,-0.2457372017202737,-0.3234711648075484,-0.1421355353409585,gradient_boosted_trees
60,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,808,2424,1.1719500124815625,2.1658598600569667,2.754043942905088,0.0251650165016501,1.1202863920962791,1.2238265862099378,-0.171754425785177,-0.2453819197138528,-0.0953281884508793,mlp
60,cnn1d_waveform_amp_shape_stave,ml,analytic_timewalk,808,2424,1.1908965106807097,2.1933323381799017,2.956099046116822,0.0342409240924092,1.1255966324848543,1.2550641025617135,-0.1528079275860299,-0.225501239638537,-0.0738910733926914,1d_cnn
60,ridge_waveform_stave_onehot,ml,analytic_timewalk,808,2424,1.224312049839849,2.2758493869503007,3.02995517311524,0.0396039603960396,1.1454750688314732,1.2883979089361062,-0.1193923884268906,-0.2063117612769355,-0.0324737249860709,ridge
60,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,808,2424,1.2431496625595628,2.227436146434134,2.920203760246765,0.033003300330033,1.1805449957888696,1.3139041614308116,-0.1005547757071767,-0.1759100441701918,-0.0132965620051863,new_feature_gated_architecture
60,analytic_timewalk,traditional,analytic_timewalk,808,2424,1.3437044382667396,2.3952884674835904,3.229584397597717,0.0503300330033003,1.2819978132147505,1.4111843589308193,0.0,0.0,0.0,traditional_s03_analytic_timewalk
61,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,933,2799,1.0893511147892825,2.4282731338539247,2.733571707576038,0.0253662022150768,1.043060343076282,1.1381787702638426,-1.0406132787507512,-1.126380884672611,-0.8956460674379891,gradient_boosted_trees
61,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,933,2799,1.1161359543792464,2.949040376157252,2.627233172047418,0.0164344408717399,1.0517539399701494,1.1666960739532062,-1.0138284391607872,-1.102958954747474,-0.8752496149389468,mlp
61,ridge_waveform_stave_onehot,ml,analytic_timewalk,933,2799,1.2367453405488948,2.503288422101565,3.007567196767627,0.0189353340478742,1.1778325417767188,1.3088350869014007,-0.8932190529911388,-0.9608703546422604,-0.7612874775266126,ridge
61,cnn1d_waveform_amp_shape_stave,ml,analytic_timewalk,933,2799,1.264748629790363,2.695467739419009,3.1192584094650626,0.0232225794926759,1.1969638621286958,1.3216229216089663,-0.8652157637496707,-0.9414390049592676,-0.7398871540174705,1d_cnn
61,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,933,2799,1.2753045681117126,2.801616517328033,3.036641670502072,0.022508038585209,1.2121893930597232,1.336442143494607,-0.8546598254283211,-0.9357530793829224,-0.7231538001045232,new_feature_gated_architecture
61,analytic_timewalk,traditional,analytic_timewalk,933,2799,2.1299643935400336,3.008059720087321,4.2949951734585605,0.0500178635226866,1.9871939077812923,2.2175607554309957,0.0,0.0,0.0,traditional_s03_analytic_timewalk
62,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,807,2421,1.1556568388853052,2.2443892605459173,2.793857132662886,0.0276745146633622,1.084783805069123,1.2110081010727485,-0.3133480335445988,-0.387593729181362,-0.2364872224992853,mlp
62,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,807,2421,1.156796506770128,2.095717199620048,2.658429053516876,0.0247831474597273,1.0843355773950685,1.1962403574089346,-0.312208365659776,-0.3930742911172415,-0.2501423855582793,gradient_boosted_trees
62,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,807,2421,1.20428481426111,2.274510546478823,2.941530236581457,0.0330441966129698,1.1383753207330165,1.2551284196905177,-0.264720058168794,-0.3407304523563585,-0.1969770482216478,new_feature_gated_architecture
62,ridge_waveform_stave_onehot,ml,analytic_timewalk,807,2421,1.2928215697183796,2.389645025927201,2.9966625682719865,0.0363486162742668,1.2288680890911785,1.36444117988876,-0.1761833027115245,-0.2533260647933726,-0.0927201312479504,ridge
62,cnn1d_waveform_amp_shape_stave,ml,analytic_timewalk,807,2421,1.3100869909541764,2.4048647818430355,3.102118894640604,0.043783560512185,1.2495182405147582,1.3861785755824665,-0.1589178814757277,-0.2293204420533514,-0.0645475828931584,1d_cnn
62,analytic_timewalk,traditional,analytic_timewalk,807,2421,1.469004872429904,2.5841895829635635,3.313688579964108,0.0499793473771168,1.4083603686507042,1.5308752517093942,0.0,0.0,0.0,traditional_s03_analytic_timewalk
63,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,370,1110,1.1736556908179834,1.9232604049863944,2.6354269690397376,0.0234234234234234,1.0995228685770488,1.2639713529089327,-0.2176657698355946,-0.3121895552676785,-0.0966293378856936,gradient_boosted_trees
63,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,370,1110,1.2752467103392306,2.4060065187578594,3.184340806456899,0.0459459459459459,1.1684045344237974,1.3790902864443833,-0.1160747503143473,-0.2308072391816313,-0.0024582647058698,new_feature_gated_architecture
63,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,370,1110,1.315013212573755,2.4350597813793184,3.0402515142738262,0.0378378378378378,1.2199574098838115,1.414029848793909,-0.0763082480798229,-0.1941014744289777,0.0557248811870407,mlp
63,cnn1d_waveform_amp_shape_stave,ml,analytic_timewalk,370,1110,1.3404062044342722,2.41672160543298,3.2451213026197063,0.0486486486486486,1.2205896674119046,1.4402374944670866,-0.0509152562193058,-0.168215944344032,0.0678524660467125,1d_cnn
63,ridge_waveform_stave_onehot,ml,analytic_timewalk,370,1110,1.3470719986847122,2.46960531853549,3.2218341740280363,0.0432432432432432,1.2556220329915282,1.4246551700140964,-0.0442494619688658,-0.1498827549819389,0.07099294473532,ridge
63,analytic_timewalk,traditional,analytic_timewalk,370,1110,1.391321460653578,2.628067512304926,3.33144561452162,0.0504504504504504,1.30359179705208,1.469250462990137,0.0,0.0,0.0,traditional_s03_analytic_timewalk
65,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,66,198,1.223277341973938,1.2786182361334908,2.529340756963434,0.005050505050505,0.939806373464552,1.489579630200664,-0.2713627342957381,-0.5456107073906423,0.0221795626659487,gradient_boosted_trees
65,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,66,198,1.2831577117211432,1.310884965996538,2.7199750671967147,0.0101010101010101,1.0287193980195986,1.607590563407932,-0.2114823645485328,-0.5008824921857092,0.1458109905718622,mlp
65,cnn1d_waveform_amp_shape_stave,ml,analytic_timewalk,66,198,1.3522534719032644,1.3835494307759435,2.58687433487719,0.0151515151515151,1.1209818484815186,1.5671030791012135,-0.1423866043664117,-0.382524324491952,0.1247989121784186,1d_cnn
65,ridge_waveform_stave_onehot,ml,analytic_timewalk,66,198,1.391166605588517,1.391453154602558,2.613134337113289,0.0151515151515151,1.1266982150684646,1.6473117921955176,-0.103473470681159,-0.3814606433519261,0.2072611699004296,ridge
65,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,66,198,1.4920135784763402,1.4714987410425004,2.7275515536674795,0.0151515151515151,1.276343974022884,1.68314034175975,-0.0026264977933359,-0.282356291296076,0.2499872045186542,new_feature_gated_architecture
65,analytic_timewalk,traditional,analytic_timewalk,66,198,1.494640076269676,1.699128359120068,3.5215661159231324,0.0505050505050505,1.3225060303236371,1.6633344569424169,0.0,0.0,0.0,traditional_s03_analytic_timewalk
