run,target,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
58,same_event_B2_odd_charge,strong_traditional_huber,72,0.02217569291007363,0.07761853780004957,0.8838446333657104,0.7222222222222222,0.8055555555555556
58,same_event_B2_odd_charge,extra_trees_odd_closure,72,0.0015264102224727197,0.013671355887392883,0.03527674228697875,0.9583333333333334,1.0
58,external_downstream_charge,huber_odd_closure_transfer,72,0.10181079582383362,0.4677016688675052,1.0270561036311159,0.2916666666666667,0.5
58,external_downstream_charge,extra_trees_odd_closure_transfer,72,0.147773570647044,0.4697171969584822,1.0510235077452468,0.20833333333333334,0.5
58,external_downstream_charge,direct_external_huber,72,-0.01185001776112609,0.26249844387398685,0.728153231091489,0.3194444444444444,0.6527777777777778
58,external_downstream_charge,direct_external_extra_trees,72,-0.0269625044474622,0.24658415241916526,0.4018944387894841,0.3055555555555556,0.6805555555555556
58,external_downstream_charge,shuffled_external_extra_trees,72,0.05790448906508694,0.40224177414984996,1.0587680185244592,0.20833333333333334,0.4722222222222222
59,same_event_B2_odd_charge,strong_traditional_huber,749,0.028935870771668117,0.1058952883237957,0.903643005312758,0.6769025367156208,0.7556742323097463
59,same_event_B2_odd_charge,extra_trees_odd_closure,749,0.0019647880296982875,0.01728913064911766,0.10888921640653927,0.9292389853137517,0.9786381842456608
59,external_downstream_charge,huber_odd_closure_transfer,749,0.08531931504589171,0.2685071727466913,0.5638105998260311,0.2910547396528705,0.650200267022697
59,external_downstream_charge,extra_trees_odd_closure_transfer,749,0.0887576258807641,0.27329330412574493,0.5513888456815528,0.2897196261682243,0.636849132176235
59,external_downstream_charge,direct_external_huber,749,0.09501870255403375,0.260982913678281,0.4133574846267678,0.31108144192256343,0.6728971962616822
59,external_downstream_charge,direct_external_extra_trees,749,0.048716834570499,0.23051416092032653,0.27826202103849074,0.32309746328437916,0.7089452603471295
59,external_downstream_charge,shuffled_external_extra_trees,749,0.011849075305709604,0.2421325919448824,0.5915624711480417,0.3324432576769025,0.6915887850467289
60,same_event_B2_odd_charge,strong_traditional_huber,802,0.034157385748871345,0.06276157679913985,0.7897299284593078,0.7182044887780549,0.7955112219451371
60,same_event_B2_odd_charge,extra_trees_odd_closure,802,0.0004064713606336185,0.009142471217892882,0.04592130727056343,0.9738154613466334,0.9912718204488778
60,external_downstream_charge,huber_odd_closure_transfer,802,-0.1181074687043506,0.2528217870218674,0.5776786208924831,0.26184538653366585,0.669576059850374
60,external_downstream_charge,extra_trees_odd_closure_transfer,802,-0.11068828488310456,0.24841829596050233,0.627088420996198,0.2793017456359102,0.6870324189526185
60,external_downstream_charge,direct_external_huber,802,-0.10181724828728099,0.23056729214947785,0.3256110719797831,0.30798004987531175,0.7281795511221946
60,external_downstream_charge,direct_external_extra_trees,802,-0.09456348148747318,0.20877853443553285,0.2193671781447039,0.32917705735660846,0.8029925187032418
60,external_downstream_charge,shuffled_external_extra_trees,802,-0.1586267286288096,0.297546496505105,0.6332777486044029,0.22693266832917705,0.5523690773067331
61,same_event_B2_odd_charge,strong_traditional_huber,925,0.03248418890160248,0.05695524969041732,0.7388945134854216,0.7448648648648649,0.8162162162162162
61,same_event_B2_odd_charge,extra_trees_odd_closure,925,0.00045783377866782563,0.00998974761542454,0.03140729543448418,0.9794594594594594,0.9978378378378379
61,external_downstream_charge,huber_odd_closure_transfer,925,-0.05989987834618113,0.2207650115060968,0.3623985693817805,0.307027027027027,0.7427027027027027
61,external_downstream_charge,extra_trees_odd_closure_transfer,925,-0.05632007082776993,0.21684502291010305,0.36310107757415516,0.31675675675675674,0.7567567567567568
61,external_downstream_charge,direct_external_huber,925,-0.04652768500942774,0.2089101520732253,0.2459096958990256,0.33405405405405403,0.7772972972972974
