b2_amp_bin,target,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
1000_2000,same_event_B2_odd_charge,strong_traditional_huber,516,0.41960277781373856,1.3374456924027707,1.7708814759900564,0.4011627906976744,0.45155038759689925
1000_2000,same_event_B2_odd_charge,extra_trees_odd_closure,516,0.002632218784271451,0.03876977550072684,0.14005136913352556,0.877906976744186,0.9709302325581395
1000_2000,external_downstream_charge,huber_odd_closure_transfer,516,0.09359052065093729,0.3222723105112444,0.7358912563139026,0.2751937984496124,0.5717054263565892
1000_2000,external_downstream_charge,extra_trees_odd_closure_transfer,516,0.0970137811030832,0.2890933637667199,0.8284815124431995,0.29651162790697677,0.6143410852713178
1000_2000,external_downstream_charge,direct_external_huber,516,0.09682546589086591,0.2944004032954025,0.4100890246750668,0.3023255813953488,0.6124031007751938
1000_2000,external_downstream_charge,direct_external_extra_trees,516,0.003598056470268983,0.2372813905659407,0.2912188031271497,0.3430232558139535,0.7093023255813954
1000_2000,external_downstream_charge,shuffled_external_extra_trees,516,0.29661659590379347,0.5503159461862442,1.0916720460003486,0.20348837209302326,0.43023255813953487
2000_3000,same_event_B2_odd_charge,strong_traditional_huber,1932,0.027109508829253327,0.04803341658374206,0.49375864028572136,0.7520703933747412,0.8286749482401656
2000_3000,same_event_B2_odd_charge,extra_trees_odd_closure,1932,0.0008249061342512982,0.009352451197754201,0.04425501921543011,0.9772256728778468,0.9927536231884058
2000_3000,external_downstream_charge,huber_odd_closure_transfer,1932,-0.04299382584947876,0.21841832328116279,0.417778564230584,0.32039337474120083,0.7598343685300207
2000_3000,external_downstream_charge,extra_trees_odd_closure_transfer,1932,-0.029133118355313486,0.22358845170582492,0.44202688487759156,0.32608695652173914,0.7437888198757764
2000_3000,external_downstream_charge,direct_external_huber,1932,-0.025695977532268478,0.20730141695058338,0.2857068079065795,0.3530020703933747,0.782608695652174
2000_3000,external_downstream_charge,direct_external_extra_trees,1932,-0.013635147661678487,0.20514565181802502,0.23111172614326211,0.3498964803312629,0.7872670807453416
2000_3000,external_downstream_charge,shuffled_external_extra_trees,1932,-0.06556560524241434,0.23159304191308003,0.44339550414998247,0.31004140786749484,0.7168737060041408
3000_5000,same_event_B2_odd_charge,strong_traditional_huber,1121,0.03560746155234722,0.056404090779603115,0.6359043405905052,0.7957181088314005,0.8733273862622658
3000_5000,same_event_B2_odd_charge,extra_trees_odd_closure,1121,0.0008412212502726589,0.00846311969600419,0.03935094972631596,0.9723461195361285,0.9955396966993756
3000_5000,external_downstream_charge,huber_odd_closure_transfer,1121,-0.037255416769166244,0.2375931583070449,0.5078059883812782,0.2970561998215879,0.7011596788581623
3000_5000,external_downstream_charge,extra_trees_odd_closure_transfer,1121,-0.05376058961503844,0.23719401204681284,0.4911417246706179,0.30419268510258696,0.7065120428189117
3000_5000,external_downstream_charge,direct_external_huber,1121,-0.046772569613284715,0.22355172542923007,0.37353721673717666,0.30419268510258696,0.7332738626226584
3000_5000,external_downstream_charge,direct_external_extra_trees,1121,-0.013036602559495476,0.20456410167900213,0.2827554670597883,0.3559322033898305,0.7814451382694023
3000_5000,external_downstream_charge,shuffled_external_extra_trees,1121,-0.15846605009571615,0.28403686144767837,0.4495546354639551,0.24442462087421946,0.5950044603033007
5000_7000,same_event_B2_odd_charge,strong_traditional_huber,132,0.044348204544154834,0.13029795109609807,0.9053820152521883,0.6363636363636364,0.8106060606060606
5000_7000,same_event_B2_odd_charge,extra_trees_odd_closure,132,0.003034282370751455,0.03809832190016041,0.05745912876445829,0.9166666666666666,0.9924242424242424
5000_7000,external_downstream_charge,huber_odd_closure_transfer,132,0.34253054754947854,0.5649777493086454,1.256448326474,0.16666666666666666,0.3106060606060606
5000_7000,external_downstream_charge,extra_trees_odd_closure_transfer,132,0.22911768978489863,0.4246398146225254,1.122604355191859,0.1893939393939394,0.44696969696969696
5000_7000,external_downstream_charge,direct_external_huber,132,0.1908228096197187,0.3778366763991587,0.9413547582113022,0.24242424242424243,0.5454545454545454
5000_7000,external_downstream_charge,direct_external_extra_trees,132,-0.014262446581803537,0.2844497453758253,0.3421577499373062,0.3333333333333333,0.6136363636363636
5000_7000,external_downstream_charge,shuffled_external_extra_trees,132,-0.025804544826179804,0.27623849138626916,0.7221466888508059,0.26515151515151514,0.6363636363636364
7000_inf,same_event_B2_odd_charge,strong_traditional_huber,73,0.025418259136861764,0.09498119130302722,2.3510511861402543,0.6986301369863014,0.8082191780821918
7000_inf,same_event_B2_odd_charge,extra_trees_odd_closure,73,0.0016883531939849152,0.033873504943667164,0.14768302994827937,0.9178082191780822,0.958904109589041
7000_inf,external_downstream_charge,huber_odd_closure_transfer,73,0.4749059367386063,0.6217216425735544,0.7179480102570497,0.1232876712328767,0.2602739726027397
7000_inf,external_downstream_charge,extra_trees_odd_closure_transfer,73,0.3233327532162277,0.47849333583063147,0.6053532705815367,0.1917808219178082,0.3972602739726027
7000_inf,external_downstream_charge,direct_external_huber,73,0.28248382751559276,0.4276191617975384,0.5432774691076999,0.1917808219178082,0.410958904109589
7000_inf,external_downstream_charge,direct_external_extra_trees,73,-0.006770015191353268,0.2277787389763341,0.23989406115998826,0.3561643835616438,0.7534246575342466
7000_inf,external_downstream_charge,shuffled_external_extra_trees,73,0.03052144883793323,0.23361490936600443,0.39314794298819233,0.3424657534246575,0.7123287671232876
