method,run,n,positives,roc_auc,average_precision
ML_gradient_boosted_trees,42,1124,303,1.0,1.0
ML_gradient_boosted_trees,50,1170,345,1.0,0.9999999999999998
ML_gradient_boosted_trees,57,1103,285,1.0,1.0
ML_gradient_boosted_trees,58,1099,274,1.0,1.0
ML_gradient_boosted_trees,60,1400,193,1.0,1.0
ML_gradient_boosted_trees,62,1400,184,1.0,1.0
ML_gradient_boosted_trees,64,1321,206,1.0,1.0
ML_gradient_boosted_trees,65,1128,231,1.0,1.0
ML_mlp,42,1124,303,0.9999397016437332,0.999836822053034
ML_mlp,50,1170,345,1.0,1.0
ML_mlp,57,1103,285,0.9999571054776305,0.99987756944655
ML_mlp,58,1099,274,1.0,1.0
ML_mlp,60,1400,193,0.9999699507621775,0.9998150819486397
ML_mlp,62,1400,184,0.9996871424485126,0.9979287736194136
ML_mlp,64,1321,206,0.9997561931298707,0.998749303605623
ML_mlp,65,1128,231,0.9999083042561303,0.9996583611210896
ML_ridge_classifier,42,1124,303,0.9954896829512427,0.9791740378331609
ML_ridge_classifier,50,1170,345,0.998429512516469,0.9917018876490763
ML_ridge_classifier,57,1103,285,0.9963453866941192,0.9891468788367548
ML_ridge_classifier,58,1099,274,0.997102410971024,0.9806540546164809
ML_ridge_classifier,60,1400,193,0.9949688990388537,0.9460037454843218
ML_ridge_classifier,62,1400,184,0.9889382508581236,0.8753122065497434
ML_ridge_classifier,64,1321,206,0.9929426618485785,0.9281223546818871
ML_ridge_classifier,65,1128,231,0.9965638226507791,0.9789199137539177
NN_1d_cnn,42,1124,303,0.972813481104505,0.9370359991922794
NN_1d_cnn,50,1170,345,0.9866982872200263,0.9626290880790829
NN_1d_cnn,57,1103,285,0.9788487110196028,0.9475576575021689
NN_1d_cnn,58,1099,274,0.9757000663570007,0.9364148639685295
NN_1d_cnn,60,1400,193,0.9665423200587246,0.8993849082065594
NN_1d_cnn,62,1400,184,0.953857980549199,0.8318017599029991
NN_1d_cnn,64,1321,206,0.964129914232226,0.8733323895484693
NN_1d_cnn,65,1128,231,0.9719700589265806,0.9082056789087765
NN_residual_squeeze_cnn_new,42,1124,303,0.9892588528036725,0.9682056994339956
NN_residual_squeeze_cnn_new,50,1170,345,0.9952393500219587,0.983271365094277
NN_residual_squeeze_cnn_new,57,1103,285,0.9885257152661604,0.9777267692525783
NN_residual_squeeze_cnn_new,58,1099,274,0.9909356337093563,0.9613758001472043
NN_residual_squeeze_cnn_new,60,1400,193,0.9876240067653712,0.9522723073259572
NN_residual_squeeze_cnn_new,62,1400,184,0.9758250500572083,0.8821649871508034
NN_residual_squeeze_cnn_new,64,1321,206,0.981962645304541,0.9254944781296156
NN_residual_squeeze_cnn_new,65,1128,231,0.9876934659543355,0.9640179124776933
traditional_fisher_gatti_all_features,42,1124,303,0.9970252810908375,0.9907374608251254
traditional_fisher_gatti_all_features,50,1170,345,0.9987105841018884,0.9960988250144263
traditional_fisher_gatti_all_features,57,1103,285,0.996860120962553,0.991958149655161
traditional_fisher_gatti_all_features,58,1099,274,0.9975049767750498,0.9852582511831605
traditional_fisher_gatti_all_features,60,1400,193,0.9965099956643242,0.9777810804514999
traditional_fisher_gatti_all_features,62,1400,184,0.991356192791762,0.9225233183692872
traditional_fisher_gatti_all_features,64,1321,206,0.9938264617527972,0.9553901227149901
traditional_fisher_gatti_all_features,65,1128,231,0.9977317368621716,0.9915587332947672
traditional_gatti_waveform,42,1124,303,0.9898256573525805,0.9719874358590077
traditional_gatti_waveform,50,1170,345,0.9957979797979799,0.9862334392115628
traditional_gatti_waveform,57,1103,285,0.9926092737957363,0.9825011818470587
traditional_gatti_waveform,58,1099,274,0.992545896925459,0.9779195882850064
traditional_gatti_waveform,60,1400,193,0.9872419521701988,0.9536283152721331
traditional_gatti_waveform,62,1400,184,0.9853806135583525,0.9125393353889266
traditional_gatti_waveform,64,1321,206,0.9908093517349471,0.9493847135626622
traditional_gatti_waveform,65,1128,231,0.994005994005994,0.9733542412023193
traditional_scalar__area_over_peak,42,1124,303,0.9721220599526457,0.9310486996868806
traditional_scalar__area_over_peak,50,1170,345,0.9850926657883179,0.9559701313207678
traditional_scalar__area_over_peak,57,1103,285,0.9734611590099944,0.9365717114057827
traditional_scalar__area_over_peak,58,1099,274,0.9683211678832118,0.9221995384595513
traditional_scalar__area_over_peak,60,1400,193,0.97038003700349,0.9022185110339555
traditional_scalar__area_over_peak,62,1400,184,0.9595832737414188,0.834437592620713
traditional_scalar__area_over_peak,64,1321,206,0.966123906134355,0.8757326646216456
traditional_scalar__area_over_peak,65,1128,231,0.9710675797632319,0.9057743333459394
traditional_scalar__cf_ratio_s6_s8,42,1124,303,0.6766440346836144,0.6640878113631762
traditional_scalar__cf_ratio_s6_s8,50,1170,345,0.6903855950812472,0.7002598185334272
traditional_scalar__cf_ratio_s6_s8,57,1103,285,0.6778235319349719,0.6754322457367611
traditional_scalar__cf_ratio_s6_s8,58,1099,274,0.6480535279805353,0.6470342548847829
traditional_scalar__cf_ratio_s6_s8,60,1400,193,0.4481071126545926,0.41342020891021397
traditional_scalar__cf_ratio_s6_s8,62,1400,184,0.3560855263157895,0.3241961410993223
traditional_scalar__cf_ratio_s6_s8,64,1321,206,0.5015020244677609,0.45887708257130533
traditional_scalar__cf_ratio_s6_s8,65,1128,231,0.6157031374422679,0.6031115078830045
traditional_scalar__cfd20_time,42,1124,303,0.7420396120001769,0.7881040761760968
traditional_scalar__cfd20_time,50,1170,345,0.8302608695652175,0.8718452990521811
traditional_scalar__cfd20_time,57,1103,285,0.7834126881997169,0.8249311953719827
traditional_scalar__cfd20_time,58,1099,274,0.807343508073435,0.8445838941140902
traditional_scalar__cfd20_time,60,1400,193,0.4757309477100335,0.5171269585112531
traditional_scalar__cfd20_time,62,1400,184,0.4048622532894736,0.43526500792139344
traditional_scalar__cfd20_time,64,1321,206,0.5616874918368234,0.6066571136067658
traditional_scalar__cfd20_time,65,1128,231,0.7258200736461605,0.7699064627299634
traditional_scalar__cfd50_time,42,1124,303,0.7431692012075751,0.7920725531522587
traditional_scalar__cfd50_time,50,1170,345,0.8294879227053139,0.8721221134245434
traditional_scalar__cfd50_time,57,1103,285,0.7826706129627247,0.8252260627104115
traditional_scalar__cfd50_time,58,1099,274,0.8066622428666225,0.8445418678738119
traditional_scalar__cfd50_time,60,1400,193,0.4766367175929702,0.5203758022476768
traditional_scalar__cfd50_time,62,1400,184,0.424686248569794,0.4672260333700948
traditional_scalar__cfd50_time,64,1321,206,0.5613000130610823,0.6082149604651869
traditional_scalar__cfd50_time,65,1128,231,0.7256125516995082,0.7703898152168057
traditional_scalar__early_0_4_over_total,42,1124,303,0.5717932329164707,0.3214772942648487
traditional_scalar__early_0_4_over_total,50,1170,345,0.6741642512077296,0.4447653185621656
traditional_scalar__early_0_4_over_total,57,1103,285,0.5912152018187278,0.3267315673399132
traditional_scalar__early_0_4_over_total,58,1099,274,0.5325414731254147,0.2687619984986582
traditional_scalar__early_0_4_over_total,60,1400,193,0.28047529308738745,0.09186930352746298
traditional_scalar__early_0_4_over_total,62,1400,184,0.24371156321510296,0.08487781486654292
traditional_scalar__early_0_4_over_total,64,1321,206,0.3440289085288867,0.11847086434122399
traditional_scalar__early_0_4_over_total,65,1128,231,0.4487734487734488,0.19040690311596756
traditional_scalar__fft_high_over_low,42,1124,303,0.8459698588616474,0.774152460926182
traditional_scalar__fft_high_over_low,50,1170,345,0.8315608256477822,0.7667384051535001
traditional_scalar__fft_high_over_low,57,1103,285,0.8674902414961608,0.7987862378528139
traditional_scalar__fft_high_over_low,58,1099,274,0.8455607166556071,0.7405605457083209
traditional_scalar__fft_high_over_low,60,1400,193,0.7272473610330068,0.5177568316480822
traditional_scalar__fft_high_over_low,62,1400,184,0.7455306064073227,0.5029931249127566
traditional_scalar__fft_high_over_low,64,1321,206,0.8063433323174715,0.6384621980653822
traditional_scalar__fft_high_over_low,65,1128,231,0.8758150062497888,0.793409362527947
traditional_scalar__fft_k1_fraction,42,1124,303,0.8176939496629322,0.7043100138594063
traditional_scalar__fft_k1_fraction,50,1170,345,0.7507738252086079,0.6396385858438893
traditional_scalar__fft_k1_fraction,57,1103,285,0.8544245699824131,0.7614757599882241
traditional_scalar__fft_k1_fraction,58,1099,274,0.8518646317186462,0.7353492735899959
traditional_scalar__fft_k1_fraction,60,1400,193,0.7991895291284432,0.5711382830432539
traditional_scalar__fft_k1_fraction,62,1400,184,0.8253316290045767,0.5628106007805866
traditional_scalar__fft_k1_fraction,64,1321,206,0.8569376115634115,0.6675749599139033
traditional_scalar__fft_k1_fraction,65,1128,231,0.9057705579444709,0.8044135864586762
traditional_scalar__fft_k2_fraction,42,1124,303,0.5187306794016795,0.2807269514971894
traditional_scalar__fft_k2_fraction,50,1170,345,0.4865384277558191,0.26925920195219966
traditional_scalar__fft_k2_fraction,57,1103,285,0.584081842748681,0.31370892317919646
traditional_scalar__fft_k2_fraction,58,1099,274,0.6274275602742756,0.3307259576924987
traditional_scalar__fft_k2_fraction,60,1400,193,0.6294928976480031,0.2216226903024382
traditional_scalar__fft_k2_fraction,62,1400,184,0.6420864917048055,0.25077441178667453
traditional_scalar__fft_k2_fraction,64,1321,206,0.6141625669380469,0.2590141725539462
traditional_scalar__fft_k2_fraction,65,1128,231,0.5897773723860681,0.3301192707959859
traditional_scalar__final_sample,42,1124,303,0.7677347515506726,0.7909364318570014
traditional_scalar__final_sample,50,1170,345,0.8397856829161175,0.8640647998688765
traditional_scalar__final_sample,57,1103,285,0.7896581306567152,0.8127852147704823
traditional_scalar__final_sample,58,1099,274,0.8068038044680382,0.8236057804393484
traditional_scalar__final_sample,60,1400,193,0.4835523350404162,0.5114130721931087
traditional_scalar__final_sample,62,1400,184,0.433191504576659,0.4554951836756494
traditional_scalar__final_sample,64,1321,206,0.5666115198746136,0.5944176315869765
traditional_scalar__final_sample,65,1128,231,0.7349220827481696,0.770793012121793
traditional_scalar__haar_l0_d00,42,1124,303,0.5564613708630302,0.44766613558618806
traditional_scalar__haar_l0_d00,50,1170,345,0.4971102327624067,0.38675607924825084
traditional_scalar__haar_l0_d00,57,1103,285,0.5366104748423626,0.40367548237779627
traditional_scalar__haar_l0_d00,58,1099,274,0.5197478433974785,0.36142641765696537
traditional_scalar__haar_l0_d00,60,1400,193,0.7267021820039408,0.5798254427783823
traditional_scalar__haar_l0_d00,62,1400,184,0.7472982515732266,0.5383049879985985
traditional_scalar__haar_l0_d00,64,1321,206,0.6720841133701946,0.4825684335587631
traditional_scalar__haar_l0_d00,65,1128,231,0.5457151544108065,0.38070603570463313
traditional_scalar__haar_l0_d01,42,1124,303,0.6163677878141042,0.41710364056585736
traditional_scalar__haar_l0_d01,50,1170,345,0.6266192358366272,0.44214460191302973
traditional_scalar__haar_l0_d01,57,1103,285,0.6186119332561232,0.40539025916557264
traditional_scalar__haar_l0_d01,58,1099,274,0.5600022119000221,0.3697159623300876
traditional_scalar__haar_l0_d01,60,1400,193,0.4548467274233637,0.2247090937393072
traditional_scalar__haar_l0_d01,62,1400,184,0.3734334775457666,0.1762133790778092
traditional_scalar__haar_l0_d01,64,1321,206,0.44067003352344464,0.2026148250359056
traditional_scalar__haar_l0_d01,65,1128,231,0.552741944046292,0.301424609857877
traditional_scalar__haar_l0_d02,42,1124,303,0.8875114064390606,0.7119996932639623
traditional_scalar__haar_l0_d02,50,1170,345,0.9004830917874397,0.7231871578665523
traditional_scalar__haar_l0_d02,57,1103,285,0.8972204349504568,0.6920743256031758
traditional_scalar__haar_l0_d02,58,1099,274,0.8969807564698076,0.6663098649409822
traditional_scalar__haar_l0_d02,60,1400,193,0.8926340732600417,0.5675880618283373
traditional_scalar__haar_l0_d02,62,1400,184,0.8904328160755149,0.6278160701187456
traditional_scalar__haar_l0_d02,64,1321,206,0.9164068962514692,0.6562568566735915
traditional_scalar__haar_l0_d02,65,1128,231,0.9085069519852128,0.6612640625988068
traditional_scalar__haar_l0_d03,42,1124,303,0.5466608780244651,0.32142102952925317
traditional_scalar__haar_l0_d03,50,1170,345,0.47303820816864295,0.2758895593693437
traditional_scalar__haar_l0_d03,57,1103,285,0.6104255136619053,0.3102573348103898
traditional_scalar__haar_l0_d03,58,1099,274,0.7403848706038487,0.4169203312436421
traditional_scalar__haar_l0_d03,60,1400,193,0.8057660194633205,0.3551809875866547
traditional_scalar__haar_l0_d03,62,1400,184,0.8068238701372998,0.35481040643547973
traditional_scalar__haar_l0_d03,64,1321,206,0.8036331577343375,0.384243792704551
traditional_scalar__haar_l0_d03,65,1128,231,0.7874733961690483,0.4097152674954174
traditional_scalar__haar_l0_d04,42,1124,303,0.5709852349424954,0.29697736030842103
traditional_scalar__haar_l0_d04,50,1170,345,0.5531436100131754,0.2971318460889248
traditional_scalar__haar_l0_d04,57,1103,285,0.6009136533264702,0.29439212633846085
traditional_scalar__haar_l0_d04,58,1099,274,0.6676775049767751,0.32678220568318483
traditional_scalar__haar_l0_d04,60,1400,193,0.4666560778876244,0.14327870225755623
traditional_scalar__haar_l0_d04,62,1400,184,0.4036264659610984,0.1117264245162197
traditional_scalar__haar_l0_d04,64,1321,206,0.4953546083852148,0.16783853502353602
traditional_scalar__haar_l0_d04,65,1128,231,0.6081744342613908,0.2563838788546659
traditional_scalar__haar_l0_d05,42,1124,303,0.7603019741681842,0.6182249699728393
traditional_scalar__haar_l0_d05,50,1170,345,0.8130909090909091,0.7144405450502277
traditional_scalar__haar_l0_d05,57,1103,285,0.7708574615021663,0.6001509159984099
traditional_scalar__haar_l0_d05,58,1099,274,0.7709267861092679,0.6087599457574673
traditional_scalar__haar_l0_d05,60,1400,193,0.5010495769496589,0.2550491891335084
traditional_scalar__haar_l0_d05,62,1400,184,0.47798600185926776,0.24901535002266556
traditional_scalar__haar_l0_d05,64,1321,206,0.5939048282467673,0.3591594357266574
traditional_scalar__haar_l0_d05,65,1128,231,0.7280135323613585,0.5092832801165614
traditional_scalar__haar_l0_d06,42,1124,303,0.8111153989942235,0.7388617614972267
traditional_scalar__haar_l0_d06,50,1170,345,0.8465595081247255,0.8099097408655379
traditional_scalar__haar_l0_d06,57,1103,285,0.8629562904817054,0.8107282320754119
traditional_scalar__haar_l0_d06,58,1099,274,0.8563481530634816,0.7948047519898092
traditional_scalar__haar_l0_d06,60,1400,193,0.7036329528527456,0.49304299480732977
traditional_scalar__haar_l0_d06,62,1400,184,0.6951471324370709,0.47083478786415217
traditional_scalar__haar_l0_d06,64,1321,206,0.811667900213331,0.6513206106699009
traditional_scalar__haar_l0_d06,65,1128,231,0.8798303146129233,0.7790204773015034
traditional_scalar__haar_l0_d07,42,1124,303,0.6857048676853068,0.6017183387723256
traditional_scalar__haar_l0_d07,50,1170,345,0.686155467720685,0.6001638781288511
traditional_scalar__haar_l0_d07,57,1103,285,0.7237335392270409,0.6412592391911698
traditional_scalar__haar_l0_d07,58,1099,274,0.7710550763105508,0.7172891967501839
traditional_scalar__haar_l0_d07,60,1400,193,0.6517250408884272,0.4631667612113886
traditional_scalar__haar_l0_d07,62,1400,184,0.6491347254004576,0.4282741072971786
traditional_scalar__haar_l0_d07,64,1321,206,0.7138447472680569,0.531165498682511
traditional_scalar__haar_l0_d07,65,1128,231,0.8135270526574874,0.7228823328462455
traditional_scalar__haar_l1_d00,42,1124,303,0.5718173522589775,0.39106462241947815
traditional_scalar__haar_l1_d00,50,1170,345,0.6054106280193237,0.4202469113332501
traditional_scalar__haar_l1_d00,57,1103,285,0.5752198344271436,0.3615030873021492
traditional_scalar__haar_l1_d00,58,1099,274,0.5416146870161469,0.3492348348494459
traditional_scalar__haar_l1_d00,60,1400,193,0.33578306167391414,0.1418086679313726
traditional_scalar__haar_l1_d00,62,1400,184,0.29470287471395884,0.1375418353759605
traditional_scalar__haar_l1_d00,64,1321,206,0.3733031477208411,0.16724457207051444
traditional_scalar__haar_l1_d00,65,1128,231,0.516746538485669,0.27972425656603556
traditional_scalar__haar_l1_d01,42,1124,303,0.8433770295421747,0.5930664111910741
traditional_scalar__haar_l1_d01,50,1170,345,0.8937408871321916,0.68582539949024
traditional_scalar__haar_l1_d01,57,1103,285,0.8749131385922018,0.6210886458575662
traditional_scalar__haar_l1_d01,58,1099,274,0.9057730590577304,0.6534159534785015
traditional_scalar__haar_l1_d01,60,1400,193,0.8869118398289768,0.49676969590534986
traditional_scalar__haar_l1_d01,62,1400,184,0.9037069150457665,0.5481435323574612
