metric,ml_minus_traditional,ci_low,ci_high
kept_pair_fraction,-0.5579083641292338,-0.6161932469939179,-0.4831918548094004
tail_precision,0.01261697614328207,0.0047799421772506704,0.021513941378063416
tail_rejection,0.5984595388495889,0.5553382870551427,0.6390264026402641
tail_rate_after_exclusion,-0.44780086789343415,-0.49289373119048113,-0.3929726564897751
downstream_sigma68_delta_ns,-0.2724327363287543,-0.4626519690801839,-0.059787124385252355
max_pair_share_concentration,-0.012497792976326624,-0.05904526644223466,0.029079637164272587
