atom_class,n_events,prevalence,tail_precision,tail_enrichment,tail_rate_after_exclusion,kept_pair_fraction,max_pair_share_concentration,downstream_sigma68_delta_ns
pretrigger_baseline_shape,193,0.050523560209424084,1.0,1.0800113090189425,0.9219740832644059,0.9494764397905759,0.27461139896373055,0.0348967170667962
q_template_mismatch,24,0.0062827225130890054,1.0,1.0800113090189425,0.9254478398314014,0.993717277486911,0.3333333333333333,0.0
delayed_peak_shape,382,0.1,0.9502617801047121,1.0262934690415606,0.9232111692844677,0.9,0.2696335078534031,0.005183533591338829
broad_late_shape,542,0.1418848167539267,0.9354243542435424,1.0102688813147673,0.9243441122635754,0.8581151832460733,0.28413284132841327,0.032697469741395535
low_charge_pair_artifact,245,0.06413612565445026,0.9183673469387755,0.9918471205276004,0.9264335664335664,0.9358638743455497,0.22857142857142856,-3.552713678800501e-15
common_shape,2434,0.63717277486911,0.9141331142152835,0.987274101301211,0.9466089466089466,0.36282722513089005,0.2399342645850452,-0.7074225518960078
