event_id,run,max_q_template_rmse,dominant_q_stave,dominant_q_stave_index,max_peak_sample,max_tail_area_frac,max_secondary_peak_frac,max_width20_samples,max_adaptive_lowering_adc,max_pretrigger_absmax_adc,min_over_max_amp,amp_cv,mean_log_amp,dt_span_ns,tail_label,atom_class,pulse_shape_handoff,artifact_handoff
60:466352:14133:77340,60,0.1112067326111918,B8,2,8.0,0.7096382550150382,0.9512987012987013,12.0,0.0,30.0,0.7049847405900305,0.17224307075546644,8.045315967065763,4.8278579763255465,True,broad_late_shape,True,False
60:466367:14146:77355,60,0.11042561199135123,B8,2,8.0,0.693984805911125,0.952274678111588,12.0,0.0,11.0,0.5146921641791045,0.275562317622809,8.013587226165663,4.327857976325539,True,common_shape,False,False
60:466403:14178:77391,60,0.1411731017820161,B8,2,9.0,0.6479608240793411,0.9167541098286114,11.0,0.0,20.0,0.5219387755102041,0.30257552297409207,8.100982625656197,5.8278579763255465,True,common_shape,False,False
60:466506:14274:77494,60,0.3611498887581697,B4,0,11.0,0.5695766101227417,0.8517776664997496,10.0,0.0,26.0,0.3734106207928197,0.4678285836437901,7.978967343014013,4.3278579763255465,True,low_charge_pair_artifact,False,True
60:466589:14350:77577,60,0.2568361168310118,B6,1,6.0,0.6436425356062283,0.9920432845321451,12.0,0.0,288.0,0.8348185868873329,0.0786639554600247,7.986456973848256,4.327857976325539,True,common_shape,False,False
60:466590:14351:77578,60,0.30322475873440885,B8,2,10.0,0.6778833503873702,0.9782499581729965,10.0,0.0,17.5,0.6221577726218097,0.21238286299996587,8.088763692524315,4.3278579763255465,True,common_shape,False,False
60:466616:14375:77604,60,0.7390384039817732,B4,0,4.0,0.6564547507770746,0.8483732351135667,12.0,1659.6450000000004,3328.5,0.32432026438335587,0.47572915891313816,7.497363963766142,4.327857976325539,True,low_charge_pair_artifact,False,True
60:466693:14447:77681,60,0.2888211877779991,B8,2,8.0,0.734504285260819,0.9930784961459808,14.0,0.0,393.5,0.5782199568712018,0.2577588179236676,8.19719901863548,4.327857976325539,True,broad_late_shape,True,False
60:466719:14471:77707,60,0.10743625892755758,B8,2,10.0,0.6779093582606869,0.992401717872481,12.0,0.0,15.5,0.535768115942029,0.25748504347246354,8.04360482550075,3.3278579763255323,True,common_shape,False,False
60:466739:14491:77727,60,0.12113591961224686,B8,2,8.0,0.6147008933619812,0.9679476696647588,12.0,0.0,22.0,0.5501611603545528,0.27475069462410595,8.149545891950858,6.8278579763255465,True,common_shape,False,False
60:466767:14517:77755,60,0.2728824114352915,B6,1,8.0,0.5231011372867588,0.9697185607410046,14.0,0.0,449.5,0.7116138225863912,0.13884814535268838,7.800252627800255,4.327857976325539,True,broad_late_shape,True,False
60:466802:14550:77790,60,0.7467192192842753,B4,0,4.0,0.7131411353831405,0.9915966386554622,11.0,1004.3900000000003,2758.5,0.5390610839224216,0.24136965377127106,7.667756281586485,4.327857976325539,True,broad_late_shape,True,False
60:466856:14602:77844,60,0.11588289898872971,B8,2,8.0,0.656305635286851,0.9884645362431801,13.0,0.0,18.0,0.7476863127131028,0.13273223159321682,8.141255150529316,4.327857976325539,True,common_shape,False,False
60:466904:14646:77892,60,0.12580709713676402,B8,2,7.0,0.6713001743225193,0.974505098980204,13.0,0.0,17.0,0.623023343373494,0.23543962887523928,8.264998133055188,2.8278579763255465,False,common_shape,False,False
60:466910:14652:77898,60,0.13657246705895304,B8,2,9.0,0.6523135482336149,0.9928166351606805,10.0,88.52000000000044,292.0,0.7292191435768262,0.13062817326133577,7.897508501125597,3.733108952287637,True,common_shape,False,False
60:466916:14657:77904,60,0.3032341482341436,B8,2,8.0,0.7115879545104595,0.9976928147659855,14.0,0.0,570.5,0.5084029281369213,0.2947174511047254,8.105119731856243,4.327857976325539,True,broad_late_shape,True,False
60:467008:14744:77996,60,0.15123192328210236,B8,2,10.0,0.6185396217380895,0.9976387249114522,12.0,0.0,49.5,0.37932736374532894,0.47386819117787526,8.253087416229564,5.094749024037917,True,low_charge_pair_artifact,False,True
60:467056:14791:78044,60,0.2752075769449693,B6,1,9.0,0.6727235344007814,0.9880427942101951,14.0,0.0,390.0,0.7680966767371601,0.10678925778751135,8.204181533462704,4.327857976325539,True,broad_late_shape,True,False
60:467105:14834:78093,60,0.8680275762261206,B4,0,6.0,0.6704941297897046,0.9915198956294846,9.0,1344.0100000000002,2156.0,0.711038961038961,0.1372557456143057,7.5217106692046585,4.327857976325539,True,pretrigger_baseline_shape,True,False
60:467142:14868:78130,60,0.11127409464167831,B8,2,10.0,0.6377194806738168,0.9961924541363794,12.0,0.0,15.0,0.7701946147693949,0.11276501669446819,8.079995367743983,5.327857976325539,True,common_shape,False,False
60:467166:14891:78154,60,0.07452410518350437,B8,2,10.0,0.5618806735499965,0.9977060462067836,12.0,0.0,27.5,0.5420285105685728,0.26592059901197607,7.678808307364437,6.233108952287623,True,delayed_peak_shape,True,False
60:467202:14926:78190,60,0.4089101953332688,B4,0,5.0,0.7106177911202401,0.9796676441837732,15.0,193.77499999999964,3582.5,0.4546262554439605,0.3733759096228318,8.149321619855064,4.327857976325539,True,broad_late_shape,True,False
60:467341:15048:78329,60,0.22846912414496037,B6,1,7.0,0.6818441919398349,0.9993532740501213,14.0,0.0,214.5,0.6549039306793922,0.1763027343066335,8.064418026405898,3.7331089522876297,True,delayed_peak_shape,True,False
60:467375:15082:78363,60,0.29604218804695603,B4,0,6.0,0.7429346936548639,0.9613741240813536,14.0,0.0,571.5,0.7063647012885591,0.15489300587522123,8.04726799249651,4.327857976325539,True,broad_late_shape,True,False
60:467382:15089:78370,60,0.11527097340735695,B8,2,11.0,0.6483440073193046,0.9926813040585496,11.0,28.81999999999971,128.0,0.8497178497178497,0.06912116475148879,8.03001617282238,4.23310895228763,True,common_shape,False,False
60:467403:15109:78391,60,0.5595814282119616,B4,0,5.0,0.6981742160278746,0.8771929824561403,14.0,586.6999999999998,3159.0,0.4491725768321513,0.32397791308105606,7.83724555932969,4.327857976325539,True,broad_late_shape,True,False
60:467464:15163:78452,60,0.10936407529434693,B8,2,8.0,0.6494038488355878,0.9688245002750779,13.0,0.0,15.0,0.6643825413377029,0.16635399442538104,7.913432613512384,5.327857976325532,True,common_shape,False,False
60:467467:15166:78455,60,0.11449186775991964,B8,2,8.0,0.6277806308619618,0.9922857622002348,12.0,0.0,5.5,0.6505356483191725,0.18740881541535664,8.063101838069157,3.7331089522876297,True,common_shape,False,False
60:467472:15171:78460,60,0.16406594879081585,B8,2,9.0,0.5653689715281813,0.9979636857288308,11.0,0.0,38.5,0.8501612082131342,0.06758363462207784,7.90072552596174,3.7331089522876155,True,delayed_peak_shape,True,False
60:467511:15209:78499,60,0.6368771532214641,B4,0,5.0,0.5255591054313099,0.8677884615384616,9.0,737.6400000000003,1375.0,0.8055972013993004,0.09802821430501174,7.468444480138307,4.327857976325539,True,common_shape,False,False
60:467560:15254:78548,60,0.14187544457240744,B8,2,9.0,0.591554054054054,0.9928607853136155,12.0,0.0,10.0,0.6991330953595104,0.15488866312555133,7.782876997990015,5.233108952287637,True,common_shape,False,False
60:467617:15304:78605,60,0.3052397234534975,B8,2,8.0,0.7180501050461807,0.9957481602616517,14.0,0.0,481.5,0.3482005257909528,0.42892750640344895,8.067346722962627,4.327857976325539,True,low_charge_pair_artifact,False,True
60:467635:15322:78623,60,0.10711155457124305,B8,2,8.0,0.715902171706921,0.9706341768197438,12.0,0.0,32.0,0.6862419818624198,0.17923840372642658,8.17617544408276,6.3278579763255465,True,broad_late_shape,True,False
60:467639:15326:78627,60,0.4785424389794557,B4,0,6.0,0.5449152542372881,0.9939090711333478,10.0,450.5450000000001,1663.5,0.8787994647294972,0.058521701412948934,7.788887715777033,4.327857976325539,True,common_shape,False,False
60:467661:15347:78649,60,0.5713455420363566,B6,1,14.0,0.5061965654027152,0.9222082810539524,6.0,0.0,7.5,0.5485693233452045,0.2538759745731197,7.985920393026064,4.3278579763255465,True,delayed_peak_shape,True,False
60:467662:15348:78650,60,0.08855693245767417,B8,2,9.0,0.5791368730665856,0.9592592592592593,11.0,0.0,22.5,0.6246240934017336,0.1946669928444956,7.7750936761940315,6.73310895228763,True,common_shape,False,False
60:467716:15399:78704,60,0.10214746576650277,B8,2,8.0,0.6684038259874797,0.9201467268623025,13.0,0.0,23.0,0.6231659142212189,0.22213337768247968,7.878307058206481,5.827857976325532,True,common_shape,False,False
60:467777:15453:78765,60,0.08990035678058164,B8,2,11.0,0.5664391810517865,0.9752188997191475,12.0,0.0,20.5,0.9064926482735833,0.04385931331169253,7.954890088815638,6.23310895228763,True,common_shape,False,False
60:467806:15481:78794,60,0.06289502086318496,B8,2,10.0,0.5095040995491814,0.9808120609902347,11.0,0.0,15.0,0.7784820969676204,0.1027797801360335,7.873299064265982,4.23310895228763,True,common_shape,False,False
60:467848:15521:78836,60,0.1119596229800128,B8,2,9.0,0.643617752129706,0.9686660698299016,12.0,0.0,8.0,0.6744255446135482,0.17595017501998353,7.883607340118911,5.73310895228763,True,common_shape,False,False
60:467865:15538:78853,60,0.19767367345518821,B8,2,7.0,0.6297807299806932,0.8753527751646284,13.0,0.0,22.0,0.46689359833095423,0.35476580691812826,7.961962409546999,2.8278579763255394,False,common_shape,False,False
60:467883:15556:78871,60,0.5857790158897159,B8,2,17.0,0.688207136640557,0.7418016594231529,12.0,0.0,20.0,0.4906163571710786,0.2739081451189544,8.224847307751332,17.327857976325554,True,delayed_peak_shape,True,False
60:467918:15587:78906,60,0.17247541538157737,B4,0,9.0,0.6265828327232604,0.9759719672951777,12.0,0.0,47.5,0.5067158671586716,0.264294322453057,7.860767178524781,5.3278579763255465,True,common_shape,False,False
60:467943:15612:78931,60,0.15132528798112999,B8,2,8.0,0.6560296389156276,0.8731290092658589,12.0,0.0,40.0,0.47085201793721976,0.3524370465541937,8.105200176651143,4.594749024037924,True,common_shape,False,False
60:467976:15644:78964,60,0.33260910620036604,B8,2,6.0,0.692452759728135,0.9655284552845529,14.0,0.0,448.5,0.40756030435486484,0.41034978864053195,8.197184656429922,4.327857976325539,True,broad_late_shape,True,False
60:467985:15653:78973,60,0.22827995437254794,B8,2,7.0,0.673110489049893,0.9661719019675526,14.0,0.0,205.0,0.743053480729011,0.12068036729008678,7.969043002783021,5.327857976325539,True,broad_late_shape,True,False
60:468065:15729:79053,60,0.10634867639501386,B8,2,8.0,0.7018841521315408,0.8777387070597782,12.0,0.0,6.0,0.40501752848378614,0.4575350125110966,7.833168549135638,2.7331089522876297,False,low_charge_pair_artifact,False,True
60:468073:15737:79061,60,0.20333899746442463,B6,1,10.0,0.6413448275862069,0.9996837944664032,13.0,0.0,52.5,0.881655979927516,0.05420215121946218,8.111984227036112,6.827857976325539,True,delayed_peak_shape,True,False
60:468099:15761:79087,60,0.3359291230170203,B4,0,8.0,0.6360136869118905,0.9935483870967742,14.0,320.96500000000015,2025.5,0.4983079526226734,0.3135058624756216,8.276380227591133,4.327857976325539,True,broad_late_shape,True,False
60:468126:15787:79114,60,0.1477906292469858,B4,0,9.0,0.61531279178338,0.9993502274204028,12.0,0.0,11.5,0.8507147498375569,0.06619876151029158,7.949610471961889,3.233108952287637,True,delayed_peak_shape,True,False
60:468189:15846:79177,60,0.34132629027203937,B4,0,5.0,0.6888685166249428,0.9882371642028295,13.0,33.13500000000022,1508.5,0.7776266996291719,0.11925934457143254,8.14306177586028,4.327857976325539,True,common_shape,False,False
60:468202:15859:79190,60,0.13284661793338298,B8,2,10.0,0.6599665557488641,0.9262354127647313,11.0,0.0,8.5,0.5352254718340297,0.2575942470128582,7.826608420419279,6.327857976325539,True,common_shape,False,False
60:468210:15866:79198,60,0.18113479016152012,B8,2,10.0,0.6960889730545169,0.9827190971609945,12.0,0.0,27.5,0.7369696969696969,0.14177893332988686,8.02822466430555,3.7331089522876155,True,common_shape,False,False
60:468245:15898:79233,60,0.3292543359762218,B6,1,5.0,0.6874558006398384,0.9865729898516784,13.0,0.0,1427.5,0.9612787032868078,0.018457275815487187,8.098268432139557,4.327857976325539,True,common_shape,False,False
60:468289:15938:79277,60,0.14299346742296729,B8,2,9.0,0.6680875988415607,0.9732016925246827,11.0,0.0,16.5,0.67165613842351,0.16735554928890212,7.984401468608528,8.23310895228763,True,common_shape,False,False
60:468327:15975:79315,60,0.48632390996477637,B4,0,5.0,0.6945234610179789,0.8513177523620089,14.0,475.6700000000001,3163.5,0.5054668845042102,0.29877348853771246,7.901576122170593,4.327857976325539,True,broad_late_shape,True,False
60:468352:15998:79340,60,0.12336042529897803,B8,2,11.0,0.6521104089662573,0.9970845481049563,12.0,0.0,23.0,0.6707253886010363,0.16450809388283555,8.05112452070083,5.827857976325539,True,common_shape,False,False
60:468376:16021:79364,60,0.09271200349406672,B6,1,9.0,0.5737352483761778,0.9985915492957746,12.0,0.0,30.0,0.8624806201550388,0.06671598159752225,7.98733824122968,4.827857976325539,True,delayed_peak_shape,True,False
60:468413:16055:79401,60,0.12477723511840066,B8,2,9.0,0.6234296518844178,0.9737069711122643,11.0,0.0,38.5,0.48188438370943093,0.35345540915946966,8.162426247436242,4.327857976325539,True,common_shape,False,False
60:468419:16061:79407,60,0.1381572267101184,B8,2,9.0,0.6633606347581265,0.9119427627958173,11.0,0.0,9.5,0.6049807374793615,0.22431459427261458,7.903320087597194,5.8278579763255465,True,common_shape,False,False
60:468456:16098:79444,60,0.12061814653566104,B8,2,8.0,0.6708321082034696,0.8509940165991121,12.0,0.0,7.5,0.4782934833567745,0.3729760884427713,8.095397266733109,4.327857976325539,True,common_shape,False,False
60:468500:16140:79488,60,0.38266513482394005,B4,0,8.0,0.5081319549614802,0.9964973730297724,13.0,54.02000000000044,969.0,0.6319057474924376,0.19978264726964043,7.790764790973945,4.327857976325539,True,common_shape,False,False
60:468515:16155:79503,60,0.1258641706589062,B8,2,10.0,0.5249274264798688,0.9922532839339845,12.0,0.0,12.0,0.7322330751094644,0.1263999736893447,7.843214885925403,4.327857976325539,True,common_shape,False,False
60:468602:16237:79590,60,0.07180216833896193,B8,2,11.0,0.4785071642785738,0.9952576667720519,12.0,0.0,18.0,0.5260828327537148,0.2726094434517308,7.70919312858242,6.827857976325539,True,common_shape,False,False
60:468664:16296:79652,60,0.24389832190452473,B8,2,7.0,0.6169391170034754,0.9901192504258943,11.0,0.0,118.5,0.5988074957410562,0.21672262215279928,7.705789919944649,4.327857976325539,True,common_shape,False,False
60:468752:16375:79740,60,0.1320084483043242,B8,2,11.0,0.4624235597038944,0.9938975429580857,11.0,0.0,14.0,0.6092821583427012,0.20238201429880773,7.791033589993997,4.233108952287623,True,common_shape,False,False
60:468948:178:79936,60,0.10458857784756263,B8,2,11.0,0.5300147880793042,0.9070405364218226,12.0,0.0,13.5,0.821548308442548,0.09324164915440979,7.968285554767192,8.23310895228763,True,common_shape,False,False
60:469002:227:79990,60,0.6056884162847296,B4,0,16.0,0.0,0.36886993603411516,4.0,0.0,20.0,0.7254878629224178,0.143537078256413,8.151309014840203,4.3278579763255465,True,delayed_peak_shape,True,False
60:469053:275:80041,60,0.2985619879847887,B6,1,6.0,0.7186350135213015,0.9887224101820525,14.0,0.0,461.0,0.49984534488091553,0.29534999486031377,8.107010608525956,4.327857976325539,True,broad_late_shape,True,False
60:469130:349:80118,60,0.12677678367615042,B8,2,8.0,0.6451307697506251,0.9647129186602871,13.0,0.0,12.5,0.7498504784688995,0.1379837061039627,7.928117220838509,4.827857976325554,True,common_shape,False,False
60:469171:385:80159,60,0.1106789863512686,B8,2,8.0,0.6788316143317692,0.9217249501721326,12.0,0.0,11.5,0.5157461919446781,0.3277818631925775,8.155683663285705,3.8278579763255323,True,common_shape,False,False
60:469186:400:80174,60,0.9544478197815145,B4,0,5.0,0.6389797030377333,0.925677937730164,8.0,1662.6949999999997,2288.5,0.5088485907799869,0.2861620576480327,7.368847057432319,4.327857976325539,True,pretrigger_baseline_shape,True,False
60:469225:438:80213,60,0.6097341923641988,B4,0,17.0,0.38141185258964144,0.9837213088067719,6.0,0.0,12.5,0.546287238772788,0.2791504880764008,8.26832677291573,4.3278579763255465,True,delayed_peak_shape,True,False
60:469228:441:80216,60,0.18723258089139802,B8,2,8.0,0.7102064248808128,0.9730070181752745,13.0,0.0,15.0,0.6226330532212885,0.22493298126209452,8.104807548627535,4.8278579763255465,True,broad_late_shape,True,False
60:469314:520:80302,60,0.28269002875694726,B8,2,7.0,0.6523382240006467,0.9982069212838444,14.0,0.0,275.5,0.4919414597999259,0.3493764507888929,8.137450474464956,4.327857976325539,True,delayed_peak_shape,True,False
60:469324:529:80312,60,0.10609741310882066,B8,2,9.0,0.6929244052278279,0.8481921059895114,12.0,0.0,18.5,0.3630988173982762,0.4948095719302006,7.874763188954746,5.3278579763255465,True,low_charge_pair_artifact,False,True
60:469348:550:80336,60,0.4147726413719033,B6,1,5.0,0.7220737220737221,0.9412352588446932,13.0,160.45499999999993,1730.5,0.4988613936541673,0.27184569160656663,7.776647592386458,4.327857976325539,True,broad_late_shape,True,False
60:469352:553:80340,60,0.35870094350682075,B4,0,6.0,0.6760007596699656,0.9936943620178041,15.0,33.11999999999989,1161.0,0.5234951456310679,0.3239363756934795,8.12224765640171,4.327857976325539,True,broad_late_shape,True,False
60:469368:569:80356,60,0.11540206382197271,B6,1,11.0,0.70180570399955,0.9977749523204069,13.0,0.0,8.0,0.7906509173159085,0.105449920408561,8.146127758348854,7.327857976325539,True,delayed_peak_shape,True,False
60:469404:602:80392,60,0.07236270740023544,B8,2,9.0,0.6024096385542169,0.9622195985832349,12.0,0.0,11.0,0.7881598920559959,0.10879939839772074,7.846892864699701,5.827857976325539,True,common_shape,False,False
60:469412:610:80400,60,0.5838859303334158,B4,0,17.0,0.0,0.11731843575418995,2.0,0.0,33.0,0.6394379614193856,0.22149567605466508,8.047722525453603,4.3278579763255465,True,delayed_peak_shape,True,False
60:469429:625:80417,60,0.10578920462653854,B6,1,10.0,0.59479618386817,0.9892547660311959,12.0,0.0,10.0,0.8697618329816099,0.06454511278441825,8.017970619269265,3.8278579763255394,True,common_shape,False,False
60:469496:688:80484,60,0.16291700331739475,B8,2,9.0,0.6762557624378854,0.8895656779661016,11.0,0.0,18.0,0.5501853813559322,0.27887081909941275,7.870215308586634,6.827857976325539,True,common_shape,False,False
60:469556:746:80544,60,0.1156867338471509,B8,2,8.0,0.6766786781508174,0.9233016800584368,12.0,0.0,18.0,0.4034501445086705,0.4147258877710918,8.08210968481985,3.8278579763255323,True,common_shape,False,False
60:469591:778:80579,60,0.40080881335505414,B4,0,5.0,0.7377247245312198,0.9889008234872897,15.0,329.21000000000004,2450.5,0.6581831035701662,0.19140252835936947,8.098547619396113,4.327857976325539,True,broad_late_shape,True,False
60:469657:841:80645,60,0.3122908709531426,B8,2,7.0,0.7064293085655314,0.9909473003556418,14.0,0.0,765.0,0.5346367139768775,0.29660842656001296,8.189953646858411,4.327857976325539,True,broad_late_shape,True,False
60:469685:869:80673,60,0.09055345603476996,B8,2,8.0,0.6225257069408741,0.9131290413269609,12.0,0.0,15.0,0.6678380657857745,0.19885265847535086,7.910839923679146,4.827857976325539,True,common_shape,False,False
60:469779:951:80767,60,0.13491902186941765,B8,2,8.0,0.6136391165663988,0.9872298624754421,12.0,0.0,17.0,0.8086116568434839,0.09889325831417217,7.889310308165264,5.3278579763255465,True,common_shape,False,False
60:469791:962:80779,60,0.9748023196959891,B4,0,7.0,0.4530369852844854,0.9771774569166278,9.0,1289.245,2015.0,0.6094550535631114,0.20344707347264127,7.490377743445385,4.327857976325539,True,pretrigger_baseline_shape,True,False
60:469806:976:80794,60,0.09941897911969869,B8,2,8.0,0.586436392261635,0.8936258278145696,12.0,84.4350000000004,168.5,0.4528160434823353,0.40319661660249456,8.057931461255905,2.0947490240379096,False,common_shape,False,False
60:469868:1035:80856,60,0.13269484718254623,B8,2,9.0,0.6553983709963868,0.9787165430506288,12.0,0.0,48.0,0.6526232114467408,0.1719673644160976,8.028499776691007,6.3278579763255465,True,common_shape,False,False
60:469920:1087:80908,60,0.11795214082424674,B4,0,11.0,0.6368526353766932,0.9939996841939049,12.0,0.0,9.5,0.8562935034802784,0.06362863636356887,8.065761237293144,3.2331089522876297,True,common_shape,False,False
60:469933:1099:80921,60,0.16794871225422323,B4,0,11.0,0.7021361772995132,0.9854059928582518,12.0,0.0,5.5,0.8858478888736074,0.049396283785182134,8.139626356716041,2.7331089522876297,False,broad_late_shape,True,False
60:469963:1125:80951,60,0.13353141212123143,B8,2,11.0,0.49449456089148314,0.9818631492168178,11.0,0.0,15.0,0.6568837592745259,0.18842879000795443,7.7676219446627215,4.327857976325539,True,common_shape,False,False
60:470105:1250:81093,60,0.08866628816202048,B8,2,9.0,0.6202795743793031,0.962117822520507,12.0,0.0,5.5,0.6976882923191648,0.167938786841336,7.892284260200583,4.327857976325539,True,common_shape,False,False
60:470152:1295:81140,60,0.7178652890793549,B4,0,6.0,0.6138897193866655,0.9947704822777454,10.0,1106.37,2871.5,0.5686436477779614,0.2217729616687242,7.772992941876631,4.327857976325539,True,pretrigger_baseline_shape,True,False
60:470155:1298:81143,60,0.23346144396514357,B4,0,7.0,0.6775239223264657,0.9525887143688191,14.0,0.0,151.5,0.6276905177428738,0.20378765454647083,7.875609764185259,4.327857976325539,True,broad_late_shape,True,False
60:470191:1333:81179,60,0.08449715371305132,B8,2,10.0,0.5200595432596304,0.9817351598173516,12.0,0.0,13.5,0.6573586231120477,0.1956807181261895,7.693333851489808,6.827857976325539,True,common_shape,False,False
60:470224:1364:81212,60,0.22811454225851185,B8,2,7.0,0.6907550077041602,0.9951159951159951,13.0,0.0,122.5,0.6633461353816611,0.19546371150590205,8.073587515401321,2.7331089522876297,False,common_shape,False,False
60:470307:1438:81295,60,0.21474556383138535,B4,0,9.0,0.5546064538913168,0.9947377653043326,14.0,0.0,143.0,0.8969477658904972,0.046782985529226016,8.000836483497414,4.827857976325539,True,broad_late_shape,True,False
60:470313:1444:81301,60,0.4831972287094519,B4,0,7.0,0.654418305821884,0.9832869080779945,14.0,589.5799999999999,4373.0,0.4748677248677249,0.3190479970076902,8.089316562106685,4.327857976325539,True,broad_late_shape,True,False
60:470374:1498:81362,60,0.1262456597026146,B8,2,8.0,0.6627845787403756,0.8535727740801206,13.0,0.0,7.5,0.6289087027502198,0.22383579887998725,7.991836078621759,3.8278579763255465,True,common_shape,False,False
60:470421:1541:81409,60,0.14733483956082732,B6,1,8.0,0.7009227735584551,0.9271220348671049,13.0,0.0,23.0,0.42781761601948315,0.32608354771387854,7.914035033600753,5.827857976325539,True,common_shape,False,False
60:470425:1545:81413,60,0.2738414845406679,B8,2,6.0,0.6393323393577949,0.9931729518855656,12.0,381.97000000000025,493.0,0.8311267225074305,0.07722076186944724,8.115964383610617,4.327857976325539,True,common_shape,False,False
60:470446:1565:81434,60,0.09085081867241812,B8,2,8.0,0.5209187120018014,0.9847490689838624,11.0,0.0,19.0,0.9395282851569428,0.026351879918482653,7.909145238072998,3.8278579763255323,True,common_shape,False,False
60:470524:1637:81512,60,0.48979991746484897,B4,0,5.0,0.6933803707524878,0.9558080808080808,12.0,874.7200000000003,2510.0,0.7069696969696969,0.16708398348738734,7.876971337353297,4.327857976325539,True,common_shape,False,False
60:470645:1752:81633,60,0.10918268848104395,B4,0,8.0,0.6443402545210984,0.982642237222758,12.0,0.0,19.0,0.8918354226936677,0.05005261138113299,7.974564812055225,6.327857976325539,True,common_shape,False,False
60:470649:1756:81637,60,0.40122360858840334,B4,0,5.0,0.6100209931022664,0.9776106349483995,11.0,118.94499999999971,1185.5,0.7761063494839952,0.10485150675172655,7.8545066615872505,4.327857976325539,True,common_shape,False,False
60:470652:1759:81640,60,0.13130861058304982,B8,2,11.0,0.5054642749472414,0.973697521497218,11.0,0.0,12.5,0.6341257798010453,0.19054102145657265,7.751067882563835,4.827857976325539,True,common_shape,False,False
60:470691:1795:81679,60,0.2851444776904938,B8,2,6.0,0.7309253141177389,0.9799163179916318,14.0,0.0,809.0,0.7577679137603044,0.11718178215396044,8.126592366566522,4.327857976325539,True,broad_late_shape,True,False
60:470741:1839:81729,60,0.34305003838401077,B4,0,6.0,0.6973241702003217,0.9058919803600655,14.0,8.680000000000291,974.0,0.5571005242762708,0.26639942166880803,8.037078002061216,4.327857976325539,True,broad_late_shape,True,False
60:470793:1886:81781,60,0.1077792149488502,B8,2,10.0,0.6345263421349018,0.9805825242718447,12.0,0.0,39.5,0.8354694901086653,0.08396995741518803,8.070518891921417,6.233108952287637,True,common_shape,False,False
60:470813:1903:81801,60,0.13020232448405106,B4,0,11.0,0.6419500920488598,0.9947635411552938,12.0,0.0,14.5,0.5805583585603767,0.23603233879798421,8.095818350172067,2.8278579763255394,False,common_shape,False,False
60:470815:1905:81803,60,0.09392706068048459,B8,2,9.0,0.5288511713493175,0.8740003900916715,11.0,0.0,19.0,0.7852545348156816,0.10753048686246512,7.76655855307506,4.827857976325539,True,common_shape,False,False
60:470841:1930:81829,60,0.5654938280842479,B4,0,5.0,0.643967916189229,0.9105496756572209,10.0,676.2749999999996,2610.0,0.6171048139296689,0.19523738913682398,7.7429596610651785,4.327857976325539,True,common_shape,False,False
60:470864:1950:81852,60,0.2533706516984184,B4,0,8.0,0.6544813161427279,0.9959051356423818,14.0,0.0,379.5,0.8194910514541387,0.09052925156027246,8.05863628152769,4.327857976325539,True,broad_late_shape,True,False
60:470893:1976:81881,60,0.11871393400558121,B8,2,9.0,0.6518966784621434,0.9052026363763848,11.0,0.0,10.5,0.6875613518440611,0.1561743025957536,7.979232423733596,3.3278579763255465,True,common_shape,False,False
60:470980:2055:81968,60,0.05929619080503859,B8,2,8.0,0.5446364463165957,0.9828282828282828,11.0,0.0,19.5,0.8375420875420876,0.07226765674935526,7.908403818990876,3.8278579763255394,True,common_shape,False,False
60:470984:2059:81972,60,0.15511060223256964,B8,2,9.0,0.6696351915717175,0.8721214460311334,11.0,0.0,8.5,0.6181654444873279,0.22642042904129128,7.96501046462011,5.327857976325532,True,common_shape,False,False
60:471039:2109:82027,60,0.10759232707854517,B8,2,8.0,0.6807439638256122,0.9274453297169012,12.0,0.0,5.5,0.46656107004575853,0.3626655984936923,8.172677939700032,5.327857976325532,True,common_shape,False,False
60:471047:2117:82035,60,0.1058205391056632,B8,2,9.0,0.641806080824429,0.9112602535421327,12.0,0.0,32.5,0.6252232449512296,0.19953293599414154,7.9416538730117425,5.827857976325539,True,common_shape,False,False
60:471128:2195:82116,60,0.39472168189731316,B4,0,7.0,0.7067102785211616,0.9837223587223587,14.0,235.77499999999964,1850.0,0.7597198399085191,0.11260844398220679,8.044770543529438,4.327857976325539,True,broad_late_shape,True,False
60:471191:2253:82179,60,0.11469071010188973,B8,2,9.0,0.6393645071926838,0.9714200654956833,12.0,0.0,12.0,0.6802619827329562,0.16403744118873856,7.905968787586886,3.3278579763255394,True,common_shape,False,False
60:471279:2332:82267,60,0.1443940538416277,B8,2,9.0,0.6691535350718171,0.9752682305873795,11.0,0.0,22.5,0.5525423728813559,0.2328181061560272,7.861928559327089,4.827857976325532,True,common_shape,False,False
60:471449:2497:82437,60,0.6090184201396375,B4,0,16.0,0.0,0.5887813549279084,4.0,0.0,24.0,0.7313839447875046,0.1273840215842517,7.78863274001428,4.3278579763255465,True,delayed_peak_shape,True,False
60:471457:2504:82445,60,0.09917879757888694,B6,1,10.0,0.5828109696376101,0.9757947393900275,12.0,0.0,12.0,0.8607390672906245,0.06573435871758997,7.949508999773365,2.2331089522876297,False,common_shape,False,False
60:471459:2506:82447,60,0.36158702353188554,B4,0,7.0,0.6649650026031122,0.9993010658745414,14.0,73.71000000000004,1161.5,0.6918786559651748,0.15755422465072833,8.003553354652928,4.327857976325539,True,delayed_peak_shape,True,False
