method,flagged_events,kept_pair_fraction,tail_precision,tail_rejection,tail_rate_after_exclusion,downstream_sigma68_delta_ns,max_pair_share_concentration
traditional_s16f_scorecard,1261,0.6698952879581151,0.9762093576526566,0.3480350579587221,0.9011332551778038,0.2579515424022558,0.23473433782712133
ridge,3381,0.11492146596858639,0.9890564921620822,0.9454339836019225,0.4396355353075171,-0.07230900245681049,0.22863058266784975
