method,n_pairs,robust_width_ns,robust_ci_low_ns,robust_ci_high_ns,rms_ns,unbinned_mle_sigma_ns,binned_sigma_ns,binned_sigma_err_ns,binned_chi2_ndf,binned_bound_hit,nonempty_bins,occupied_fraction,max_bin_count,empirical_binned_sigma_ci_low_ns,empirical_binned_sigma_ci_high_ns,empirical_bound_hit_rate,empirical_nonempty_bins_median,parametric_binned_sigma_ci_low_ns,parametric_binned_sigma_ci_high_ns,parametric_bound_hit_rate,parametric_nonempty_bins_median
runmix_attention_cnn_new,127,0.4904372225553063,0.4142649233137475,0.6102715907860135,0.531954526367015,0.5311663178796954,0.43942908790651136,0.03588287524032478,21.47095605580234,False,23,0.575,15,0.39285369499650086,1.2641513176809642,0.0025,19.0,0.3845998482906197,0.6307175592590047,0.0,20.0
cnn_1d,127,0.9367275109188963,0.7240522401473464,1.0260501732914151,0.9666891928800129,0.9623947891610163,0.8770444859764084,0.10804735051687753,1.5043984823846397,False,29,0.725,11,0.7245747703925989,1.7600203399008258,0.0,27.0,0.8048033108071819,1.4979965193063536,0.0,32.0
gradient_boosted_trees,127,0.95835589738449,0.48802275953260477,1.4050495009548705,1.360532075036931,1.3273556143867993,0.38358732688182307,0.03755409426303693,15104255.687699813,False,28,0.7,13,0.29302573922104896,2.2775564208227848,0.00375,24.0,0.8299872325212063,1.9820333650673514,0.0,33.0
mlp,127,1.0380954633679242,0.7419781616004446,1.218276249630537,1.2343338035656224,1.2320272831740233,1.0365132420655876,0.12066413000536111,1.0778418864102748,False,32,0.8,9,0.6760141145813693,2.03062171011659,0.00125,28.0,0.9179864629148168,1.7303607049589342,0.0,34.0
ridge,127,1.453041913363953,1.2167988164011065,1.8397910568545082,2.7338560227719895,2.7308985391418648,1.5752022515772421,0.33535335389615945,1.1901772838143854,False,34,0.85,9,1.1143604215869634,4.999999999982105,0.03875,32.0,1.2858363855933712,4.020097779390219,0.02,36.0
traditional_period_poly,127,1.4922695511371926,1.2264070534589766,1.658317303606348,1.4768743534019686,1.4748734342275918,1.6829182421153108,0.3371811596623416,1.0460413944531401,False,38,0.95,8,1.4506171158477623,4.999999999999684,0.06,33.0,1.233115773635325,3.8856340145303676,0.015,36.0
