method,score_col,high_minus_low_excess,high_minus_low_ci_low,high_minus_low_ci_high,auc,auc_ci_low,auc_ci_high,ap,ap_ci_low,ap_ci_high,ece,ece_ci_low,ece_ci_high,n_scored_pulses,runs,ml_minus_traditional_delta,ml_minus_traditional_ci_low,ml_minus_traditional_ci_high,fold,train_family,test_family
traditional_matched_stratum,traditional_stratum_score,0.0,0.0,0.0,0.5,0.5,0.5,0.671081042176479,0.23444174553982747,0.7179995859437853,0.17108104217647901,0.005754758742806565,0.23498753963441438,6947,47 52 53 54 55 56 57,,,,holdout_family_B,A,B
residualized_cwola_rf,residualized_cwola_score,0.020691954170745763,0.014317357427776067,0.026179458003656397,0.5946195648602651,0.5667919137337825,0.6212273752232318,0.7321695247932898,0.29218020079040835,0.769720323412896,0.1674446665114012,0.01952954781463181,0.23166640718899453,6947,47 52 53 54 55 56 57,0.020691954170745763,0.015447712982702123,0.02610288977085132,holdout_family_B,A,B
nuisance_only_after_matching,nuisance_only_score,0.0,0.0,0.0,0.5,0.5,0.5,0.671081042176479,0.23444174553982747,0.7179995859437853,0.17108104217647901,0.005754758742806565,0.23498753963441438,6947,47 52 53 54 55 56 57,,,,holdout_family_B,A,B
shuffled_label_rf,shuffled_label_score,6.914140910951883e-05,-0.0005648133790140397,0.0007182329514536234,0.49908224886343044,0.4928312584923496,0.506144749256857,0.6787000242559512,0.24062642371789947,0.7218887655462554,0.17208960207820906,0.03200604733654357,0.23474313543645378,6947,47 52 53 54 55 56 57,,,,holdout_family_B,A,B
traditional_matched_stratum,traditional_stratum_score,0.0,-1.1102230246251565e-16,2.220446049250313e-16,0.5,0.5,0.5,0.5,0.1413111288287778,0.5765079365079365,0.23117942283563375,0.15485309823548463,0.5922985258602198,1334,44 45 46 48 49 50 51,,,,holdout_family_A,B,A
residualized_cwola_rf,residualized_cwola_score,0.03503264469367551,0.031205651396666978,0.04436567447285844,0.609532939677088,0.5927589549174457,0.6442477756965341,0.6011431774048905,0.21156461085144043,0.6711083875287668,0.2166886200963585,0.14262109714905316,0.5661567308047948,1334,44 45 46 48 49 50 51,0.03503264469367551,0.0315401398510801,0.04270343775707308,holdout_family_A,B,A
nuisance_only_after_matching,nuisance_only_score,0.0,-0.0015039387573184682,0.001585362144364777,0.5,0.46506435060493795,0.5371410941611572,0.49999999999999994,0.13880122960673405,0.5806475640799365,0.013138263968751326,0.008193881565775963,0.3645502664290302,1334,44 45 46 48 49 50 51,,,,holdout_family_A,B,A
shuffled_label_rf,shuffled_label_score,0.0021976748212105823,-0.0014678055386220246,0.006243724126047345,0.5191530921196074,0.47684215707212557,0.5738630246425555,0.5162869232158481,0.1559049074745854,0.5955105505495591,0.0076022048301177736,0.01051013409532438,0.36406299738908443,1334,44 45 46 48 49 50 51,,,,holdout_family_A,B,A
