run_family,stratum,high_current,n
A,q1|downstream|nominal|not_lowered|A|B2,1,279
A,q1|downstream|nominal|not_lowered|A|B4,1,351
A,q1|downstream|nominal|not_lowered|A|B6,0,2
A,q1|downstream|nominal|not_lowered|A|B6,1,122
A,q1|downstream|nominal|not_lowered|A|B8,0,1
A,q1|downstream|nominal|not_lowered|A|B8,1,56
A,q1|downstream|saturation|not_lowered|A|B2,1,15
A,q1|downstream|saturation|not_lowered|A|B4,1,4
A,q1|downstream|tail|lowered|A|B2,1,56
A,q1|downstream|tail|not_lowered|A|B2,1,153
A,q1|downstream|tail|not_lowered|A|B4,1,374
A,q1|downstream|tail|not_lowered|A|B6,1,50
A,q1|downstream|tail|not_lowered|A|B8,1,29
A,q1|single|dropout|not_lowered|A|B2,0,1
A,q1|single|dropout|not_lowered|A|B2,1,265
A,q1|single|nominal|lowered|A|B2,0,38
A,q1|single|nominal|lowered|A|B2,1,2919
A,q1|single|nominal|not_lowered|A|B2,0,101
A,q1|single|nominal|not_lowered|A|B2,1,9578
A,q1|single|saturation|lowered|A|B2,1,25
A,q1|single|saturation|not_lowered|A|B2,1,151
A,q1|single|tail|lowered|A|B2,0,3
A,q1|single|tail|lowered|A|B2,1,349
A,q1|single|tail|not_lowered|A|B2,0,5
A,q1|single|tail|not_lowered|A|B2,1,1072
A,q1|three_plus|dropout|not_lowered|A|B2,1,3
A,q1|three_plus|dropout|not_lowered|A|B4,1,1
A,q1|three_plus|dropout|not_lowered|A|B6,1,2
A,q1|three_plus|dropout|not_lowered|A|B8,1,1
A,q1|three_plus|nominal|lowered|A|B2,1,23
A,q1|three_plus|nominal|not_lowered|A|B2,1,92
A,q1|three_plus|nominal|not_lowered|A|B4,1,234
A,q1|three_plus|nominal|not_lowered|A|B6,1,184
A,q1|three_plus|nominal|not_lowered|A|B8,0,1
A,q1|three_plus|nominal|not_lowered|A|B8,1,52
A,q1|three_plus|saturation|not_lowered|A|B2,1,2
A,q1|three_plus|tail|lowered|A|B2,1,38
A,q1|three_plus|tail|not_lowered|A|B2,1,79
A,q1|three_plus|tail|not_lowered|A|B4,1,155
A,q1|three_plus|tail|not_lowered|A|B6,1,192
A,q1|three_plus|tail|not_lowered|A|B8,1,92
A,q2|downstream|nominal|lowered|A|B2,0,1
A,q2|downstream|nominal|lowered|A|B2,1,27
A,q2|downstream|nominal|not_lowered|A|B2,1,132
A,q2|downstream|nominal|not_lowered|A|B4,0,1
A,q2|downstream|nominal|not_lowered|A|B4,1,246
A,q2|downstream|nominal|not_lowered|A|B6,1,45
A,q2|downstream|nominal|not_lowered|A|B8,1,11
A,q2|downstream|saturation|lowered|A|B2,1,10
A,q2|downstream|saturation|not_lowered|A|B2,1,66
A,q2|downstream|saturation|not_lowered|A|B4,1,3
A,q2|downstream|tail|lowered|A|B2,1,26
A,q2|downstream|tail|not_lowered|A|B2,1,70
A,q2|downstream|tail|not_lowered|A|B4,1,111
A,q2|downstream|tail|not_lowered|A|B6,1,16
A,q2|downstream|tail|not_lowered|A|B8,1,5
A,q2|single|nominal|lowered|A|B2,0,26
A,q2|single|nominal|lowered|A|B2,1,2361
A,q2|single|nominal|not_lowered|A|B2,0,95
A,q2|single|nominal|not_lowered|A|B2,1,8117
A,q2|single|saturation|lowered|A|B2,1,43
A,q2|single|saturation|not_lowered|A|B2,0,3
A,q2|single|saturation|not_lowered|A|B2,1,448
A,q2|single|tail|lowered|A|B2,0,5
A,q2|single|tail|lowered|A|B2,1,879
A,q2|single|tail|not_lowered|A|B2,0,14
A,q2|single|tail|not_lowered|A|B2,1,2216
A,q2|three_plus|nominal|lowered|A|B2,1,6
A,q2|three_plus|nominal|not_lowered|A|B2,1,34
A,q2|three_plus|nominal|not_lowered|A|B4,1,13
A,q2|three_plus|nominal|not_lowered|A|B6,1,40
A,q2|three_plus|nominal|not_lowered|A|B8,1,16
A,q2|three_plus|saturation|lowered|A|B2,1,3
A,q2|three_plus|saturation|not_lowered|A|B2,1,19
A,q2|three_plus|saturation|not_lowered|A|B8,1,1
A,q2|three_plus|tail|lowered|A|B2,1,7
A,q2|three_plus|tail|not_lowered|A|B2,1,20
A,q2|three_plus|tail|not_lowered|A|B4,1,5
A,q2|three_plus|tail|not_lowered|A|B6,1,22
A,q2|three_plus|tail|not_lowered|A|B8,1,28
A,q3|downstream|nominal|lowered|A|B2,1,8
A,q3|downstream|nominal|not_lowered|A|B2,1,57
A,q3|downstream|nominal|not_lowered|A|B4,1,52
A,q3|downstream|nominal|not_lowered|A|B6,1,1
A,q3|downstream|nominal|not_lowered|A|B8,1,3
A,q3|downstream|saturation|lowered|A|B2,1,5
A,q3|downstream|saturation|not_lowered|A|B2,1,44
A,q3|downstream|saturation|not_lowered|A|B4,1,7
A,q3|downstream|saturation|not_lowered|A|B8,1,1
A,q3|downstream|tail|lowered|A|B2,1,14
A,q3|downstream|tail|not_lowered|A|B2,1,24
A,q3|downstream|tail|not_lowered|A|B4,1,3
A,q3|single|nominal|lowered|A|B2,0,19
A,q3|single|nominal|lowered|A|B2,1,1982
A,q3|single|nominal|not_lowered|A|B2,0,41
A,q3|single|nominal|not_lowered|A|B2,1,6508
A,q3|single|saturation|lowered|A|B2,0,3
A,q3|single|saturation|lowered|A|B2,1,409
A,q3|single|saturation|not_lowered|A|B2,0,10
A,q3|single|saturation|not_lowered|A|B2,1,1478
A,q3|single|tail|lowered|A|B2,1,199
A,q3|single|tail|not_lowered|A|B2,1,508
A,q3|three_plus|nominal|lowered|A|B2,1,3
A,q3|three_plus|nominal|not_lowered|A|B2,1,21
A,q3|three_plus|nominal|not_lowered|A|B4,1,2
A,q3|three_plus|nominal|not_lowered|A|B6,1,2
A,q3|three_plus|nominal|not_lowered|A|B8,1,3
A,q3|three_plus|saturation|lowered|A|B2,1,5
A,q3|three_plus|saturation|not_lowered|A|B2,1,21
A,q3|three_plus|saturation|not_lowered|A|B6,1,2
A,q3|three_plus|tail|lowered|A|B2,1,7
A,q3|three_plus|tail|not_lowered|A|B2,1,14
A,q3|three_plus|tail|not_lowered|A|B4,1,2
A,q3|three_plus|tail|not_lowered|A|B8,1,1
A,q4|downstream|nominal|lowered|A|B2,1,5
A,q4|downstream|nominal|not_lowered|A|B2,1,25
A,q4|downstream|nominal|not_lowered|A|B4,1,6
A,q4|downstream|nominal|not_lowered|A|B6,1,1
A,q4|downstream|saturation|lowered|A|B2,1,17
A,q4|downstream|saturation|not_lowered|A|B2,1,80
A,q4|downstream|saturation|not_lowered|A|B4,1,3
A,q4|downstream|tail|lowered|A|B2,1,6
A,q4|downstream|tail|not_lowered|A|B2,1,13
A,q4|single|nominal|lowered|A|B2,0,4
A,q4|single|nominal|lowered|A|B2,1,695
A,q4|single|nominal|not_lowered|A|B2,0,8
A,q4|single|nominal|not_lowered|A|B2,1,2085
A,q4|single|saturation|lowered|A|B2,0,9
A,q4|single|saturation|lowered|A|B2,1,1900
A,q4|single|saturation|not_lowered|A|B2,0,25
A,q4|single|saturation|not_lowered|A|B2,1,5584
A,q4|single|tail|lowered|A|B2,1,12
A,q4|single|tail|not_lowered|A|B2,1,24
A,q4|three_plus|nominal|lowered|A|B2,1,5
A,q4|three_plus|nominal|not_lowered|A|B2,1,13
A,q4|three_plus|nominal|not_lowered|A|B4,1,1
A,q4|three_plus|nominal|not_lowered|A|B8,1,1
A,q4|three_plus|saturation|lowered|A|B2,1,6
A,q4|three_plus|saturation|not_lowered|A|B2,0,1
A,q4|three_plus|saturation|not_lowered|A|B2,1,45
A,q4|three_plus|saturation|not_lowered|A|B4,1,3
A,q4|three_plus|tail|lowered|A|B2,1,1
A,q4|three_plus|tail|not_lowered|A|B2,1,8
A,q5|downstream|nominal|lowered|A|B2,1,4
A,q5|downstream|nominal|not_lowered|A|B2,1,10
A,q5|downstream|saturation|lowered|A|B2,1,14
A,q5|downstream|saturation|not_lowered|A|B2,1,58
A,q5|downstream|saturation|not_lowered|A|B4,1,4
A,q5|downstream|tail|lowered|A|B2,1,3
A,q5|downstream|tail|not_lowered|A|B2,1,9
A,q5|single|nominal|lowered|A|B2,1,3
A,q5|single|nominal|not_lowered|A|B2,1,26
A,q5|single|saturation|lowered|A|B2,0,8
A,q5|single|saturation|lowered|A|B2,1,2497
A,q5|single|saturation|not_lowered|A|B2,0,29
A,q5|single|saturation|not_lowered|A|B2,1,7294
A,q5|single|tail|lowered|A|B2,1,1
A,q5|single|tail|not_lowered|A|B2,1,14
A,q5|three_plus|nominal|lowered|A|B2,1,1
A,q5|three_plus|nominal|not_lowered|A|B2,1,8
A,q5|three_plus|saturation|lowered|A|B2,1,3
A,q5|three_plus|saturation|not_lowered|A|B2,1,32
A,q5|three_plus|tail|lowered|A|B2,1,1
A,q5|three_plus|tail|not_lowered|A|B2,1,1
A,q6|downstream|nominal|lowered|A|B2,1,1
A,q6|downstream|nominal|not_lowered|A|B2,1,5
A,q6|downstream|saturation|lowered|A|B2,1,10
A,q6|downstream|saturation|not_lowered|A|B2,1,71
A,q6|downstream|tail|not_lowered|A|B2,1,8
A,q6|single|nominal|lowered|A|B2,1,2
A,q6|single|nominal|not_lowered|A|B2,1,8
A,q6|single|saturation|lowered|A|B2,0,11
A,q6|single|saturation|lowered|A|B2,1,2747
A,q6|single|saturation|not_lowered|A|B2,0,22
A,q6|single|saturation|not_lowered|A|B2,1,7893
A,q6|single|tail|lowered|A|B2,1,2
A,q6|single|tail|not_lowered|A|B2,1,8
A,q6|three_plus|nominal|lowered|A|B2,1,1
A,q6|three_plus|nominal|not_lowered|A|B2,1,2
A,q6|three_plus|saturation|lowered|A|B2,1,5
A,q6|three_plus|saturation|not_lowered|A|B2,1,40
A,q6|three_plus|saturation|not_lowered|A|B4,1,1
A,q6|three_plus|tail|lowered|A|B2,1,1
A,q7|downstream|nominal|not_lowered|A|B2,1,2
A,q7|downstream|saturation|lowered|A|B2,1,61
A,q7|downstream|saturation|not_lowered|A|B2,0,2
A,q7|downstream|saturation|not_lowered|A|B2,1,190
A,q7|downstream|saturation|not_lowered|A|B4,1,3
A,q7|downstream|tail|not_lowered|A|B2,1,2
A,q7|single|nominal|lowered|A|B2,1,1
A,q7|single|nominal|not_lowered|A|B2,1,3
A,q7|single|saturation|lowered|A|B2,0,13
A,q7|single|saturation|lowered|A|B2,1,3316
A,q7|single|saturation|not_lowered|A|B2,0,39
A,q7|single|saturation|not_lowered|A|B2,1,8967
A,q7|single|tail|lowered|A|B2,1,1
A,q7|single|tail|not_lowered|A|B2,1,5
A,q7|three_plus|nominal|not_lowered|A|B2,1,1
A,q7|three_plus|saturation|lowered|A|B2,1,31
A,q7|three_plus|saturation|not_lowered|A|B2,1,109
A,q7|three_plus|tail|not_lowered|A|B2,1,1
B,q0|downstream|dropout|not_lowered|B|B2,0,10
B,q0|downstream|dropout|not_lowered|B|B2,1,108
B,q0|downstream|dropout|not_lowered|B|B4,0,6
B,q0|downstream|dropout|not_lowered|B|B4,1,196
B,q0|downstream|dropout|not_lowered|B|B6,0,3
B,q0|downstream|dropout|not_lowered|B|B6,1,60
B,q0|downstream|dropout|not_lowered|B|B8,0,1
B,q0|downstream|dropout|not_lowered|B|B8,1,27
B,q0|downstream|nominal|lowered|B|B2,0,2
B,q0|downstream|nominal|lowered|B|B2,1,18
B,q0|downstream|nominal|not_lowered|B|B2,0,3
B,q0|downstream|nominal|not_lowered|B|B2,1,40
B,q0|downstream|nominal|not_lowered|B|B4,0,18
B,q0|downstream|nominal|not_lowered|B|B4,1,190
B,q0|downstream|nominal|not_lowered|B|B6,0,14
B,q0|downstream|nominal|not_lowered|B|B6,1,90
B,q0|downstream|nominal|not_lowered|B|B8,0,11
B,q0|downstream|nominal|not_lowered|B|B8,1,81
B,q0|downstream|saturation|not_lowered|B|B2,0,1
B,q0|downstream|saturation|not_lowered|B|B2,1,1
B,q0|downstream|saturation|not_lowered|B|B4,1,1
B,q0|downstream|tail|lowered|B|B2,0,1
B,q0|downstream|tail|lowered|B|B2,1,56
B,q0|downstream|tail|not_lowered|B|B2,0,4
B,q0|downstream|tail|not_lowered|B|B2,1,110
B,q0|downstream|tail|not_lowered|B|B4,0,10
B,q0|downstream|tail|not_lowered|B|B4,1,626
B,q0|downstream|tail|not_lowered|B|B6,0,1
B,q0|downstream|tail|not_lowered|B|B6,1,62
B,q0|downstream|tail|not_lowered|B|B8,0,2
B,q0|downstream|tail|not_lowered|B|B8,1,87
B,q0|single|dropout|not_lowered|B|B2,0,153
B,q0|single|dropout|not_lowered|B|B2,1,3472
B,q0|single|nominal|lowered|B|B2,0,211
B,q0|single|nominal|lowered|B|B2,1,1825
B,q0|single|nominal|not_lowered|B|B2,0,523
B,q0|single|nominal|not_lowered|B|B2,1,3901
B,q0|single|saturation|lowered|B|B2,1,4
B,q0|single|saturation|not_lowered|B|B2,1,18
B,q0|single|tail|lowered|B|B2,0,1
B,q0|single|tail|lowered|B|B2,1,71
B,q0|single|tail|not_lowered|B|B2,0,6
B,q0|single|tail|not_lowered|B|B2,1,172
B,q0|three_plus|dropout|not_lowered|B|B2,0,3
B,q0|three_plus|dropout|not_lowered|B|B2,1,54
B,q0|three_plus|dropout|not_lowered|B|B4,0,2
B,q0|three_plus|dropout|not_lowered|B|B4,1,84
B,q0|three_plus|dropout|not_lowered|B|B6,0,1
B,q0|three_plus|dropout|not_lowered|B|B6,1,57
B,q0|three_plus|dropout|not_lowered|B|B8,1,19
B,q0|three_plus|nominal|lowered|B|B2,1,7
B,q0|three_plus|nominal|not_lowered|B|B2,0,1
B,q0|three_plus|nominal|not_lowered|B|B2,1,27
B,q0|three_plus|nominal|not_lowered|B|B4,0,3
B,q0|three_plus|nominal|not_lowered|B|B4,1,91
B,q0|three_plus|nominal|not_lowered|B|B6,0,3
B,q0|three_plus|nominal|not_lowered|B|B6,1,110
B,q0|three_plus|nominal|not_lowered|B|B8,0,1
B,q0|three_plus|nominal|not_lowered|B|B8,1,12
B,q0|three_plus|saturation|not_lowered|B|B8,1,1
B,q0|three_plus|tail|lowered|B|B2,1,42
B,q0|three_plus|tail|not_lowered|B|B2,0,3
B,q0|three_plus|tail|not_lowered|B|B2,1,81
B,q0|three_plus|tail|not_lowered|B|B4,0,9
B,q0|three_plus|tail|not_lowered|B|B4,1,431
B,q0|three_plus|tail|not_lowered|B|B6,0,9
B,q0|three_plus|tail|not_lowered|B|B6,1,443
B,q0|three_plus|tail|not_lowered|B|B8,0,3
B,q0|three_plus|tail|not_lowered|B|B8,1,113
B,q1|downstream|dropout|not_lowered|B|B2,1,13
B,q1|downstream|dropout|not_lowered|B|B4,1,10
B,q1|downstream|nominal|lowered|B|B2,0,3
B,q1|downstream|nominal|lowered|B|B2,1,54
B,q1|downstream|nominal|not_lowered|B|B2,0,6
B,q1|downstream|nominal|not_lowered|B|B2,1,195
B,q1|downstream|nominal|not_lowered|B|B4,0,13
B,q1|downstream|nominal|not_lowered|B|B4,1,322
B,q1|downstream|nominal|not_lowered|B|B6,0,7
B,q1|downstream|nominal|not_lowered|B|B6,1,181
B,q1|downstream|nominal|not_lowered|B|B8,0,2
B,q1|downstream|nominal|not_lowered|B|B8,1,58
B,q1|downstream|saturation|lowered|B|B2,0,1
B,q1|downstream|saturation|not_lowered|B|B2,1,25
B,q1|downstream|saturation|not_lowered|B|B4,1,4
B,q1|downstream|tail|lowered|B|B2,1,63
B,q1|downstream|tail|not_lowered|B|B2,0,2
B,q1|downstream|tail|not_lowered|B|B2,1,102
B,q1|downstream|tail|not_lowered|B|B4,0,3
B,q1|downstream|tail|not_lowered|B|B4,1,389
B,q1|downstream|tail|not_lowered|B|B6,1,40
B,q1|downstream|tail|not_lowered|B|B8,1,25
B,q1|single|dropout|not_lowered|B|B2,0,11
B,q1|single|dropout|not_lowered|B|B2,1,179
B,q1|single|nominal|lowered|B|B2,0,283
B,q1|single|nominal|lowered|B|B2,1,2666
B,q1|single|nominal|not_lowered|B|B2,0,772
B,q1|single|nominal|not_lowered|B|B2,1,6664
B,q1|single|saturation|lowered|B|B2,1,11
B,q1|single|saturation|not_lowered|B|B2,0,2
B,q1|single|saturation|not_lowered|B|B2,1,114
B,q1|single|tail|lowered|B|B2,0,13
B,q1|single|tail|lowered|B|B2,1,299
B,q1|single|tail|not_lowered|B|B2,0,34
B,q1|single|tail|not_lowered|B|B2,1,590
B,q1|three_plus|dropout|not_lowered|B|B2,1,2
B,q1|three_plus|dropout|not_lowered|B|B4,1,1
B,q1|three_plus|dropout|not_lowered|B|B6,1,5
B,q1|three_plus|nominal|lowered|B|B2,1,31
B,q1|three_plus|nominal|not_lowered|B|B2,0,3
B,q1|three_plus|nominal|not_lowered|B|B2,1,78
B,q1|three_plus|nominal|not_lowered|B|B4,0,5
B,q1|three_plus|nominal|not_lowered|B|B4,1,200
B,q1|three_plus|nominal|not_lowered|B|B6,0,4
B,q1|three_plus|nominal|not_lowered|B|B6,1,147
B,q1|three_plus|nominal|not_lowered|B|B8,0,2
B,q1|three_plus|nominal|not_lowered|B|B8,1,59
B,q1|three_plus|saturation|not_lowered|B|B2,1,3
B,q1|three_plus|saturation|not_lowered|B|B6,1,1
B,q1|three_plus|tail|lowered|B|B2,0,1
B,q1|three_plus|tail|lowered|B|B2,1,27
B,q1|three_plus|tail|not_lowered|B|B2,1,58
B,q1|three_plus|tail|not_lowered|B|B4,0,3
B,q1|three_plus|tail|not_lowered|B|B4,1,182
B,q1|three_plus|tail|not_lowered|B|B6,0,3
B,q1|three_plus|tail|not_lowered|B|B6,1,195
B,q1|three_plus|tail|not_lowered|B|B8,0,3
B,q1|three_plus|tail|not_lowered|B|B8,1,102
B,q2|downstream|nominal|lowered|B|B2,0,1
B,q2|downstream|nominal|lowered|B|B2,1,22
B,q2|downstream|nominal|not_lowered|B|B2,0,7
B,q2|downstream|nominal|not_lowered|B|B2,1,107
B,q2|downstream|nominal|not_lowered|B|B4,0,6
B,q2|downstream|nominal|not_lowered|B|B4,1,180
B,q2|downstream|nominal|not_lowered|B|B6,0,1
B,q2|downstream|nominal|not_lowered|B|B6,1,75
B,q2|downstream|nominal|not_lowered|B|B8,1,6
B,q2|downstream|saturation|lowered|B|B2,0,2
B,q2|downstream|saturation|lowered|B|B2,1,14
B,q2|downstream|saturation|not_lowered|B|B2,1,62
B,q2|downstream|saturation|not_lowered|B|B4,1,3
B,q2|downstream|tail|lowered|B|B2,0,1
B,q2|downstream|tail|lowered|B|B2,1,17
B,q2|downstream|tail|not_lowered|B|B2,1,47
B,q2|downstream|tail|not_lowered|B|B4,1,128
B,q2|downstream|tail|not_lowered|B|B6,0,1
B,q2|downstream|tail|not_lowered|B|B6,1,39
B,q2|downstream|tail|not_lowered|B|B8,1,8
B,q2|single|nominal|lowered|B|B2,0,225
B,q2|single|nominal|lowered|B|B2,1,3236
B,q2|single|nominal|not_lowered|B|B2,0,614
B,q2|single|nominal|not_lowered|B|B2,1,8909
B,q2|single|saturation|lowered|B|B2,1,51
B,q2|single|saturation|not_lowered|B|B2,0,18
B,q2|single|saturation|not_lowered|B|B2,1,374
B,q2|single|tail|lowered|B|B2,0,41
B,q2|single|tail|lowered|B|B2,1,678
B,q2|single|tail|not_lowered|B|B2,0,59
B,q2|single|tail|not_lowered|B|B2,1,1226
B,q2|three_plus|nominal|lowered|B|B2,1,3
B,q2|three_plus|nominal|not_lowered|B|B2,0,1
B,q2|three_plus|nominal|not_lowered|B|B2,1,23
B,q2|three_plus|nominal|not_lowered|B|B4,0,1
B,q2|three_plus|nominal|not_lowered|B|B4,1,3
B,q2|three_plus|nominal|not_lowered|B|B6,0,2
B,q2|three_plus|nominal|not_lowered|B|B6,1,34
B,q2|three_plus|nominal|not_lowered|B|B8,1,22
B,q2|three_plus|saturation|lowered|B|B2,1,2
B,q2|three_plus|saturation|not_lowered|B|B2,1,20
B,q2|three_plus|saturation|not_lowered|B|B6,1,1
B,q2|three_plus|tail|lowered|B|B2,0,1
B,q2|three_plus|tail|lowered|B|B2,1,11
B,q2|three_plus|tail|not_lowered|B|B2,1,13
B,q2|three_plus|tail|not_lowered|B|B4,1,2
B,q2|three_plus|tail|not_lowered|B|B6,0,1
B,q2|three_plus|tail|not_lowered|B|B6,1,19
B,q2|three_plus|tail|not_lowered|B|B8,1,25
B,q3|downstream|nominal|lowered|B|B2,0,1
B,q3|downstream|nominal|lowered|B|B2,1,14
B,q3|downstream|nominal|not_lowered|B|B2,1,56
B,q3|downstream|nominal|not_lowered|B|B4,0,4
B,q3|downstream|nominal|not_lowered|B|B4,1,28
B,q3|downstream|nominal|not_lowered|B|B6,1,3
B,q3|downstream|saturation|lowered|B|B2,1,5
B,q3|downstream|saturation|not_lowered|B|B2,1,34
B,q3|downstream|saturation|not_lowered|B|B4,1,6
B,q3|downstream|tail|lowered|B|B2,0,1
B,q3|downstream|tail|lowered|B|B2,1,10
B,q3|downstream|tail|not_lowered|B|B2,1,24
B,q3|downstream|tail|not_lowered|B|B4,1,2
B,q3|downstream|tail|not_lowered|B|B8,1,1
B,q3|single|nominal|lowered|B|B2,0,106
B,q3|single|nominal|lowered|B|B2,1,4650
B,q3|single|nominal|not_lowered|B|B2,0,322
B,q3|single|nominal|not_lowered|B|B2,1,12321
B,q3|single|saturation|lowered|B|B2,0,20
B,q3|single|saturation|lowered|B|B2,1,442
B,q3|single|saturation|not_lowered|B|B2,0,75
B,q3|single|saturation|not_lowered|B|B2,1,1396
B,q3|single|tail|lowered|B|B2,0,8
B,q3|single|tail|lowered|B|B2,1,189
B,q3|single|tail|not_lowered|B|B2,0,19
B,q3|single|tail|not_lowered|B|B2,1,265
B,q3|three_plus|nominal|lowered|B|B2,1,5
B,q3|three_plus|nominal|not_lowered|B|B2,1,17
B,q3|three_plus|nominal|not_lowered|B|B4,1,1
B,q3|three_plus|nominal|not_lowered|B|B6,1,1
B,q3|three_plus|nominal|not_lowered|B|B8,1,1
B,q3|three_plus|saturation|lowered|B|B2,1,3
B,q3|three_plus|saturation|not_lowered|B|B2,1,15
B,q3|three_plus|saturation|not_lowered|B|B4,1,1
B,q3|three_plus|tail|lowered|B|B2,1,7
B,q3|three_plus|tail|not_lowered|B|B2,0,1
B,q3|three_plus|tail|not_lowered|B|B2,1,17
B,q3|three_plus|tail|not_lowered|B|B4,1,1
B,q3|three_plus|tail|not_lowered|B|B8,1,2
B,q4|downstream|nominal|lowered|B|B2,1,9
B,q4|downstream|nominal|not_lowered|B|B2,0,1
B,q4|downstream|nominal|not_lowered|B|B2,1,25
B,q4|downstream|nominal|not_lowered|B|B4,1,3
B,q4|downstream|saturation|lowered|B|B2,1,33
B,q4|downstream|saturation|not_lowered|B|B2,0,2
B,q4|downstream|saturation|not_lowered|B|B2,1,80
B,q4|downstream|saturation|not_lowered|B|B4,0,1
B,q4|downstream|saturation|not_lowered|B|B4,1,6
B,q4|downstream|saturation|not_lowered|B|B8,1,1
B,q4|downstream|tail|lowered|B|B2,1,5
B,q4|downstream|tail|not_lowered|B|B2,1,20
B,q4|single|nominal|lowered|B|B2,0,42
B,q4|single|nominal|lowered|B|B2,1,1627
B,q4|single|nominal|not_lowered|B|B2,0,95
B,q4|single|nominal|not_lowered|B|B2,1,3901
B,q4|single|saturation|lowered|B|B2,0,80
B,q4|single|saturation|lowered|B|B2,1,3976
B,q4|single|saturation|not_lowered|B|B2,0,218
B,q4|single|saturation|not_lowered|B|B2,1,10677
B,q4|single|tail|lowered|B|B2,1,12
B,q4|single|tail|not_lowered|B|B2,1,32
B,q4|three_plus|nominal|lowered|B|B2,1,3
B,q4|three_plus|nominal|not_lowered|B|B2,0,1
B,q4|three_plus|nominal|not_lowered|B|B2,1,21
B,q4|three_plus|nominal|not_lowered|B|B4,1,1
B,q4|three_plus|saturation|lowered|B|B2,1,14
B,q4|three_plus|saturation|not_lowered|B|B2,0,1
B,q4|three_plus|saturation|not_lowered|B|B2,1,38
B,q4|three_plus|saturation|not_lowered|B|B8,1,1
B,q4|three_plus|tail|lowered|B|B2,1,4
B,q4|three_plus|tail|not_lowered|B|B2,1,17
B,q5|downstream|nominal|lowered|B|B2,1,6
B,q5|downstream|nominal|not_lowered|B|B2,1,25
B,q5|downstream|saturation|lowered|B|B2,1,36
B,q5|downstream|saturation|not_lowered|B|B2,0,4
B,q5|downstream|saturation|not_lowered|B|B2,1,79
B,q5|downstream|saturation|not_lowered|B|B4,1,1
B,q5|downstream|tail|lowered|B|B2,1,9
B,q5|downstream|tail|not_lowered|B|B2,1,9
B,q5|single|nominal|lowered|B|B2,0,1
B,q5|single|nominal|lowered|B|B2,1,15
B,q5|single|nominal|not_lowered|B|B2,0,3
B,q5|single|nominal|not_lowered|B|B2,1,33
