method,score_col,high_minus_low_excess,high_minus_low_ci_low,high_minus_low_ci_high,auc,auc_ci_low,auc_ci_high,ap,ap_ci_low,ap_ci_high,ece,ece_ci_low,ece_ci_high,n_scored_pulses,runs,ml_minus_traditional_delta,ml_minus_traditional_ci_low,ml_minus_traditional_ci_high
traditional_matched_stratum,traditional_stratum_score,-0.023299259443366416,-0.21912630279452516,0.05600264444448388,0.4496078432120407,0.02711323331451533,0.6350821418554885,0.6255575840069972,0.33415281681211706,0.8817625187838081,0.18076238981557002,0.034140947089795835,0.5111137496195032,8281,44 45 46 47 48 49 50 51 52 53 54 55 56 57,,,
residualized_cwola_rf,residualized_cwola_score,0.0013804527039654735,-0.1776067930993963,0.07760938636749265,0.5264261651107786,0.08605332420074406,0.7043647751609365,0.644351224086323,0.36353864865295,0.847579617271864,0.1495144888838678,0.04105090961207939,0.43630727994057256,8281,44 45 46 47 48 49 50 51 52 53 54 55 56 57,0.02467971214733189,0.016336412240701405,0.045493871925418324
nuisance_only_after_matching,nuisance_only_score,-0.0003480253735479444,-0.003319737277197812,0.0009482309620812605,0.4952403210230264,0.45465462747656427,0.5164287483665795,0.6438328676822367,0.31325092548144096,0.9295356712118282,0.1429650369699354,0.017406707876701042,0.42233133424346797,8281,44 45 46 47 48 49 50 51 52 53 54 55 56 57,,,
shuffled_label_rf,shuffled_label_score,1.492574396921853e-05,-0.0030476941647830267,0.0016997018641880678,0.5006869148256129,0.4909844424259441,0.5122372070792254,0.6552366429986727,0.2957143274608112,0.9262541365457859,0.14384784319022967,0.026771804205970202,0.41652477915075964,8281,44 45 46 47 48 49 50 51 52 53 54 55 56 57,,,
