run,eventno,stave,run_family,current_group,high_current,downstream_event,event_selected_count,fold,traditional_stratum_score,residualized_cwola_score,nuisance_only_score,shuffled_label_score
56,326217,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5394657169512563,0.5,0.533657561861516
53,231300,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4861607315540946,0.5,0.5039854941082582
52,199609,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.537758364577914,0.5,0.5329589177748382
54,253821,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5618777292637501,0.5,0.5140098937503841
47,57342,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5704607332148749,0.5,0.43723820778316724
54,265554,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5601363747421315,0.5,0.4938263375391676
55,300906,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5167791874786448,0.5,0.5576118409892366
47,62827,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5024455618404039,0.5,0.4896575872672999
56,322767,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.523779697978622,0.5,0.49819599415041405
54,246999,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5628867216013451,0.5,0.5493567915876925
54,244589,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4438565332266336,0.5,0.5474329577397269
47,58943,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3834060175878226,0.5,0.5237359747582269
53,235632,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5537260446976283,0.5,0.5787942627800994
57,382469,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4074160527574498,0.5,0.4587435817088743
53,204572,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.640486306894985,0.5,0.4476877209886674
53,221815,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4646452206233607,0.5,0.5145372986881799
47,56430,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.6380213333047191,0.5,0.49823055400551225
52,198666,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5652124781006481,0.5,0.465342667404145
47,54789,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4650484271005166,0.5,0.5331676089999662
57,364280,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5573929311956852,0.5,0.42247493473046827
54,248505,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42296355011465386,0.5,0.5407801414760756
56,335908,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5762740808665162,0.5,0.5709455431860044
56,321987,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5085680612846105,0.5,0.47090404729343766
47,56947,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.48121539924501605,0.5,0.5212531992618552
56,316346,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4929795985731363,0.5,0.45362919955073605
47,60750,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.47105656955371905,0.5,0.5069300162633823
57,386298,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.501569496907819,0.5,0.4734453425586752
54,273562,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5028818311466512,0.5,0.48448333561433304
56,314850,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.469534370596513,0.5,0.38056913019543437
47,58830,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4235190063808878,0.5,0.4740768929743321
56,336235,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4713670254923277,0.5,0.5460620966869794
53,230400,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5799014032171076,0.5,0.5358820192607826
52,197872,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5071006444351851,0.5,0.5111637739894092
57,368880,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5710611623739145,0.5,0.5296000089914906
52,194524,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5407392176828746,0.5,0.518983870181007
54,250522,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.48690569447334414,0.5,0.5200273138438389
53,222584,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5626355579585414,0.5,0.5677453825249711
55,283622,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42815433225112337,0.5,0.48643096444288186
53,218628,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44336866547152404,0.5,0.5064770584190836
47,64179,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.46610847093798236,0.5,0.536287930604443
54,249512,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5566024105855926,0.5,0.3713229638741582
56,349655,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5569410481063293,0.5,0.43936029627597156
54,273936,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.46959369476501545,0.5,0.45652960135547166
56,338420,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4183375594633502,0.5,0.4705545668535733
57,380853,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.46126071244638034,0.5,0.4799990638349344
47,59800,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5417609006973992,0.5,0.4940398172542414
55,295450,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5330419882595908,0.5,0.5148124310188297
47,57897,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.45111943200325366,0.5,0.4954294067337208
56,345965,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5486272795425774,0.5,0.5332018082078366
57,364006,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44410763271662773,0.5,0.4887365930247127
47,62723,B4,B,low_2nA,0,1,2,holdout_family_B,0.5,0.5062987446896422,0.5,0.4593297504339877
56,342679,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4071970414110247,0.5,0.5335522295981473
47,56157,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.41989949933360404,0.5,0.4620623325984835
47,63393,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5257649180025332,0.5,0.49470262714043245
52,198419,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5589560915959461,0.5,0.42697740440474347
47,56914,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3908266796534236,0.5,0.4607716293587313
47,58770,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.48096840277764313,0.5,0.5076668650627569
56,319178,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4488142396596275,0.5,0.4813360147358468
47,61953,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5006182631158989,0.5,0.5072992511389798
56,339603,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42020347145348724,0.5,0.5213111841383379
54,268560,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5306332551006478,0.5,0.5092412900787928
47,61617,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4611175957147767,0.5,0.4604323627328288
54,267211,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6482471346492756,0.5,0.517773651077474
47,63281,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5024455618404039,0.5,0.4896575872672999
47,54841,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5368915928807163,0.5,0.42476612208866044
56,310516,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.534974019766537,0.5,0.4896832619906886
53,240267,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.520703856441992,0.5,0.3586628689412243
47,57773,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5188989276580774,0.5,0.4991692098193784
54,274674,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5343131725849037,0.5,0.4947284348705349
57,376776,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6582091632896668,0.5,0.4720086642321007
57,370310,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5863797182132785,0.5,0.409701373467201
55,286047,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.523253098889216,0.5,0.5861913589505229
47,60890,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5723197976029483,0.5,0.5128690759118264
47,63839,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.39835216683359614,0.5,0.4797127556925699
47,59632,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4499723917838023,0.5,0.47796301865779967
54,251146,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5606857631775376,0.5,0.4998664139262296
47,57282,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.44034271649414736,0.5,0.5375498451911798
52,202828,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4640040210365905,0.5,0.5321343056388842
47,64736,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4964163152440657,0.5,0.5372572065571604
47,58634,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5017403600664562,0.5,0.49472124845405663
47,60542,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5487057856666854,0.5,0.46831380422692925
47,62933,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5373271566231698,0.5,0.48741196672455506
54,274676,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5113418716970491,0.5,0.5177431592705777
53,232530,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5592489938975337,0.5,0.5548320131767711
47,56975,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4352555314147563,0.5,0.4899480877029047
47,62825,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.420841492462566,0.5,0.4410353728065803
47,60131,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.43970923691965647,0.5,0.4529844569980998
57,359429,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4578256471123596,0.5,0.4967556476639676
47,60815,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5640387165438644,0.5,0.5148235091941985
47,59343,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.6666820839229913,0.5,0.49215533840731474
56,352717,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5111735549086213,0.5,0.46336261730769
54,266283,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5487715199662094,0.5,0.5651264993848067
47,62955,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5393521433499743,0.5,0.48438601042054963
56,349968,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5168124694465396,0.5,0.5009448104430947
54,271380,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44121106930403364,0.5,0.4871738381273292
56,322152,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5504095844130671,0.5,0.4905579360377511
53,211895,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5365291268273169,0.5,0.46862443622174094
57,364995,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4467548603188489,0.5,0.42938773937212155
47,59592,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4218545076029388,0.5,0.4958855941468562
57,364132,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.43410244155984773,0.5,0.474470403415584
47,62813,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5024455618404039,0.5,0.4896575872672999
47,64834,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.555333264769548,0.5,0.5289053321949607
47,54091,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4701111047372244,0.5,0.5380016157218166
47,56691,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5097610053956559,0.5,0.46879113365526753
54,247858,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5211739124332504,0.5,0.455148290006692
47,62499,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.43515723474312407,0.5,0.4820996217920941
57,358522,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.43561980163726194,0.5,0.4794291660886101
56,314946,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5895344350037458,0.5,0.532079164597177
53,222027,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.48073084142714734,0.5,0.49089213580828084
56,348068,B4,B,high_20nA,1,1,2,holdout_family_B,0.5,0.49899708202802345,0.5,0.47389465585274865
57,358208,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5148817222429078,0.5,0.504152823271128
53,219036,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5021534025950377,0.5,0.511913681423689
54,251603,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5466088942266034,0.5,0.49279698964328
47,55621,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4525899276955103,0.5,0.5448748087960642
55,289016,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.45996910298605337,0.5,0.46673518573554573
47,58323,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5362200121703735,0.5,0.5158276167814376
47,61768,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.46112684939858783,0.5,0.4849944301210917
47,57007,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4834721909473341,0.5,0.4552935768569527
53,206183,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5375930358808971,0.5,0.5419441817340894
57,366591,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4616968928190315,0.5,0.41791919269729183
47,59553,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4351673030849483,0.5,0.5630235479793094
57,386243,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5548004539027467,0.5,0.5298269611291926
54,268343,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.40431619027075777,0.5,0.5411233002471934
53,221980,B2,B,high_20nA,1,1,2,holdout_family_B,0.5,0.5374063501711187,0.5,0.481281575931925
53,236280,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5091527712137894,0.5,0.5171897753895441
54,271183,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4434433119923198,0.5,0.517384742024054
47,58135,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.49215538302726275,0.5,0.4928793676963549
56,355059,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5306469007006265,0.5,0.5491866959244738
56,331822,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5204527858965221,0.5,0.4971655326318915
56,324711,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.45354300593980756,0.5,0.4410632323671647
56,328566,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42695368939104994,0.5,0.44731543121947087
55,290673,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5402857517416733,0.5,0.4981541965021446
56,322567,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49621126536004123,0.5,0.48707560044912135
55,282252,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5825795932501855,0.5,0.5370368477687508
47,56347,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.467503580444301,0.5,0.5128331235282594
55,303326,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5024455618404039,0.5,0.4896575872672999
47,57423,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.46164065864635223,0.5,0.5100959236973717
47,54876,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3836834928051555,0.5,0.49030321872913346
55,283927,B2,B,high_20nA,1,1,2,holdout_family_B,0.5,0.4568960776637203,0.5,0.4951471022453695
54,254443,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5392979598382287,0.5,0.47994748993887665
57,365684,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6431501482362997,0.5,0.5039584755828853
55,282067,B8,B,high_20nA,1,1,1,holdout_family_B,0.5,0.4722888799687744,0.5,0.47316875637043604
47,59198,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.6595618713755876,0.5,0.5815647114875421
53,230978,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5138531768813742,0.5,0.5361048268283786
47,60879,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5053348613606472,0.5,0.49046429863739155
56,349097,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.43294134254401895,0.5,0.4596037455780926
55,293764,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.545612892257608,0.5,0.44571665721220033
57,360317,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4711703573791328,0.5,0.4618764415409881
56,307646,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5251712570118836,0.5,0.530642341251137
54,271579,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4954480277083511,0.5,0.5522606232851663
56,330993,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4614257699303727,0.5,0.5118193519516634
54,260082,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5713047291167187,0.5,0.5435273634832326
47,57043,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4023093321002997,0.5,0.5516691731427619
53,218942,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5413090258181559,0.5,0.5367925100172386
57,383079,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5554874833061698,0.5,0.3462459380794601
47,55949,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5024455618404039,0.5,0.4896575872672999
56,332558,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4691285322714381,0.5,0.46003900491528205
47,58367,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.48362071766328557,0.5,0.5403898301553635
47,56278,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5251481630565847,0.5,0.479548717879029
53,241600,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5076989702810405,0.5,0.5235824921919647
53,241258,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5037113869921395,0.5,0.5320345236461267
56,333031,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.449168229306433,0.5,0.5025138811278869
47,55759,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3982833002846033,0.5,0.5328689573626417
54,261156,B6,B,high_20nA,1,1,4,holdout_family_B,0.5,0.5621715776070498,0.5,0.545671681718947
47,59207,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.48398780055833795,0.5,0.5499499286840223
47,59598,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.40217597107280484,0.5,0.47581314278144804
56,335182,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4936977035538326,0.5,0.5252306280913562
52,195281,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5424737659212973,0.5,0.5124428921147285
54,255102,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5024354575495572,0.5,0.48735606911646434
52,197339,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6011326098927462,0.5,0.49913674514285405
56,306874,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.37906670278275206,0.5,0.4373299325858116
47,59563,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4103410468186672,0.5,0.4427466291890901
54,248076,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5268514827363391,0.5,0.5839333555443643
57,375237,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5610777848087093,0.5,0.4870781954902819
57,377608,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4478182588107445,0.5,0.526227198578484
57,375460,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44661825077324746,0.5,0.47780165682981923
57,384251,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.45656115391679214,0.5,0.4463126403765437
54,271484,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.65573518353365,0.5,0.4699015053817984
56,311759,B4,B,high_20nA,1,1,2,holdout_family_B,0.5,0.4399152426416284,0.5,0.4853997960123413
47,63988,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4081689428999709,0.5,0.5488954606559079
47,60840,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4634628146476696,0.5,0.5408457883025155
47,58852,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.47814325869330393,0.5,0.5227968286358909
57,375427,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4801164789409045,0.5,0.5047004808768977
54,249785,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.3985727075977276,0.5,0.4919542296592187
57,387894,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6705692618600237,0.5,0.45306939363943854
56,331027,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6611583493213051,0.5,0.5109947202021744
57,383230,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.394023759764655,0.5,0.504447125858218
47,62356,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5150846768393439,0.5,0.35057626692995325
52,199838,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4793503439501432,0.5,0.4726064648073967
53,221154,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.46654014671319494,0.5,0.5250214139408828
47,59642,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.488945029441888,0.5,0.4752659467949263
47,60160,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4360305792848466,0.5,0.5310450291773474
56,325350,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5437921523398886,0.5,0.4561201359954277
56,313501,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5147770835291907,0.5,0.4481080305669379
54,273463,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49611135262835493,0.5,0.5016450855186912
56,337794,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.448977513441811,0.5,0.5379670133209977
47,57488,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5080837040820644,0.5,0.5041710853093078
53,218140,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4409127477065841,0.5,0.5120418122949056
54,251090,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44575917224043354,0.5,0.528713413459949
47,54774,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5574754761839712,0.5,0.545905025648573
47,59571,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5136169134434944,0.5,0.5083599179118237
57,381295,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4683192862903461,0.5,0.4749311165250892
47,59792,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4254779199113227,0.5,0.5127359022471341
55,294800,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5025689819076217,0.5,0.48220826517280463
47,55537,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.49157989321091816,0.5,0.5430192207173409
47,62898,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4644790851638764,0.5,0.5003223166574271
57,365163,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5740033107117314,0.5,0.4125769948188492
53,224218,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4913036895314722,0.5,0.4903710672460335
47,55108,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5380247087805324,0.5,0.5075834757392711
53,209943,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5089522202485265,0.5,0.47200042746029514
47,59147,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5147001575231196,0.5,0.5285244992763904
52,195410,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4740412420261663,0.5,0.5333022571158123
57,367373,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4793172555621645,0.5,0.5260580379386481
53,215178,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5547845293335133,0.5,0.44805867857382586
56,341745,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.3953516001711472,0.5,0.5310476082560486
52,199755,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.47279201178735347,0.5,0.5400089260491228
56,341404,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4304659190032321,0.5,0.47385890872727715
57,358190,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.39959126995400246,0.5,0.5035289756286082
47,54058,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.48266160509044204,0.5,0.5147566991647757
56,346837,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.43896661076093685,0.5,0.5547063642676233
57,369739,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.559546500551939,0.5,0.5267682829786915
47,58499,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4874940522383034,0.5,0.4575856024749048
56,339300,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5225384062682962,0.5,0.4838671030188988
54,268511,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4944230803612952,0.5,0.4973582954004595
47,54441,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.6074528502613883,0.5,0.5777170165163755
52,196642,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5421873860472824,0.5,0.4792674210926062
56,312453,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4769581437101522,0.5,0.5447782779488206
47,63565,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.423831345028628,0.5,0.40784701823447367
54,261951,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.45540530730123957,0.5,0.5454199701999423
53,231553,B2,B,high_20nA,1,1,2,holdout_family_B,0.5,0.5549937710243723,0.5,0.5280369468192375
47,58845,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3918591770870126,0.5,0.5179897136385427
47,63587,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4485623394454723,0.5,0.5411878034755613
56,324767,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5035386689386551,0.5,0.45809942415631866
47,56341,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.43950455249861936,0.5,0.47856532167604143
53,229230,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.46893463049810874,0.5,0.4639991095753968
57,364077,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49972460472007274,0.5,0.5199076861482758
47,60567,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5718343358330157,0.5,0.5675931002988022
47,60763,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.39338138338957823,0.5,0.5426980426292658
47,53990,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4183421694158544,0.5,0.49641632065834423
54,267372,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.39646639390776156,0.5,0.4687493695535947
54,256831,B4,B,high_20nA,1,1,2,holdout_family_B,0.5,0.4955821678342896,0.5,0.4829316581320483
52,199380,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4777581376393911,0.5,0.4469290187844649
56,309060,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5243938340098201,0.5,0.5497293684228545
56,339078,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4915729644464888,0.5,0.5714446378652457
53,235352,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5734866338748509,0.5,0.5070113275137834
52,201230,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5062411668671905,0.5,0.5278797372414327
57,381569,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4172154462233466,0.5,0.5134443154051388
54,267653,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42849541482248615,0.5,0.4864606830560523
57,367343,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5751781222144278,0.5,0.5235593697283404
