stave,stave_idx,truth_layer_id,truth_hit_count,truth_event_entries,expected_edep_mev,mean_edep_mev,median_edep_mev,q16_edep_mev,q84_edep_mev,dedx_mev_cm,proton_hit_fraction,deuteron_hit_fraction
B2,0,0,371089,1000000,18.61489544732408,23.344708975559293,18.61489544732408,9.93701989901525,41.693333655954326,2.5601601932110523,0.4954040674878533,0.39248536065472167
B4,1,2,175489,1000000,14.90077672435054,20.535003877146956,14.90077672435054,10.588479001990274,39.84283955638465,2.1823383178270546,0.6921459464695793,0.20136304839619576
B6,2,4,100797,1000000,17.951007600120665,16.944771998080075,17.951007600120665,12.964255895778148,23.149179581101148,1.7048705425738218,0.895205214440906,0.008026032520809152
B8,3,6,69737,1000000,19.762295884681993,22.593892240013737,19.762295884681993,9.7404046799972,35.957562995345555,2.1581776046509535,0.9019458823866814,0.0036279163141517416
