label,base_method,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,heldout_run
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-4.8995983023743985,-2.309692789799203,59
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.627385957236685,1.2385616181041634,59
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.27221234513739,1.0711311716948866,59
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.45601627359220337,0.1486816287223562,59
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,-0.32006522168830315,-0.04374137570605369,59
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-3.410595122398789,-0.3519908535679699,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-5.067162200897106,-2.3886831690841714,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.2878433681141246,1.5499042273817079,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.7793188327825953,0.8387789417022816,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-0.8026248725254946,-0.2616914794731229,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-1.5521156018937659,-0.21211824053717232,59
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.6582461339496917,-0.1711394789376848,59
analytic_template_phase,template_phase,stave_B4,-3.985721945030783,-1.878887343503412,60
analytic_template_phase,template_phase,stave_B6,2.333411291437544,1.099980631648426,60
analytic_template_phase,template_phase,stave_B8,1.6523106535928271,0.778906711854792,60
analytic_template_phase,template_phase,log_amp,-2.521937698787792,-0.8321018767945807,60
analytic_template_phase,template_phase,inv_amp_1000,-4.808632931510304,-0.6815415901637447,60
analytic_template_phase,template_phase,inv_sqrt_amp_1000,-0.34044702491147116,-0.03602810563237946,60
analytic_template_window_3_6,template_window_3_6,stave_B4,-4.419281155218191,-2.0832691152163316,60
analytic_template_window_3_6,template_window_3_6,stave_B6,2.376686609210566,1.1203808120852954,60
analytic_template_window_3_6,template_window_3_6,stave_B8,2.0425945460074746,0.9628883031309654,60
analytic_template_window_3_6,template_window_3_6,log_amp,-3.6926301418381633,-1.2183665253938225,60
analytic_template_window_3_6,template_window_3_6,inv_amp_1000,-6.693753993592889,-0.9487253042467831,60
analytic_template_window_3_6,template_window_3_6,inv_sqrt_amp_1000,1.2126898074635148,0.12833396471585168,60
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-4.881343903257513,-2.3010875835311815,60
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.3874821434049247,1.12546987570887,60
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.4938617598527744,1.175617707822399,60
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.6401643896182351,0.21121932961089102,60
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,0.04881208503961894,0.006918279380219009,60
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-2.926800771762428,-0.3097312640561527,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-4.895250354792941,-2.3076431476531427,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.1324687055984177,1.4766599090554287,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.7627816491963375,0.8309832385985696,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-1.2401033786989988,-0.40916647121407185,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-3.479229368369901,-0.4931213403137553,60
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.4151998555745302,-0.14976476854460935,60
analytic_template_phase,template_phase,stave_B4,-4.3189750771321345,-2.035984376543754,61
analytic_template_phase,template_phase,stave_B6,2.5063919946325273,1.1815245171441497,61
analytic_template_phase,template_phase,stave_B8,1.8125830824980356,0.8544598593988634,61
analytic_template_phase,template_phase,log_amp,-2.3872857076861704,-0.7899326495469761,61
analytic_template_phase,template_phase,inv_amp_1000,-4.610869347645873,-0.6485348156725981,61
analytic_template_phase,template_phase,inv_sqrt_amp_1000,-0.2595296442544151,-0.02738999824757562,61
analytic_template_window_3_6,template_window_3_6,stave_B4,-4.738142794788638,-2.233581933616676,61
analytic_template_window_3_6,template_window_3_6,stave_B6,2.546325389784399,1.2003493001492755,61
analytic_template_window_3_6,template_window_3_6,stave_B8,2.1918174050024226,1.0332326334665443,61
analytic_template_window_3_6,template_window_3_6,log_amp,-3.524042050509808,-1.1660757089574634,61
analytic_template_window_3_6,template_window_3_6,inv_amp_1000,-6.329904641674584,-0.8903231105668789,61
analytic_template_window_3_6,template_window_3_6,inv_sqrt_amp_1000,1.4238997416176506,0.15027420678540598,61
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-5.101798920566842,-2.4050110753218625,61
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.6792220111132585,1.2629973682415498,61
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.4225769094532663,1.1420137070801633,61
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.7377023552928017,0.24409947004554058,61
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,0.1371660894702183,0.01929288770598478,61
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-3.079967898938305,-0.3250507879239086,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-5.269906027147757,-2.4842575253412003,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.4207723836345885,1.6125675662423562,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.8491336435139503,0.8716899590992129,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-1.6499232219345255,-0.545945639458064,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-4.523743285603344,-0.6362802319212976,61
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.418956488043251,-0.1497525102866145,61
analytic_template_phase,template_phase,stave_B4,-4.174236915219068,-1.9677541526869502,62
analytic_template_phase,template_phase,stave_B6,2.4201121917170285,1.1408518279968245,62
analytic_template_phase,template_phase,stave_B8,1.7541247235035522,0.8269023246908388,62
analytic_template_phase,template_phase,log_amp,-2.673847439037725,-0.8808049615467196,62
analytic_template_phase,template_phase,inv_amp_1000,-4.7642647982352635,-0.6623773765181313,62
analytic_template_phase,template_phase,inv_sqrt_amp_1000,-0.48849006337731715,-0.05114038335434439,62
analytic_template_window_3_6,template_window_3_6,stave_B4,-4.600363221226843,-2.1686320197669846,62
analytic_template_window_3_6,template_window_3_6,stave_B6,2.457304305965086,1.1583843587911342,62
analytic_template_window_3_6,template_window_3_6,stave_B8,2.143058915263182,1.0102476609765223,62
analytic_template_window_3_6,template_window_3_6,log_amp,-3.654164828823661,-1.2037360339061547,62
analytic_template_window_3_6,template_window_3_6,inv_amp_1000,-6.411976620920762,-0.8914593189770388,62
analytic_template_window_3_6,template_window_3_6,inv_sqrt_amp_1000,1.2400207818540545,0.1298186859993248,62
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-4.9845692478208425,-2.3497484776185438,62
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.604554398188225,1.2277987179520136,62
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.3800148496327678,1.1219497596666008,62
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.20345929133325355,0.06702250497268583,62
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,-0.5408133447935747,-0.07518946567433725,62
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-3.178996498187943,-0.3328114772190859,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-5.120552892842009,-2.4138517826351604,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.310779689935104,1.560716513178436,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.8097732029062512,0.853135269456416,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-1.0808532178531918,-0.35604906364120975,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-2.740787576379289,-0.38105264113532444,62
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.8440222939248623,-0.19305204771879494,62
analytic_template_phase,template_phase,stave_B4,-4.122839885501529,-1.943525360522934,63
analytic_template_phase,template_phase,stave_B6,2.3869859922546364,1.1252359878136635,63
analytic_template_phase,template_phase,stave_B8,1.7358538932468985,0.8182893727092728,63
analytic_template_phase,template_phase,log_amp,-2.8153968379966168,-0.9186684180416438,63
analytic_template_phase,template_phase,inv_amp_1000,-5.390192198185007,-0.7397472269207667,63
analytic_template_phase,template_phase,inv_sqrt_amp_1000,-0.367515051634704,-0.038036048728263425,63
analytic_template_window_3_6,template_window_3_6,stave_B4,-4.55057728202016,-2.1451627029531957,63
analytic_template_window_3_6,template_window_3_6,stave_B6,2.4122354613209005,1.1371387016790733,63
analytic_template_window_3_6,template_window_3_6,stave_B8,2.1383418206993223,1.0080240012741517,63
analytic_template_window_3_6,template_window_3_6,log_amp,-3.7611825256020652,-1.2272797760259742,63
analytic_template_window_3_6,template_window_3_6,inv_amp_1000,-6.926326017266517,-0.9505654484356483,63
analytic_template_window_3_6,template_window_3_6,inv_sqrt_amp_1000,1.4237100981286617,0.1473471805480441,63
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-5.02321043795268,-2.3679641093355106,63
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.577939310861539,1.2152522454650045,63
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.445271127090483,1.1527118638701956,63
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.37820794857998097,0.12340984870182056,63
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,-0.27377521596182913,-0.037572770944158805,63
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-3.350014687949582,-0.34671048531068177,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-5.14797316158333,-2.426777821281199,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.3086326985582324,1.559704411737328,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.8393404630229189,0.8670734095428437,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-1.4231739576934426,-0.4643839016465754,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-3.6465233085139857,-0.5004469982134344,63
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.7813686028845395,-0.18436312385284834,63
analytic_template_phase,template_phase,stave_B4,-4.222265920078846,-1.9903952427070473,65
analytic_template_phase,template_phase,stave_B6,2.4322058055318028,1.1465528122218696,65
analytic_template_phase,template_phase,stave_B8,1.790060114547558,0.8438424304854197,65
analytic_template_phase,template_phase,log_amp,-2.6936814234877944,-0.8827035204578143,65
analytic_template_phase,template_phase,inv_amp_1000,-4.99899047685335,-0.6906545750780206,65
analytic_template_phase,template_phase,inv_sqrt_amp_1000,-0.537107396550516,-0.055906852911550425,65
analytic_template_window_3_6,template_window_3_6,stave_B4,-4.649660474451369,-2.19187096779972,65
analytic_template_window_3_6,template_window_3_6,stave_B6,2.461896715400989,1.160549241360603,65
analytic_template_window_3_6,template_window_3_6,stave_B8,2.187763759051224,1.0313217264395147,65
analytic_template_window_3_6,template_window_3_6,log_amp,-3.826650043153738,-1.2539706571084637,65
analytic_template_window_3_6,template_window_3_6,inv_amp_1000,-7.004702343788287,-0.9677613396539858,65
analytic_template_window_3_6,template_window_3_6,inv_sqrt_amp_1000,1.403105108609688,0.14604749707465456,65
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B4,-5.031587329992126,-2.371913014113134,65
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B6,2.5907325580305454,1.2212830400160968,65
analytic_template_mask_no_3_6,template_mask_no_3_6,stave_B8,2.4408547719626825,1.150629974097556,65
analytic_template_mask_no_3_6,template_mask_no_3_6,log_amp,0.3819786828960316,0.12517216222829775,65
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_amp_1000,-0.2345339130168062,-0.032402926308026984,65
analytic_template_mask_no_3_6,template_mask_no_3_6,inv_sqrt_amp_1000,-3.5356865163147955,-0.36802529117725946,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B4,-5.175074687869948,-2.439553603293099,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B6,3.3371009100161997,1.5731244553174817,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,stave_B8,1.8379737778592304,0.8664291479782013,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,log_amp,-1.3886135343821493,-0.45504046791376085,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_amp_1000,-3.4111929390620466,-0.4712863568645995,65
analytic_cfd20_mask_no_3_6,cfd20_mask_no_3_6,inv_sqrt_amp_1000,-1.8195934985420348,-0.18939926490518044,65
