method,shape_cluster,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,0,0.6430593839853448,0.7461513265640354,-4.275053538409086,10.996197460664256,0.25,0.813953488372093,0.014084507042253521,-0.12300282391113387,0.08081686934685839,114,43
1d_cnn,1,0.8516566624130947,0.7768516446632355,-1.9301166156383376,11.338936331524224,0.20588235294117646,0.27439024390243905,0.28440366972477066,-0.025317793497802003,0.10631548248390743,273,164
1d_cnn,2,0.7602082887122172,0.7827751196172248,0.25113142772636543,9.007266925915992,0.09649122807017543,0.42424242424242425,0.17894736842105263,-0.03341272886991924,0.07435794199225837,194,99
1d_cnn,3,0.7796928063295283,0.8241830065359477,-0.5268533728796054,8.320311224866153,0.034482758620689655,0.46296296296296297,0.11764705882352941,-0.061554453132370054,0.06388109573896021,139,54
cfd_derivative_matched_filter_traditional,0,0.40779985143518066,0.5473304945954799,,,,1.0,0.028169014084507043,,,114,43
cfd_derivative_matched_filter_traditional,1,0.739426137392257,0.5827925710449764,-0.37211134561049075,9.543137291010934,0.19375,0.5121951219512195,0.3761467889908257,-0.005810113073294747,0.07986320141039195,273,164
cfd_derivative_matched_filter_traditional,2,0.6456766566392511,0.6029771398192451,2.994793890589449,9.477971633061824,0.12903225806451613,0.6868686868686869,0.10526315789473684,-0.009919321989924217,0.11656402822280232,194,99
cfd_derivative_matched_filter_traditional,3,0.5858573838707569,0.6163398692810457,-0.03289197978640246,4.091723628324725,0.07142857142857142,0.6111111111111112,0.1411764705882353,-0.011815175456292784,0.07597408678852606,139,54
gradient_boosted_trees,0,0.6605989729483799,0.7088110055682935,-3.4032561537363737,7.495550527309069,0.06666666666666667,0.6511627906976745,0.07042253521126761,-0.007084305772255813,0.031573498086006055,114,43
gradient_boosted_trees,1,0.8854982345546775,0.8216043857686285,0.47401853277832195,8.359323975559409,0.1446280991735537,0.2621951219512195,0.21100917431192662,0.0010727889500449872,0.08897061274927553,273,164
gradient_boosted_trees,2,0.8247537307559225,0.8329611908559277,-2.4125157008801246,7.201454073937839,0.06493506493506493,0.2222222222222222,0.28421052631578947,-0.008906958987004669,0.05731851946723733,194,99
gradient_boosted_trees,3,0.8460222227943107,0.8830065359477125,-0.9708929553309353,5.028034173201561,0.012195121951219513,0.24074074074074073,0.17647058823529413,-0.013942925528241114,0.054519303662806676,139,54
mlp,0,0.6708915486820399,0.7572879135276777,-3.924930484701683,7.667066458508023,0.15384615384615385,0.6976744186046512,0.028169014084507043,0.005691252295082454,0.08611565395331763,114,43
mlp,1,0.8967189368551327,0.8364287312597897,-0.12964752065906637,12.04650617771864,0.23529411764705882,0.27439024390243905,0.26605504587155965,-0.014936356413798398,0.13864182430287675,273,164
mlp,2,0.7708556757117165,0.8159489633173843,-0.5791580685583053,7.779934328607666,0.11333333333333333,0.24242424242424243,0.23157894736842105,-0.0013172456510592353,0.10343589246391013,194,99
mlp,3,0.8350205411798192,0.8607843137254902,0.7521678629576956,8.156305568969591,0.1388888888888889,0.3333333333333333,0.12941176470588237,-0.020026424621469644,0.08081763631752649,139,54
ridge,0,0.634256535575381,0.7405830330822142,-4.387772607561731,6.132845697355598,0.11538461538461539,0.6976744186046512,0.09859154929577464,0.01189141923489396,0.04043892491974377,114,43
ridge,1,0.8816363785293041,0.8286529424927276,-0.40337737481258795,9.40553942632486,0.1746031746031746,0.23170731707317074,0.27522935779816515,0.006030721738508091,0.07516492106799497,273,164
ridge,2,0.7817849445981169,0.8101010101010101,0.5318893674391134,7.980703606478588,0.0945945945945946,0.25252525252525254,0.2631578947368421,0.006342987099000276,0.06413707706602993,194,99
ridge,3,0.8498893239060195,0.8762527233115469,-1.1997841431387402,6.576438162818228,0.05128205128205128,0.2777777777777778,0.09411764705882353,-0.0076715059237113525,0.0713726105422034,139,54
timing_invariant_residual_fusion_new,0,0.6832572802604697,0.7169996724533246,-1.503906346988475,7.997781297194969,0.10526315789473684,0.5581395348837209,0.08450704225352113,0.0006230610297081243,0.06311180318347488,114,43
timing_invariant_residual_fusion_new,1,0.9005036491276258,0.839169836652495,-0.10960846542309,8.134002540043248,0.11507936507936507,0.23170731707317074,0.22018348623853212,-0.019057426103501127,0.07625836633123997,273,164
timing_invariant_residual_fusion_new,2,0.8327946277421329,0.8379585326953748,-0.7302634971941213,6.136718102207624,0.045454545454545456,0.3333333333333333,0.21052631578947367,0.004570711368119262,0.05975441744995039,194,99
timing_invariant_residual_fusion_new,3,0.8356454296933811,0.8686274509803922,-0.8915378323199707,4.693850451287788,0.0125,0.25925925925925924,0.16470588235294117,-0.015039307346661958,0.05299280799931081,139,54
tiny_sequence_transformer,0,0.6358288835228874,0.722895512610547,-22.46281159421633,14.55714605267962,0.625,0.813953488372093,0.04225352112676056,0.0455994654173366,0.033858340165410686,114,43
tiny_sequence_transformer,1,0.8439329787244862,0.7723763705526964,-7.594912612064499,14.703323579277546,0.3577586206896552,0.2926829268292683,0.29357798165137616,0.031188313321619057,0.11700001764722115,273,164
tiny_sequence_transformer,2,0.7547137023720293,0.7793726741095162,-10.93603394174349,11.34557200195017,0.3695652173913043,0.30303030303030304,0.2736842105263158,0.09633580393946167,0.10009064048051482,194,99
tiny_sequence_transformer,3,0.7546470688532836,0.8095860566448803,-11.820554037133277,11.972620378686464,0.375,0.18518518518518517,0.27058823529411763,0.05185845506883377,0.08210307529897096,139,54
