method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,energy_bin,q1_low,1416,-2.090488680338508,7.057327030993799,9.105195301853763,0.4950564971751412,0.22387005649717515
edge_attention_cnn_new,energy_bin,q1_low,1416,-3.4764695503969865,7.081923213930862,9.682996636266749,0.5480225988700564,0.2796610169491525
gradient_boosted_trees,energy_bin,q1_low,1416,-1.008087826398834,2.8443757680096144,4.710526917289602,0.1348870056497175,0.036016949152542374
mlp,energy_bin,q1_low,1416,-0.7501003262284787,3.212270285170547,4.774521508765838,0.15324858757062146,0.043785310734463276
ridge,energy_bin,q1_low,1416,0.1610087850426769,3.6760136118054936,4.985695347705044,0.18361581920903955,0.05155367231638418
traditional_cfd_template_timewalk,energy_bin,q1_low,1416,-0.19077385962675208,1.0740780718961673,1.0285888210464806,0.0,0.0
waveform_transformer,energy_bin,q1_low,1416,2.0211471501395772,6.779342832711996,7.390841293851006,0.4696327683615819,0.16807909604519775
1d_cnn,energy_bin,q2,1523,-0.8209798961937054,4.74502623022685,6.544811535407446,0.30860144451739985,0.09717662508207485
edge_attention_cnn_new,energy_bin,q2,1523,-1.9973366858922468,4.868138432690962,6.607482237678909,0.34143138542350626,0.10833880499015101
gradient_boosted_trees,energy_bin,q2,1523,-0.7548592654809468,2.7399207986467253,4.978276115795377,0.13263296126066973,0.050558108995403805
mlp,energy_bin,q2,1523,-0.7123210018479886,3.488707806475378,5.075565220551799,0.16349310571240971,0.05712409717662508
ridge,energy_bin,q2,1523,-0.5437891570440536,3.466131964647861,5.305158995611483,0.1943532501641497,0.05318450426789232
traditional_cfd_template_timewalk,energy_bin,q2,1523,0.21953379080094138,0.8441756709023234,0.8260085222505459,0.0,0.0
waveform_transformer,energy_bin,q2,1523,3.5380496233596475,5.758256604691885,7.0710147357605875,0.505581089954038,0.15495732107682206
1d_cnn,energy_bin,q3,1427,1.8311036618821621,4.638870242585723,6.511178139717685,0.3391730903994394,0.11282410651716888
edge_attention_cnn_new,energy_bin,q3,1427,0.9229594596734065,4.893556635095145,6.8494730350530375,0.31674842326559216,0.0889978976874562
gradient_boosted_trees,energy_bin,q3,1427,-0.5517326889591043,3.012975264478312,4.822904990689008,0.13384723195515066,0.04134548002803083
mlp,energy_bin,q3,1427,-0.569295133551492,3.560595560649777,4.889177042938356,0.17449194113524877,0.046250875963559916
ridge,energy_bin,q3,1427,-0.804135979400801,3.879875239551869,5.322145396057955,0.23335669236159776,0.053258584442887176
traditional_cfd_template_timewalk,energy_bin,q3,1427,0.2800976221941589,0.9415012076117617,0.902032781775174,0.0,0.0
waveform_transformer,energy_bin,q3,1427,3.341759640656875,6.973943624376076,8.126344516311871,0.5192711983181499,0.22775052557813594
1d_cnn,energy_bin,q4_high,1100,-2.18618701236033,6.223582373620509,7.610140681936537,0.4290909090909091,0.13636363636363635
edge_attention_cnn_new,energy_bin,q4_high,1100,-4.979795222961109,6.576386896526256,7.303344066859975,0.5863636363636363,0.1890909090909091
gradient_boosted_trees,energy_bin,q4_high,1100,-0.5459571937485002,3.207989603548082,4.687570446473753,0.16545454545454547,0.034545454545454546
mlp,energy_bin,q4_high,1100,-0.6163261628254482,3.5186135650879544,4.5706325390917,0.2,0.034545454545454546
ridge,energy_bin,q4_high,1100,-0.9846198734229619,3.980922694082393,5.233243313915074,0.2190909090909091,0.04090909090909091
