method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
traditional_cfd_template_timewalk,5466,0.11795519429828705,0.9881631927810763,0.9389829227416289,0.0,0.0,-0.5068610624416142,0.46160188520610634,0.7902965069907011,1.1588154702277926,0.7867731721136126,1.0932983289367633,0.0,0.0,0.0,0.0
gradient_boosted_trees,5466,-0.7240412389641633,2.9036835184286716,4.806197759628731,0.14013904134650568,0.041163556531284305,-1.667110473505126,0.17011857035810077,2.441824342021991,3.548732961033028,2.8969986069952496,6.919489733002658,0.07664541857268647,0.2147959869082149,0.003036746154472206,0.10751985691557948
mlp,5466,-0.6788912688308955,3.4414286804073155,4.849930249478172,0.17105744603000367,0.04628613245517746,-1.5850974488299214,0.06894779494167325,3.0486179261012047,4.11015728204504,3.1834403405934535,6.751272284276976,0.1093934259357168,0.24132502774767234,0.003350887278115126,0.11623173050346332
ridge,5466,-0.5104970609383948,3.8640902067929686,5.246110283323326,0.20673252835711672,0.05031101353823637,-1.2396027523992723,0.0627930402065271,3.294848625847682,4.650849791932694,3.4432298958489764,7.349676379944103,0.13806104129263913,0.2820202385343145,0.00966703292159781,0.11938557283687572
1d_cnn,5466,-0.43280390335751484,5.927002817598673,7.659749996130699,0.38913282107574093,0.1419685327478961,-1.4982999500426752,0.32656885613129144,5.285520886935869,6.990592558531055,6.412999251937788,8.976280795703001,0.34205997131483773,0.4369895164294976,0.09869640381686666,0.20019322255818361
edge_attention_cnn_new,5466,-2.0177682983140626,6.275114478834412,7.9011892003443895,0.43779729235272596,0.16392242956458106,-3.0890109868888214,-1.192489955517935,5.589423190000144,7.173204925003776,6.878836930631739,9.096820115950306,0.3798615252276531,0.5037672785199666,0.1268518843969771,0.2165942165942166
waveform_transformer,5466,1.4950392500639427,7.122844008714811,7.9104488074631725,0.4950603732162459,0.1783754116355653,0.24154879261686205,2.5729837497185546,6.470942320217064,7.943854912440544,6.70252931990125,9.366273350605704,0.4627772391007685,0.5236520864155098,0.1434286540897744,0.22130702383495585
