axis,method,levels,worst_level,worst_sigma68_ns,best_level,best_sigma68_ns,sigma68_span_ns,highest_tail_level,highest_tail_fraction_abs_gt_5ns
energy_bin,1d_cnn,4,q1_low,7.057327030993799,q3,4.638870242585723,2.4184567884080765,q1_low,0.4950564971751412
energy_bin,edge_attention_cnn_new,4,q1_low,7.081923213930862,q2,4.868138432690962,2.2137847812399,q4_high,0.5863636363636363
energy_bin,waveform_transformer,4,q3,6.973943624376076,q2,5.758256604691885,1.2156870196841911,q3,0.5192711983181499
energy_bin,ridge,4,q4_high,3.980922694082393,q2,3.466131964647861,0.514790729434532,q3,0.23335669236159776
energy_bin,gradient_boosted_trees,4,q4_high,3.207989603548082,q2,2.7399207986467253,0.4680688049013568,q4_high,0.16545454545454547
energy_bin,mlp,4,q3,3.560595560649777,q1_low,3.212270285170547,0.3483252754792301,q4_high,0.2
energy_bin,traditional_cfd_template_timewalk,4,q1_low,1.0740780718961673,q2,0.8441756709023234,0.22990240099384396,q1_low,0.0
pedestal_drift_bin,1d_cnn,3,high,7.645683986631608,mid,5.13837798913263,2.507305997498978,high,0.49036281179138325
pedestal_drift_bin,edge_attention_cnn_new,3,high,7.89416912137667,mid,5.569332035816672,2.3248370855599987,high,0.5164399092970522
pedestal_drift_bin,gradient_boosted_trees,3,high,3.182198674028921,mid,2.8064759570110027,0.3757227170179185,high,0.16950113378684808
pedestal_drift_bin,waveform_transformer,3,low,7.270816660897431,mid,6.997117561739049,0.27369909915838164,low,0.5182960131075914
pedestal_drift_bin,mlp,3,high,3.499829529469249,low,3.3393695200670472,0.16046000940220173,high,0.17970521541950113
pedestal_drift_bin,ridge,3,low,3.9215036511506924,high,3.832975823046817,0.08852782810387527,low,0.212998361551065
pedestal_drift_bin,traditional_cfd_template_timewalk,3,high,1.016545938825347,low,0.9606958375731112,0.055850101252235884,high,0.0
pid_sideband,1d_cnn,3,high_duplicate,10.005515518063248,central,5.172909987384923,4.832605530678325,high_duplicate,0.6435868331441543
pid_sideband,edge_attention_cnn_new,3,high_duplicate,10.170367971736827,central,5.544749590613131,4.6256183811236955,high_duplicate,0.6311010215664018
pid_sideband,waveform_transformer,3,low_duplicate,7.402536491068423,high_duplicate,6.302499246141723,1.1000372449266997,low_duplicate,0.527972027972028
pid_sideband,ridge,3,central,3.9545379439661463,low_duplicate,3.4255234981379283,0.529014445828218,central,0.21599141400590288
pid_sideband,gradient_boosted_trees,3,high_duplicate,3.271950808964861,central,2.8066333621787645,0.4653174467860963,high_duplicate,0.18161180476730987
pid_sideband,traditional_cfd_template_timewalk,3,high_duplicate,1.0791429017861147,low_duplicate,0.9588969424276725,0.12024595935844218,central,0.0
pid_sideband,mlp,3,low_duplicate,3.501646712004119,central,3.4255309599411286,0.07611575206299026,high_duplicate,0.18274687854710556
pileup_separation_bin,waveform_transformer,4,none,7.3122315681093015,late,0.0,7.3122315681093015,late,1.0
pileup_separation_bin,edge_attention_cnn_new,4,mid,6.765520229422535,late,0.0,6.765520229422535,late,1.0
pileup_separation_bin,1d_cnn,4,mid,6.652866351630314,late,0.0,6.652866351630314,late,1.0
pileup_separation_bin,ridge,4,mid,3.924791049738756,late,0.0,3.924791049738756,close,0.2370012091898428
pileup_separation_bin,mlp,4,close,3.433506927099358,late,0.0,3.433506927099358,late,1.0
pileup_separation_bin,gradient_boosted_trees,4,none,3.0648068704858042,late,0.0,3.0648068704858042,late,1.0
pileup_separation_bin,traditional_cfd_template_timewalk,4,mid,1.0261132511737543,late,0.0,1.0261132511737543,close,0.0
pulse_shape_class,1d_cnn,3,compact,7.313904059726313,nominal,4.8341272655108245,2.4797767942154882,compact,0.512486427795874
pulse_shape_class,edge_attention_cnn_new,3,compact,7.274615464601572,nominal,5.292221224963569,1.982394239638003,compact,0.5325732899022801
pulse_shape_class,gradient_boosted_trees,3,late_tail,3.37453730244897,nominal,2.5075172899262466,0.8670200125227234,late_tail,0.18563829787234043
pulse_shape_class,ridge,3,compact,4.181786636873774,late_tail,3.458923414514701,0.7228632223590727,compact,0.24484256243213898
pulse_shape_class,mlp,3,late_tail,3.4921512281174065,nominal,3.1390761158926237,0.3530751122247828,late_tail,0.2047872340425532
pulse_shape_class,waveform_transformer,3,late_tail,6.771803635601094,compact,6.4524989614367065,0.31930467416438724,nominal,0.5384174311926605
pulse_shape_class,traditional_cfd_template_timewalk,3,compact,1.007640800092222,late_tail,0.9492845601991318,0.058356239893090134,compact,0.0
saturation_onset_bin,1d_cnn,2,linear,6.155788359420569,near_saturation,5.333319695572743,0.8224686638478262,linear,0.4042983565107459
saturation_onset_bin,edge_attention_cnn_new,2,linear,6.4916177748519965,near_saturation,5.80110321459337,0.6905145602586265,linear,0.4396965865992415
saturation_onset_bin,ridge,2,linear,3.9580680573105296,near_saturation,3.6444595720096755,0.31360848530085406,linear,0.21491782553729458
saturation_onset_bin,mlp,2,linear,3.4956157921750206,near_saturation,3.3189107900491868,0.17670500212583384,near_saturation,0.17471872931833224
saturation_onset_bin,waveform_transformer,2,linear,7.130327387066053,near_saturation,6.991792514659192,0.13853487240686135,near_saturation,0.5268034414295168
saturation_onset_bin,gradient_boosted_trees,2,linear,2.9253014011545417,near_saturation,2.8164697565812467,0.10883164457329508,near_saturation,0.14295168762409
saturation_onset_bin,traditional_cfd_template_timewalk,2,linear,1.0020372374502589,near_saturation,0.9546320966594095,0.04740514079084934,linear,0.0
