method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_timewalk,sample_i_analysis,1350,-0.4603163706098563,0.7615540903366067,0.8283976408193183,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,-0.1982871006676561,2.6285552044195453,7.496703373759491,0.16518518518518518,0.1362962962962963
mlp,sample_i_analysis,1350,-0.21262406344364848,3.458921162885942,7.256076840055689,0.18074074074074073,0.13555555555555557
ridge,sample_i_analysis,1350,-0.605520080259442,4.591483737177724,8.105479381314574,0.2762962962962963,0.1451851851851852
edge_attention_cnn_new,sample_i_analysis,1350,-3.0302060177649297,7.414541195697453,9.705969598778704,0.5103703703703704,0.2237037037037037
1d_cnn,sample_i_analysis,1350,-1.083089714721063,7.584990386511784,9.814788396129103,0.43851851851851853,0.22
waveform_transformer,sample_i_analysis,1350,0.23205312968597624,7.74736096064307,9.601606751588111,0.45111111111111113,0.2237037037037037
traditional_cfd_template_timewalk,sample_i_calib,657,-0.5205617139970968,1.1118265726631917,0.9020365394765084,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.2878662142417419,4.3985622829666635,4.585031322274006,0.273972602739726,0.0441400304414003
ridge,sample_i_calib,657,1.8366655678688346,5.108736176464335,4.851243476298298,0.365296803652968,0.0624048706240487
mlp,sample_i_calib,657,1.3919520896101496,5.252378940061467,4.818486615378864,0.3150684931506849,0.0806697108066971
1d_cnn,sample_i_calib,657,1.5871808651133978,7.323629532999584,8.062346887638983,0.4885844748858447,0.2054794520547945
waveform_transformer,sample_i_calib,657,2.4789168851994887,7.673398694728657,7.844079415987498,0.4916286149162861,0.2207001522070015
edge_attention_cnn_new,sample_i_calib,657,-0.24751334706034278,7.940849797893396,8.239987870365237,0.5722983257229832,0.1750380517503805
traditional_cfd_template_timewalk,sample_ii_analysis,2739,0.16885921358739608,1.0353627664741503,0.9676522321580753,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.1635721960301018,2.909350124352075,3.2294090283833317,0.11792625045637094,0.0029207740051113546
mlp,sample_ii_analysis,2739,-0.9420009524110355,3.3182636612584786,3.3958641930171147,0.14640379700620665,0.006206644760861628
ridge,sample_ii_analysis,2739,-0.6238798864764803,3.4536213006781606,3.5171331537981354,0.15407082876962394,0.013143483023001095
1d_cnn,sample_ii_analysis,2739,-0.4899005634288365,5.478564668321125,6.370749234152666,0.3592552026286966,0.10113179992698065
edge_attention_cnn_new,sample_ii_analysis,2739,-1.9089358354461439,5.753633325618721,6.917635330329646,0.39028842643300476,0.13873676524278933
waveform_transformer,sample_ii_analysis,2739,2.0298738486694674,7.184082282814369,7.140448922006661,0.5235487404162102,0.1588170865279299
traditional_cfd_template_timewalk,sample_ii_calib,720,0.8182792667953707,0.703649450381425,0.683279415346213,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-1.4939828102864388,2.602591323777436,2.7618780540627084,0.05555555555555555,0.005555555555555556
ridge,sample_ii_calib,720,-1.103937479474446,3.3551498988938304,3.2234385738144726,0.13194444444444445,0.002777777777777778
mlp,sample_ii_calib,720,-1.856642734703577,3.5379772234229834,3.2959011317164992,0.11527777777777778,0.0
1d_cnn,sample_ii_calib,720,-0.46381273257174804,5.082557571831611,6.322844987965134,0.3194444444444444,0.09305555555555556
edge_attention_cnn_new,sample_ii_calib,720,-1.852691368611472,5.255962800356149,6.516513493926211,0.3597222222222222,0.1375
waveform_transformer,sample_ii_calib,720,1.9980493863258522,6.31250576144852,6.333531050719695,0.4722222222222222,0.12916666666666668
