ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_gradient_boosted_trees,33,2.949567952620963,2.5591317301834344,3.5577640940964113,0.14343212586900841,0.0
drop_tail_pulse_shape_features,24,2.964619384514588,2.493820192289918,3.5100960714537597,0.14617636297109404,0.015051431893625011
drop_pretrigger_features,27,3.5149610037308947,3.014195406037711,4.2163607311149,0.1930113428466886,0.5653930511099317
amplitude_cfd_only,5,3.7514670490947886,3.328932340350332,4.658468787280897,0.20801317233809002,0.8018990964738255
