method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
mlp,97589,-0.0004958057403564586,0.01702021797895434,0.06058541774665283,"[0.01394181929141282, 0.02191697479099035]","[-0.0011704062372446186, 0.00041923316195608713]","[0.047846223427893485, 0.07309236015347019]"
traditional_clipped_template,97589,0.0009998329554705143,0.02988636875691873,0.14061177116666654,"[0.027602683059311753, 0.03280790068573941]","[-0.000540673794644015, 0.0023163353723243867]","[0.11145678248985534, 0.1693380665396824]"
gradient_boosted_trees,97589,-0.01336032512280999,0.032454251812858326,0.077274087999036,"[0.02980257097900111, 0.03638684261422651]","[-0.015426193192315127, -0.011121933611621863]","[0.061506328203668505, 0.09249407775972975]"
charge_tail_integration,97589,0.0036718966080844934,0.04751390323577307,0.2056008502713632,"[0.04298028721411236, 0.05239552902702945]","[-0.004971750996143563, 0.01165434764411488]","[0.15539179513751045, 0.25286299564289]"
birks_huber_saturation,97589,-0.007457954363333491,0.05004304237469875,0.23513777276345177,"[0.04266335284756378, 0.057511419056063454]","[-0.012824961021216136, -0.003047183246944298]","[0.1694266341196893, 0.2995011845379992]"
gated_residual_cnn,97589,0.012193874120712267,0.08209680199623111,0.1400443411637104,"[0.07264546327769755, 0.09347641540542247]","[0.0052139807157218394, 0.02151952524483206]","[0.1163289950048231, 0.16415877588582165]"
1d_cnn,97589,0.03161540687084197,0.08658110468387605,0.15268431112805847,"[0.07566629950225355, 0.10498196467846632]","[0.024071968056261554, 0.041169839084148424]","[0.12495643755372876, 0.1790259191730769]"
waveform_transformer,97589,0.004980356097221361,0.10854492511153237,0.16340269081747583,"[0.08848324673369527, 0.12911312562644472]","[-0.010545613765716565, 0.025188386768102644]","[0.12849801283428197, 0.1924250883658262]"
ridge,97589,0.016558392357557822,0.1571266828743618,0.20567353285350778,"[0.13005010967227656, 0.19480867177073483]","[0.0019197959783502291, 0.033086345055560566]","[0.17099969140219076, 0.24064895516990228]"
