run,n,positives,positive_fraction,mean_q_template_rmse,mean_late_fraction
42,64,12,0.1875,1.13453269234375,0.161485369296875
57,64,16,0.25,1.1387103159375,0.195270915703125
64,64,12,0.1875,0.88261302296875,0.1600898170203125
65,64,21,0.328125,0.992475230625,0.21442776420625
