method,family,n,positives,roc_auc,average_precision,auc_ci_low,auc_ci_high,ap_ci_low,ap_ci_high
mlp,nn,256,61,0.9882303488860865,0.9719415212366751,0.9722488038277511,0.9997171945701357,0.9326406212798745,0.9989510489510491
gradient_boosted_trees,ml,256,61,0.9858764186633039,0.9644726935823192,0.9722488038277513,0.9974999999999999,0.9393706970416635,0.9907304930519216
ridge,ml,256,61,0.9852879361076082,0.9632742334581564,0.9799876575861766,0.9944974037045649,0.9527978662956886,0.983806411886223
atom_gated_cnn_new,new_architecture,256,61,0.9824295922656578,0.9475177361762357,0.9642743221690591,0.9964285714285714,0.8955359073130045,0.9870943646875324
1d_cnn,nn,256,61,0.9448507776376629,0.9166150460712725,0.8976076555023924,0.9939285714285715,0.8480696441129398,0.9810914020188213
traditional_train_selected_score,traditional,256,61,0.9351828499369482,0.8693120388287683,0.9066742081447964,0.9582142857142857,0.8420361029977211,0.898345717269051
