stave,n_train_pulses,template_cfd20_sample,template_peak_sample,template_area
B2,520,4.109681988005918,8,8.915672676880162
B4,520,4.382274713248909,8,9.046504930743904
B6,520,5.268964910784719,9,8.123358103715978
B8,461,5.339199435298635,9,9.016273674774759
