task,model,cv_sigma68_ns,train_seconds,n_parameters,alpha,learning_rate,hidden,width
timing,ridge,1.3379330183311737,0.05814504623413086,26,10.0,,,
timing,gradient_boosted_trees,1.1519412213657336,0.8601219654083252,26,,0.03,,
timing,mlp,1.2074185539037823,83.37419366836548,1664,,,64.0,
timing,cnn,1.3009854586965945,4.0638267993927,337,,,,8.0
timing,resnet,1.1897690186989658,3.7492856979370117,537,,,,8.0
timing,tcn,1.2976897711084048,3.1828243732452393,337,,,,8.0
timing,attention,1.1890051079250468,14.440264701843262,425,,,,8.0
timing,gru,1.2495269373924491,9.887490272521973,1249,,,,16.0
