path,line,kind,text
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,10,text_hit,"      ""clean"": 10636,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,11,text_hit,"      ""violating"": 1511"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,21,text_hit,"    ""note"": ""The ticket body has no numeric target; the documented App.A count in docs/07_ml_methods.md is not reproduced by raw HRDv CFD20 timing."""
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,31,text_hit,"    ""note"": ""Uses downstream span; overlaps weak-label definition"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,50,text_hit,"    ""method"": ""rf_clean_timing"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,99,text_hit,"    ""S07d: recover the historical App.A 12,147-event table or retire that number; expected information gain: separates documentation drift from a detector result."","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,100,text_hit,"    ""S03b: validate q_template-only clean-timing cuts against held-out downstream timing tails; expected information gain: tests whether shape quality adds independent timing rejection without span leakage."""
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,1,text_hit,# Study report: S07c - clean-timing RF vs q_template/downstream-span baseline
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,7,text_hit,- **Command:** `.venv/bin/python /home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py`
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,11,text_hit,Does the App.A clean-timing RF add information beyond strong conventional `q_template` and downstream-span cuts without label leakage?
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,24,text_hit,"The ticket body contains no numeric target. The only numeric App.A target found in the repository is in `docs/07_ml_methods.md`: 12,147 labelled events, 10,636 clean and 1,511 violating. Recomputing the documented weak labels directly from raw `HRDv` with CFD20 gives:"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,28,text_hit,| labelled_events |        12147 |        9897 |   -2250 |
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,29,text_hit,| clean           |        10636 |        7583 |   -3053 |
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,30,text_hit,| violating       |         1511 |        2314 |     803 |
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,32,text_hit,"This does **not** reproduce the historical App.A number. I therefore treat the historical count as documentation drift or a missing derived-table definition, and the rest of the benchmark is explicitly scoped to this raw-CFD20-labelled dataset."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,35,text_hit,Rows are events with at least two downstream selected staves. Labels are clean if downstream span <5 ns and all-span <10 ns; violating if downstream span >10 ns or B2 is displaced by >20 ns. Ambiguous events are excluded. The event table has 9897 labelled rows across 32 runs.
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,38,text_hit,"The strong conventional baseline is a fold-local standardized score using downstream span plus `q_template` candidates. This is powerful but label-overlapping because downstream span is part of the weak-label definition. I also report a de-leaked q_template-only traditional score, with no timing span feature."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,41,text_hit,"The ML method is a random forest evaluated out-of-fold by run. Features include amplitudes, log-amplitudes, hit flags, multiplicities, waveform-shape summaries, and S01 `q_template`; they exclude run, sample, absolute peak sample, downstream span, all-span, pair residuals, and B2 displacement. Two labelled raw events h"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,58,text_hit,| traditional_span_q_template |  0.9123   |         0.883017 |          0.929095 |            0.960569 |                   0.915408 |                    0.976633 | Uses downstream span; overlaps weak-label definition      | nan          |   nan          |    nan          |
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,60,text_hit,"| rf_clean_timing             |  0.993473 |         0.991384 |          0.995262 |            0.997787 |                   0.995892 |                    0.998559 | RF excludes timing spans, pair residuals, run, and sample |   0.0268407  |     0.0244111  |      0.0302598  |"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,67,text_hit,"- The `leaky_rf_control` deliberately includes downstream span, all-span, and B2 displacement. Its score is a ceiling/control, not an admissible model."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,68,text_hit,"- Because the strong span+q_template baseline uses a label-defining variable, neither its score nor the RF-vs-baseline gain is evidence of external clean-timing truth. The RF appears to add non-span proxy information on this weak label, but adoption still needs an independent timing-tail validation."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,71,text_hit,"On the raw-CFD20 reproduction, the RF beats both the q_template-only and downstream-span + q_template traditional scores. However, the historical 12,147-event App.A count is not reproduced, the target is still a timing-derived weak label, and the leaky-control ceiling is essentially perfect. S03/S04/S09 should therefor"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,74,text_hit,"- S07d: recover the historical App.A 12,147-event table or retire that number; expected information gain: separates documentation drift from a detector result."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,75,text_hit,- S03b: validate q_template-only clean-timing cuts against held-out downstream timing tails; expected information gain: tests whether shape quality adds independent timing rejection without span leakage.
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,2,text_hit,"""""""S07c clean-timing RF vs q_template/downstream-span baseline."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,57,text_hit,APP_A_DOC = {
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,58,text_hit,"    ""labelled_events"": 12147,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,59,text_hit,"    ""clean"": 10636,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,60,text_hit,"    ""violating"": 1511,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,492,text_hit,"        (""traditional_span_q_template"", ""traditional_span_q_score"", ""Uses downstream span; overlaps weak-label definition""),"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,494,text_hit,"        (""rf_clean_timing"", ""rf_score"", ""RF excludes timing spans, pair residuals, run, and sample""),"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,538,text_hit,"    ax.set_title(""Run-held-out clean-timing scores"")"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,550,text_hit,    app_a_reproduction = {
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,551,text_hit,"        ""documented"": APP_A_DOC,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,554,text_hit,"            labelled_counts[""labelled_events""] == APP_A_DOC[""labelled_events""]"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,555,text_hit,"            and labelled_counts[""clean""] == APP_A_DOC[""clean""]"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,556,text_hit,"            and labelled_counts[""violating""] == APP_A_DOC[""violating""]"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,558,text_hit,"        ""note"": ""The ticket body has no numeric target; the documented App.A count in docs/07_ml_methods.md is not reproduced by raw HRDv CFD20 timing."","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,577,text_hit,"        ""title"": ""clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,579,text_hit,"        ""app_a_reproduction"": app_a_reproduction,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,582,text_hit,"        ""ml"": clean_json(scoreboard[scoreboard[""method""] == ""rf_clean_timing""].iloc[0].to_dict()),"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,598,text_hit,"            ""S07d: recover the historical App.A 12,147-event table or retire that number; expected information gain: separates documentation drift from a detector result."","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,599,text_hit,"            ""S03b: validate q_template-only clean-timing cuts against held-out downstream timing tails; expected information gain: tests whether shape quality adds independent timing rejection without span leakage."","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,619,text_hit,"        ""command"": f"".venv/bin/python {OUT / 's07c_clean_timing_rf.py'}"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,628,text_hit,    app_a_md = pd.DataFrame(
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,630,text_hit,"            {""quantity"": ""labelled_events"", ""documented"": APP_A_DOC[""labelled_events""], ""raw_cfd20"": labelled_counts[""labelled_events""], ""delta"": labelled_counts[""labelled_events""] - APP_A_DOC[""labelled_events""]},"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,631,text_hit,"            {""quantity"": ""clean"", ""documented"": APP_A_DOC[""clean""], ""raw_cfd20"": labelled_counts[""clean""], ""delta"": labelled_counts[""clean""] - APP_A_DOC[""clean""]},"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,632,text_hit,"            {""quantity"": ""violating"", ""documented"": APP_A_DOC[""violating""], ""raw_cfd20"": labelled_counts[""violating""], ""delta"": labelled_counts[""violating""] - APP_A_DOC[""violating""]},"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,637,text_hit,"    report = f""""""# Study report: S07c - clean-timing RF vs q_template/downstream-span baseline"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,643,text_hit,- **Command:** `.venv/bin/python {OUT / 's07c_clean_timing_rf.py'}`
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,647,text_hit,Does the App.A clean-timing RF add information beyond strong conventional `q_template` and downstream-span cuts without label leakage?
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,654,text_hit,"The ticket body contains no numeric target. The only numeric App.A target found in the repository is in `docs/07_ml_methods.md`: 12,147 labelled events, 10,636 clean and 1,511 violating. Recomputing the documented weak labels directly from raw `HRDv` with CFD20 gives:"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,656,text_hit,{app_a_md}
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,658,text_hit,"This does **not** reproduce the historical App.A number. I therefore treat the historical count as documentation drift or a missing derived-table definition, and the rest of the benchmark is explicitly scoped to this raw-CFD20-labelled dataset."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,661,text_hit,Rows are events with at least two downstream selected staves. Labels are clean if downstream span <5 ns and all-span <10 ns; violating if downstream span >10 ns or B2 is displaced by >20 ns. Ambiguous events are excluded. The event table has {len(events)} labelled rows across {events['run'].nunique()} runs.
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,664,text_hit,"The strong conventional baseline is a fold-local standardized score using downstream span plus `q_template` candidates. This is powerful but label-overlapping because downstream span is part of the weak-label definition. I also report a de-leaked q_template-only traditional score, with no timing span feature."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,667,text_hit,"The ML method is a random forest evaluated out-of-fold by run. Features include amplitudes, log-amplitudes, hit flags, multiplicities, waveform-shape summaries, and S01 `q_template`; they exclude run, sample, absolute peak sample, downstream span, all-span, pair residuals, and B2 displacement. Two labelled raw events h"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,684,text_hit,"- The `leaky_rf_control` deliberately includes downstream span, all-span, and B2 displacement. Its score is a ceiling/control, not an admissible model."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,685,text_hit,"- Because the strong span+q_template baseline uses a label-defining variable, neither its score nor the RF-vs-baseline gain is evidence of external clean-timing truth. The RF appears to add non-span proxy information on this weak label, but adoption still needs an independent timing-tail validation."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,688,text_hit,"On the raw-CFD20 reproduction, the RF beats both the q_template-only and downstream-span + q_template traditional scores. However, the historical 12,147-event App.A count is not reproduced, the target is still a timing-derived weak label, and the leaky-control ceiling is essentially perfect. S03/S04/S09 should therefor"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,691,text_hit,"- S07d: recover the historical App.A 12,147-event table or retire that number; expected information gain: separates documentation drift from a detector result."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py,692,text_hit,- S03b: validate q_template-only clean-timing cuts against held-out downstream timing tails; expected information gain: tests whether shape quality adds independent timing rejection without span leakage.
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,5,text_hit,"  ""command"": "".venv/bin/python reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,182,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,186,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/event_level_dataset.csv.gz"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,190,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/fig_heldout_scores.png"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,194,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,198,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/input_sha256.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,202,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/label_counts_by_run.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,206,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/reproduction_s00_counts.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,210,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,214,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/rf_cv_scan.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,218,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/run_heldout_folds.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,222,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,226,text_hit,"      ""path"": ""reports/1781000790.531136.203130b0__s07c_clean_timing_rf/scoreboard.csv"","
/home/billy/.tb-workers/tb-planner/reports/1781005862.2197.53fd45c8__p04c_amplitude_adaptive_template/result.json,243,text_hit,"      ""res68_abs_frac"": 0.5491063664,"
/home/billy/.tb-workers/tb-planner/reports/1780997954.15517.0cbc248c__p01_self_supervised_waveform_representation/result.json,118,text_hit,"      ""masked_sample_mse"": 0.019415110912587775,"
/home/billy/.tb-workers/tb-planner/reports/1781005319.562.584259c9__p01c_pulse_shape_importance_map/result.json,218,text_hit,"      ""ml_permutation_recon_delta_mse"": 0.0009151194244623184,"
/home/billy/.tb-workers/tb-planner/reports/1781006037.1502.693f2c73__s07d_injected_timing_corruption/REPORT.md,81,text_hit,| pair split violations                  | 0        |                   | Count of pair ids appearing in both train and held-out folds; must be 0. |
/home/billy/.tb-workers/tb-planner/reports/1781012659.1188.131c30d5/REPORT.md,82,text_hit,| pair split violations                  | 0        |                   | Count of pair ids appearing in both train and held-out folds; must be 0. |
/home/billy/.tb-workers/tb-planner/reports/1781006037.1502.693f2c73__s07d_injected_timing_corruption/s07d_injected_timing_corruption.py,917,text_hit,"                ""notes"": ""Count of pair ids appearing in both train and held-out folds; must be 0."","
/home/billy/.tb-workers/tb-planner/reports/1781011449.1369.708b7640/result.json,141,text_hit,"      ""tail_rate"": 0.04823151125401929,"
/home/billy/.tb-workers/tb-planner/reports/1781007337.1325.2241031c/REPORT.md,47,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `0.466`, recorded in `leakage_checks.csv`; this is consistent with no obvious label leakage."
/home/billy/.tb-workers/testbeam-laptop-1/studies/STUDY_TEMPLATE.md,34,text_hit,"small/imbalanced classes. State explicitly what the output *is* (e.g. ""clean-timing probability,"
/home/billy/.tb-workers/tb-planner/reports/1781010419.1274.000b7be0/result.json,99,text_hit,"        ""mae_ci_low_adc"": 233.35815117349287,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781009478.9969.16fe02b4/result.json,99,text_hit,"      ""var_B8"": 0.815111934949177,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781009478.9969.16fe02b4/REPORT.md,86,text_hit,|   0.929758  |   -1.21351    |   -0.300002  |   -0.346008  |  1.2012    |   0.263015  |  -1.45192   | -0.065358  |   0.167703  |  0.815112  |           0.785921 |                      15 | traditional_hier_ridge | run_median_level   |                              0.279438   |
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781011449.1369.708b7640/result.json,141,text_hit,"      ""tail_rate"": 0.04823151125401929,"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/s07b_timing_control_classifier.py,352,text_hit,"    ax.set_xlabel(""D_t downstream span (ns)"")"
/home/billy/.tb-workers/tb-planner/reports/1781012637.1082.5f6513ba/REPORT.md,37,text_hit,"| holdout_sample_ii |       0.0389922 | [0.028944669072985048, 0.045920379497486605] |           0.0639939 | [0.056928349692986636, 0.06937584279733153] |           0.0429427 | [0.03882555540282498, 0.04677982455125946] |         0.0319112 | [0.029364361710794925, 0.034277478039270705] |                  0.0868083 |   "
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781010419.1274.000b7be0/result.json,99,text_hit,"        ""mae_ci_low_adc"": 233.35815117349287,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1780997954.15397.168324f2__s18_astack_independent_reproduction/REPORT.md,69,text_hit,| sample_iii_analysis | ml_ridge_timewalk               |      2514 |  -0.0131319 |           1.38289 |            1.33704 |             1.42639 |       3.22602 |              1.38671 |               4.82667 |         0.863166 |                 0.00238663 |         1.41511 |           0.0378852 |     -0.028408  | 34.53
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781012637.1082.5f6513ba/result.json,222,text_hit,"        -0.012741511336757994,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781012637.1082.5f6513ba/REPORT.md,37,text_hit,"| holdout_sample_ii |       0.0389922 | [0.028944669072985048, 0.045920379497486605] |           0.0639939 | [0.056928349692986636, 0.06937584279733153] |           0.0429427 | [0.03882555540282498, 0.04677982455125946] |         0.0319112 | [0.029364361710794925, 0.034277478039270705] |                  0.0868083 |   "
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,5,text_hit,"  ""title"": ""clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,7,text_hit,"  ""app_a_reproduction"": {"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,9,text_hit,"      ""labelled_events"": 12147,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,10,text_hit,"      ""clean"": 10636,"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,11,text_hit,"      ""violating"": 1511"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,21,text_hit,"    ""note"": ""The ticket body has no numeric target; the documented App.A count in docs/07_ml_methods.md is not reproduced by raw HRDv CFD20 timing."""
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,31,text_hit,"    ""note"": ""Uses downstream span; overlaps weak-label definition"","
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,50,text_hit,"    ""method"": ""rf_clean_timing"","
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,99,text_hit,"    ""S07d: recover the historical App.A 12,147-event table or retire that number; expected information gain: separates documentation drift from a detector result."","
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,100,text_hit,"    ""S03b: validate q_template-only clean-timing cuts against held-out downstream timing tails; expected information gain: tests whether shape quality adds independent timing rejection without span leakage."""
/home/billy/.tb-workers/tb-planner/reports/1781010945.568.060f508b/REPORT.md,68,text_hit,"| w4_6     | mlp_masked           |                      0.0180136  | [-0.003847354268702592, 0.04382610632610636]  |                    0.00213584  |"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,1,text_hit,# Study report: S07c - clean-timing RF vs q_template/downstream-span baseline
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,7,text_hit,- **Command:** `.venv/bin/python /home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/s07c_clean_timing_rf.py`
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,11,text_hit,Does the App.A clean-timing RF add information beyond strong conventional `q_template` and downstream-span cuts without label leakage?
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,24,text_hit,"The ticket body contains no numeric target. The only numeric App.A target found in the repository is in `docs/07_ml_methods.md`: 12,147 labelled events, 10,636 clean and 1,511 violating. Recomputing the documented weak labels directly from raw `HRDv` with CFD20 gives:"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,28,text_hit,| labelled_events |        12147 |        9897 |   -2250 |
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,29,text_hit,| clean           |        10636 |        7583 |   -3053 |
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,30,text_hit,| violating       |         1511 |        2314 |     803 |
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,32,text_hit,"This does **not** reproduce the historical App.A number. I therefore treat the historical count as documentation drift or a missing derived-table definition, and the rest of the benchmark is explicitly scoped to this raw-CFD20-labelled dataset."
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,35,text_hit,Rows are events with at least two downstream selected staves. Labels are clean if downstream span <5 ns and all-span <10 ns; violating if downstream span >10 ns or B2 is displaced by >20 ns. Ambiguous events are excluded. The event table has 9897 labelled rows across 32 runs.
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,38,text_hit,"The strong conventional baseline is a fold-local standardized score using downstream span plus `q_template` candidates. This is powerful but label-overlapping because downstream span is part of the weak-label definition. I also report a de-leaked q_template-only traditional score, with no timing span feature."
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/REPORT.md,41,text_hit,"The ML method is a random forest evaluated out-of-fold by run. Features include amplitudes, log-amplitudes, hit flags, multiplicities, waveform-shape summaries, and S01 `q_template`; they exclude run, sample, absolute peak sample, downstream span, all-span, pair residuals, and B2 displacement. Two labelled raw events h"
