container,member,kind,suffix,bytes,is_source_like,conversion_token_hit
/home/billy/ccb-data/raw/root.zip,root/,zip_member,,0,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0023.root,zip_member,.root,944893,False,root
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0023.root,zip_member,.root,1085562,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0046.root,zip_member,.root,363504,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0047.root,zip_member,.root,2725102,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0045.root,zip_member,.root,11978439,False,root
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0045.root,zip_member,.root,13786671,False,root
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0046.root,zip_member,.root,412227,False,root
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0047.root,zip_member,.root,3098718,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0000.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0001.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0002.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0003.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0012.root,zip_member,.root,3578244,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0013.root,zip_member,.root,12145402,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0014.root,zip_member,.root,837346,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0015.root,zip_member,.root,24746939,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0016.root,zip_member,.root,2874850,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0017.root,zip_member,.root,1365754,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0018.root,zip_member,.root,18111007,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0019.root,zip_member,.root,17810450,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0020.root,zip_member,.root,13971057,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0021.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0022.root,zip_member,.root,5508,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0024.root,zip_member,.root,6184513,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0025.root,zip_member,.root,828833,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0026.root,zip_member,.root,13404039,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0027.root,zip_member,.root,8618874,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0028.root,zip_member,.root,1292921,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0029.root,zip_member,.root,6393883,False,root
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0030.root,zip_member,.root,1303672,False,root
