atom_type,atom_value,method,family,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,bias_median_ns,tail_frac_global_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high,tail_risk_ratio_vs_traditional,tail_risk_ratio_ci_low,tail_risk_ratio_ci_high
amplitude_atom,amp_high,hgb_no_samples_0_3,ml,1272,3816,1.232376587826557,2.704125704541147,-0.6121070021026753,0.03747379454926625,1.1760212051523073,1.2798515480636947,-0.5644484940416288,-0.64807520617386,-0.5038090241864198,0.5607843137254902,0.45161290322580644,0.6570266260935719
amplitude_atom,amp_high,hgb_full,ml,1272,3816,1.2398579520641837,2.734923145945738,-0.6098471870587119,0.037211740041928724,1.1786568304480918,1.2919320880860026,-0.556967129804002,-0.6539085101216584,-0.48857205645355045,0.5568627450980392,0.4556972546784459,0.6669039145907475
amplitude_atom,amp_high,hgb_only_samples_0_3,ml,1272,3816,1.2573341646418101,2.748769365161728,-0.6197729300188293,0.039046121593291405,1.207240716397128,1.3181390910328146,-0.5394909172263755,-0.6104691040774466,-0.45161041951436914,0.5843137254901961,0.48400526315789477,0.696636546184739
amplitude_atom,amp_high,hgb_run_family_control,run_family_control,1272,3816,1.2813906503804495,2.7395528733458474,-0.6435688541741982,0.039046121593291405,1.21382906656109,1.3400302807986701,-0.5154344314877362,-0.6006148184915164,-0.4314328142186577,0.5843137254901961,0.4757405204460967,0.6806200523592845
amplitude_atom,amp_high,mlp_no_samples_0_3,ml,1272,3816,1.3584994919237823,2.959251549802165,-0.6007213367858952,0.04009433962264151,1.2885519157524745,1.4265546860215073,-0.4383255899444034,-0.5273596333766756,-0.34661919764428545,0.6,0.5214053516143299,0.6778293807641634
amplitude_atom,amp_high,ridge_no_samples_0_3,ml,1272,3816,1.375019789933825,3.029086903941057,-0.7658119116519124,0.041928721174004195,1.313191362205811,1.4364534293019189,-0.42180529193436067,-0.49434239192023927,-0.34218366735908384,0.6274509803921569,0.5359052757793766,0.7063423184021937
amplitude_atom,amp_high,ridge_full,ml,1272,3816,1.3764746056709043,3.0302153200263757,-0.7469296625152673,0.04114255765199162,1.3040248318471532,1.4456419269709138,-0.4203504761972814,-0.500215713831546,-0.34564188936676693,0.615686274509804,0.5405673951293308,0.6971777774189901
amplitude_atom,amp_high,ridge_only_samples_0_3,ml,1272,3816,1.4217139566153951,3.064845022428441,-0.7800694052966257,0.0440251572327044,1.3565168157013288,1.4785057483721347,-0.37511112525279056,-0.4544692585143222,-0.30596703824268895,0.6588235294117647,0.568329756795422,0.7410332511376059
amplitude_atom,amp_high,ridge_run_family_control,run_family_control,1272,3816,1.428003511569427,3.071918319719809,-0.7717916686391213,0.04481132075471698,1.3665495609024434,1.4964808857421772,-0.3688215702987587,-0.45205452736584756,-0.2991414081467954,0.6705882352941176,0.5780204063246093,0.7577900648013111
amplitude_atom,amp_high,early_late_gated_full,ml,1272,3816,1.467841601195456,3.06415365749313,-0.7614164888931931,0.04612159329140461,1.40653902053927,1.5186018449891998,-0.32898348067272964,-0.41929317128267196,-0.24094734574487925,0.6901960784313725,0.6088277649769587,0.7782909212234889
