event_id,run,median_peak_sample,max_peak_sample,max_amplitude_adc,median_amplitude_adc,max_template_sse,max_baseline_absmax_adc,max_baseline_span_adc,max_late_charge_over_amp,mean_early_charge_over_amp,max_norm_peak_height,phase_atom,saturation_atom,q_template_atom,baseline_atom,delayed_peak_atom,anomaly_atom,run_family_atom,amplitude_atom,fold_threshold_amp95,fold_threshold_sse90,fold_threshold_baseline90,fold_threshold_late90
59:445868:11424:56856,59,6.0,8,2890.5,2678.0,0.5593424284131662,771.0,811.0,3.7642276422764227,0.1603081158268406,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446022:11564:57010,59,6.0,6,2728.0,2192.0,0.7533961968251526,740.0,795.0,3.304618768328446,0.18699341283873716,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446263:11784:57251,59,6.0,6,3511.0,2879.5,0.3026213459376105,308.5,316.0,4.928225576758758,0.05945795110083219,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446308:11827:57296,59,8.0,10,4118.0,2990.0,0.06126198342651065,7.0,11.0,6.393394851869839,-7.326376728924616e-05,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446310:11829:57298,59,5.0,5,3624.0,2349.0,1.7119122984825292,2340.0,2549.0,3.9649558498896247,0.46502270177526234,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446314:11833:57302,59,6.0,7,3403.0,3179.0,0.20509272878771723,114.0,120.0,4.897443432265648,0.021123682283639863,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446330:11848:57318,59,10.0,10,5072.0,2568.5,1.2097887068358886,8.0,15.0,6.485212933753943,-0.0011422725805875745,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446374:11889:57362,59,6.0,6,2770.0,2713.5,0.30510974022960613,481.5,488.0,3.6415162454873644,0.08165350760681449,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446381:11894:57369,59,6.0,6,5050.0,2456.5,0.5341658366360298,659.5,685.0,4.982772277227723,0.16203126754736216,1.0,central_phase_6,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446417:11927:57405,59,7.0,7,3325.5,1749.0,0.028554304119309686,14.0,19.0,5.321154713576906,-0.0018053368530752912,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446427:11937:57415,59,9.0,9,3553.5,2098.5,0.030486967806554716,9.5,14.0,7.07513718868721,-0.0004920056600773503,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446457:11961:57445,59,9.0,9,3744.5,1946.0,0.24228620031383125,17.0,22.0,6.4378421685138205,0.002233537359876134,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446488:11991:57476,59,8.0,11,3202.5,2720.0,0.017033002442238918,8.5,15.0,6.028883684621389,-0.0004227708021066052,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446558:12056:57546,59,9.0,9,2690.0,1943.5,0.44999189301178,8.0,16.0,6.0018587360594795,0.0008891138099373083,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446622:12116:57610,59,8.0,9,3541.5,2947.0,0.040897907223485984,10.0,16.0,6.553578991952563,0.00017394625807944442,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446691:12179:57679,59,4.0,5,3048.5,1977.0,2.488197033987735,2988.5,3697.0,2.8103985566672134,0.5297502320734812,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446704:12211:57692,59,9.0,9,4062.0,1736.0,0.40522688706448123,19.0,26.0,6.562530773018217,-0.0021501790086175614,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446729:12214:57717,59,6.0,7,3256.0,1898.5,0.14758633065907517,197.5,206.0,4.847358722358722,0.0427187426608197,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446742:12227:57730,59,6.0,8,4155.0,2989.5,0.370847994111211,664.5,681.0,5.507821901323706,0.10269628524276292,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446743:12228:57731,59,9.0,10,3414.0,3039.0,0.07680168369426649,15.0,17.0,5.878441710603398,0.0010879291364287369,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446761:12244:57749,59,8.0,9,3164.0,2951.0,0.013814781752266407,9.5,15.0,5.330594184576485,0.0008380774548928843,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446805:12284:57793,59,7.0,7,3937.5,2305.0,0.017230708571652837,18.0,26.0,5.841142857142857,0.004307448673825364,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446822:12300:57810,59,8.0,9,3777.5,2453.0,0.04287991034094444,11.0,15.0,6.587822634017207,0.0010083250648837327,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446879:12350:57867,59,7.0,7,3021.0,2727.0,0.014304484279378974,21.5,30.0,5.091691492883151,0.0007952856653194066,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446926:12389:57914,59,8.0,8,3984.5,2450.0,0.07630539616414428,13.0,20.0,6.626050947421257,0.001843619610709231,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:446950:12412:57938,59,4.0,4,2036.5,1286.0,5.175151484809561,2036.5,3275.0,-0.6768966363859563,0.32262421975222977,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447046:12501:58034,59,4.0,5,3314.0,2167.5,3.6239283483821154,3314.0,4177.0,3.035304767652384,0.5151204398815948,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447243:12686:58231,59,8.0,9,2815.5,1941.5,0.03551312195768873,11.0,21.0,5.374001065530101,6.79762617679266e-05,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447308:12744:58296,59,8.0,8,3474.5,2404.0,0.04146688225151724,13.0,15.0,6.299467549287668,-0.0019549512705666276,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447378:12809:58366,59,7.0,8,4404.0,2587.0,0.04436696336708427,24.0,27.0,6.165531335149864,0.003247063683827807,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447599:13011:58587,59,7.0,9,3652.0,3150.5,0.1091558500254183,11.0,16.0,5.946604600219058,-5.050033438340401e-05,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447600:13011:58588,59,9.0,9,3511.5,2857.5,0.022035269314084928,12.5,17.0,7.053538373914281,0.0017270821936351119,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447666:13072:58654,59,8.0,9,4119.0,2445.0,0.06893261746971655,16.0,24.0,6.6977421704297155,0.0020165674971042323,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447750:13150:58738,59,8.0,9,3481.5,1967.0,0.37610212276570876,14.0,23.0,6.445066781559673,-0.000983312245198662,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447810:13207:58798,59,9.0,9,2464.5,1927.0,0.30492397315037084,15.5,27.0,5.553459119496855,-0.0012438064978097536,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447831:13226:58819,59,8.0,8,4631.0,2710.0,0.018936484716009415,27.5,32.0,6.106672424962211,-0.0004485817436602429,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:447866:13259:58854,59,8.0,8,3347.0,2471.0,0.034516989781467826,11.0,14.0,6.189423364206752,0.0009168995964630831,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448057:13438:59045,59,9.0,12,3107.0,2847.0,0.018021030293814525,20.0,32.0,6.615062761506276,-0.00014208862142427062,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448108:13484:59096,59,5.0,7,2740.0,1672.5,1.6410314815234008,1830.0,2154.0,2.1423357664233578,0.46621718886891833,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448127:13501:59115,59,4.0,4,2510.0,1829.0,3.532029913616228,2247.0,2865.0,0.9868525896414343,0.5100381811172946,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448344:13703:59332,59,8.0,9,4659.0,2554.5,0.029597094014764742,21.0,37.0,6.3490019317450095,-0.002260797054116148,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448361:13719:59349,59,8.0,8,4023.0,2579.5,0.04618546034490584,27.0,45.0,6.346259010688541,-0.000501645944353092,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448392:13749:59380,59,8.0,8,3800.5,1509.5,0.9395670488828919,283.0,551.0,6.329298776476779,-0.014205078294447346,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448506:13855:59494,59,8.0,8,4006.0,2510.5,0.019742896451582552,17.0,27.0,6.1787319021467795,-0.0014165429790263097,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448518:13867:59506,59,8.0,9,2321.0,2206.0,0.03118063301331405,7.0,12.0,4.797824116047144,0.0006624473387834439,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448532:13876:59520,59,8.0,8,2775.5,2277.0,0.03080831311153766,12.0,16.0,5.511979823455233,-0.0008108361636515593,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448548:13890:59536,59,8.0,8,4937.5,2257.0,0.01295480901127505,21.5,41.0,5.946632911392405,0.0019517368710893403,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448771:14102:59759,59,8.0,9,5148.5,2720.5,0.03430377379268394,7.5,12.0,6.036806836942799,0.00095706839494538,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448888:14203:59876,59,9.0,9,3774.5,2668.0,0.04855666141509279,33.5,39.0,6.320969664856272,-0.0034440203929777253,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448927:14237:59915,59,8.0,10,2826.0,2821.0,0.03655399667466103,13.0,15.0,5.652158527954707,0.0023634283848796658,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:448946:14256:59934,59,8.0,8,4214.0,2503.5,0.07146886973373551,16.5,21.0,6.245372567631704,-0.0016136238160877909,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449022:14322:60010,59,8.0,8,3433.5,2245.0,0.050857679607140376,17.0,30.0,6.131789718945682,-0.002623773788884632,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449028:14326:60016,59,6.0,7,5380.5,2546.5,0.2967319223117847,361.5,381.0,4.971192268376545,0.062203729823478056,1.0,central_phase_6,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449060:14357:60048,59,9.0,11,2864.0,1622.0,0.06481256979164028,16.0,25.0,6.079608938547486,0.0024618417345769303,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449087:14383:60075,59,9.0,9,2205.0,2105.0,0.007605424471753254,17.0,32.0,5.6335600907029475,0.00038704859426497254,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449112:14406:60100,59,9.0,9,4252.5,2870.0,0.05183809846015275,16.5,22.0,6.587536743092299,-0.0011220910505733634,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449125:14416:60113,59,9.0,10,3298.5,1517.5,0.6406085760127442,21.5,31.0,7.17462482946794,0.004709128811048654,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449143:14430:60131,59,6.0,7,4201.5,2791.0,0.1952961434421776,224.0,227.0,5.3436867785314766,0.028913224416134656,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449169:14455:60157,59,4.0,5,2628.0,1580.0,3.8458023400364807,2504.0,3436.0,1.4113394216133943,0.4330919582581216,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449182:14467:60170,59,9.0,11,3009.0,2202.5,0.6274877992008013,13.5,22.0,6.327351279494849,-0.0011593021323001945,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449476:14739:60464,59,8.0,11,4393.5,3291.0,0.05486284557689068,25.0,38.0,6.422100830772733,-0.0008978244766176946,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449490:14752:60478,59,9.0,10,3855.0,1787.5,0.4976305727156695,13.0,22.0,6.813488975356679,-0.0024320292796842532,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449512:14774:60500,59,9.0,11,3102.0,1824.5,0.18047723890306083,16.0,29.0,6.2076079948420375,0.0004692619820554234,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449543:14803:60531,59,8.0,9,2748.0,2699.0,0.024405122722523532,16.0,27.0,5.501819505094614,-0.001864745680972164,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449600:14857:60588,59,12.0,15,5352.0,3413.0,3.232721441558054,13.0,23.0,6.836928934010152,-0.00014882554613431559,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449643:14899:60631,59,8.0,8,4228.5,2954.0,0.05815176750244433,34.0,47.0,6.333333333333333,0.0028663721026711,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449686:14941:60674,59,8.0,9,6223.5,2423.5,0.11259889370905628,7.5,15.0,5.118836393645554,-0.00014327673902141987,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449688:14943:60676,59,6.0,7,3722.0,3068.5,0.07504001116812173,159.0,183.0,5.472058033315422,0.0186561608161592,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449765:15014:60753,59,8.0,8,6273.5,2585.0,0.125898717693775,22.0,34.0,5.186339363991392,-0.00156316333865857,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449767:15016:60755,59,9.0,9,2746.5,2472.5,0.02151054882365023,34.5,68.0,5.5388298979804285,-0.000300517900317686,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:449939:15178:60927,59,6.0,6,3683.0,2307.5,1.0575025171682928,1101.0,1143.0,4.633722508824328,0.3151748568363825,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450020:15253:61008,59,8.0,8,3236.5,1756.0,0.031954120533411505,26.0,31.0,6.022709717287193,-0.0060144618507321545,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450050:15283:61038,59,12.0,12,4019.0,2935.0,2.7160661823664167,16.0,25.0,6.70614580741478,-0.0008185482497361932,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450184:15406:61172,59,6.0,6,3565.0,2479.0,0.4063537050033599,522.0,532.0,5.064796633941094,0.11928805818434597,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450388:15592:61376,59,8.0,8,3700.5,2305.0,0.028088447920945076,28.5,40.0,6.2571274152141605,0.001777687509738649,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450454:15683:61442,59,10.0,10,4438.5,2013.5,1.5866580624829305,11.5,19.0,6.942548158161541,0.00021159415692414613,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450484:15710:61472,59,9.0,9,4108.5,1825.0,0.33458825431516376,12.0,24.0,6.85128392357308,-0.000730593607305936,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450615:15822:61603,59,9.0,9,2585.5,2430.5,0.05060779092455503,264.5,408.0,5.177528524463353,0.016470386891708117,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450681:15882:61669,59,6.0,6,3378.0,2120.5,0.3588831833329515,421.5,431.0,4.894020130254589,0.11276638979972202,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450687:15888:61675,59,9.0,9,2671.5,2553.5,0.017263246436918626,34.5,61.0,5.694820717131474,-0.0013148494323316374,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450734:15933:61722,59,6.0,6,2782.5,2393.0,1.0258337442674064,1064.0,1219.0,3.128301886792453,0.28343646796655625,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450811:16005:61799,59,4.0,5,3829.5,2151.5,2.135673412106812,3311.5,3807.0,3.7395221308264786,0.5383580332380479,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450835:16028:61823,59,7.0,7,2419.0,2365.0,0.08703239388636366,209.0,211.0,3.8606862339809838,0.029059145345550097,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450846:16039:61834,59,8.0,8,3474.5,1872.5,0.05092736882495095,13.5,20.0,6.325370556914664,-0.0008513950447185288,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:450847:16040:61835,59,9.0,9,2432.5,1986.0,0.026993255722515045,16.0,29.0,5.1340184994861255,0.00022235259914640576,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
