heldout_run,method,family,baseline,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
58,hgb_full,ml,s02b_global_template_timewalk,73,219,1.0671635318018124,2.5298087275371115,2.5985170392001233,0.0273972602739726,0.8879308444110103,1.2498054599036608,-0.4556288003627633,-0.7963686970803002,-0.13035831164991232
58,hgb_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.0695057633206713,2.5860127086690015,2.526072927170307,0.0319634703196347,0.9276830072838199,1.2253684335348516,-0.4532865688439045,-0.7973050747932833,-0.18632039583492374
58,hgb_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1486003985346653,2.6241716268718362,2.717742367476694,0.0273972602739726,0.9426858595777656,1.3557344755576752,-0.37419193362991043,-0.7267826240746228,-0.09545167183230663
58,hgb_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1492930986466825,2.579888787162702,3.2418499119471527,0.0319634703196347,0.9544923382428507,1.3722297699212427,-0.37349923351789327,-0.737420595931774,-0.0627353462624679
58,cnn1d_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1748425021061975,2.6339222913646254,3.4673882664993614,0.0410958904109589,1.011597401346998,1.3926160176161242,-0.3479498300583783,-0.6523969172125087,-0.08393163566754236
58,mlp_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.2874373866102988,2.6046550803947683,2.9622728244822727,0.0319634703196347,1.0338527143077034,1.5281423720817875,-0.23535494555427694,-0.6017682896185651,0.05519698416542511
58,ridge_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.3485564776394068,2.779804016771524,3.4883300301458555,0.045662100456621,1.1874626681466518,1.534054635945511,-0.174235854525169,-0.5128503175335057,0.1122773090679525
58,ridge_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3591869177485965,2.660977148844487,3.1602184302822494,0.0365296803652968,1.2237849942935664,1.4920355212855696,-0.1636054144159793,-0.5176750318257779,0.11197502616299532
58,ridge_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3691296213710857,2.8952417669606456,3.509072147415837,0.0410958904109589,1.2222691275706528,1.6125133053235579,-0.15366271079349003,-0.48757799441471966,0.11465882853174335
58,ridge_full,ml,s02b_global_template_timewalk,73,219,1.3752950452449455,2.766037348085892,3.139263751618598,0.0365296803652968,1.2525910986332445,1.5172925503526495,-0.14749728691963027,-0.47677376009185773,0.11508394860490384
58,mlp_full,ml,s02b_global_template_timewalk,73,219,1.385501529928603,2.717429168078846,3.57925927709159,0.0502283105022831,1.1833465343172513,1.6548183130822693,-0.13729080223597268,-0.4860794397161758,0.17592710604706333
58,early_late_gated_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,73,219,1.453406389358854,2.7225369194352753,3.63306601525247,0.045662100456621,1.1507760015364912,1.7846976698980404,-0.06938594280572175,-0.17034359997156276,0.013843881340623483
58,cnn1d_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,73,219,1.465778289651742,2.7479439663752774,3.5919783885447663,0.0502283105022831,1.1923341354997867,1.820164337701175,-0.05701404251283382,-0.13897645698911068,0.015879771442178843
58,mlp_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,73,219,1.5184844605738053,2.741705092110628,3.6079627933768905,0.0502283105022831,1.2382428914750165,1.860853738572824,-0.004307871590770507,-0.07991275406750728,0.019651912493402656
58,early_late_gated_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,73,219,1.5225964034341581,2.7360054419602076,3.720412133138338,0.0547945205479452,1.2542789177299747,1.8364586887656733,-0.00019592873041762715,-0.16610637804596654,0.0372129976455105
