species,ke_MeV,n_events,E_vis_mean_MeV,E_raw_mean_MeV,quench_ratio,pe_per_mev_E_vis,ci16_E_vis,ci84_E_vis,pe_per_mev_E_raw,ci16_E_raw,ci84_E_raw,july_pe_per_mev_SUPERSEDED
deuteron,110,2000,23.163410088937507,28.624137022779212,0.8092264954749191,11.833361277444485,11.817487023937247,11.848684021055673,9.575869476235011,9.519285348189744,9.632086842845524,9.6
deuteron,70,2000,36.44605537175684,49.99967880026414,0.7289257900505614,11.785033952751071,11.773673496458803,11.798744255743456,8.590415184781765,8.569262061896174,8.613354463787761,8.7
proton,100,2000,14.90585990923428,16.768530819135783,0.8889186578125333,11.791973161582554,11.773478455230544,11.814015139388689,10.482104955755378,10.433792762649505,10.53166869792862,10.9
proton,140,2000,11.732440485933735,13.110397694621733,0.8948958497839254,11.817703244796421,11.795912045860907,11.840294393333258,10.575613587746348,10.507815068231396,10.64594588598545,11.0
proton,60,2000,23.506057026426845,28.302038754718506,0.8305428888054195,11.835183573630978,11.820301948988979,11.850493778437789,9.82962755478592,9.797420388099642,9.861595769418088,9.85
