method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
of_1_9,4.0,train,1950,-3.7466406358308753,5.216686059751937,5.873831444877332,0.2856410256410256,0.5113225402563094,3.312439664575777
of_1_9,4.0,heldout,11460,-7.359367084267106,5.632102294266213,6.476557141779036,0.37277486910994767,1.4170065058426349,3.5761700733563577
of_2_10,2.0,train,1950,-4.513329799262436,5.559234959427655,5.972158927049282,0.3558974358974359,4.878294913342019,6.920165642308283
of_2_10,2.0,heldout,11460,-7.594168414778341,5.513206646615233,6.48291904227596,0.35732984293193715,2.9677523403308683,4.076860494294363
of_2_10,4.0,train,1950,-4.333829361210807,5.52316628986274,5.947377952746801,0.3564102564102564,4.417013459134005,8.04855545668622
of_2_10,4.0,heldout,11460,-7.402516244177413,5.492967638134679,6.451576514060233,0.35471204188481675,1.6501636364667083,4.300355054936876
of_3_11,2.0,train,1950,-4.105486052139071,5.194895333657561,5.919604277119986,0.2948717948717949,0.03872659434143827,5.502595694429735
of_3_11,2.0,heldout,11460,-7.776376280003397,5.729629169026878,6.544278006217907,0.38228621291448517,1.4755103434383363,3.060095908358491
of_3_11,4.0,train,1950,-3.918502258974721,5.157988249213787,5.8946098811380745,0.2958974358974359,0.45263893800649413,1.9454815423793856
of_3_11,4.0,heldout,11460,-7.589506254444988,5.701733288246903,6.513408215068044,0.38097731239092497,1.4924571585223674,2.391690559284271
of_4_12,2.0,train,1950,-4.647777988610123,4.700622580584689,5.687316607595447,0.28,1.4032059565251098,3.3660748957194517
of_4_12,2.0,heldout,11460,-7.4261322439118285,5.596503555904845,6.441909142502635,0.36780104712041883,2.2519094882027852,3.6634832989197386
of_4_12,4.0,train,1950,-4.433119465195816,4.676491188519383,5.660839387162588,0.28,1.314771760952132,3.431830184841848
of_4_12,4.0,heldout,11460,-7.2352357666169045,5.578486788394301,6.411752758569047,0.3667539267015707,1.9824414677101951,4.04540125584079
