stratum,value,method,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns
target_sample,0,gradient_boosted_trees,125096.0,45.26126384245332,198.47382860595533,0.6026718861854992,-123.36400017398955,73.30552239219605,,,,,,
target_sample,1,gradient_boosted_trees,125096.0,32.5103845484193,142.62158140557472,0.7280680219607479,-54.550933450168486,101.72164034582852,,,,,,
target_sample,2,gradient_boosted_trees,125096.0,43.50340972132327,195.94427970723925,-1.3698397284933832,-121.13540484539317,113.60650008501557,,,,,,
target_sample,3,gradient_boosted_trees,125096.0,86.79305258210599,306.8209793606399,-3.8087374957148556,-306.49484310167213,133.7031751196348,,,,,,
target_sample,0,mlp,125096.0,63.44447178360597,238.67955066487235,2.350649506778394,-182.45968723634678,92.62305927530315,,,,,,
target_sample,1,mlp,125096.0,71.46769029982704,265.7430961486197,0.5399535887525657,-128.1539570388411,160.86183741780815,,,,,,
target_sample,2,mlp,125096.0,106.2596806226405,347.83539123132135,-35.322413753288316,-463.620482657519,195.02880099797608,,,,,,
target_sample,3,mlp,125096.0,109.06456702284923,360.9135962941878,-9.742513183007283,-375.125274347261,205.7026874754763,,,,,,
target_sample,0,one_dimensional_cnn,125096.0,60.74887222259923,302.51777498437116,23.248566982528956,-73.50231031258227,96.28812664819588,,,,,,
target_sample,1,one_dimensional_cnn,125096.0,59.331620718756724,245.4614257599393,-4.301850852382617,-96.19367137799986,93.3510646937234,,,,,,
target_sample,2,one_dimensional_cnn,125096.0,92.39202717725165,323.123941198481,-25.90547459484527,-293.28264698187763,159.4984326800045,,,,,,
target_sample,3,one_dimensional_cnn,125096.0,104.12534584321739,364.9363842454568,-19.29621516950564,-349.6510859855416,164.3430224121878,,,,,,
target_sample,0,ridge,125096.0,129.19631956186666,370.0811187125707,-32.77916591718664,-238.71222469028407,144.3709842838466,,,,,,
target_sample,1,ridge,125096.0,120.86673200500988,332.90290701386317,48.91511887123995,-98.61159213874066,557.3543134599556,,,,,,
target_sample,2,ridge,125096.0,177.07435437390407,442.50418194316967,37.470103509008126,-363.9854111081786,502.4407037907988,,,,,,
target_sample,3,ridge,125096.0,274.75169518159964,650.1395107168886,-92.79997390089662,-1257.538236538309,141.10472776097527,,,,,,
target_sample,0,target_masked_residual_cnn,125096.0,57.036204198781334,224.68203959144464,6.768157650830939,-90.85224862948371,88.9691954491916,,,,,,
