max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
60,0.05,7,0.0,64,20260610,0,1.850366723085017,2997,58
60,0.05,7,0.0,64,20260610,1,1.2498512090790503,3534,58
60,0.05,7,0.0,64,20260610,2,1.2575798110212433,4710,58
60,0.05,7,0.0,64,20260610,-1,1.4525992477284368,0,58
60,0.05,7,0.1,64,20260610,0,1.849322572022609,2997,58
60,0.05,7,0.1,64,20260610,1,1.25023729526994,3534,58
60,0.05,7,0.1,64,20260610,2,1.261554152656793,4710,58
60,0.05,7,0.1,64,20260610,-1,1.4537046733164474,0,58
60,0.05,15,0.0,64,20260610,0,1.8554715290368704,2997,58
60,0.05,15,0.0,64,20260610,1,1.3013836702652513,3534,58
60,0.05,15,0.0,64,20260610,2,1.290481507442521,4710,58
60,0.05,15,0.0,64,20260610,-1,1.482445568914881,0,58
60,0.05,15,0.1,64,20260610,0,1.8639667582339905,2997,58
60,0.05,15,0.1,64,20260610,1,1.31400961779456,3534,58
60,0.05,15,0.1,64,20260610,2,1.289876899411185,4710,58
60,0.05,15,0.1,64,20260610,-1,1.4892844251465787,0,58
100,0.05,7,0.0,64,20260610,0,1.9617951798219124,2997,58
100,0.05,7,0.0,64,20260610,1,1.3535298435426317,3534,58
100,0.05,7,0.0,64,20260610,2,1.3267977665273976,4710,58
100,0.05,7,0.0,64,20260610,-1,1.547374263297314,0,58
100,0.05,7,0.1,64,20260610,0,1.9812940959620027,2997,58
100,0.05,7,0.1,64,20260610,1,1.3517154864518233,3534,58
100,0.05,7,0.1,64,20260610,2,1.326137701306959,4710,58
100,0.05,7,0.1,64,20260610,-1,1.553049094573595,0,58
100,0.05,15,0.0,64,20260610,0,1.982633010219889,2997,58
100,0.05,15,0.0,64,20260610,1,1.4420825774893546,3534,58
100,0.05,15,0.0,64,20260610,2,1.3997453751384326,4710,58
100,0.05,15,0.0,64,20260610,-1,1.6081536542825587,0,58
100,0.05,15,0.1,64,20260610,0,1.9878671345358139,2997,58
100,0.05,15,0.1,64,20260610,1,1.4350951280340414,3534,58
100,0.05,15,0.1,64,20260610,2,1.367268416617206,4710,58
100,0.05,15,0.1,64,20260610,-1,1.5967435597290205,0,58
60,0.05,7,0.0,64,20260610,0,1.9167170887919558,2799,59
60,0.05,7,0.0,64,20260610,1,1.2348803480715276,2841,59
60,0.05,7,0.0,64,20260610,2,1.2627875318691806,3531,59
60,0.05,7,0.0,64,20260610,-1,1.4714616562442213,0,59
60,0.05,7,0.1,64,20260610,0,1.9138044775778262,2799,59
60,0.05,7,0.1,64,20260610,1,1.234678392305927,2841,59
60,0.05,7,0.1,64,20260610,2,1.269945278688955,3531,59
60,0.05,7,0.1,64,20260610,-1,1.4728093828575695,0,59
60,0.05,15,0.0,64,20260610,0,1.941777977590691,2799,59
60,0.05,15,0.0,64,20260610,1,1.2615384409976054,2841,59
60,0.05,15,0.0,64,20260610,2,1.2837385488690207,3531,59
60,0.05,15,0.0,64,20260610,-1,1.495684989152439,0,59
60,0.05,15,0.1,64,20260610,0,1.935940424412324,2799,59
60,0.05,15,0.1,64,20260610,1,1.2548931866037738,2841,59
60,0.05,15,0.1,64,20260610,2,1.2916130897194156,3531,59
60,0.05,15,0.1,64,20260610,-1,1.494148900245171,0,59
100,0.05,7,0.0,64,20260610,0,2.0227180636509026,2799,59
100,0.05,7,0.0,64,20260610,1,1.3077156571716924,2841,59
100,0.05,7,0.0,64,20260610,2,1.3695857100471098,3531,59
100,0.05,7,0.0,64,20260610,-1,1.5666731436232348,0,59
100,0.05,7,0.1,64,20260610,0,2.0286659450128135,2799,59
100,0.05,7,0.1,64,20260610,1,1.2907236305442464,2841,59
100,0.05,7,0.1,64,20260610,2,1.379783682925059,3531,59
100,0.05,7,0.1,64,20260610,-1,1.5663910861607064,0,59
100,0.05,15,0.0,64,20260610,0,2.0192600386572312,2799,59
100,0.05,15,0.0,64,20260610,1,1.3964675585624462,2841,59
100,0.05,15,0.0,64,20260610,2,1.3712344190533237,3531,59
100,0.05,15,0.0,64,20260610,-1,1.5956540054243338,0,59
100,0.05,15,0.1,64,20260610,0,2.029385644516616,2799,59
100,0.05,15,0.1,64,20260610,1,1.3940165753560159,2841,59
100,0.05,15,0.1,64,20260610,2,1.375809056076788,3531,59
100,0.05,15,0.1,64,20260610,-1,1.5997370919831397,0,59
60,0.05,7,0.0,64,20260610,0,1.8657532981475953,2799,60
60,0.05,7,0.0,64,20260610,1,1.3038661451648346,2838,60
60,0.05,7,0.0,64,20260610,2,1.2150704374575585,3399,60
60,0.05,7,0.0,64,20260610,-1,1.461563293589996,0,60
60,0.05,7,0.1,64,20260610,0,1.884443540694159,2799,60
60,0.05,7,0.1,64,20260610,1,1.3099541256218483,2838,60
60,0.05,7,0.1,64,20260610,2,1.2236705776351036,3399,60
60,0.05,7,0.1,64,20260610,-1,1.4726894146503702,0,60
60,0.05,15,0.0,64,20260610,0,1.8947844317569449,2799,60
60,0.05,15,0.0,64,20260610,1,1.3392389747303166,2838,60
60,0.05,15,0.0,64,20260610,2,1.2432930367807302,3399,60
60,0.05,15,0.0,64,20260610,-1,1.4924388144226637,0,60
60,0.05,15,0.1,64,20260610,0,1.905151511531456,2799,60
60,0.05,15,0.1,64,20260610,1,1.325440437441293,2838,60
60,0.05,15,0.1,64,20260610,2,1.2516620662444409,3399,60
60,0.05,15,0.1,64,20260610,-1,1.4940846717390632,0,60
100,0.05,7,0.0,64,20260610,0,2.0227785954988082,2799,60
100,0.05,7,0.0,64,20260610,1,1.3684564353353539,2838,60
100,0.05,7,0.0,64,20260610,2,1.3105471037972762,3399,60
100,0.05,7,0.0,64,20260610,-1,1.5672607115438126,0,60
100,0.05,7,0.1,64,20260610,0,2.0360760927500494,2799,60
100,0.05,7,0.1,64,20260610,1,1.3672414230157244,2838,60
100,0.05,7,0.1,64,20260610,2,1.3255195338852317,3399,60
100,0.05,7,0.1,64,20260610,-1,1.576279016550335,0,60
100,0.05,15,0.0,64,20260610,0,1.9934695607059336,2799,60
100,0.05,15,0.0,64,20260610,1,1.4583687864074517,2838,60
100,0.05,15,0.0,64,20260610,2,1.3760166387277208,3399,60
100,0.05,15,0.0,64,20260610,-1,1.609284995280369,0,60
100,0.05,15,0.1,64,20260610,0,1.994774396511312,2799,60
100,0.05,15,0.1,64,20260610,1,1.4340076475425398,2838,60
100,0.05,15,0.1,64,20260610,2,1.3706443372589052,3399,60
100,0.05,15,0.1,64,20260610,-1,1.5998087937709193,0,60
60,0.05,7,0.0,64,20260610,0,1.3581828573833972,2622,61
60,0.05,7,0.0,64,20260610,1,1.4108986871716163,2640,61
60,0.05,7,0.0,64,20260610,2,1.3695548318672381,3399,61
60,0.05,7,0.0,64,20260610,-1,1.3795454588074172,0,61
