stave,power,x_mean,intercept_ns,signed_slope_ns,unconstrained_slope_ns,slope_clipped_to_physical_sign,n_train_pulses,heldout_run
B4,1.0,0.46060029304584926,-4.154564657696418,0.0,-1.035448347910517,True,3747,58
B6,1.0,0.43516902160041876,2.530646712131968,0.25979423483603375,0.25979423483603375,False,3747,58
B8,1.0,0.32108712698319336,1.623917945564455,2.7161276556980933,2.7161276556980933,False,3747,58
B4,1.0,0.4544327118792646,-4.058652324511723,0.0,-1.431601262954583,True,3057,59
B6,1.0,0.4253347163564473,2.542937474525852,0.19429686412029212,0.19429686412029212,False,3057,59
B8,1.0,0.3182461755709399,1.5157148499858726,2.70443241623298,2.70443241623298,False,3057,59
B4,1.0,0.472045892351637,-3.934201923801936,0.0,-1.5457136503670779,True,3012,60
B6,1.0,0.4464921721302863,2.430593008813865,0.20857966320826668,0.20857966320826668,False,3012,60
B8,1.0,0.3248338957397447,1.5036089149880731,2.8247814600954344,2.8247814600954344,False,3012,60
B4,1.0,0.46158049314142224,-4.275923340025943,0.0,-0.9364278951731754,True,2887,61
B6,1.0,0.4420757836882759,2.6034091129846124,0.0,-0.0572728315809035,True,2887,61
B8,1.0,0.3240150286103324,1.672514227041334,2.3498560254569583,2.3498560254569583,False,2887,61
B4,1.0,0.459264436677523,-4.103086038105721,0.0,-1.157814797006407,True,3013,62
B6,1.0,0.4337354765111081,2.5309422934598036,0.5664901105280352,0.5664901105280352,False,3013,62
B8,1.0,0.3209822557532919,1.5721437446459152,3.1462551129219443,3.1462551129219443,False,3013,62
B4,1.0,0.45661993579543847,-4.055426501004592,0.0,-1.3447390376747268,True,3450,63
B6,1.0,0.43053750855098843,2.4940065448904933,0.22397667941251798,0.22397667941251798,False,3450,63
B8,1.0,0.32031453616787314,1.561419956114097,2.9529461457701696,2.9529461457701696,False,3450,63
B4,1.0,0.45943159239763676,-4.1575694542007415,0.0,-1.1620547364213554,True,3754,65
B6,1.0,0.43445355471928093,2.534331241372571,0.19671329467229848,0.19671329467229848,False,3754,65
B8,1.0,0.3205624346743979,1.62323821282817,2.792056963626126,2.792056963626126,False,3754,65
