event_id,run,eventno,evt,d_t_ns,abs_c_t_ns,has_curvature,n_downstream
59:438604:4661:49592,59,438604,4661,6.588801865830405,,False,2
59:438631:4686:49619,59,438631,4686,4.3405463284530015,,False,2
59:438649:4702:49637,59,438649,4702,4.726990740740746,,False,2
59:438665:4716:49653,59,438665,4716,5.248425652572763,,False,2
59:438731:4778:49719,59,438731,4778,7.027211302211299,,False,2
59:438737:4784:49725,59,438737,4784,5.304500585578047,,False,2
59:438771:4815:49759,59,438771,4815,6.310448046186167,,False,2
59:438773:4817:49761,59,438773,4817,5.71641169280354,,False,2
59:438813:4851:49801,59,438813,4851,4.170736051127307,3.4134705507669025,True,3
59:438828:4863:49816,59,438828,4863,5.713551706689586,5.896726491062999,True,3
59:438864:4897:49852,59,438864,4897,6.591074824578662,,False,2
59:438889:4921:49877,59,438889,4921,3.611548053353104,3.828561595920206,True,3
59:438928:4959:49916,59,438928,4959,3.5497334348819507,,False,2
59:438948:4979:49936,59,438948,4979,5.844272405330763,9.092198767206611,True,3
59:439004:5034:49992,59,439004,5034,7.014112398007512,10.346922405563554,True,3
59:439042:5070:50030,59,439042,5070,6.2396350070578634,3.149849711026654,True,3
59:439130:5148:50118,59,439130,5148,3.4539724980901454,,False,2
59:439147:5164:50135,59,439147,5164,5.712482987558268,,False,2
59:439204:5218:50192,59,439204,5218,4.322587164616031,,False,2
59:439220:5233:50208,59,439220,5233,4.209926769731489,2.695178785735415,True,3
59:439235:5246:50223,59,439235,5246,5.7503500392351725,6.566109693417303,True,3
59:439252:5262:50240,59,439252,5262,6.7946348314606695,7.029165976285398,True,3
59:439279:5286:50267,59,439279,5286,7.150736509148423,0.6144021982979808,True,3
59:439286:5293:50274,59,439286,5293,7.255650344127801,8.38449452388059,True,3
59:439289:5296:50277,59,439289,5296,6.602342404878073,5.254316942543625,True,3
59:439316:5321:50304,59,439316,5321,6.309665708607881,9.102762657969109,True,3
59:439317:5322:50305,59,439317,5322,4.3012650550886065,,False,2
59:439405:5406:50393,59,439405,5406,7.865410420367866,,False,2
59:439421:5420:50409,59,439421,5420,7.313520662139467,2.3141435175351006,True,3
59:439422:5421:50410,59,439422,5421,5.752943726422785,,False,2
59:439448:5444:50436,59,439448,5444,4.184519702256644,1.363545332721941,True,3
59:439454:5450:50442,59,439454,5450,5.26187849507361,,False,2
59:439467:5462:50455,59,439467,5462,5.410620908816913,6.71768499507041,True,3
59:439512:5503:50500,59,439512,5503,6.2487402713046265,,False,2
59:439565:5554:50553,59,439565,5554,5.657841268136373,5.296827707166038,True,3
59:439592:5577:50580,59,439592,5577,6.281661830492077,,False,2
59:439597:5579:50585,59,439597,5579,4.699366814120921,4.112002979698261,True,3
59:439607:5584:50595,59,439607,5584,4.9358910905673525,,False,2
59:439614:5591:50602,59,439614,5591,3.747220400438998,,False,2
59:439620:5597:50608,59,439620,5597,5.106748695182098,,False,2
59:439652:5624:50640,59,439652,5624,4.331311882540444,,False,2
59:439672:5644:50660,59,439672,5644,4.548797111823468,5.015990787712795,True,3
59:439682:5653:50670,59,439682,5653,4.973580697219781,,False,2
59:439690:5661:50678,59,439690,5661,7.906828783471042,,False,2
59:439693:5662:50681,59,439693,5662,4.025480586167042,3.778004844358584,True,3
59:439730:5695:50718,59,439730,5695,3.839233389125468,,False,2
59:439734:5699:50722,59,439734,5699,6.419126235681844,,False,2
59:439745:5709:50733,59,439745,5709,3.043446244477174,3.797901701607657,True,3
59:439795:5753:50783,59,439795,5753,4.524345768842153,,False,2
59:439798:5756:50786,59,439798,5756,7.268231203286639,,False,2
59:439801:5759:50789,59,439801,5759,6.120115351083086,3.613715416000673,True,3
59:439846:5800:50834,59,439846,5800,6.595527437085231,,False,2
59:439855:5807:50843,59,439855,5807,6.425790135681218,8.802474952879436,True,3
59:439865:5817:50853,59,439865,5817,5.942386660269818,,False,2
59:439868:5820:50856,59,439868,5820,5.072854046415834,6.3145582924387895,True,3
59:439884:5834:50872,59,439884,5834,4.945163015540874,5.930673291880847,True,3
59:439885:5834:50873,59,439885,5834,5.314037694533511,,False,2
59:439940:5886:50928,59,439940,5886,6.974078592993038,,False,2
59:440043:6009:51031,59,440043,6009,6.972036984161456,2.970076268929297,True,3
59:440061:6024:51049,59,440061,6024,3.31120331950207,5.128878348195297,True,3
59:440102:6064:51090,59,440102,6064,5.210699748013177,7.256637385255154,True,3
59:440107:6069:51095,59,440107,6069,6.720605251128504,,False,2
59:440119:6081:51107,59,440119,6081,3.8564555442974537,6.085598105512801,True,3
59:440185:6141:51173,59,440185,6141,3.2443590773929145,,False,2
59:440210:6165:51198,59,440210,6165,4.294660854075843,,False,2
59:440261:6212:51249,59,440261,6212,4.559988346996896,2.5527002508871917,True,3
59:440262:6213:51250,59,440262,6213,7.160805052019441,9.045838985401332,True,3
59:440265:6216:51253,59,440265,6216,14.916394291584247,10.76447557816877,True,3
59:440283:6233:51271,59,440283,6233,3.8346366912115144,,False,2
59:440296:6246:51284,59,440296,6246,6.2424692490544516,,False,2
59:440325:6273:51313,59,440325,6273,3.7882085693178986,,False,2
59:440355:6301:51343,59,440355,6301,3.012447185109057,5.617819680892509,True,3
59:440461:6404:51449,59,440461,6404,6.027180527383365,6.961707381603311,True,3
59:440462:6405:51450,59,440462,6405,4.76153489450499,5.914071486802847,True,3
59:440471:6414:51459,59,440471,6414,4.856306306306305,,False,2
59:440506:6449:51494,59,440506,6449,5.302254101707312,,False,2
59:440508:6451:51496,59,440508,6451,5.448827015387543,8.30687521159831,True,3
59:440552:6491:51540,59,440552,6491,3.733385696991114,,False,2
59:440554:6493:51542,59,440554,6493,4.930361671502663,,False,2
59:440615:6551:51603,59,440615,6551,5.288295424292194,,False,2
59:440634:6567:51622,59,440634,6567,7.9960867415412835,6.456947565532026,True,3
59:440651:6583:51639,59,440651,6583,6.676453850192573,7.110509407442727,True,3
59:440654:6586:51642,59,440654,6586,5.278099901215477,,False,2
59:440682:6610:51670,59,440682,6610,9.334679089026913,,False,2
59:440692:6619:51680,59,440692,6619,5.570428139423839,7.58872841204569,True,3
59:440704:6631:51692,59,440704,6631,6.630767165381343,,False,2
59:440741:6663:51729,59,440741,6663,8.526636260775227,,False,2
59:440775:6696:51763,59,440775,6696,3.162624924249428,,False,2
59:440799:6717:51787,59,440799,6717,6.056976167196645,,False,2
59:440838:6755:51826,59,440838,6755,4.887171940152072,,False,2
59:440898:6812:51886,59,440898,6812,4.761444388748011,,False,2
59:440921:6833:51909,59,440921,6833,7.098603609796335,9.782179858999438,True,3
59:440949:6859:51937,59,440949,6859,3.7459614935574947,3.578963806977562,True,3
59:440981:6891:51969,59,440981,6891,6.5029943201850955,,False,2
59:440991:6901:51979,59,440991,6901,4.2674413881806075,,False,2
59:441007:6916:51995,59,441007,6916,5.143618596387327,,False,2
59:441014:6923:52002,59,441014,6923,5.25350893379774,,False,2
59:441063:6967:52051,59,441063,6967,3.7607469087668477,,False,2
59:441098:6999:52086,59,441098,6999,5.687151841868825,4.093100400014833,True,3
59:441104:7005:52092,59,441104,7005,6.6141974666282195,6.875722688936953,True,3
59:441117:7017:52105,59,441117,7017,5.588117870722435,7.434721434196824,True,3
59:441170:7066:52158,59,441170,7066,6.876122758545961,,False,2
59:441211:7104:52199,59,441211,7104,4.62072740777181,1.1628102044351323,True,3
59:441293:7177:52281,59,441293,7177,3.371246137891962,,False,2
59:441306:7189:52294,59,441306,7189,5.974929971988786,7.099910188904488,True,3
59:441376:7253:52364,59,441376,7253,6.362802771432349,,False,2
59:441410:7282:52398,59,441410,7282,5.488272362059163,6.523791868479961,True,3
59:441427:7299:52415,59,441427,7299,7.0208163598660605,,False,2
59:441451:7321:52439,59,441451,7321,6.179341994088283,,False,2
59:441469:7338:52457,59,441469,7338,5.996577375923849,6.263068084084814,True,3
59:441523:7391:52511,59,441523,7391,5.811531734132927,7.547374178764265,True,3
59:441540:7404:52528,59,441540,7404,4.019009381253085,4.9399822087589556,True,3
59:441541:7405:52529,59,441541,7405,3.9172911658026024,4.034133440057424,True,3
59:441584:7441:52572,59,441584,7441,7.948581100547393,8.242384519350807,True,3
59:441586:7443:52574,59,441586,7443,6.765913466983804,0.20322233548533575,True,3
59:441588:7445:52576,59,441588,7445,4.644759320671291,,False,2
59:441709:7557:52697,59,441709,7557,4.224308682803262,,False,2
59:441714:7562:52702,59,441714,7562,4.480064140705515,6.751577800990532,True,3
59:441718:7566:52706,59,441718,7566,3.217261904761905,,False,2
59:441734:7581:52722,59,441734,7581,5.642158239700379,2.7044032489727527,True,3
59:441753:7595:52741,59,441753,7595,6.8239850123129955,,False,2
59:441777:7615:52765,59,441777,7615,4.190567745909675,,False,2
59:441807:7640:52795,59,441807,7640,4.327862624337207,,False,2
59:441863:7693:52851,59,441863,7693,5.571499150969643,4.338972392126507,True,3
59:441890:7718:52878,59,441890,7718,5.303145142502135,,False,2
59:441923:7748:52911,59,441923,7748,5.750278825216419,7.692643007547268,True,3
59:441935:7758:52923,59,441935,7758,5.023263718301678,,False,2
59:441947:7769:52935,59,441947,7769,6.588713136052874,8.94019399132587,True,3
59:441952:7774:52940,59,441952,7774,4.133641099918378,,False,2
59:441961:7782:52949,59,441961,7782,5.941297242028199,,False,2
59:441962:7783:52950,59,441962,7783,3.599593227502041,,False,2
59:441980:7800:52968,59,441980,7800,5.133035136376293,,False,2
59:442007:7825:52995,59,442007,7825,4.456049293993949,,False,2
59:442029:7846:53017,59,442029,7846,4.547638150636857,4.37226164255614,True,3
59:442049:7865:53037,59,442049,7865,4.369817013564141,5.540902651771329,True,3
59:442056:7871:53044,59,442056,7871,5.172925917014808,1.8702038539775714,True,3
59:442065:7880:53053,59,442065,7880,3.7504220499569314,,False,2
59:442073:7888:53061,59,442073,7888,7.719382264313381,4.288431005922234,True,3
59:442077:7892:53065,59,442077,7892,4.786078375011975,5.3241832392467785,True,3
59:442114:7926:53102,59,442114,7926,7.340776779391341,7.787213916460132,True,3
59:442120:7930:53108,59,442120,7930,7.712365076323685,,False,2
59:442229:8032:53217,59,442229,8032,5.931225399022445,,False,2
59:442244:8045:53232,59,442244,8045,6.735474979930423,8.406457482775885,True,3
59:442270:8068:53258,59,442270,8068,5.827280671829072,,False,2
59:442281:8077:53269,59,442281,8077,3.1916439600363304,,False,2
59:442284:8080:53272,59,442284,8080,4.257194052203687,,False,2
59:442299:8092:53287,59,442299,8092,6.193288507421073,,False,2
59:442306:8097:53294,59,442306,8097,4.559886425350051,6.286555275971487,True,3
59:442323:8113:53311,59,442323,8113,5.478612448816676,,False,2
59:442329:8118:53317,59,442329,8118,4.863800051770383,,False,2
59:442336:8125:53324,59,442336,8125,6.281047361076915,8.051384017376122,True,3
59:442347:8135:53335,59,442347,8135,5.827044589476465,8.659025697742123,True,3
59:442352:8140:53340,59,442352,8140,4.957698948359752,1.2605503907074258,True,3
59:442356:8144:53344,59,442356,8144,6.609089953411807,,False,2
59:442365:8153:53353,59,442365,8153,5.40214353683578,6.216063156190096,True,3
59:442418:8201:53406,59,442418,8201,4.343747999482638,,False,2
59:442451:8232:53439,59,442451,8232,3.8654503105590052,4.6793548049410205,True,3
59:442494:8270:53482,59,442494,8270,3.0980481577544765,,False,2
59:442546:8317:53534,59,442546,8317,5.489212656364977,,False,2
59:442623:8389:53611,59,442623,8389,5.348639808101176,,False,2
59:442625:8391:53613,59,442625,8391,5.546234954285396,,False,2
59:442626:8392:53614,59,442626,8392,4.4775066872011,6.235888047763108,True,3
59:442656:8422:53644,59,442656,8422,6.642727975813827,5.891888432843132,True,3
59:442705:8470:53693,59,442705,8470,4.431083181468551,,False,2
59:442724:8489:53712,59,442724,8489,4.720623520979871,,False,2
59:442742:8507:53730,59,442742,8507,4.300320571839897,,False,2
59:442760:8523:53748,59,442760,8523,5.997513637469169,,False,2
59:442767:8530:53755,59,442767,8530,3.4846545089852228,,False,2
59:442775:8538:53763,59,442775,8538,3.8670962981963655,3.4758650530896418,True,3
59:442868:8624:53856,59,442868,8624,5.1207990572230315,7.6229115591717616,True,3
59:442960:8704:53948,59,442960,8704,4.478503888077121,3.474369056616446,True,3
59:442977:8719:53965,59,442977,8719,4.333548850574715,,False,2
59:443017:8758:54005,59,443017,8758,3.7654779953893147,4.272449889939409,True,3
59:443020:8761:54008,59,443020,8761,5.318933355360073,,False,2
59:443063:8800:54051,59,443063,8800,6.691236754822924,8.246318223219227,True,3
59:443067:8804:54055,59,443067,8804,5.047867252892885,,False,2
59:443073:8809:54061,59,443073,8809,3.904079721947909,5.259438533459019,True,3
59:443088:8823:54076,59,443088,8823,6.0981070862923445,7.852032054420015,True,3
59:443115:8849:54103,59,443115,8849,7.695642383432492,,False,2
59:443145:8877:54133,59,443145,8877,4.820550639134709,0.6794493608652914,True,3
59:443178:8908:54166,59,443178,8908,6.079858586722551,,False,2
59:443232:8959:54220,59,443232,8959,7.13598948777706,8.937128836007957,True,3
59:443320:9043:54308,59,443320,9043,6.510085978835981,,False,2
59:443364:9085:54352,59,443364,9085,4.540455984822408,4.948518793496113,True,3
59:443399:9116:54387,59,443399,9116,6.644480691465226,,False,2
59:443401:9118:54389,59,443401,9118,3.2534820252211887,,False,2
59:443446:9160:54434,59,443446,9160,7.454978841930455,,False,2
59:443538:9248:54526,59,443538,9248,3.237469134231091,,False,2
59:443540:9250:54528,59,443540,9250,5.00659627115504,,False,2
59:443577:9285:54565,59,443577,9285,4.96558892759068,,False,2
59:443596:9302:54584,59,443596,9302,7.260289236235565,8.932729552379769,True,3
59:443618:9323:54606,59,443618,9323,4.138141235277352,4.720032052161379,True,3
59:443680:9378:54668,59,443680,9378,3.692388865821698,,False,2
59:443682:9380:54670,59,443682,9380,5.069175846593225,6.64672372621019,True,3
59:443750:9441:54738,59,443750,9441,7.441117764471059,9.435679616905006,True,3
59:443813:9500:54801,59,443813,9500,4.686163204572722,,False,2
59:443823:9510:54811,59,443823,9510,4.6876857837897035,,False,2
59:443847:9532:54835,59,443847,9532,3.6334610450172704,,False,2
59:443852:9537:54840,59,443852,9537,3.3165984047442976,,False,2
59:443869:9551:54857,59,443869,9551,6.603414492543266,7.8384008619591725,True,3
59:443877:9559:54865,59,443877,9559,3.1280004622763258,,False,2
59:443895:9575:54883,59,443895,9575,4.343791288411545,,False,2
59:443909:9589:54897,59,443909,9589,6.59514926983546,,False,2
59:443921:9598:54909,59,443921,9598,6.320068780173017,2.3708605690293325,True,3
59:443947:9620:54935,59,443947,9620,6.151203851119163,,False,2
59:443956:9629:54944,59,443956,9629,3.6767696742779776,,False,2
59:444015:9683:55003,59,444015,9683,3.5863275316140104,,False,2
59:444074:9738:55062,59,444074,9738,5.251903920610459,,False,2
59:444095:9759:55083,59,444095,9759,4.361290954640246,5.459562666179707,True,3
59:444127:9789:55115,59,444127,9789,5.891681365576105,,False,2
59:444128:9790:55116,59,444128,9790,6.205841736662798,6.8921423855502795,True,3
59:444163:9823:55151,59,444163,9823,7.452471167867081,7.9092052853490245,True,3
59:444169:9829:55157,59,444169,9829,3.243852644950543,,False,2
59:444182:9841:55170,59,444182,9841,4.260630385683257,,False,2
59:444202:9860:55190,59,444202,9860,3.855056432393546,0.5116797972908955,True,3
59:444214:9872:55202,59,444214,9872,5.32467785589678,,False,2
59:444283:9939:55271,59,444283,9939,6.108639624198563,7.748489659346575,True,3
59:444333:9984:55321,59,444333,9984,5.944219557008729,,False,2
59:444351:10001:55339,59,444351,10001,3.6462068922516693,,False,2
59:444415:10057:55403,59,444415,10057,3.6629597369776974,,False,2
59:444425:10067:55413,59,444425,10067,5.177692584161974,,False,2
59:444481:10122:55469,59,444481,10122,4.130824372759861,4.759520394882813,True,3
59:444484:10123:55472,59,444484,10123,6.108596807296102,,False,2
59:444542:10172:55530,59,444542,10172,6.920485806262803,,False,2
59:444543:10173:55531,59,444543,10173,4.717805484420687,,False,2
59:444548:10178:55536,59,444548,10178,6.73400203045685,7.084965910624682,True,3
59:444579:10206:55567,59,444579,10206,5.345454545454544,6.3679499072356265,True,3
59:444602:10229:55590,59,444602,10229,6.541916946845085,,False,2
59:444609:10235:55597,59,444609,10235,4.888436320286118,,False,2
59:444664:10288:55652,59,444664,10288,3.774238322935311,4.4636901294372535,True,3
59:444720:10339:55708,59,444720,10339,7.0832945062521055,7.675028398564031,True,3
59:444789:10402:55777,59,444789,10402,5.4224428762249275,8.843699398973591,True,3
59:444807:10418:55795,59,444807,10418,6.9414737895359195,,False,2
59:444815:10426:55803,59,444815,10426,6.554866148938743,10.70179205140299,True,3
59:444816:10427:55804,59,444816,10427,7.441603557284793,,False,2
59:444830:10441:55818,59,444830,10441,4.423377013686128,,False,2
59:444834:10444:55822,59,444834,10444,6.712662468176333,,False,2
59:444849:10457:55837,59,444849,10457,4.796901893287433,5.001264489389698,True,3
59:444855:10463:55843,59,444855,10463,4.218736535293374,6.038341836359351,True,3
59:444871:10477:55859,59,444871,10477,4.373320158102771,6.8035530042756704,True,3
59:444879:10485:55867,59,444879,10485,4.505750538607813,,False,2
59:444890:10495:55878,59,444890,10495,5.16829106701941,,False,2
59:444895:10499:55883,59,444895,10499,3.754685119935992,,False,2
59:444925:10526:55913,59,444925,10526,5.468695160035992,,False,2
59:444947:10546:55935,59,444947,10546,5.103366058906033,,False,2
59:444979:10576:55967,59,444979,10576,4.697909257571055,6.496961363218944,True,3
59:445026:10618:56014,59,445026,10618,5.658068543395245,,False,2
59:445050:10639:56038,59,445050,10639,5.3965249261886115,,False,2
59:445057:10646:56045,59,445057,10646,3.6967299973521186,,False,2
59:445075:10664:56063,59,445075,10664,5.761006289308185,6.204528301886803,True,3
59:445126:10710:56114,59,445126,10710,4.244211140274132,,False,2
59:445202:10778:56190,59,445202,10778,5.996336348400675,6.175508828918787,True,3
59:445235:10806:56223,59,445235,10806,6.257449018643051,8.05186941594085,True,3
59:445258:10827:56246,59,445258,10827,3.7103989839239446,4.006886403310496,True,3
59:445299:10865:56287,59,445299,10865,3.3004194563200784,0.8510035186770466,True,3
59:445375:10939:56363,59,445375,10939,4.856916418598253,,False,2
59:445450:11008:56438,59,445450,11008,5.181230083582413,7.247426353745574,True,3
59:445494:11047:56482,59,445494,11047,5.825583566760045,6.212251319483109,True,3
59:445546:11099:56534,59,445546,11099,4.145995938377169,4.177578156742776,True,3
59:445590:11135:56578,59,445590,11135,6.3123315914101354,,False,2
59:445615:11159:56603,59,445615,11159,3.6728376528765025,,False,2
59:445636:11180:56624,59,445636,11180,4.61964519314791,4.164106329685346,True,3
59:445645:11188:56633,59,445645,11188,5.8901790033865495,,False,2
59:445670:11212:56658,59,445670,11212,4.333885683286482,4.701361392242198,True,3
59:445685:11227:56673,59,445685,11227,4.139248753284363,,False,2
59:445727:11268:56715,59,445727,11268,4.46241440244242,,False,2
59:445798:11332:56786,59,445798,11332,4.992697194228356,,False,2
59:445826:11357:56814,59,445826,11357,5.115644815812356,,False,2
59:445847:11376:56835,59,445847,11376,5.985063091482651,,False,2
59:445865:11422:56853,59,445865,11422,6.273014354066994,3.0619391412825436,True,3
59:445868:11424:56856,59,445868,11424,6.169461143664016,3.4041181316874187,True,3
59:445985:11530:56973,59,445985,11530,3.879766990291259,,False,2
59:445992:11537:56980,59,445992,11537,8.008423075204426,,False,2
59:446004:11548:56992,59,446004,11548,5.838018674302958,,False,2
59:446022:11564:57010,59,446022,11564,6.23515973937759,6.542214675532609,True,3
59:446074:11611:57062,59,446074,11611,5.347440061871609,,False,2
59:446088:11623:57076,59,446088,11623,7.098365816181172,,False,2
59:446152:11682:57140,59,446152,11682,5.317823544368174,,False,2
59:446174:11704:57162,59,446174,11704,4.743396642298229,,False,2
59:446263:11784:57251,59,446263,11784,3.7011854860406004,2.5406287269111374,True,3
59:446302:11821:57290,59,446302,11821,3.743705026453746,,False,2
59:446308:11827:57296,59,446308,11827,6.867939397956853,8.18533738886029,True,3
59:446310:11829:57298,59,446310,11829,3.6408112953832372,5.127890004272356,True,3
59:446314:11833:57302,59,446314,11833,5.730400665794797,4.038526342934553,True,3
59:446324:11842:57312,59,446324,11842,4.346822921308259,,False,2
59:446330:11848:57318,59,446330,11848,6.928223798854859,8.752204438590311,True,3
59:446354:11871:57342,59,446354,11871,4.272944982487886,,False,2
59:446374:11889:57362,59,446374,11889,4.977768838182147,5.6841618011613555,True,3
59:446381:11894:57369,59,446381,11894,4.682970445129797,5.391377098078777,True,3
59:446398:11909:57386,59,446398,11909,3.6944376397785703,,False,2
59:446417:11927:57405,59,446417,11927,3.2827457960046473,3.497102292969835,True,3
59:446427:11937:57415,59,446427,11937,4.718213630350363,5.715916554261611,True,3
59:446457:11961:57445,59,446457,11961,4.112336482628514,6.162900885762326,True,3
59:446488:11991:57476,59,446488,11991,4.411605846042114,4.409962991432899,True,3
59:446527:12028:57515,59,446527,12028,4.147561588738064,,False,2
59:446558:12056:57546,59,446558,12056,6.056175430844014,7.171895158514623,True,3
59:446600:12094:57588,59,446600,12094,3.699487052171719,,False,2
59:446622:12116:57610,59,446622,12116,6.202278510293773,7.780798523064789,True,3
59:446651:12141:57639,59,446651,12141,3.804997211377575,,False,2
59:446664:12154:57652,59,446664,12154,4.794994465625386,,False,2
59:446675:12165:57663,59,446675,12165,3.640079079798703,,False,2
59:446704:12211:57692,59,446704,12211,4.925702985788163,5.645294177345448,True,3
59:446722:12209:57710,59,446722,12209,6.4861023563966,,False,2
59:446729:12214:57717,59,446729,12214,4.6601213282247755,5.564885766993044,True,3
59:446742:12227:57730,59,446742,12227,5.360758852605137,6.016734995122206,True,3
59:446743:12228:57731,59,446743,12228,6.011772628771453,5.932943360478774,True,3
59:446744:12229:57732,59,446744,12229,4.753620534978673,,False,2
59:446761:12244:57749,59,446761,12244,3.0485464306280576,2.4650480807930606,True,3
59:446805:12284:57793,59,446805,12284,5.28974452799266,5.635507353595777,True,3
59:446822:12300:57810,59,446822,12300,5.266099491905955,5.917738442867673,True,3
59:446879:12350:57867,59,446879,12350,5.551899723303947,4.313870311539247,True,3
59:446893:12363:57881,59,446893,12363,3.5272747620358302,,False,2
59:446926:12389:57914,59,446926,12389,5.6856435643564325,8.012443591297895,True,3
59:446970:12431:57958,59,446970,12431,11.57266781724044,,False,2
59:446990:12449:57978,59,446990,12449,8.262047401634867,,False,2
59:446994:12453:57982,59,446994,12453,4.331926071864146,,False,2
59:447048:12503:58036,59,447048,12503,5.354273215606803,,False,2
59:447136:12585:58124,59,447136,12585,5.653865362907666,,False,2
59:447146:12595:58134,59,447146,12595,3.5271680257648512,,False,2
59:447163:12612:58151,59,447163,12612,3.241603217692372,,False,2
59:447166:12615:58154,59,447166,12615,6.1410005560933385,,False,2
59:447209:12657:58197,59,447209,12657,5.009269741853856,,False,2
59:447219:12665:58207,59,447219,12665,5.087953010341906,,False,2
59:447226:12671:58214,59,447226,12671,3.8919969493443602,,False,2
59:447243:12686:58231,59,447243,12686,4.92383360181374,5.031485871308121,True,3
59:447308:12744:58296,59,447308,12744,3.815453604691271,4.698530527768192,True,3
59:447313:12749:58301,59,447313,12749,7.725503300735497,,False,2
59:447317:12752:58305,59,447317,12752,4.144502940135638,,False,2
59:447345:12778:58333,59,447345,12778,3.3143623389684365,,False,2
59:447346:12779:58334,59,447346,12779,4.9725819344524425,,False,2
59:447364:12796:58352,59,447364,12796,5.223885253715821,,False,2
59:447378:12809:58366,59,447378,12809,6.276624888706252,5.246579147428477,True,3
59:447401:12829:58389,59,447401,12829,4.242897267447397,,False,2
59:447433:12857:58421,59,447433,12857,5.0064333504889404,,False,2
59:447458:12880:58446,59,447458,12880,5.300046783321747,,False,2
59:447463:12885:58451,59,447463,12885,4.449082802166544,,False,2
59:447490:12910:58478,59,447490,12910,7.201903536106222,,False,2
59:447506:12925:58494,59,447506,12925,5.708401000020665,,False,2
59:447509:12928:58497,59,447509,12928,3.6300229305615517,,False,2
59:447566:12982:58554,59,447566,12982,6.536488085178313,,False,2
59:447599:13011:58587,59,447599,13011,4.928154798133498,0.282058491448133,True,3
59:447600:13011:58588,59,447600,13011,6.634276264431563,6.0684699628387335,True,3
59:447615:13025:58603,59,447615,13025,4.112456739474233,,False,2
59:447642:13050:58630,59,447642,13050,6.148076619473073,,False,2
59:447666:13072:58654,59,447666,13072,5.053464008110851,6.0569918235789615,True,3
59:447673:13077:58661,59,447673,13077,4.613507682249093,,False,2
59:447681:13084:58669,59,447681,13084,4.320737604928187,,False,2
59:447735:13138:58723,59,447735,13138,4.9132580814823825,,False,2
59:447810:13207:58798,59,447810,13207,5.278540613829655,4.0332244057280136,True,3
59:447831:13226:58819,59,447831,13226,3.552952874746971,5.787344288311708,True,3
59:447832:13227:58820,59,447832,13227,3.9896672483797317,,False,2
59:447866:13259:58854,59,447866,13259,4.095492079475342,5.019394444774214,True,3
59:447884:13277:58872,59,447884,13277,4.7657663051939,,False,2
59:447915:13308:58903,59,447915,13308,4.42855280784967,,False,2
59:447928:13321:58916,59,447928,13321,5.550271826249478,,False,2
59:447975:13360:58963,59,447975,13360,4.943057268420894,,False,2
59:447988:13373:58976,59,447988,13373,5.091352804531098,,False,2
59:448019:13402:59007,59,448019,13402,5.0559224889575205,,False,2
59:448057:13438:59045,59,448057,13438,7.248159057437405,5.014818492832262,True,3
59:448082:13460:59070,59,448082,13460,3.1828613684805767,,False,2
59:448087:13465:59075,59,448087,13465,4.655166104707391,,False,2
59:448129:13503:59117,59,448129,13503,3.0711810711810728,,False,2
59:448153:13527:59141,59,448153,13527,3.642086778493052,,False,2
59:448172:13545:59160,59,448172,13545,6.0291771465855675,,False,2
59:448180:13553:59168,59,448180,13553,4.673516150176326,,False,2
59:448193:13566:59181,59,448193,13566,5.563530961791827,,False,2
59:448288:13653:59276,59,448288,13653,4.34550796107337,,False,2
59:448319:13680:59307,59,448319,13680,3.1700948711575094,,False,2
59:448344:13703:59332,59,448344,13703,3.9223028808838976,6.534057391077411,True,3
59:448361:13719:59349,59,448361,13719,5.7132746267024,6.018340215504587,True,3
59:448367:13724:59355,59,448367,13724,3.7938521156894254,,False,2
59:448438:13791:59426,59,448438,13791,6.9156730706468466,,False,2
59:448470:13822:59458,59,448470,13822,4.6102328386257625,,False,2
59:448488:13837:59476,59,448488,13837,5.4950493588513964,,False,2
59:448506:13855:59494,59,448506,13855,3.5905499894834634,4.364176681045713,True,3
59:448512:13861:59500,59,448512,13861,5.195316324473765,,False,2
59:448518:13867:59506,59,448518,13867,6.174810366624527,5.222105217791068,True,3
59:448526:13872:59514,59,448526,13872,7.01978160279787,,False,2
59:448532:13876:59520,59,448532,13876,5.971580530783285,4.077107918365371,True,3
59:448548:13890:59536,59,448548,13890,3.719374877394884,5.81082533245344,True,3
59:448564:13906:59552,59,448564,13906,4.458933595731928,,False,2
59:448625:13963:59613,59,448625,13963,5.759648288973381,,False,2
59:448637:13974:59625,59,448637,13974,6.012788292215895,,False,2
59:448656:13992:59644,59,448656,13992,7.882393579103919,,False,2
59:448665:14001:59653,59,448665,14001,4.1447726684871355,,False,2
59:448691:14025:59679,59,448691,14025,3.84349408094981,,False,2
59:448770:14101:59758,59,448770,14101,4.0236848880116725,,False,2
59:448771:14102:59759,59,448771,14102,3.3443512923343093,4.312507333764152,True,3
59:448776:14107:59764,59,448776,14107,6.56852391718229,,False,2
59:448803:14131:59791,59,448803,14131,4.5774805169182144,,False,2
59:448806:14134:59794,59,448806,14134,4.321120442550576,,False,2
59:448838:14161:59826,59,448838,14161,6.038873418824224,,False,2
59:448857:14177:59845,59,448857,14177,3.061859092980825,,False,2
59:448875:14192:59863,59,448875,14192,4.513341616376756,,False,2
59:448888:14203:59876,59,448888,14203,5.364166848750344,7.265767547795882,True,3
59:448927:14237:59915,59,448927,14237,3.5253367196364422,2.3085124574699023,True,3
59:448928:14238:59916,59,448928,14238,4.704111616302143,,False,2
