method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_derivative,-0.6038930656798638,-1.6299763061510222,0.4707604215977373,2.7108137010451174,2.1686313825185084,3.257995913142644,4.210628410315914,2.468733772426739,6.328068565598829,0.1805708013172338,0.1247386566121455,0.23012099537374534,0.04226125137211855,0.006028666574015672,0.10699787461756734
ridge,traditional_cfd_template_derivative,-0.45992009836291725,-1.2924134607015652,0.4550638673123976,3.2773597808025507,2.6781133186086463,3.9368395359518704,4.5552375140754995,2.771383736098026,6.676259721801758,0.24313940724478594,0.17727681785457164,0.3090959019318942,0.043175997072813756,0.005530876431848685,0.11001573117165148
mlp,traditional_cfd_template_derivative,-0.9295810986846733,-1.8997904723531158,0.010557279521588456,3.3104386104916856,2.812916023866656,3.9788224779675927,4.438718066362905,2.978729380145951,6.4570574287067535,0.25210391511159896,0.20035408198899413,0.30449986134935736,0.04244420051225759,0.00700645764795199,0.1112485032207497
derivative_gate_transformer_new,traditional_cfd_template_derivative,-2.049240454302752,-2.949703856897993,-0.8882324104136791,3.761058226896744,3.0754273686779103,4.711306272870123,5.315492143646972,3.514924226065027,7.4913898828265575,0.30918404683497985,0.26035922063249495,0.3697702431037128,0.066410537870472,0.02241905265835203,0.13225929946095027
compact_waveform_transformer,traditional_cfd_template_derivative,0.061780532653969544,-0.6631281875900066,0.8571429970259593,5.074125672029044,4.545826339118052,5.879754536579819,6.27322252689201,5.032283432977528,8.04817170788782,0.4110867178924259,0.37937342157250176,0.43823476216313983,0.10848884010245152,0.06984415246857632,0.16542428080332905
1d_cnn,traditional_cfd_template_derivative,-0.2968359181803004,-1.2640856815331944,0.9240264203534477,6.226703723723544,5.546547033791624,7.237473094320099,7.588751968994147,6.554988386172226,8.954173303327043,0.4743871203805342,0.4324240621759739,0.5176755902143442,0.18166849615806804,0.14021465165114438,0.23576593583833955
