pseudo_run,method,n,bias_frac,res68_frac,mae_mev
8,truth_birks_lookup,4342,-0.5080436075075887,0.6666883446269221,33.23602172229928
9,truth_birks_lookup,4342,-0.5107900422303736,0.6666567482013465,33.56725718963287
10,truth_birks_lookup,4342,-0.5092993747406582,0.6655716271288418,33.69495252747379
8,ridge,4342,0.006968469559206372,0.24999128034724113,12.73193362253734
9,ridge,4342,0.010596532061719904,0.25310245838263135,12.918756004063361
10,ridge,4342,0.005010681542655509,0.2495300560616125,13.032561334826324
8,gradient_boosted_trees,4342,0.007155377106599715,0.04787574273680724,2.510216623112634
9,gradient_boosted_trees,4342,0.006517245951802758,0.048627906730689424,2.577691207723943
10,gradient_boosted_trees,4342,-0.00465336772579036,0.046536790579678515,2.5392489179074
8,mlp,4342,0.001084524140507514,0.0679923475406977,3.533949269293881
9,mlp,4342,0.001709737991138709,0.06789477838686372,3.556655026889396
10,mlp,4342,-0.013030744627410489,0.06901931332214938,3.6772467433233933
8,1d_cnn,4342,-0.01603144657148322,0.21170862761565068,10.686476767873062
9,1d_cnn,4342,-0.01406376131988238,0.2155418139635606,10.756550227607613
10,1d_cnn,4342,-0.025864826491603085,0.20922876223922005,10.840167477575934
8,gated_residual_cnn,4342,0.006298236774131018,0.08736615164556367,4.6041108081962365
9,gated_residual_cnn,4342,0.006135209507342045,0.08724995225117084,4.620387578592861
10,gated_residual_cnn,4342,-0.007806701564102415,0.08718590141315309,4.719421308410436
