method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
gradient_boosted_trees,ml_tree,13026,0.0027876072296699568,0.047726971617137175,2.542385582914659,"[0.046545948447970935, 0.04862984828169997]","[-0.00465336772579036, 0.007155377106599715]","[2.5102166231126337, 2.577691207723943]"
mlp,neural_tabular,13026,-0.003318918935083895,0.06827878533093937,3.589283679835557,"[0.06789669399850855, 0.06902161018062199]","[-0.013030744627410489, 0.001709737991138709]","[3.533949269293881, 3.677246743323393]"
gated_residual_cnn,neural_gated_residual_new,13026,0.0021065415237265976,0.08724390181921256,4.647973231733178,"[0.08720240548179549, 0.08738449234856356]","[-0.007806701564102415, 0.006298236774131018]","[4.6041108081962365, 4.719421308410436]"
1d_cnn,neural_waveform,13026,-0.01822393478188706,0.21195787113445316,10.761064824352204,"[0.20923492500173652, 0.21555680606579083]","[-0.025864826491603085, -0.01406376131988238]","[10.686476767873062, 10.840167477575934]"
ridge,ml_linear,13026,0.00777234017613772,0.250550680558264,12.894416987142344,"[0.2495436395852462, 0.2531123783124238]","[0.005010681542655509, 0.010596532061719904]","[12.731933622537339, 13.032561334826324]"
truth_birks_lookup,traditional_digitized_birks,13026,-0.5095039764655915,0.666341937221036,33.49941047980198,"[0.6655800280345259, 0.6667011530817545]","[-0.5107900422303736, -0.5080436075075887]","[33.23602172229928, 33.69495252747379]"
