,count,mean,std,min,25%,50%,75%,max
digitized_charge_adc,43422.0,84377.42592157944,39931.89747744007,432.13750642973287,44059.9808498898,81247.59628308151,120667.82688000068,158144.90547136447
digitized_max_adc,43422.0,3668.140038572451,239.4083204290468,45.978103173323916,3568.9565419447213,3743.297500997399,3806.156436846354,3900.518882321217
saturated_count,43422.0,20.542674220441253,8.782275207178946,0.0,12.0,21.0,28.0,40.0
early_fraction,43422.0,0.12204476086722514,0.056615770386270046,0.0063944624322935855,0.06872440550113354,0.12158429959329929,0.1728636544692242,0.461214114882486
late_fraction,43422.0,0.7121891083417174,0.06126505449993149,0.3988766468225829,0.6613733267063284,0.6999907924056515,0.7686862046501551,0.9836022506740753
