diagnostic,alpha,loo_rmse_ns,loo_r2
all_run_diagnostics_ridge,0.01,1.0699679393397976,-4.7622252463801305
all_run_diagnostics_ridge,0.1,1.0470871395246282,-4.518414939991505
all_run_diagnostics_ridge,1.0,0.9683500786273114,-3.719690128942336
all_run_diagnostics_ridge,10.0,0.7346684362794921,-1.716636082956982
all_run_diagnostics_ridge,100.0,0.5587938849800144,-0.5716360839418659
