sample,run,event,amp_left,amp_right,peak_left,peak_right,area_left,area_right,tail_left,tail_right,area_over_amp_left,area_over_amp_right,width_half_left,width_half_right,time_left_ns,time_right_ns,raw_residual_ns,period,historical_residual_ns
sample_iii_analysis,44,2209,2750.5,1776.5,6.0,7.0,20966.0,12772.0,0.32991510063913,0.3343250861259004,7.62261407016906,7.189417393751759,7.0,7.0,32.46516393442623,35.352833638025594,2.8876697035993644,sample_iii,-1.2131975321691968
sample_iii_analysis,44,2237,2349.0,1516.0,6.0,7.0,16721.0,10663.0,0.2875426110878536,0.2992591203226108,7.118348233290762,7.033641160949868,7.0,7.0,31.898762654668165,34.49805447470817,2.599291820040005,sample_iii,-1.051898357250895
sample_iii_analysis,44,2247,3371.0,2145.0,5.0,7.0,29997.0,15585.0,0.3863052971963863,0.3493743984600577,8.898546425393059,7.265734265734266,9.0,7.0,32.11851851851852,36.47160068846816,4.353082169949637,sample_iii,-0.34322130513606197
sample_iii_analysis,44,2260,2907.0,1903.5,6.0,7.0,23014.0,13479.0,0.3351872773094638,0.3341494176125825,7.916752665978672,7.081166272655635,7.0,7.0,32.67205750224618,36.172413793103445,3.500356290857262,sample_iii,-0.7654680069764268
sample_iii_analysis,44,2271,1451.5,2272.0,7.0,7.0,10375.0,16274.0,0.3083373493975904,0.3531399778788251,7.147778160523596,7.162852112676056,7.0,7.0,33.45383104125737,38.05166051660517,4.597829475347801,sample_iii,1.0934591830280098
sample_iii_analysis,44,2273,1685.0,1578.5,7.0,7.0,11659.0,11811.0,0.3183806501415215,0.391499449665566,6.919287833827894,7.482420019005385,7.0,7.0,35.68788501026694,40.50532724505327,4.817442234786334,sample_iii,1.663531667851025
sample_iii_analysis,44,2291,1252.5,2579.0,6.0,7.0,8746.0,19912.0,0.2404527784129888,0.3480815588589795,6.982834331337325,7.720822024040325,7.0,7.0,28.487972508591067,33.816349384098544,5.328376875507477,sample_iii,1.6070327365292236
sample_iii_analysis,44,2293,3105.0,1913.0,6.0,7.0,25113.0,14127.0,0.3554334408473699,0.3741063212288525,8.087922705314009,7.384736016727653,7.0,7.0,34.11655874190564,37.12625250501002,3.00969376310438,sample_iii,-1.4334310617282426
sample_iii_analysis,44,2383,1221.0,1299.0,4.0,4.0,-3825.0,2555.0,-7363.0,-1.2078277886497064,-3.1326781326781328,1.966897613548884,4.0,5.0,17.533195020746888,18.41842105263158,0.8852260318846916,sample_iii,-1.809479145567586
sample_iii_analysis,44,2415,3733.0,1517.0,5.0,7.0,33720.0,11349.0,0.3974495848161328,0.3298087937263195,9.032949370479509,7.4812129202373105,9.0,7.0,30.393278837420524,33.82116788321168,3.4278890457911544,sample_iii,-1.584054343161064
sample_iii_analysis,44,2459,3511.0,1766.0,5.0,7.0,31842.0,12533.0,0.3698260159537717,0.3281736216388733,9.069211050982624,7.0968289920724805,8.0,7.0,29.271276595744684,35.06642728904848,5.795150693303793,sample_iii,0.991991252569175
sample_iii_analysis,44,2556,3005.0,1618.5,6.0,7.0,23409.0,12078.0,0.3543508906830706,0.3975823811889385,7.790016638935108,7.462465245597776,7.0,8.0,35.36532170119956,40.84384384384385,5.478522142644287,sample_iii,1.17252309189859
sample_iii_analysis,44,2564,1878.0,1218.0,4.0,5.0,6115.0,6679.0,-0.4618152085036794,0.0169187004042521,3.2561235356762515,5.483579638752053,6.0,6.0,18.611538461538466,21.13504823151125,2.52350976997279,sample_iii,-0.5161425451049553
sample_iii_analysis,44,2591,2934.0,1456.5,6.0,7.0,22770.0,11143.0,0.3197189284145806,0.3705465314547249,7.760736196319018,7.650532097493992,7.0,7.0,32.89019279128248,36.99487179487179,4.104679003589311,sample_iii,-0.09848942409381323
sample_iii_analysis,44,2613,2792.0,1788.0,6.0,7.0,22040.0,13303.0,0.2862068965517241,0.3144403518003458,7.893982808022923,7.440156599552573,8.0,7.0,26.83663366336633,32.60349854227405,5.766864878907718,sample_iii,1.6260309429882724
sample_iii_analysis,44,2822,2475.0,2131.0,7.0,7.0,17516.0,15714.0,0.3391185202100936,0.4000890925289551,7.077171717171717,7.37400281557954,7.0,8.0,36.95517774343122,41.29974811083123,4.34457036740001,sample_iii,0.38698278673317077
sample_iii_analysis,44,2835,2624.5,2666.5,17.0,17.0,6426.0,15123.0,1.0119825708061003,0.5576274548700655,2.448466374547533,5.671479467466717,2.0,2.0,142.51411290322582,38.874015748031496,-103.64009715519433,sample_iii,-107.81623784481089
sample_iii_analysis,44,3235,1713.5,2156.0,7.0,7.0,12539.0,15365.0,0.3615120823032139,0.3773511226814188,7.317770644878903,7.126623376623376,7.0,7.0,36.13306451612903,40.5779376498801,4.4448731337510665,sample_iii,0.9439900383694422
sample_iii_analysis,44,3312,2807.5,1742.5,4.0,5.0,20258.0,11811.0,0.1500641721788922,0.191516383032766,7.215672306322351,6.7781922525107605,7.0,6.0,20.542105263157893,23.28147100424328,2.739365741085386,sample_iii,-1.4056431292919385
sample_iii_analysis,44,3345,2718.0,1339.0,6.0,6.0,19862.0,9505.0,0.2951867888430168,0.2970015781167806,7.307579102281089,7.098581030619866,8.0,6.0,31.336414048059147,33.65843621399177,2.322022165932623,sample_iii,-1.6274755809370305
sample_iii_analysis,44,3502,3470.5,1887.0,5.0,7.0,30312.0,13955.0,0.3494325679598838,0.3441060551773557,8.734188157326034,7.3953365129835715,8.0,7.0,30.101503759398497,34.64297253634895,4.5414687769504525,sample_iii,-0.22959021159674364
sample_iii_analysis,44,3561,1483.5,2528.5,7.0,7.0,10752.0,18730.0,0.3034784226190476,0.3648691938067271,7.247724974721941,7.407553885702986,6.0,7.0,32.83778966131907,37.15015015015016,4.312360488831082,sample_iii,0.6737148573326621
sample_iii_analysis,44,3712,2922.0,1968.5,6.0,7.0,22655.0,14839.0,0.3551533877731185,0.4190309320035043,7.753251197809719,7.538227076454153,7.0,8.0,36.56279069767442,42.542750929368026,5.979960231693603,sample_iii,1.6901130495773131
sample_iii_analysis,44,3745,2707.0,1242.0,7.0,8.0,19629.0,8999.0,0.3575831677619848,0.3960440048894321,7.251200591060214,7.245571658615137,7.0,7.0,38.24920127795527,42.03448275862069,3.785281480665418,sample_iii,-0.11918142284233113
sample_iii_analysis,44,3817,1768.5,2256.0,6.0,6.0,12316.0,16238.0,0.2513803182851575,0.308597117871659,6.964093864857223,7.197695035460993,7.0,7.0,29.89444444444445,32.69891172914148,2.804467284697033,sample_iii,-0.7642367143102504
