method,estimator,n_pairs,value_ns,ci_low_ns,ci_high_ns
historical_run64_poly,binned_gaussian,127,1.9921759383821824,1.5867925251055321,4.999999999999999
historical_run64_poly,robust_width,127,1.7936260637768346,1.3798137136236193,2.0801492927685463
historical_run64_poly,rms,127,1.7370391554517675,1.5345605012951773,1.9735218177071776
traditional_period_poly_runheldout,binned_gaussian,127,2.0766680808704043,1.4071711480667426,4.999999999999053
traditional_period_poly_runheldout,robust_width,127,1.5058663829713277,1.3064016461908596,1.6617315424140622
traditional_period_poly_runheldout,rms,127,1.4858485240680979,1.3205254911825146,1.6540005596621385
ml_extratrees_shape_runheldout,binned_gaussian,127,1.773234048414724,1.410123302449385,4.999999999999988
ml_extratrees_shape_runheldout,robust_width,127,1.6646055168215619,1.3837906477733513,1.8907576656043716
ml_extratrees_shape_runheldout,rms,127,2.2482389915944383,1.9184422839962705,2.5023741963727213
