method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,traditional_score,ml_score,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup
traditional_robust_template,65,8970,657597,11566,B8,1184.5,novel_early_pretrigger,106.78816,5.05194,1.246341,0.013261496,0.018478306,0.64942807,0,0.0,390.5,1,0.0,-1.3376952,18.0
ml_pca_ae_isolation,42,17664,784966,831,B2,1402.0,novel_early_pretrigger,348.89584,1400.5198,3.7004147,5.6902757,6.0030103,0.79935503,2,0.0,1269.0,1,0.810271,-4.114123,1.9838456
ml_pca_ae_isolation,42,10029,777331,10071,B2,1507.0,novel_early_pretrigger,377.4818,1393.0261,3.866297,5.586763,6.1136045,0.796925,2,0.0,1373.0,1,0.8221632,-4.1121435,1.9836125
ml_pca_ae_isolation,42,16371,783673,16015,B2,1615.5,novel_broad_template_mismatch,256.4311,1020.08026,3.6016839,2.240369,8.079645,0.7998801,9,0.0,934.0,1,0.99380994,-1.3943051,13.451838
ml_pca_ae_isolation,42,8956,776258,9087,B2,1720.0,novel_early_pretrigger,298.05328,834.0725,2.8684103,3.373767,3.5927937,0.7782435,2,0.0,1085.0,1,0.2616279,-3.1273255,2.1555977
ml_pca_ae_isolation,42,13236,780538,13073,B2,1921.0,novel_early_pretrigger,366.49466,688.04865,2.6354225,2.7901423,2.9449751,0.773242,2,0.0,1335.0,1,0.3899011,-2.8183239,1.9674907
ml_pca_ae_isolation,42,26360,793666,8909,B2,2216.0,dropout,456.89758,521.6044,1.8604817,2.088729,2.282633,0.72030693,0,0.0,1664.0,1,0.6439531,-5.931408,18.0
ml_pca_ae_isolation,42,11055,778357,11033,B2,2507.0,unassigned_common,81.19448,400.01324,2.2665722,0.6073754,3.6774623,0.79091233,8,0.0,297.0,1,0.57159954,-0.5999202,9.228881
ml_pca_ae_isolation,42,15720,783022,15400,B2,3086.5,baseline_excursion,391.2165,358.91483,1.9709685,0.78004354,2.8406672,0.76190615,4,0.0,1425.5,1,0.8691074,-3.9544792,0.06868285
ml_pca_ae_isolation,42,792,768093,1480,B4,1064.0,unassigned_common,84.33829,34.177517,1.0073725,0.059954267,0.27527234,0.7239034,6,0.0,309.0,1,0.55921054,-1.7659775,1.5150476
ml_pca_ae_isolation,42,14932,782234,14652,B4,1318.0,novel_early_pretrigger,240.37012,24.31879,1.9550216,0.038626768,0.19070429,0.77154654,2,0.0,875.5,1,0.0,-3.2223065,1.9459202
ml_pca_ae_isolation,42,16400,783702,16041,B4,1412.5,novel_early_pretrigger,213.91862,20.426912,1.917664,0.057942007,0.10775933,0.7507928,1,0.0,779.0,1,0.0,-3.2725663,1.9336239
ml_pca_ae_isolation,42,15585,782887,15272,B4,1442.0,novel_early_pretrigger,352.1084,20.377022,1.6597707,0.02214508,0.17644766,0.7557526,2,0.0,1283.5,1,0.0,-2.7371707,1.5506039
ml_pca_ae_isolation,42,13336,780638,13169,B4,1031.5,novel_early_pretrigger,69.77687,17.690575,2.028333,0.019908084,0.14869915,0.74907863,0,0.0,253.5,1,0.0,-3.381968,18.0
ml_pca_ae_isolation,42,21101,788405,4030,B4,1073.5,novel_early_pretrigger,64.27335,15.67235,1.9792117,0.01709579,0.12875487,0.7553657,0,0.0,233.5,1,0.0,-3.3735445,18.0
ml_pca_ae_isolation,42,21354,788658,4266,B4,1384.0,novel_early_pretrigger,218.00732,13.632538,1.4505442,0.033536658,0.074634045,0.7299331,0,0.0,795.0,1,0.0,-2.6322255,18.0
ml_pca_ae_isolation,42,16250,783552,15902,B4,2267.5,baseline_excursion,583.681,13.4945965,1.2460182,0.0069809994,0.130817,0.67772985,3,0.0,2129.0,1,0.0,-1.5173098,1.6139162
ml_pca_ae_isolation,42,1936,769237,2543,B6,1012.0,novel_early_pretrigger,178.55707,28.43666,2.2806525,0.091819644,0.13558981,0.7862139,2,0.0,649.5,1,0.0,-3.798419,4.3323393
ml_pca_ae_isolation,42,11263,778565,11227,B6,1087.0,novel_delayed_peak,31.008724,13.046291,0.41506904,0.03184557,0.08734149,0.5865372,17,0.76907074,115.5,1,0.12787488,1.0,18.0
ml_pca_ae_isolation,42,21854,789158,4731,B6,1052.5,novel_early_pretrigger,253.71526,8.0117,1.2720505,0.0018082751,0.07374426,0.67815644,3,0.0,926.0,1,0.8935867,-1.9187648,1.6316447
ml_pca_ae_isolation,42,28915,796221,11300,B6,1117.0,novel_early_pretrigger,178.90935,7.615923,1.7206454,0.012700209,0.04435356,0.7065668,0,0.0,652.5,1,0.0,-1.9623992,18.0
ml_pca_ae_isolation,42,32704,800010,14814,B6,1276.0,novel_delayed_peak,16.567087,7.204609,0.3400215,0.023406189,0.039600685,0.52342707,17,0.9978647,1.5,1,0.002351097,1.0,18.0
ml_pca_ae_isolation,42,33530,800836,15585,B6,2098.5,novel_delayed_peak,7.8477836,7.16245,0.35572907,0.022784999,0.04138512,0.51401883,17,0.5150062,3.5,1,0.31617823,1.0,18.0
ml_pca_ae_isolation,42,19405,786709,2456,B6,1072.0,novel_delayed_peak,14.071573,6.8767467,0.32257092,0.023165116,0.037329018,0.51243335,17,0.89503545,4.5,1,0.02891791,1.0,18.0
ml_pca_ae_isolation,42,2743,770044,3305,B6,1706.5,novel_early_pretrigger,449.7322,6.7974653,1.0747604,0.013494223,0.03986372,0.64535147,3,0.0,1641.0,1,0.2973923,-1.5080575,1.6083149
ml_pca_ae_isolation,42,10976,778278,10958,B8,1361.5,novel_early_pretrigger,369.9312,9.869636,1.0575383,0.021311171,0.058483176,0.67761505,2,0.0,1350.0,1,0.5196474,-1.7462357,1.5965925
ml_pca_ae_isolation,42,8693,775995,8850,B8,1004.5,novel_early_pretrigger,236.03532,8.49679,1.3130839,0.001859774,0.079815015,0.6761423,3,0.0,861.5,1,0.96217024,-1.8750622,1.6398052
ml_pca_ae_isolation,42,25079,792385,7717,B8,1077.0,novel_delayed_peak,16.518534,6.666336,0.34726286,0.02135711,0.03793886,0.51540315,17,0.99595135,2.5,1,0.0027855153,1.0,18.0
ml_pca_ae_isolation,42,32704,800010,14814,B8,1164.5,novel_delayed_peak,16.26741,6.531766,0.33755386,0.022005413,0.036165476,0.50555056,17,0.98584384,3.0,1,0.02876771,1.0,18.0
ml_pca_ae_isolation,42,11263,778565,11227,B8,1487.0,novel_delayed_peak,16.4607,6.4919114,0.3437359,0.02113144,0.036957026,0.5092384,17,0.9937783,3.5,1,0.0033624747,1.0,18.0
ml_pca_ae_isolation,42,28878,796184,11267,B8,1178.5,novel_delayed_peak,15.849345,6.445637,0.33860308,0.021240182,0.03676234,0.5041881,17,0.9683698,3.0,1,0.010606703,1.0,18.0
ml_pca_ae_isolation,42,18944,786247,2018,B8,1421.0,novel_delayed_peak,16.38718,5.938271,0.34652394,0.017921593,0.03677837,0.5063546,17,0.9904407,2.0,1,0.009852217,1.0,18.0
ml_pca_ae_isolation,42,22796,790100,5603,B8,1070.5,novel_early_pretrigger,241.16385,5.911295,1.1652267,0.0011754162,0.05270231,0.648451,3,0.0,880.5,1,0.980383,-1.6314806,1.6550326
ml_pca_ae_isolation,57,13084,370737,7086,B2,1184.5,dropout,325.7644,1734.4203,3.9178166,7.1052775,7.3285623,0.79935503,0,0.0,1180.5,1,0.9932461,-11.166315,18.0
ml_pca_ae_isolation,57,17697,375350,11414,B2,1515.5,novel_early_pretrigger,338.71664,1302.7415,3.682109,5.235647,5.693713,0.796925,2,0.0,1232.0,1,0.62586606,-3.8921149,2.0331764
ml_pca_ae_isolation,57,8776,366427,3062,B2,1696.0,novel_early_pretrigger,342.4013,904.62915,3.0225115,3.668742,3.8804522,0.7809279,2,0.0,1246.5,1,0.46992925,-3.2641509,1.9961492
ml_pca_ae_isolation,57,20872,378525,14338,B2,2190.5,novel_early_pretrigger,343.02045,508.20816,2.2588868,2.0429442,2.203529,0.7590411,2,0.0,1250.0,1,0.14129195,-2.3398767,0.11572194
ml_pca_ae_isolation,57,25166,382819,1914,B2,2239.0,novel_early_pretrigger,332.7028,475.91608,2.18414,1.9098579,2.0686615,0.7532502,2,0.0,1212.5,1,0.083072804,-2.2492185,0.1393528
ml_pca_ae_isolation,57,25150,382803,1899,B2,3803.5,baseline_excursion,947.40094,301.09073,1.7145498,0.85832554,1.9801317,0.7607722,3,0.0,3454.0,1,0.8162219,-2.98738,0.6225157
ml_pca_ae_isolation,57,1134,358785,12311,B2,2918.0,baseline_excursion,550.2177,300.95972,1.7766112,1.2195443,1.2781668,0.7200639,0,0.0,2005.0,1,0.37422892,-4.454078,18.0
ml_pca_ae_isolation,57,2766,360417,13853,B2,2572.5,baseline_excursion,610.10675,296.8662,2.0760357,0.33108032,2.9557393,0.7764785,7,0.0,2225.5,1,0.89970845,-0.80136055,18.0
ml_pca_ae_isolation,57,31186,388839,7477,B4,1182.5,novel_early_pretrigger,273.81903,40.751476,2.6035655,0.09535644,0.2790664,0.7894516,1,0.0,996.0,1,0.0,-4.265962,1.7258418
ml_pca_ae_isolation,57,3394,361045,14431,B4,1022.5,novel_early_pretrigger,34.942772,22.491861,1.9448727,0.02449079,0.19726947,0.75997937,0,0.0,84.5,1,0.0,-3.3422983,18.0
ml_pca_ae_isolation,57,11934,369587,6020,B4,1418.5,novel_early_pretrigger,307.31372,19.869507,1.7476757,0.02456362,0.16492064,0.7608833,2,0.0,1120.0,1,0.0,-2.8759253,1.4933928
ml_pca_ae_isolation,57,13528,371181,7503,B4,1039.5,novel_early_pretrigger,242.11748,15.57978,1.590774,0.049114197,0.065443814,0.7526036,2,0.0,882.5,1,0.041847043,-2.964406,1.5288385
ml_pca_ae_isolation,57,20519,378172,14006,B4,1081.0,novel_early_pretrigger,160.66258,15.452675,2.2983801,0.036905877,0.08628816,0.76496273,1,0.0,584.0,1,0.0,-4.0249767,4.2373805
ml_pca_ae_isolation,57,2908,360559,13980,B4,1055.5,novel_early_pretrigger,134.03603,12.474076,2.1187224,0.013239301,0.09727698,0.75409514,0,0.0,487.5,1,0.0,-3.666035,18.0
ml_pca_ae_isolation,57,58,357709,11280,B4,2504.0,baseline_excursion,607.46295,10.0883255,1.1500951,0.00611052,0.09550099,0.63723123,3,0.0,2216.0,1,0.0,-1.2208467,1.6298755
ml_pca_ae_isolation,57,25035,382688,1792,B4,1224.0,novel_early_pretrigger,319.9102,9.91935,1.4482816,0.015822165,0.06296925,0.7367313,2,0.0,1166.5,1,0.18218954,-2.6658497,1.5802829
ml_pca_ae_isolation,57,5518,363169,20,B6,1054.0,novel_early_pretrigger,148.9646,21.474613,2.1789906,0.031834412,0.17036961,0.7609551,0,0.0,542.0,1,0.0,-3.4297912,18.0
ml_pca_ae_isolation,57,14866,372519,8778,B6,1103.0,novel_delayed_peak,16.488604,8.115903,0.35230553,0.026633147,0.04245432,0.5407507,17,0.99474615,3.0,1,0.0036264732,1.0,18.0
ml_pca_ae_isolation,57,16121,373774,9946,B6,1014.0,novel_early_pretrigger,176.10484,7.9779572,1.8517877,0.01275775,0.047266897,0.7187269,0,0.0,642.0,1,0.0,-2.17357,18.0
ml_pca_ae_isolation,57,184,357835,11397,B6,1354.0,novel_delayed_peak,12.159757,7.490031,0.3183625,0.024832245,0.040018544,0.5259576,17,0.8148361,9.0,1,0.039881833,1.0,18.0
ml_pca_ae_isolation,57,21427,379080,14840,B6,1465.0,novel_delayed_peak,15.01246,7.146989,0.3320031,0.023903094,0.03859893,0.517603,17,0.93299544,10.0,1,0.027303753,1.0,18.0
ml_pca_ae_isolation,57,4090,361741,15085,B6,2147.0,novel_delayed_peak,16.544996,6.5835624,0.5066203,0.02141318,0.037236672,0.5117667,17,0.9955788,4.5,1,0.004657662,1.0,18.0
ml_pca_ae_isolation,57,14194,371847,8147,B6,3437.0,novel_delayed_peak,16.652668,6.3985796,0.5817921,0.02047336,0.037244335,0.50798166,17,0.9987885,2.5,1,0.0011638056,1.0,18.0
ml_pca_ae_isolation,57,25706,383359,2434,B6,1306.0,novel_delayed_peak,15.495013,6.183464,0.3358991,0.01861943,0.038334295,0.507077,17,0.95355344,7.0,1,0.024502298,1.0,18.0
ml_pca_ae_isolation,57,14931,372584,8837,B8,1107.5,novel_early_pretrigger,35.14385,17.554516,1.9414551,0.019881902,0.14727464,0.74743587,0,0.0,127.5,1,0.0,-3.1471784,18.0
ml_pca_ae_isolation,57,16756,374409,10534,B8,1822.5,novel_early_pretrigger,423.5569,14.412978,1.5590061,0.010496695,0.13009888,0.7218152,2,0.0,1544.5,1,0.0,-2.084225,1.5280026
ml_pca_ae_isolation,57,9568,367219,3838,B8,1179.0,novel_delayed_peak,16.487902,7.623555,0.36613396,0.023993546,0.042311665,0.5344189,17,0.9946564,3.5,1,0.0050890585,1.0,18.0
ml_pca_ae_isolation,57,18556,376209,12209,B8,1642.0,novel_delayed_peak,16.525755,6.8806887,0.51452047,0.02247354,0.03795669,0.5190958,17,0.9945918,5.0,1,0.0042630937,1.0,18.0
ml_pca_ae_isolation,57,23009,380662,16298,B8,1453.5,novel_delayed_peak,16.34677,6.3973193,0.34963134,0.019575333,0.037858285,0.5176966,17,0.98826814,9.5,1,0.012039904,1.0,18.0
ml_pca_ae_isolation,57,25706,383359,2434,B8,3242.0,novel_delayed_peak,16.658165,6.095021,0.5907714,0.019612052,0.035884395,0.50214547,17,0.9987478,1.5,1,0.0058605797,1.0,18.0
ml_pca_ae_isolation,57,30799,388452,7118,B8,2902.0,baseline_excursion,556.2949,5.9586377,0.63162524,0.009924714,0.047263995,0.5528146,3,0.07408623,2031.0,1,0.4831151,-0.47415575,18.0
ml_pca_ae_isolation,57,22363,380016,15691,B8,2187.0,novel_delayed_peak,16.485653,5.697418,0.4991021,0.01806103,0.03475411,0.49600965,17,0.9929972,6.0,1,0.021033378,1.0,18.0
ml_pca_ae_isolation,64,10651,623333,12783,B2,2780.5,unassigned_common,249.74588,261.70834,1.5153043,0.90252984,1.4135826,0.7448449,5,0.0,910.0,1,0.99496496,-4.4292393,1.7212088
ml_pca_ae_isolation,64,28899,641583,13408,B2,3374.0,baseline_excursion,642.77313,210.68924,1.4631491,0.8585309,0.8764225,0.73170584,1,0.0,2343.0,1,0.38885596,-3.8037937,1.71325
ml_pca_ae_isolation,64,27081,639764,11720,B2,3566.0,baseline_excursion,912.1272,187.20813,1.1010014,0.7527344,0.80127746,0.6815668,3,0.0,3327.5,1,0.8662367,-0.46943355,1.8903972
ml_pca_ae_isolation,64,13475,626157,15415,B2,4536.0,unassigned_common,215.58307,135.3481,1.2083372,0.4183595,0.81439185,0.7222212,5,0.008952689,787.0,1,0.80445325,-2.4113758,1.9404066
ml_pca_ae_isolation,64,20148,632831,5256,B2,1399.0,novel_delayed_peak,45.493732,98.55134,1.6223366,0.17275302,0.84167075,0.7366514,16,0.8829713,167.0,1,0.16654754,0.80128664,12.355088
ml_pca_ae_isolation,64,847,613529,3660,B2,5176.0,baseline_excursion,1145.2708,88.59017,0.78283274,0.3505062,0.38063657,0.6686243,3,0.0,4178.0,1,0.61437404,-0.16228747,2.1653666
ml_pca_ae_isolation,64,4382,617064,6950,B2,9458.0,unassigned_common,9.75911,69.52357,0.5997064,0.2640726,0.3183158,0.6480784,7,0.33484998,4.5,1,0.9139353,-0.7141045,18.0
ml_pca_ae_isolation,64,4750,617432,7292,B2,6117.5,unassigned_common,10.721973,68.94407,0.69452226,0.26596352,0.30637938,0.65803486,8,0.08686231,38.0,1,0.90306497,-0.07576624,18.0
ml_pca_ae_isolation,64,23352,636035,8252,B4,1099.0,novel_early_pretrigger,109.764404,37.494873,0.6425107,0.010067463,0.4193905,0.6708701,0,0.030048683,402.5,1,0.9854413,-1.0755233,18.0
ml_pca_ae_isolation,64,25687,638370,10415,B4,1166.5,unassigned_common,82.32628,36.74392,0.8439733,0.007960056,0.4140738,0.6729217,5,0.0,302.0,1,0.5910844,-1.5889413,9.012721
ml_pca_ae_isolation,64,3855,616537,6453,B4,1064.0,novel_early_pretrigger,207.38902,21.645967,2.035498,0.05080491,0.13337521,0.7787959,2,0.0,755.0,1,0.0,-3.5723684,2.98533
ml_pca_ae_isolation,64,33319,646003,1151,B4,1065.0,novel_early_pretrigger,217.12737,20.210896,1.809325,0.06184513,0.09532355,0.769581,2,0.0,791.0,1,0.0,-3.2234743,4.7463107
ml_pca_ae_isolation,64,23832,636515,8694,B4,1033.5,novel_early_pretrigger,218.41011,18.79411,1.8790419,0.05491564,0.09114341,0.77271146,2,0.0,795.5,1,0.0,-3.3870344,4.5273657
ml_pca_ae_isolation,64,32527,645211,408,B4,2643.5,unassigned_common,78.87599,14.033848,0.38944948,0.012081177,0.13741416,0.5916838,7,0.18267213,291.0,1,0.511254,-0.04747494,3.5630863
ml_pca_ae_isolation,64,21450,634133,6449,B4,1464.5,novel_early_pretrigger,390.37122,13.8860855,1.4217577,0.009897793,0.123973645,0.72911465,2,0.0,1423.5,1,0.07681803,-2.4100375,1.588479
ml_pca_ae_isolation,64,29695,642379,14160,B4,1105.0,novel_early_pretrigger,268.10794,12.576909,1.4882746,0.03395928,0.059347257,0.7432421,2,0.0,977.5,1,0.08778281,-2.7755656,1.547826
ml_pca_ae_isolation,64,19731,632414,4864,B6,1055.5,unassigned_common,79.401596,29.20208,1.1700327,0.06316677,0.20724878,0.731211,5,0.0,290.5,1,0.37565136,-2.3614402,9.437894
ml_pca_ae_isolation,64,7194,619876,9543,B6,1018.0,novel_early_pretrigger,235.86653,9.422871,1.2692039,0.0025898588,0.09050026,0.669454,3,0.0,861.0,1,0.8438114,-1.8251474,1.6446023
ml_pca_ae_isolation,64,15031,627714,506,B6,1123.5,novel_early_pretrigger,267.3627,7.4926896,1.1807303,0.0025484106,0.067986146,0.66051525,3,0.0,976.0,1,0.87004894,-1.682688,1.6356065
ml_pca_ae_isolation,64,26790,639473,11448,B6,1355.5,novel_early_pretrigger,352.51346,7.3737793,1.2327553,0.021522619,0.02730237,0.67946976,2,0.0,1286.0,1,0.3139063,-2.0955367,1.5783826
ml_pca_ae_isolation,64,11514,624196,13589,B6,1020.0,novel_early_pretrigger,218.49162,7.1264443,1.1059977,0.0012815224,0.0682426,0.6409119,3,0.0,798.0,1,0.65882355,-1.5509804,1.6770834
ml_pca_ae_isolation,64,28243,640927,12801,B6,2228.5,novel_delayed_peak,15.86025,7.024495,0.49801677,0.02332421,0.038574547,0.51461786,17,0.9671454,5.0,1,0.00875028,1.0,18.0
ml_pca_ae_isolation,64,24022,636705,8870,B6,1000.5,novel_early_pretrigger,121.04147,7.0149965,1.483384,0.0136549305,0.036875017,0.6915092,0,0.0,442.0,1,0.0,-1.6356821,18.0
ml_pca_ae_isolation,64,31628,644312,15948,B6,3080.5,novel_delayed_peak,15.645468,6.9130225,0.57180184,0.022919916,0.03801355,0.51449275,17,0.95726854,3.5,1,0.0092517445,1.0,18.0
ml_pca_ae_isolation,64,1483,614165,4253,B8,1017.0,novel_early_pretrigger,146.71175,7.9612155,1.787395,0.015990999,0.042010944,0.7078314,0,0.0,535.0,1,0.0,-2.045231,18.0
ml_pca_ae_isolation,64,10463,623145,12609,B8,1059.0,novel_delayed_peak,12.359705,7.5128436,0.3493548,0.02292524,0.042858463,0.5360025,17,0.8182447,36.0,1,0.1463645,1.0,18.0
ml_pca_ae_isolation,64,26345,639028,11033,B8,1018.0,novel_early_pretrigger,157.12816,7.4630203,1.7603766,0.017149094,0.033889618,0.7057739,0,0.0,573.0,1,0.0,-2.0599215,18.0
ml_pca_ae_isolation,64,6630,619312,9031,B8,1660.5,novel_delayed_peak,16.470104,7.0974565,0.51097554,0.023100981,0.039122254,0.52137285,17,0.9918655,7.5,1,0.006925625,1.0,18.0
ml_pca_ae_isolation,64,17750,630433,3029,B8,1593.0,novel_delayed_peak,16.399265,6.382488,0.51494443,0.019504758,0.037972137,0.5163333,17,0.9881423,11.5,1,0.010043942,1.0,18.0
ml_pca_ae_isolation,64,2499,615181,5190,B8,1578.5,novel_delayed_peak,14.482596,6.0132647,0.4877138,0.018913316,0.0363042,0.50165457,17,0.9100268,3.5,1,0.03262591,1.0,18.0
ml_pca_ae_isolation,64,29072,641756,13573,B8,2879.0,novel_delayed_peak,16.343687,5.9651,0.5893686,0.018827334,0.035850026,0.5019346,17,0.98579234,2.0,1,0.0069468566,1.0,18.0
ml_pca_ae_isolation,64,19750,632433,4880,B8,2375.0,novel_delayed_peak,16.627295,5.962558,0.49995837,0.018869143,0.03578694,0.5015054,17,0.9983272,0.5,1,0.004210526,1.0,18.0
ml_pca_ae_isolation,65,19060,667687,4618,B2,1114.5,novel_delayed_peak,31.421505,146.7924,1.8912318,0.2700089,1.243148,0.73009026,15,0.9799344,23.5,1,0.043517273,0.043517273,9.629099
ml_pca_ae_isolation,65,30810,679437,15540,B2,3617.5,unassigned_common,19.09835,137.14049,1.1767021,0.31867623,1.0318105,0.7144124,6,0.0,49.5,1,0.68956465,-0.23510712,2.294984
ml_pca_ae_isolation,65,35584,684211,3609,B2,4862.5,unassigned_common,112.89081,86.73276,0.9532509,0.31742147,0.4190809,0.69799334,5,0.0,413.0,1,0.73203087,-2.3402572,6.5441914
ml_pca_ae_isolation,65,36511,685138,4472,B2,1258.0,dropout,258.6485,73.70355,3.6508884,0.09362273,0.6831503,0.8127159,2,0.0,939.0,1,0.0,-5.2130365,1.3707457
ml_pca_ae_isolation,65,12960,661587,15308,B2,1100.5,dropout,182.47961,70.22383,3.534539,0.13371426,0.561819,0.8168504,2,0.0,661.5,1,0.0,-5.169014,1.536695
ml_pca_ae_isolation,65,22954,671581,8230,B2,1166.5,unassigned_common,80.54496,68.25269,2.1354103,0.19659841,0.41836414,0.7872785,4,0.0,293.0,1,0.28675526,-3.0377197,3.744053
ml_pca_ae_isolation,65,38184,686811,6019,B2,1100.5,novel_early_pretrigger,172.64476,67.32855,2.1236968,0.1046492,0.5880508,0.77411276,2,0.0,629.0,1,0.43207633,-2.5283961,1.1830018
ml_pca_ae_isolation,65,808,649435,4375,B2,1098.5,unassigned_common,218.96005,61.940678,1.7822449,0.11396597,0.5068686,0.7485154,7,0.0,798.5,1,0.8443332,-2.47929,1.1305003
ml_pca_ae_isolation,65,16965,665592,2675,B4,1467.0,novel_delayed_peak,377.09216,49.947147,0.7349254,0.088606514,0.41369814,0.7126178,15,0.41399023,1378.0,1,0.95432854,0.26244035,18.0
ml_pca_ae_isolation,65,4997,653624,7865,B4,1152.0,unassigned_common,274.8455,47.30912,0.7533002,0.04814983,0.4610933,0.7063828,13,0.4353897,1005.0,1,0.9644097,-0.21354167,18.0
ml_pca_ae_isolation,65,22251,670878,7580,B4,1580.5,unassigned_common,103.74338,26.772783,0.48856595,0.007352339,0.2984163,0.62778276,7,0.063155,381.0,1,0.8373932,-0.7886745,2.5218906
ml_pca_ae_isolation,65,30997,679624,15715,B4,1088.0,novel_early_pretrigger,47.14597,23.658619,1.7683705,0.035627913,0.19076593,0.7517468,0,0.0,171.5,1,0.06433824,-3.0919118,18.0
ml_pca_ae_isolation,65,20416,669043,5875,B4,1019.0,novel_early_pretrigger,73.96012,19.658546,2.1237745,0.029920544,0.15154546,0.76379204,0,0.0,268.5,1,0.0,-3.6270854,18.0
ml_pca_ae_isolation,65,2793,651420,6298,B4,1118.0,novel_early_pretrigger,162.55818,16.736147,2.5018997,0.033489756,0.108248085,0.76859426,1,0.0,590.5,1,0.0,-4.2781754,2.8730474
ml_pca_ae_isolation,65,9254,657881,11834,B4,1326.5,novel_early_pretrigger,45.112724,14.615624,1.5702183,0.025455333,0.10300384,0.72508174,0,0.0,164.5,1,0.0,-2.7150395,18.0
ml_pca_ae_isolation,65,10476,659103,12980,B4,1468.5,novel_early_pretrigger,392.4237,10.777605,1.1888617,0.009329971,0.08844128,0.71690124,2,0.0,1431.5,1,0.23663603,-2.114062,1.5896612
ml_pca_ae_isolation,65,6730,655357,9480,B6,1017.0,novel_early_pretrigger,272.38416,9.361223,1.5197437,0.011119199,0.06938425,0.7015584,2,0.0,993.5,1,0.6961652,-2.4169126,1.5905385
ml_pca_ae_isolation,65,20418,669045,5877,B6,1005.0,novel_early_pretrigger,257.6391,8.866924,1.4081978,0.0030947037,0.079335816,0.69862276,3,0.0,940.0,1,0.93930346,-2.1552238,1.6148572
ml_pca_ae_isolation,65,9233,657860,11814,B6,1694.0,novel_early_pretrigger,223.54836,8.834945,1.7584571,0.014141891,0.05586723,0.7117136,0,0.0,815.0,1,0.0,-2.4214876,18.0
ml_pca_ae_isolation,65,10691,659318,13213,B6,1377.0,novel_delayed_peak,15.030878,8.218378,0.3315192,0.027497353,0.04183504,0.5423667,17,0.93279564,15.0,1,0.019607844,1.0,18.0
ml_pca_ae_isolation,65,38011,686638,5863,B6,1075.5,novel_delayed_peak,15.755057,8.05476,0.33613285,0.026846107,0.04168283,0.5373552,17,0.96422184,7.5,1,0.015341702,1.0,18.0
ml_pca_ae_isolation,65,34166,682793,2283,B6,1060.0,novel_early_pretrigger,143.09253,7.86621,1.6749408,0.015726512,0.041595384,0.70583206,0,0.0,522.0,1,0.0,-1.9235849,18.0
ml_pca_ae_isolation,65,16198,664825,1918,B6,1373.5,novel_delayed_peak,16.076677,7.221862,0.33351997,0.023529273,0.03952189,0.5238572,17,0.9778633,6.0,1,0.007644703,1.0,18.0
ml_pca_ae_isolation,65,4399,653026,7305,B6,1203.5,novel_delayed_peak,15.955256,6.9495416,0.3306183,0.02308878,0.0379793,0.51580447,17,0.9731321,4.5,1,0.007893643,1.0,18.0
ml_pca_ae_isolation,65,37924,686551,5781,B8,2031.0,novel_delayed_peak,16.483643,7.6518965,0.5003634,0.025809344,0.03972451,0.52914256,17,0.99290437,3.5,1,0.0024618416,1.0,18.0
ml_pca_ae_isolation,65,8316,656943,10947,B8,1937.0,novel_delayed_peak,14.591163,6.4188104,0.4904899,0.021007774,0.03676227,0.5052716,17,0.91406876,1.5,1,0.019101704,1.0,18.0
ml_pca_ae_isolation,65,16280,664907,1997,B8,3303.0,pileup_or_long_tail,16.687902,6.2466373,0.5927534,0.02021308,0.036493048,0.50278735,17,0.9997474,0.5,1,0.00030275507,1.0,18.0
ml_pca_ae_isolation,65,34260,682887,2370,B8,1190.0,novel_delayed_peak,16.279366,5.671828,0.3544758,0.017686239,0.03535385,0.4944406,17,0.98614454,5.5,1,0.009243698,1.0,18.0
ml_pca_ae_isolation,65,11786,660413,14219,B8,4051.0,novel_delayed_peak,16.217337,5.3161383,0.54841274,0.015972909,0.034590166,0.49231094,17,0.98129576,3.0,1,0.02616638,1.0,18.0
ml_pca_ae_isolation,65,8970,657597,11566,B8,1184.5,novel_early_pretrigger,106.78816,5.05194,1.246341,0.013261496,0.018478306,0.64942807,0,0.0,390.5,1,0.0,-1.3376952,18.0
ml_pca_ae_isolation,65,34113,682740,2234,B8,2447.0,novel_delayed_peak,16.332043,4.9622426,0.50007737,0.014726799,0.033011165,0.48953536,17,0.9868879,5.5,1,0.061708216,1.0,18.0
ml_pca_ae_isolation,65,38343,686970,6168,B8,3743.5,novel_delayed_peak,16.475328,4.821844,0.5925725,0.013230327,0.034533188,0.48677042,17,0.99085826,11.0,1,0.08695071,1.0,18.0
