method,top_k,curated_precision,novel_precision,known_precision,physics_tail_only_rate,timing_tail_rate,timing_tail_enrichment,curated_enrichment,novel_enrichment,saturation_or_dropout_rate,duplicate_event_rate,max_run_stave_share,replicate
balanced_random,128,0.1640625,0.1484375,0.015625,0.0,0.0,0.0,1.934769102373887,2.13532931648166,0.0,0.015625,0.0625,0
balanced_random,128,0.1875,0.1796875,0.0078125,0.0,0.0,0.0,2.2111646884272997,2.584872330477799,0.0,0.03125,0.0625,1
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.03125,0.0625,2
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.015625,0.0625,3
balanced_random,128,0.1484375,0.1171875,0.03125,0.0,0.0,0.0,1.750505378338279,1.685786302485521,0.0,0.015625,0.0625,4
balanced_random,128,0.1796875,0.1796875,0.0,0.0,0.0,0.0,2.1190328264094953,2.584872330477799,0.0,0.015625,0.0625,5
balanced_random,128,0.1875,0.15625,0.03125,0.0,0.0,0.0,2.2111646884272997,2.247715069980695,0.0,0.0,0.0625,6
balanced_random,128,0.15625,0.1484375,0.0078125,0.0,0.0,0.0,1.842637240356083,2.13532931648166,0.0,0.03125,0.0625,7
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.015625,0.0625,8
balanced_random,128,0.1328125,0.1171875,0.015625,0.0,0.0,0.0,1.5662416543026705,1.685786302485521,0.0,0.015625,0.0625,9
balanced_random,128,0.1953125,0.15625,0.0390625,0.0,0.0,0.0,2.3032965504451037,2.247715069980695,0.0,0.0,0.0625,10
balanced_random,128,0.1875,0.1796875,0.0078125,0.0,0.0,0.0,2.2111646884272997,2.584872330477799,0.0,0.03125,0.0625,11
balanced_random,128,0.2265625,0.1953125,0.03125,0.0,0.0,0.0,2.67182399851632,2.8096438374758685,0.0,0.03125,0.0625,12
balanced_random,128,0.15625,0.1484375,0.0078125,0.0,0.0,0.0,1.842637240356083,2.13532931648166,0.0,0.0,0.0625,13
balanced_random,128,0.1484375,0.1328125,0.015625,0.0,0.0,0.0,1.750505378338279,1.9105578094835907,0.0,0.03125,0.0625,14
balanced_random,128,0.171875,0.15625,0.015625,0.0,0.0,0.0,2.0269009643916913,2.247715069980695,0.0,0.015625,0.0625,15
balanced_random,128,0.1875,0.171875,0.015625,0.0,0.0,0.0,2.2111646884272997,2.4724865769787643,0.0,0.0,0.0625,16
balanced_random,128,0.15625,0.1484375,0.0078125,0.0,0.0,0.0,1.842637240356083,2.13532931648166,0.0,0.015625,0.0625,17
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.0,0.0625,18
balanced_random,128,0.1328125,0.1328125,0.0,0.0,0.0,0.0,1.5662416543026705,1.9105578094835907,0.0,0.03125,0.0625,19
balanced_random,128,0.1875,0.15625,0.03125,0.0,0.0,0.0,2.2111646884272997,2.247715069980695,0.0,0.046875,0.0625,20
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.015625,0.0625,21
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.03125,0.0625,22
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.015625,0.0625,23
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.015625,0.0625,24
balanced_random,128,0.1796875,0.15625,0.0234375,0.0,0.0,0.0,2.1190328264094953,2.247715069980695,0.0,0.015625,0.0625,25
balanced_random,128,0.1875,0.1875,0.0,0.0,0.0,0.0,2.2111646884272997,2.6972580839768336,0.0,0.0,0.0625,26
balanced_random,128,0.2421875,0.21875,0.0234375,0.0,0.0,0.0,2.8560877225519286,3.146801097972973,0.0,0.0,0.0625,27
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.015625,0.0625,28
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0078125,0.015625,0.0625,29
balanced_random,128,0.15625,0.140625,0.015625,0.0,0.0,0.0,1.842637240356083,2.0229435629826256,0.0,0.015625,0.0625,30
balanced_random,128,0.171875,0.1484375,0.0234375,0.0,0.0,0.0,2.0269009643916913,2.13532931648166,0.0,0.0,0.0625,31
balanced_random,128,0.2109375,0.203125,0.0078125,0.0,0.0,0.0,2.487560274480712,2.9220295909749034,0.0,0.015625,0.0625,32
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.015625,0.0625,33
balanced_random,128,0.21875,0.2109375,0.0078125,0.0,0.0,0.0,2.579692136498516,3.034415344473938,0.0,0.0,0.0625,34
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.015625,0.0625,35
balanced_random,128,0.1328125,0.125,0.0078125,0.0,0.0,0.0,1.5662416543026705,1.798172055984556,0.0,0.03125,0.0625,36
balanced_random,128,0.203125,0.171875,0.03125,0.0,0.0,0.0,2.3954284124629077,2.4724865769787643,0.0,0.0,0.0625,37
balanced_random,128,0.1640625,0.140625,0.0234375,0.0,0.0,0.0,1.934769102373887,2.0229435629826256,0.0,0.03125,0.0625,38
balanced_random,128,0.15625,0.15625,0.0,0.0,0.0,0.0,1.842637240356083,2.247715069980695,0.0,0.0,0.0625,39
balanced_random,128,0.203125,0.1953125,0.0078125,0.0,0.0,0.0,2.3954284124629077,2.8096438374758685,0.0,0.015625,0.0625,40
balanced_random,128,0.2265625,0.203125,0.0234375,0.0,0.0,0.0,2.67182399851632,2.9220295909749034,0.0078125,0.015625,0.0625,41
