method,top_k,curated_precision,novel_precision,known_precision,physics_tail_only_rate,timing_tail_rate,timing_tail_enrichment,curated_enrichment,novel_enrichment,saturation_or_dropout_rate,duplicate_event_rate,max_run_stave_share,replicate
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.0,0.0625,42
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.015625,0.0625,43
balanced_random,128,0.1875,0.15625,0.03125,0.0,0.0,0.0,2.2111646884272997,2.247715069980695,0.0,0.03125,0.0625,44
balanced_random,128,0.1640625,0.1484375,0.015625,0.0,0.0,0.0,1.934769102373887,2.13532931648166,0.0,0.03125,0.0625,45
balanced_random,128,0.2265625,0.2109375,0.015625,0.0,0.0,0.0,2.67182399851632,3.034415344473938,0.0,0.0,0.0625,46
balanced_random,128,0.1328125,0.109375,0.0234375,0.0,0.0,0.0,1.5662416543026705,1.5734005489864864,0.0,0.0,0.0625,47
balanced_random,128,0.1640625,0.1328125,0.03125,0.0,0.0,0.0,1.934769102373887,1.9105578094835907,0.0,0.015625,0.0625,48
balanced_random,128,0.21875,0.203125,0.015625,0.0,0.0,0.0,2.579692136498516,2.9220295909749034,0.0,0.0,0.0625,49
balanced_random,128,0.1796875,0.140625,0.0390625,0.0,0.0,0.0,2.1190328264094953,2.0229435629826256,0.0078125,0.03125,0.0625,50
balanced_random,128,0.21875,0.1953125,0.0234375,0.0,0.0,0.0,2.579692136498516,2.8096438374758685,0.0,0.0,0.0625,51
balanced_random,128,0.1953125,0.171875,0.0234375,0.0,0.0,0.0,2.3032965504451037,2.4724865769787643,0.0,0.0,0.0625,52
balanced_random,128,0.2109375,0.1875,0.0234375,0.0,0.0,0.0,2.487560274480712,2.6972580839768336,0.0,0.015625,0.0625,53
balanced_random,128,0.203125,0.1875,0.015625,0.0,0.0,0.0,2.3954284124629077,2.6972580839768336,0.0,0.03125,0.0625,54
balanced_random,128,0.1796875,0.1796875,0.0,0.0,0.0,0.0,2.1190328264094953,2.584872330477799,0.0,0.0,0.0625,55
balanced_random,128,0.21875,0.2109375,0.0078125,0.0,0.0,0.0,2.579692136498516,3.034415344473938,0.0,0.0,0.0625,56
balanced_random,128,0.140625,0.1328125,0.0078125,0.0,0.0,0.0,1.6583735163204747,1.9105578094835907,0.0,0.015625,0.0625,57
balanced_random,128,0.25,0.2421875,0.0078125,0.0,0.0,0.0,2.9482195845697325,3.483958358470077,0.0,0.03125,0.0625,58
balanced_random,128,0.203125,0.15625,0.046875,0.0,0.0,0.0,2.3954284124629077,2.247715069980695,0.0,0.015625,0.0625,59
balanced_random,128,0.1640625,0.1640625,0.0,0.0,0.0,0.0,1.934769102373887,2.3601008234797294,0.0,0.0,0.0625,60
balanced_random,128,0.1953125,0.1875,0.0078125,0.0,0.0,0.0,2.3032965504451037,2.6972580839768336,0.0,0.0,0.0625,61
balanced_random,128,0.171875,0.1484375,0.0234375,0.0,0.0,0.0,2.0269009643916913,2.13532931648166,0.0,0.015625,0.0625,62
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.0,0.0625,63
balanced_random,128,0.15625,0.140625,0.015625,0.0,0.0,0.0,1.842637240356083,2.0229435629826256,0.0,0.015625,0.0625,64
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0,0.015625,0.0625,65
balanced_random,128,0.15625,0.1328125,0.0234375,0.0,0.0,0.0,1.842637240356083,1.9105578094835907,0.0,0.078125,0.0625,66
balanced_random,128,0.234375,0.2265625,0.0078125,0.0,0.0,0.0,2.7639558605341246,3.2591868514720077,0.0,0.015625,0.0625,67
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.015625,0.0625,68
balanced_random,128,0.2265625,0.203125,0.0234375,0.0,0.0,0.0,2.67182399851632,2.9220295909749034,0.0,0.046875,0.0625,69
balanced_random,128,0.2265625,0.1875,0.0390625,0.0,0.0,0.0,2.67182399851632,2.6972580839768336,0.0,0.015625,0.0625,70
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.015625,0.0625,71
balanced_random,128,0.125,0.1171875,0.0078125,0.0,0.0,0.0,1.4741097922848663,1.685786302485521,0.0,0.015625,0.0625,72
balanced_random,128,0.1484375,0.140625,0.0078125,0.0,0.0,0.0,1.750505378338279,2.0229435629826256,0.0,0.03125,0.0625,73
balanced_random,128,0.28125,0.265625,0.015625,0.0,0.0,0.0,3.3167470326409494,3.8211156189671813,0.0,0.03125,0.0625,74
balanced_random,128,0.1484375,0.1484375,0.0,0.0,0.0,0.0,1.750505378338279,2.13532931648166,0.0,0.0,0.0625,75
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.03125,0.0625,76
balanced_random,128,0.1953125,0.171875,0.0234375,0.0,0.0,0.0,2.3032965504451037,2.4724865769787643,0.0,0.0,0.0625,77
balanced_random,128,0.203125,0.1875,0.015625,0.0,0.0,0.0,2.3954284124629077,2.6972580839768336,0.0,0.046875,0.0625,78
balanced_random,128,0.2421875,0.203125,0.0390625,0.0,0.0,0.0,2.8560877225519286,2.9220295909749034,0.0,0.0,0.0625,79
balanced_random,128,0.2109375,0.1875,0.0234375,0.0,0.0,0.0,2.487560274480712,2.6972580839768336,0.0,0.0,0.0625,80
balanced_random,128,0.140625,0.1171875,0.0234375,0.0,0.0,0.0,1.6583735163204747,1.685786302485521,0.0,0.03125,0.0625,81
balanced_random,128,0.1875,0.1796875,0.0078125,0.0,0.0,0.0,2.2111646884272997,2.584872330477799,0.0,0.0,0.0625,82
balanced_random,128,0.21875,0.1953125,0.0234375,0.0,0.0,0.0,2.579692136498516,2.8096438374758685,0.0,0.0,0.0625,83
balanced_random,128,0.1875,0.1640625,0.0234375,0.0,0.0,0.0,2.2111646884272997,2.3601008234797294,0.0,0.0,0.0625,84
balanced_random,128,0.1484375,0.140625,0.0078125,0.0,0.0,0.0,1.750505378338279,2.0229435629826256,0.0,0.046875,0.0625,85
balanced_random,128,0.125,0.125,0.0,0.0,0.0,0.0,1.4741097922848663,1.798172055984556,0.0,0.015625,0.0625,86
balanced_random,128,0.1953125,0.1640625,0.03125,0.0,0.0,0.0,2.3032965504451037,2.3601008234797294,0.0,0.0,0.0625,87
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0,0.0,0.0625,88
balanced_random,128,0.203125,0.171875,0.03125,0.0,0.0,0.0,2.3954284124629077,2.4724865769787643,0.0,0.0,0.0625,89
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.046875,0.0625,90
balanced_random,128,0.15625,0.15625,0.0,0.0,0.0,0.0,1.842637240356083,2.247715069980695,0.0,0.0,0.0625,91
balanced_random,128,0.1875,0.171875,0.015625,0.0,0.0,0.0,2.2111646884272997,2.4724865769787643,0.0,0.0,0.0625,92
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0,0.03125,0.0625,93
balanced_random,128,0.21875,0.171875,0.046875,0.0,0.0,0.0,2.579692136498516,2.4724865769787643,0.0,0.0,0.0625,94
balanced_random,128,0.21875,0.1875,0.03125,0.0,0.0,0.0,2.579692136498516,2.6972580839768336,0.0078125,0.015625,0.0625,95
balanced_random,128,0.171875,0.140625,0.03125,0.0,0.0,0.0,2.0269009643916913,2.0229435629826256,0.0,0.0625,0.0625,96
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.0,0.0625,97
balanced_random,128,0.1484375,0.125,0.0234375,0.0,0.0,0.0,1.750505378338279,1.798172055984556,0.0,0.0,0.0625,98
balanced_random,128,0.09375,0.0703125,0.0234375,0.0,0.0,0.0,1.1055823442136499,1.0114717814913128,0.0078125,0.015625,0.0625,99
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.03125,0.0625,100
balanced_random,128,0.171875,0.1484375,0.0234375,0.0,0.0,0.0,2.0269009643916913,2.13532931648166,0.0,0.0,0.0625,101
balanced_random,128,0.15625,0.1484375,0.0078125,0.0,0.0,0.0,1.842637240356083,2.13532931648166,0.0,0.03125,0.0625,102
balanced_random,128,0.1484375,0.125,0.0234375,0.0,0.0,0.0,1.750505378338279,1.798172055984556,0.0,0.03125,0.0625,103
balanced_random,128,0.1953125,0.1953125,0.0,0.0,0.0,0.0,2.3032965504451037,2.8096438374758685,0.0,0.0,0.0625,104
balanced_random,128,0.15625,0.140625,0.015625,0.0,0.0,0.0,1.842637240356083,2.0229435629826256,0.0,0.03125,0.0625,105
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0078125,0.0,0.0625,106
balanced_random,128,0.1953125,0.1640625,0.03125,0.0,0.0,0.0,2.3032965504451037,2.3601008234797294,0.0,0.0,0.0625,107
balanced_random,128,0.1796875,0.15625,0.0234375,0.0,0.0,0.0,2.1190328264094953,2.247715069980695,0.0,0.0,0.0625,108
balanced_random,128,0.15625,0.1328125,0.0234375,0.0,0.0,0.0,1.842637240356083,1.9105578094835907,0.0,0.0,0.0625,109
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0,0.015625,0.0625,110
balanced_random,128,0.1328125,0.1328125,0.0,0.0,0.0,0.0,1.5662416543026705,1.9105578094835907,0.0,0.0,0.0625,111
balanced_random,128,0.1796875,0.15625,0.0234375,0.0,0.0,0.0,2.1190328264094953,2.247715069980695,0.0078125,0.015625,0.0625,112
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.0,0.0625,113
balanced_random,128,0.203125,0.1875,0.015625,0.0,0.0,0.0,2.3954284124629077,2.6972580839768336,0.0,0.015625,0.0625,114
balanced_random,128,0.1875,0.171875,0.015625,0.0,0.0,0.0,2.2111646884272997,2.4724865769787643,0.0,0.03125,0.0625,115
balanced_random,128,0.140625,0.125,0.015625,0.0,0.0,0.0,1.6583735163204747,1.798172055984556,0.0078125,0.0,0.0625,116
balanced_random,128,0.2578125,0.2421875,0.015625,0.0,0.0,0.0,3.040351446587537,3.483958358470077,0.0078125,0.015625,0.0625,117
balanced_random,128,0.140625,0.140625,0.0,0.0,0.0,0.0,1.6583735163204747,2.0229435629826256,0.0,0.0,0.0625,118
balanced_random,128,0.1875,0.1875,0.0,0.0,0.0,0.0,2.2111646884272997,2.6972580839768336,0.0,0.015625,0.0625,119
balanced_random,128,0.171875,0.1484375,0.0234375,0.0,0.0,0.0,2.0269009643916913,2.13532931648166,0.0,0.03125,0.0625,120
balanced_random,128,0.1640625,0.1484375,0.015625,0.0,0.0,0.0,1.934769102373887,2.13532931648166,0.0,0.0,0.0625,121
balanced_random,128,0.171875,0.171875,0.0,0.0,0.0,0.0,2.0269009643916913,2.4724865769787643,0.0,0.015625,0.0625,122
balanced_random,128,0.1328125,0.125,0.0078125,0.0,0.0,0.0,1.5662416543026705,1.798172055984556,0.0,0.03125,0.0625,123
balanced_random,128,0.15625,0.1484375,0.0078125,0.0,0.0,0.0,1.842637240356083,2.13532931648166,0.0,0.0,0.0625,124
balanced_random,128,0.1484375,0.140625,0.0078125,0.0,0.0,0.0,1.750505378338279,2.0229435629826256,0.0,0.015625,0.0625,125
balanced_random,128,0.1484375,0.1484375,0.0,0.0,0.0,0.0,1.750505378338279,2.13532931648166,0.0,0.0,0.0625,126
balanced_random,128,0.1484375,0.1328125,0.015625,0.0,0.0,0.0,1.750505378338279,1.9105578094835907,0.0,0.0,0.0625,127
balanced_random,128,0.203125,0.1796875,0.0234375,0.0,0.0,0.0,2.3954284124629077,2.584872330477799,0.0,0.015625,0.0625,128
balanced_random,128,0.1796875,0.1484375,0.03125,0.0,0.0,0.0,2.1190328264094953,2.13532931648166,0.0,0.0,0.0625,129
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.046875,0.0625,130
balanced_random,128,0.2109375,0.1953125,0.015625,0.0,0.0,0.0,2.487560274480712,2.8096438374758685,0.0,0.015625,0.0625,131
balanced_random,128,0.1953125,0.1875,0.0078125,0.0,0.0,0.0,2.3032965504451037,2.6972580839768336,0.0,0.0,0.0625,132
balanced_random,128,0.1015625,0.1015625,0.0,0.0,0.0,0.0,1.1977142062314539,1.4610147954874517,0.0,0.0,0.0625,133
balanced_random,128,0.171875,0.15625,0.015625,0.0,0.0,0.0,2.0269009643916913,2.247715069980695,0.0,0.015625,0.0625,134
balanced_random,128,0.234375,0.2109375,0.0234375,0.0,0.0,0.0,2.7639558605341246,3.034415344473938,0.0,0.03125,0.0625,135
balanced_random,128,0.2265625,0.2109375,0.0234375,0.0,0.0,0.0,2.67182399851632,3.034415344473938,0.0,0.03125,0.0625,136
balanced_random,128,0.203125,0.1875,0.015625,0.0,0.0,0.0,2.3954284124629077,2.6972580839768336,0.0,0.0,0.0625,137
balanced_random,128,0.1875,0.1796875,0.0078125,0.0,0.0,0.0,2.2111646884272997,2.584872330477799,0.0,0.0,0.0625,138
balanced_random,128,0.203125,0.1953125,0.0078125,0.0,0.0,0.0,2.3954284124629077,2.8096438374758685,0.0,0.0,0.0625,139
balanced_random,128,0.171875,0.171875,0.0,0.0,0.0,0.0,2.0269009643916913,2.4724865769787643,0.0,0.03125,0.0625,140
balanced_random,128,0.2109375,0.1953125,0.015625,0.0,0.0,0.0,2.487560274480712,2.8096438374758685,0.0078125,0.046875,0.0625,141
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.015625,0.0625,142
balanced_random,128,0.265625,0.2578125,0.0078125,0.0,0.0,0.0,3.132483308605341,3.7087298654681464,0.0,0.015625,0.0625,143
balanced_random,128,0.125,0.109375,0.015625,0.0,0.0,0.0,1.4741097922848663,1.5734005489864864,0.0,0.03125,0.0625,144
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.03125,0.0625,145
balanced_random,128,0.171875,0.1640625,0.0078125,0.0,0.0,0.0,2.0269009643916913,2.3601008234797294,0.0,0.015625,0.0625,146
balanced_random,128,0.125,0.125,0.0,0.0,0.0,0.0,1.4741097922848663,1.798172055984556,0.0,0.0,0.0625,147
balanced_random,128,0.109375,0.109375,0.0,0.0,0.0,0.0,1.289846068249258,1.5734005489864864,0.0,0.015625,0.0625,148
balanced_random,128,0.15625,0.125,0.03125,0.0,0.0,0.0,1.842637240356083,1.798172055984556,0.0,0.03125,0.0625,149
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.0,0.0625,150
balanced_random,128,0.1640625,0.1328125,0.03125,0.0,0.0,0.0,1.934769102373887,1.9105578094835907,0.0,0.03125,0.0625,151
balanced_random,128,0.1796875,0.1796875,0.0,0.0,0.0,0.0,2.1190328264094953,2.584872330477799,0.0,0.015625,0.0625,152
balanced_random,128,0.1953125,0.1875,0.0078125,0.0,0.0,0.0,2.3032965504451037,2.6972580839768336,0.0,0.0,0.0625,153
balanced_random,128,0.2421875,0.1953125,0.046875,0.0,0.0,0.0,2.8560877225519286,2.8096438374758685,0.015625,0.0,0.0625,154
balanced_random,128,0.1640625,0.1484375,0.015625,0.0,0.0,0.0,1.934769102373887,2.13532931648166,0.0,0.015625,0.0625,155
balanced_random,128,0.171875,0.15625,0.015625,0.0,0.0,0.0,2.0269009643916913,2.247715069980695,0.0,0.046875,0.0625,156
balanced_random,128,0.125,0.1171875,0.0078125,0.0,0.0,0.0,1.4741097922848663,1.685786302485521,0.0,0.0,0.0625,157
balanced_random,128,0.1171875,0.109375,0.0078125,0.0,0.0,0.0,1.3819779302670623,1.5734005489864864,0.0,0.0625,0.0625,158
balanced_random,128,0.1875,0.1796875,0.0078125,0.0,0.0,0.0,2.2111646884272997,2.584872330477799,0.0,0.015625,0.0625,159
balanced_random,128,0.15625,0.15625,0.0,0.0,0.0,0.0,1.842637240356083,2.247715069980695,0.0,0.015625,0.0625,160
balanced_random,128,0.2109375,0.1953125,0.015625,0.0,0.0,0.0,2.487560274480712,2.8096438374758685,0.0,0.03125,0.0625,161
balanced_random,128,0.2265625,0.2109375,0.015625,0.0,0.0,0.0,2.67182399851632,3.034415344473938,0.0,0.046875,0.0625,162
balanced_random,128,0.1328125,0.125,0.0078125,0.0,0.0,0.0,1.5662416543026705,1.798172055984556,0.0,0.015625,0.0625,163
balanced_random,128,0.15625,0.1328125,0.0234375,0.0,0.0,0.0,1.842637240356083,1.9105578094835907,0.0,0.03125,0.0625,164
balanced_random,128,0.21875,0.1953125,0.0234375,0.0,0.0,0.0,2.579692136498516,2.8096438374758685,0.0,0.03125,0.0625,165
balanced_random,128,0.2109375,0.1953125,0.015625,0.0,0.0,0.0,2.487560274480712,2.8096438374758685,0.0,0.015625,0.0625,166
balanced_random,128,0.234375,0.234375,0.0,0.0,0.0,0.0,2.7639558605341246,3.371572604971042,0.0,0.046875,0.0625,167
balanced_random,128,0.2109375,0.203125,0.0078125,0.0,0.0,0.0,2.487560274480712,2.9220295909749034,0.0,0.015625,0.0625,168
balanced_random,128,0.21875,0.1875,0.03125,0.0,0.0,0.0,2.579692136498516,2.6972580839768336,0.0,0.0,0.0625,169
balanced_random,128,0.1796875,0.1796875,0.0,0.0,0.0,0.0,2.1190328264094953,2.584872330477799,0.0,0.03125,0.0625,170
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.0,0.0625,171
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0,0.015625,0.0625,172
balanced_random,128,0.1875,0.1875,0.0,0.0,0.0,0.0,2.2111646884272997,2.6972580839768336,0.0,0.03125,0.0625,173
balanced_random,128,0.234375,0.21875,0.015625,0.0,0.0,0.0,2.7639558605341246,3.146801097972973,0.0,0.015625,0.0625,174
balanced_random,128,0.1171875,0.109375,0.0078125,0.0,0.0,0.0,1.3819779302670623,1.5734005489864864,0.0,0.0,0.0625,175
balanced_random,128,0.2109375,0.171875,0.0390625,0.0,0.0,0.0,2.487560274480712,2.4724865769787643,0.0,0.0625,0.0625,176
balanced_random,128,0.1484375,0.125,0.0234375,0.0,0.0,0.0,1.750505378338279,1.798172055984556,0.0,0.03125,0.0625,177
balanced_random,128,0.1640625,0.1484375,0.015625,0.0,0.0,0.0,1.934769102373887,2.13532931648166,0.0,0.0,0.0625,178
balanced_random,128,0.140625,0.1171875,0.0234375,0.0,0.0,0.0,1.6583735163204747,1.685786302485521,0.0,0.03125,0.0625,179
balanced_random,128,0.15625,0.1328125,0.0234375,0.0,0.0,0.0,1.842637240356083,1.9105578094835907,0.0,0.0,0.0625,180
balanced_random,128,0.140625,0.125,0.015625,0.0,0.0,0.0,1.6583735163204747,1.798172055984556,0.0,0.015625,0.0625,181
balanced_random,128,0.1328125,0.1171875,0.015625,0.0,0.0,0.0,1.5662416543026705,1.685786302485521,0.0,0.046875,0.0625,182
balanced_random,128,0.140625,0.125,0.015625,0.0,0.0,0.0,1.6583735163204747,1.798172055984556,0.0,0.015625,0.0625,183
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.03125,0.0625,184
balanced_random,128,0.2109375,0.1875,0.0234375,0.0,0.0,0.0,2.487560274480712,2.6972580839768336,0.0,0.0,0.0625,185
balanced_random,128,0.1875,0.1640625,0.0234375,0.0,0.0,0.0,2.2111646884272997,2.3601008234797294,0.0,0.046875,0.0625,186
balanced_random,128,0.1953125,0.1796875,0.015625,0.0,0.0,0.0,2.3032965504451037,2.584872330477799,0.0078125,0.03125,0.0625,187
balanced_random,128,0.2109375,0.1640625,0.046875,0.0,0.0,0.0,2.487560274480712,2.3601008234797294,0.0,0.0625,0.0625,188
balanced_random,128,0.2265625,0.1875,0.0390625,0.0,0.0,0.0,2.67182399851632,2.6972580839768336,0.0,0.015625,0.0625,189
balanced_random,128,0.203125,0.1796875,0.0234375,0.0,0.0,0.0,2.3954284124629077,2.584872330477799,0.0078125,0.03125,0.0625,190
balanced_random,128,0.171875,0.15625,0.015625,0.0,0.0,0.0,2.0269009643916913,2.247715069980695,0.0,0.0,0.0625,191
balanced_random,128,0.15625,0.15625,0.0,0.0,0.0,0.0,1.842637240356083,2.247715069980695,0.0,0.015625,0.0625,192
balanced_random,128,0.21875,0.2109375,0.0078125,0.0,0.0,0.0,2.579692136498516,3.034415344473938,0.0,0.0,0.0625,193
balanced_random,128,0.1796875,0.171875,0.0078125,0.0,0.0,0.0,2.1190328264094953,2.4724865769787643,0.0,0.0,0.0625,194
balanced_random,128,0.2109375,0.1953125,0.015625,0.0,0.0,0.0,2.487560274480712,2.8096438374758685,0.0,0.0,0.0625,195
balanced_random,128,0.1640625,0.15625,0.0078125,0.0,0.0,0.0,1.934769102373887,2.247715069980695,0.0,0.015625,0.0625,196
balanced_random,128,0.1796875,0.1640625,0.015625,0.0,0.0,0.0,2.1190328264094953,2.3601008234797294,0.0,0.03125,0.0625,197
balanced_random,128,0.15625,0.1328125,0.0234375,0.0,0.0,0.0,1.842637240356083,1.9105578094835907,0.0,0.015625,0.0625,198
