method,metric,ci_low,ci_high
traditional_robust_template,curated_precision,0.8515625,0.9453125
traditional_robust_template,novel_precision,0.5078125,0.625
traditional_robust_template,physics_tail_only_rate,0.0,0.0
traditional_robust_template,timing_tail_enrichment,0.0,0.0
traditional_robust_template,curated_enrichment,9.197017815012234,11.928876917642308
traditional_robust_template,novel_enrichment,6.691770926840216,9.399274553571429
traditional_robust_template,duplicate_event_rate,0.0,0.046875
ml_pca_ae_isolation,curated_precision,0.796875,0.96875
ml_pca_ae_isolation,novel_precision,0.703125,0.828125
ml_pca_ae_isolation,physics_tail_only_rate,0.0,0.0
ml_pca_ae_isolation,timing_tail_enrichment,0.0,0.0
ml_pca_ae_isolation,curated_enrichment,9.910031030101642,10.993837246192893
ml_pca_ae_isolation,novel_enrichment,9.998397203183085,12.127639450393355
ml_pca_ae_isolation,duplicate_event_rate,0.0,0.09375
balanced_random,curated_precision,0.12480468750000001,0.2421875
balanced_random,novel_precision,0.109375,0.22675781250000004
balanced_random,physics_tail_only_rate,0.0,0.0
balanced_random,timing_tail_enrichment,0.0,0.0
balanced_random,curated_enrichment,1.4718064957344212,2.8560877225519286
balanced_random,novel_enrichment,1.5734005489864864,3.261996495309484
balanced_random,duplicate_event_rate,0.0,0.04726562500000009
