abstention_budget,method,method_label,n,n_events,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,calibration_loss,mean_sigma_hat_ns,accepted_fraction,bootstrap_replicates,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,pull_width68_ci_low,pull_width68_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,calibration_loss_ci_low,calibration_loss_ci_high,accepted_fraction_ci_low,accepted_fraction_ci_high
0.0,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,11460,3820,7,1.503985568351275,2.415318800709231,0.015270506108202443,0.8518230488786807,0.6913612565445026,0.9672774869109948,0.05804206747993893,2.004688878218463,1.0,400,0.627358663136053,0.7510530572900975,0.9632598279933502,0.9720360710930601,0.7874369794706688,0.9124518209031772,1.3753955703358565,1.654917250592025,0.01037944529521865,0.02125661143103109,0.04002243623184813,0.09835277857001068,1.0,1.0
0.0,cnn1d,1D-CNN residual scale model,11460,3820,7,1.510096991761467,2.420418697948264,0.01780104712041885,0.8436376640500012,0.6884816753926701,0.9641361256544503,0.058763548286706414,2.022803112476816,1.0,400,0.5757488959951272,0.785783712882391,0.9511868525972139,0.9746745140003567,0.7557683329277263,0.9499244746085419,1.3854770298074421,1.7009574255496152,0.012649701568946124,0.02502614867656849,0.04804750291877955,0.12428095487213096,1.0,1.0
0.0,mlp,MLP residual scale model,11460,3820,7,1.6447738012513375,2.424531198736336,0.02155322862129145,0.8061543971623716,0.6822862129144852,0.9472076788830716,0.06568040105902388,2.2031721806753017,1.0,400,0.6131069594859414,0.751451012529404,0.9297661454814776,0.9629239086282595,0.7182956724932816,0.9046922997551399,1.5415454118211225,1.7892209981799543,0.015318617129131377,0.029090907718223157,0.06087139953437433,0.11977832437385535,1.0,1.0
0.0,gradient_boosted_trees,HistGradientBoosting residual scale model,11460,3820,7,1.5542951071875146,2.315559803391101,0.02111692844677138,0.8127639207608437,0.6849912739965096,0.9369982547993019,0.06751320209978799,2.057779648081798,1.0,400,0.5789901678125231,0.7734442224422386,0.8930822536447864,0.9690362499855152,0.6756290243278108,1.0021501879884622,1.412764315005451,1.7687700050135977,0.013538944871381946,0.03079328777512449,0.05317893087330744,0.14489655191551645,1.0,1.0
0.0,ridge,Ridge residual scale model,11460,3820,7,1.5731825855146495,2.546590152429355,0.027399650959860383,0.763898826620622,0.6772251308900523,0.9462478184991274,0.0817725720423994,2.145587241284206,1.0,400,0.5580705503261505,0.788926738686722,0.912889151968539,0.9735614938532903,0.6413377700208953,0.9005338586294922,1.4145280095528339,1.85077369148366,0.015416362614655142,0.04412600134409567,0.07670299591435514,0.16268516578083694,1.0,1.0
0.0,traditional,S02/S03/S04 atom robust-width baseline,11460,3820,7,1.5510917109777835,2.666988996928635,0.03368237347294939,1.2383015649072036,0.6489528795811519,0.8028795811518324,0.13971953210373975,2.721987247860203,1.0,400,0.5391444655599527,0.7308297291666317,0.7330516160300228,0.8506401137980085,1.0068405633755468,1.482979253253766,1.3783513083158956,1.9391856026346468,0.01622212619058014,0.062314362363789434,0.049485868862578046,0.2810829874951572,1.0,1.0
0.05,traditional,S02/S03/S04 atom robust-width baseline,10251,3812,7,1.6248907013442493,1.9432171105901646,0.027411959808799142,0.8697377548667764,0.7254901960784313,0.8872305140961857,0.07861081165948973,2.9700964185065044,0.8945026178010471,400,0.6043403062047197,0.811608453270383,0.8174510129504756,0.9328853018273691,0.6482723983297903,1.1464154901889378,1.4105227046585975,1.9974362974730537,0.009087284024786507,0.05674251874291966,0.03280632920234602,0.16906961935791165,0.8873510356768725,0.8987739315154512
0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,10790,3814,7,1.4652864157891152,1.7888777505400713,0.01056533827618165,0.7355577678254364,0.7275254865616312,0.9873030583873957,0.1155270949955302,2.089196494085365,0.9415357766143106,400,0.6387935969816599,0.8062171155974184,0.9762114746554675,0.9966860586202496,0.6314120445483515,0.8719587591306394,1.3662189330130947,1.5913471150685614,0.007594491398662242,0.013768958027237205,0.06583776191930248,0.1793993727706305,0.8990191138110415,0.9666165520420872
0.05,mlp,MLP residual scale model,10827,3815,7,1.5633234324145984,1.7252952379467894,0.010529232474369632,0.7231338775799703,0.7221760413780364,0.9935346818139835,0.11996245115834987,2.240102338177121,0.9447643979057592,400,0.6578184321325872,0.7858067299416537,0.9894332778188615,0.9973727284380757,0.6537100823688183,0.79497826380988,1.4741522371789009,1.6672495847972808,0.007054630252582502,0.01270961099069156,0.089736945608989,0.16503797096467795,0.9297097829030603,0.9608620709445942
0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,10635,3818,7,1.4565695427944492,1.8349520803600263,0.009873060648801129,0.7508049711985736,0.7449929478138223,1.0,0.12049949482608291,2.075514676799856,0.9280104712041884,400,0.6724539223911534,0.8095419552842741,1.0,1.0,0.7020162277484607,0.7964704517540485,1.3408972896649887,1.6194253419690616,0.005995754330967968,0.01415842792627853,0.08953700991463034,0.1557896924428471,0.9202303964036562,0.9368747517795959
0.05,cnn1d,1D-CNN residual scale model,10588,3816,7,1.470326523112714,1.8793981654879979,0.013505855685681904,0.737619217022787,0.7451832262939176,1.0,0.12495817237804356,2.099572782748156,0.9239092495636998,400,0.6492701540510959,0.8410175950460578,1.0,1.0,0.6744951341701895,0.7962971566388058,1.3542361585666371,1.637248826965345,0.009000289889346185,0.019066409551403558,0.09126204341370862,0.1765872532562725,0.9064215063601955,0.9389176227354052
0.05,ridge,Ridge residual scale model,10719,3811,7,1.4576471370229676,1.6205669283870727,0.008769474764436982,0.679310447712612,0.7240414217744192,0.9971079391734303,0.1363831403660792,2.173247896294763,0.9353403141361256,400,0.616635128833123,0.8183905009483353,0.9945333671185214,0.9991923005572969,0.5915172765031254,0.7561986139163829,1.3634629301942547,1.6492179306949564,0.005275692283958553,0.011641031430343814,0.10993505216543435,0.19855628930458344,0.8949739634734816,0.9637361254475584
