method,heldout_run,target_pair,charge_bin,n_cal_excluding_run_and_pair,scale68,fallback_global,abstention_budget,abstention_cutoff_abs_pull_train
ridge,60,B4-B8,"charge[1000,4000)",31,1.1859345879410352,False,0.0,inf
ridge,60,B4-B8,"charge[14000,24000)",3385,1.341070438283751,False,0.0,inf
ridge,60,B4-B8,"charge[24000,40000)",1430,1.4472269918778378,False,0.0,inf
ridge,60,B4-B8,"charge[4000,8000)",168,1.1473982325135659,False,0.0,inf
ridge,60,B4-B8,"charge[40000,80000)",11,1.3499010110919185,True,0.0,inf
ridge,60,B4-B8,"charge[8000,14000)",999,1.3087328268279057,False,0.0,inf
ridge,60,B4-B8,"charge[1000,4000)",31,1.1859345879410352,False,0.05,2.8186464364752153
ridge,60,B4-B8,"charge[14000,24000)",3385,1.341070438283751,False,0.05,2.8186464364752153
ridge,60,B4-B8,"charge[24000,40000)",1430,1.4472269918778378,False,0.05,2.8186464364752153
ridge,60,B4-B8,"charge[4000,8000)",168,1.1473982325135659,False,0.05,2.8186464364752153
ridge,60,B4-B8,"charge[40000,80000)",11,1.3499010110919185,True,0.05,2.8186464364752153
ridge,60,B4-B8,"charge[8000,14000)",999,1.3087328268279057,False,0.05,2.8186464364752153
ridge,60,B6-B8,"charge[1000,4000)",28,1.3499010110919185,True,0.0,inf
ridge,60,B6-B8,"charge[14000,24000)",3383,1.394470167098609,False,0.0,inf
ridge,60,B6-B8,"charge[24000,40000)",1391,1.477031257349642,False,0.0,inf
ridge,60,B6-B8,"charge[4000,8000)",187,1.2816866046959736,False,0.0,inf
ridge,60,B6-B8,"charge[40000,80000)",18,1.3499010110919185,True,0.0,inf
ridge,60,B6-B8,"charge[8000,14000)",1017,1.3261207563850679,False,0.0,inf
ridge,60,B6-B8,"charge[1000,4000)",28,1.3499010110919185,True,0.05,2.4457354931604707
ridge,60,B6-B8,"charge[14000,24000)",3383,1.394470167098609,False,0.05,2.4457354931604707
ridge,60,B6-B8,"charge[24000,40000)",1391,1.477031257349642,False,0.05,2.4457354931604707
ridge,60,B6-B8,"charge[4000,8000)",187,1.2816866046959736,False,0.05,2.4457354931604707
ridge,60,B6-B8,"charge[40000,80000)",18,1.3499010110919185,True,0.05,2.4457354931604707
ridge,60,B6-B8,"charge[8000,14000)",1017,1.3261207563850679,False,0.05,2.4457354931604707
ridge,61,B4-B6,"charge[1000,4000)",36,1.1898231497110028,False,0.0,inf
ridge,61,B4-B6,"charge[14000,24000)",2760,1.3208492378355001,False,0.0,inf
ridge,61,B4-B6,"charge[24000,40000)",2371,1.279374357083329,False,0.0,inf
ridge,61,B4-B6,"charge[4000,8000)",102,1.291907697914251,False,0.0,inf
ridge,61,B4-B6,"charge[8000,14000)",490,1.2840343161945345,False,0.0,inf
ridge,61,B4-B6,"charge[1000,4000)",36,1.1898231497110028,False,0.05,2.634849935718353
ridge,61,B4-B6,"charge[14000,24000)",2760,1.3208492378355001,False,0.05,2.634849935718353
ridge,61,B4-B6,"charge[24000,40000)",2371,1.279374357083329,False,0.05,2.634849935718353
ridge,61,B4-B6,"charge[4000,8000)",102,1.291907697914251,False,0.05,2.634849935718353
ridge,61,B4-B6,"charge[8000,14000)",490,1.2840343161945345,False,0.05,2.634849935718353
ridge,61,B4-B8,"charge[14000,24000)",3215,1.2096958963627096,False,0.0,inf
ridge,61,B4-B8,"charge[24000,40000)",1424,1.3421542116119503,False,0.0,inf
ridge,61,B4-B8,"charge[4000,8000)",152,1.0971724410058226,False,0.0,inf
ridge,61,B4-B8,"charge[40000,80000)",13,1.3499010110919185,True,0.0,inf
ridge,61,B4-B8,"charge[8000,14000)",929,1.285305767593264,False,0.0,inf
ridge,61,B4-B8,"charge[14000,24000)",3215,1.2096958963627096,False,0.05,2.597131430262859
ridge,61,B4-B8,"charge[24000,40000)",1424,1.3421542116119503,False,0.05,2.597131430262859
ridge,61,B4-B8,"charge[4000,8000)",152,1.0971724410058226,False,0.05,2.597131430262859
ridge,61,B4-B8,"charge[40000,80000)",13,1.3499010110919185,True,0.05,2.597131430262859
ridge,61,B4-B8,"charge[8000,14000)",929,1.285305767593264,False,0.05,2.597131430262859
ridge,61,B6-B8,"charge[14000,24000)",3175,1.2221451618814445,False,0.0,inf
ridge,61,B6-B8,"charge[24000,40000)",1427,1.1963017337127526,False,0.0,inf
ridge,61,B6-B8,"charge[4000,8000)",166,1.1777174759548825,False,0.0,inf
ridge,61,B6-B8,"charge[40000,80000)",18,1.3499010110919185,True,0.0,inf
ridge,61,B6-B8,"charge[8000,14000)",951,1.2925213826190929,False,0.0,inf
ridge,61,B6-B8,"charge[14000,24000)",3175,1.2221451618814445,False,0.05,1.944959084356795
ridge,61,B6-B8,"charge[24000,40000)",1427,1.1963017337127526,False,0.05,1.944959084356795
ridge,61,B6-B8,"charge[4000,8000)",166,1.1777174759548825,False,0.05,1.944959084356795
ridge,61,B6-B8,"charge[40000,80000)",18,1.3499010110919185,True,0.05,1.944959084356795
ridge,61,B6-B8,"charge[8000,14000)",951,1.2925213826190929,False,0.05,1.944959084356795
ridge,62,B4-B6,"charge[1000,4000)",31,1.2404470104739491,False,0.0,inf
ridge,62,B4-B6,"charge[14000,24000)",2800,1.458319722261936,False,0.0,inf
ridge,62,B4-B6,"charge[24000,40000)",2592,1.479084557097199,False,0.0,inf
ridge,62,B4-B6,"charge[4000,8000)",115,1.3341612679731587,False,0.0,inf
ridge,62,B4-B6,"charge[40000,80000)",15,1.3499010110919185,True,0.0,inf
ridge,62,B4-B6,"charge[8000,14000)",473,1.3353081884191955,False,0.0,inf
ridge,62,B4-B6,"charge[1000,4000)",31,1.2404470104739491,False,0.05,2.91449406676208
ridge,62,B4-B6,"charge[14000,24000)",2800,1.458319722261936,False,0.05,2.91449406676208
ridge,62,B4-B6,"charge[24000,40000)",2592,1.479084557097199,False,0.05,2.91449406676208
ridge,62,B4-B6,"charge[4000,8000)",115,1.3341612679731587,False,0.05,2.91449406676208
ridge,62,B4-B6,"charge[40000,80000)",15,1.3499010110919185,True,0.05,2.91449406676208
ridge,62,B4-B6,"charge[8000,14000)",473,1.3353081884191955,False,0.05,2.91449406676208
ridge,62,B4-B8,"charge[1000,4000)",38,1.1813322253325058,False,0.0,inf
ridge,62,B4-B8,"charge[14000,24000)",3295,1.3767695873902488,False,0.0,inf
ridge,62,B4-B8,"charge[24000,40000)",1612,1.4394158728474808,False,0.0,inf
ridge,62,B4-B8,"charge[4000,8000)",165,1.2051745097424218,False,0.0,inf
ridge,62,B4-B8,"charge[40000,80000)",9,1.3499010110919185,True,0.0,inf
ridge,62,B4-B8,"charge[8000,14000)",907,1.3624569994029658,False,0.0,inf
ridge,62,B4-B8,"charge[1000,4000)",38,1.1813322253325058,False,0.05,2.827602753657529
ridge,62,B4-B8,"charge[14000,24000)",3295,1.3767695873902488,False,0.05,2.827602753657529
ridge,62,B4-B8,"charge[24000,40000)",1612,1.4394158728474808,False,0.05,2.827602753657529
ridge,62,B4-B8,"charge[4000,8000)",165,1.2051745097424218,False,0.05,2.827602753657529
ridge,62,B4-B8,"charge[40000,80000)",9,1.3499010110919185,True,0.05,2.827602753657529
ridge,62,B4-B8,"charge[8000,14000)",907,1.3624569994029658,False,0.05,2.827602753657529
ridge,62,B6-B8,"charge[1000,4000)",35,1.1810382309520997,False,0.0,inf
ridge,62,B6-B8,"charge[14000,24000)",3261,1.4366708422236518,False,0.0,inf
ridge,62,B6-B8,"charge[24000,40000)",1604,1.475597975575634,False,0.0,inf
ridge,62,B6-B8,"charge[4000,8000)",182,1.3138169417314698,False,0.0,inf
ridge,62,B6-B8,"charge[40000,80000)",16,1.3499010110919185,True,0.0,inf
ridge,62,B6-B8,"charge[8000,14000)",928,1.3628251407804437,False,0.0,inf
ridge,62,B6-B8,"charge[1000,4000)",35,1.1810382309520997,False,0.05,2.4785842203065274
ridge,62,B6-B8,"charge[14000,24000)",3261,1.4366708422236518,False,0.05,2.4785842203065274
ridge,62,B6-B8,"charge[24000,40000)",1604,1.475597975575634,False,0.05,2.4785842203065274
ridge,62,B6-B8,"charge[4000,8000)",182,1.3138169417314698,False,0.05,2.4785842203065274
ridge,62,B6-B8,"charge[40000,80000)",16,1.3499010110919185,True,0.05,2.4785842203065274
ridge,62,B6-B8,"charge[8000,14000)",928,1.3628251407804437,False,0.05,2.4785842203065274
ridge,63,B4-B6,"charge[1000,4000)",31,1.054114918265633,False,0.0,inf
ridge,63,B4-B6,"charge[14000,24000)",3188,1.4222281620765365,False,0.0,inf
ridge,63,B4-B6,"charge[24000,40000)",3011,1.4349000316717022,False,0.0,inf
ridge,63,B4-B6,"charge[4000,8000)",122,1.3341582273427222,False,0.0,inf
ridge,63,B4-B6,"charge[8000,14000)",528,1.316173685409226,False,0.0,inf
ridge,63,B4-B6,"charge[1000,4000)",31,1.054114918265633,False,0.05,2.864703164559983
ridge,63,B4-B6,"charge[14000,24000)",3188,1.4222281620765365,False,0.05,2.864703164559983
ridge,63,B4-B6,"charge[24000,40000)",3011,1.4349000316717022,False,0.05,2.864703164559983
ridge,63,B4-B6,"charge[4000,8000)",122,1.3341582273427222,False,0.05,2.864703164559983
ridge,63,B4-B6,"charge[8000,14000)",528,1.316173685409226,False,0.05,2.864703164559983
ridge,63,B4-B8,"charge[1000,4000)",36,1.1807931686258635,False,0.0,inf
ridge,63,B4-B8,"charge[14000,24000)",3808,1.3287192130534504,False,0.0,inf
ridge,63,B4-B8,"charge[24000,40000)",1873,1.4283859452241894,False,0.0,inf
ridge,63,B4-B8,"charge[4000,8000)",180,1.1813959978163624,False,0.0,inf
ridge,63,B4-B8,"charge[40000,80000)",15,1.3499010110919185,True,0.0,inf
ridge,63,B4-B8,"charge[8000,14000)",988,1.3531591659471771,False,0.0,inf
ridge,63,B4-B8,"charge[1000,4000)",36,1.1807931686258635,False,0.05,2.7585833032205107
ridge,63,B4-B8,"charge[14000,24000)",3808,1.3287192130534504,False,0.05,2.7585833032205107
ridge,63,B4-B8,"charge[24000,40000)",1873,1.4283859452241894,False,0.05,2.7585833032205107
ridge,63,B4-B8,"charge[4000,8000)",180,1.1813959978163624,False,0.05,2.7585833032205107
ridge,63,B4-B8,"charge[40000,80000)",15,1.3499010110919185,True,0.05,2.7585833032205107
ridge,63,B4-B8,"charge[8000,14000)",988,1.3531591659471771,False,0.05,2.7585833032205107
ridge,63,B6-B8,"charge[1000,4000)",33,1.1693968424013983,False,0.0,inf
ridge,63,B6-B8,"charge[14000,24000)",3794,1.382328526287001,False,0.0,inf
ridge,63,B6-B8,"charge[24000,40000)",1840,1.4079853492924097,False,0.0,inf
ridge,63,B6-B8,"charge[4000,8000)",200,1.2977712865855802,False,0.0,inf
ridge,63,B6-B8,"charge[8000,14000)",1012,1.3645191094297018,False,0.0,inf
ridge,63,B6-B8,"charge[1000,4000)",33,1.1693968424013983,False,0.05,2.406314589572566
ridge,63,B6-B8,"charge[14000,24000)",3794,1.382328526287001,False,0.05,2.406314589572566
ridge,63,B6-B8,"charge[24000,40000)",1840,1.4079853492924097,False,0.05,2.406314589572566
ridge,63,B6-B8,"charge[4000,8000)",200,1.2977712865855802,False,0.05,2.406314589572566
ridge,63,B6-B8,"charge[8000,14000)",1012,1.3645191094297018,False,0.05,2.406314589572566
ridge,65,B4-B6,"charge[1000,4000)",31,1.185660039093776,False,0.0,inf
ridge,65,B4-B6,"charge[14000,24000)",3496,1.3999305004002598,False,0.0,inf
ridge,65,B4-B6,"charge[24000,40000)",3228,1.413693593305707,False,0.0,inf
ridge,65,B4-B6,"charge[4000,8000)",130,1.315088604704439,False,0.0,inf
ridge,65,B4-B6,"charge[8000,14000)",601,1.2958153257413274,False,0.0,inf
ridge,65,B4-B6,"charge[1000,4000)",31,1.185660039093776,False,0.05,2.8476119828533677
ridge,65,B4-B6,"charge[14000,24000)",3496,1.3999305004002598,False,0.05,2.8476119828533677
ridge,65,B4-B6,"charge[24000,40000)",3228,1.413693593305707,False,0.05,2.8476119828533677
ridge,65,B4-B6,"charge[4000,8000)",130,1.315088604704439,False,0.05,2.8476119828533677
ridge,65,B4-B6,"charge[8000,14000)",601,1.2958153257413274,False,0.05,2.8476119828533677
ridge,65,B4-B8,"charge[1000,4000)",40,1.17419801162342,False,0.0,inf
ridge,65,B4-B8,"charge[14000,24000)",4150,1.3104859010867314,False,0.0,inf
ridge,65,B4-B8,"charge[24000,40000)",1985,1.4141952790776613,False,0.0,inf
ridge,65,B4-B8,"charge[4000,8000)",192,1.1488242473287893,False,0.0,inf
ridge,65,B4-B8,"charge[8000,14000)",1126,1.3124841673574434,False,0.0,inf
ridge,65,B4-B8,"charge[1000,4000)",40,1.17419801162342,False,0.05,2.7452953462847116
ridge,65,B4-B8,"charge[14000,24000)",4150,1.3104859010867314,False,0.05,2.7452953462847116
ridge,65,B4-B8,"charge[24000,40000)",1985,1.4141952790776613,False,0.05,2.7452953462847116
ridge,65,B4-B8,"charge[4000,8000)",192,1.1488242473287893,False,0.05,2.7452953462847116
ridge,65,B4-B8,"charge[8000,14000)",1126,1.3124841673574434,False,0.05,2.7452953462847116
ridge,65,B6-B8,"charge[1000,4000)",37,1.093675276557423,False,0.0,inf
ridge,65,B6-B8,"charge[14000,24000)",4122,1.3577567739288336,False,0.0,inf
ridge,65,B6-B8,"charge[24000,40000)",1965,1.3741062355783173,False,0.0,inf
ridge,65,B6-B8,"charge[4000,8000)",212,1.2751160042935832,False,0.0,inf
ridge,65,B6-B8,"charge[8000,14000)",1149,1.3233371398081673,False,0.0,inf
ridge,65,B6-B8,"charge[1000,4000)",37,1.093675276557423,False,0.05,2.36377617309112
ridge,65,B6-B8,"charge[14000,24000)",4122,1.3577567739288336,False,0.05,2.36377617309112
ridge,65,B6-B8,"charge[24000,40000)",1965,1.3741062355783173,False,0.05,2.36377617309112
ridge,65,B6-B8,"charge[4000,8000)",212,1.2751160042935832,False,0.05,2.36377617309112
ridge,65,B6-B8,"charge[8000,14000)",1149,1.3233371398081673,False,0.05,2.36377617309112
gradient_boosted_trees,58,B4-B6,"charge[1000,4000)",32,1.5375807682028035,False,0.0,inf
gradient_boosted_trees,58,B4-B6,"charge[14000,24000)",3499,1.2843047806929313,False,0.0,inf
gradient_boosted_trees,58,B4-B6,"charge[24000,40000)",3219,1.3896502551082843,False,0.0,inf
gradient_boosted_trees,58,B4-B6,"charge[4000,8000)",127,1.2211297851627878,False,0.0,inf
gradient_boosted_trees,58,B4-B6,"charge[8000,14000)",596,1.1424673909313503,False,0.0,inf
gradient_boosted_trees,58,B4-B6,"charge[1000,4000)",32,1.5375807682028035,False,0.05,2.7804057295515467
gradient_boosted_trees,58,B4-B6,"charge[14000,24000)",3499,1.2843047806929313,False,0.05,2.7804057295515467
gradient_boosted_trees,58,B4-B6,"charge[24000,40000)",3219,1.3896502551082843,False,0.05,2.7804057295515467
gradient_boosted_trees,58,B4-B6,"charge[4000,8000)",127,1.2211297851627878,False,0.05,2.7804057295515467
gradient_boosted_trees,58,B4-B6,"charge[8000,14000)",596,1.1424673909313503,False,0.05,2.7804057295515467
gradient_boosted_trees,58,B4-B8,"charge[1000,4000)",39,1.2371078763223036,False,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[14000,24000)",4151,1.2951895371148314,False,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[24000,40000)",1974,1.4022516739874404,False,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[4000,8000)",193,1.1219955196934899,False,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[40000,80000)",15,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[8000,14000)",1122,1.111215660691657,False,0.0,inf
gradient_boosted_trees,58,B4-B8,"charge[1000,4000)",39,1.2371078763223036,False,0.05,2.697978950127087
gradient_boosted_trees,58,B4-B8,"charge[14000,24000)",4151,1.2951895371148314,False,0.05,2.697978950127087
gradient_boosted_trees,58,B4-B8,"charge[24000,40000)",1974,1.4022516739874404,False,0.05,2.697978950127087
gradient_boosted_trees,58,B4-B8,"charge[4000,8000)",193,1.1219955196934899,False,0.05,2.697978950127087
gradient_boosted_trees,58,B4-B8,"charge[40000,80000)",15,1.2867153028788627,True,0.05,2.697978950127087
gradient_boosted_trees,58,B4-B8,"charge[8000,14000)",1122,1.111215660691657,False,0.05,2.697978950127087
gradient_boosted_trees,58,B6-B8,"charge[1000,4000)",35,1.2296488944205024,False,0.0,inf
gradient_boosted_trees,58,B6-B8,"charge[14000,24000)",4126,1.2812852549365081,False,0.0,inf
gradient_boosted_trees,58,B6-B8,"charge[24000,40000)",1949,1.3924426267003205,False,0.0,inf
gradient_boosted_trees,58,B6-B8,"charge[4000,8000)",214,1.11410137806614,False,0.0,inf
gradient_boosted_trees,58,B6-B8,"charge[8000,14000)",1148,1.1229700867482018,False,0.0,inf
gradient_boosted_trees,58,B6-B8,"charge[1000,4000)",35,1.2296488944205024,False,0.05,2.4548933222536964
gradient_boosted_trees,58,B6-B8,"charge[14000,24000)",4126,1.2812852549365081,False,0.05,2.4548933222536964
gradient_boosted_trees,58,B6-B8,"charge[24000,40000)",1949,1.3924426267003205,False,0.05,2.4548933222536964
gradient_boosted_trees,58,B6-B8,"charge[4000,8000)",214,1.11410137806614,False,0.05,2.4548933222536964
gradient_boosted_trees,58,B6-B8,"charge[8000,14000)",1148,1.1229700867482018,False,0.05,2.4548933222536964
gradient_boosted_trees,59,B4-B6,"charge[1000,4000)",30,1.36936208424106,False,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[14000,24000)",2685,1.3152205004100164,False,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[24000,40000)",2768,1.4024448750602214,False,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[4000,8000)",127,1.2448500899451245,False,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[40000,80000)",22,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[8000,14000)",482,1.1061227662413429,False,0.0,inf
gradient_boosted_trees,59,B4-B6,"charge[1000,4000)",30,1.36936208424106,False,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B6,"charge[14000,24000)",2685,1.3152205004100164,False,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B6,"charge[24000,40000)",2768,1.4024448750602214,False,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B6,"charge[4000,8000)",127,1.2448500899451245,False,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B6,"charge[40000,80000)",22,1.2867153028788627,True,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B6,"charge[8000,14000)",482,1.1061227662413429,False,0.05,2.81956248561149
gradient_boosted_trees,59,B4-B8,"charge[1000,4000)",39,1.2371078763223036,False,0.0,inf
gradient_boosted_trees,59,B4-B8,"charge[14000,24000)",3322,1.309475281700382,False,0.0,inf
gradient_boosted_trees,59,B4-B8,"charge[24000,40000)",1732,1.4227333438144811,False,0.0,inf
gradient_boosted_trees,59,B4-B8,"charge[4000,8000)",180,1.113849878975748,False,0.0,inf
gradient_boosted_trees,59,B4-B8,"charge[8000,14000)",829,1.0714935770674343,False,0.0,inf
gradient_boosted_trees,59,B4-B8,"charge[1000,4000)",39,1.2371078763223036,False,0.05,2.752359018561739
gradient_boosted_trees,59,B4-B8,"charge[14000,24000)",3322,1.309475281700382,False,0.05,2.752359018561739
gradient_boosted_trees,59,B4-B8,"charge[24000,40000)",1732,1.4227333438144811,False,0.05,2.752359018561739
gradient_boosted_trees,59,B4-B8,"charge[4000,8000)",180,1.113849878975748,False,0.05,2.752359018561739
gradient_boosted_trees,59,B4-B8,"charge[8000,14000)",829,1.0714935770674343,False,0.05,2.752359018561739
gradient_boosted_trees,59,B6-B8,"charge[1000,4000)",35,1.2039862528357188,False,0.0,inf
gradient_boosted_trees,59,B6-B8,"charge[14000,24000)",3291,1.2738917768160327,False,0.0,inf
gradient_boosted_trees,59,B6-B8,"charge[24000,40000)",1710,1.3855161802993343,False,0.0,inf
gradient_boosted_trees,59,B6-B8,"charge[4000,8000)",195,1.104750813536277,False,0.0,inf
gradient_boosted_trees,59,B6-B8,"charge[8000,14000)",863,1.0897099467210203,False,0.0,inf
gradient_boosted_trees,59,B6-B8,"charge[1000,4000)",35,1.2039862528357188,False,0.05,2.4820815295114813
gradient_boosted_trees,59,B6-B8,"charge[14000,24000)",3291,1.2738917768160327,False,0.05,2.4820815295114813
gradient_boosted_trees,59,B6-B8,"charge[24000,40000)",1710,1.3855161802993343,False,0.05,2.4820815295114813
gradient_boosted_trees,59,B6-B8,"charge[4000,8000)",195,1.104750813536277,False,0.05,2.4820815295114813
gradient_boosted_trees,59,B6-B8,"charge[8000,14000)",863,1.0897099467210203,False,0.05,2.4820815295114813
gradient_boosted_trees,60,B4-B6,"charge[1000,4000)",25,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[14000,24000)",2974,1.266218857738718,False,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[24000,40000)",2383,1.4313539546936669,False,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[4000,8000)",111,1.2745702949254882,False,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[40000,80000)",17,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[8000,14000)",514,1.1806366405078512,False,0.0,inf
gradient_boosted_trees,60,B4-B6,"charge[1000,4000)",25,1.2867153028788627,True,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B6,"charge[14000,24000)",2974,1.266218857738718,False,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B6,"charge[24000,40000)",2383,1.4313539546936669,False,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B6,"charge[4000,8000)",111,1.2745702949254882,False,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B6,"charge[40000,80000)",17,1.2867153028788627,True,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B6,"charge[8000,14000)",514,1.1806366405078512,False,0.05,2.8079875034377713
gradient_boosted_trees,60,B4-B8,"charge[1000,4000)",31,1.2956483281219533,False,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[14000,24000)",3385,1.3135111988760597,False,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[24000,40000)",1430,1.4829071607991287,False,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[4000,8000)",168,1.1645730099226923,False,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[40000,80000)",11,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[8000,14000)",999,1.1640473437817422,False,0.0,inf
gradient_boosted_trees,60,B4-B8,"charge[1000,4000)",31,1.2956483281219533,False,0.05,2.7357531425492354
gradient_boosted_trees,60,B4-B8,"charge[14000,24000)",3385,1.3135111988760597,False,0.05,2.7357531425492354
gradient_boosted_trees,60,B4-B8,"charge[24000,40000)",1430,1.4829071607991287,False,0.05,2.7357531425492354
gradient_boosted_trees,60,B4-B8,"charge[4000,8000)",168,1.1645730099226923,False,0.05,2.7357531425492354
gradient_boosted_trees,60,B4-B8,"charge[40000,80000)",11,1.2867153028788627,True,0.05,2.7357531425492354
gradient_boosted_trees,60,B4-B8,"charge[8000,14000)",999,1.1640473437817422,False,0.05,2.7357531425492354
gradient_boosted_trees,60,B6-B8,"charge[1000,4000)",28,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[14000,24000)",3383,1.3070436544459807,False,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[24000,40000)",1391,1.484871284348004,False,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[4000,8000)",187,1.1569440400151163,False,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[40000,80000)",18,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[8000,14000)",1017,1.157685512827509,False,0.0,inf
gradient_boosted_trees,60,B6-B8,"charge[1000,4000)",28,1.2867153028788627,True,0.05,2.5303041819045116
gradient_boosted_trees,60,B6-B8,"charge[14000,24000)",3383,1.3070436544459807,False,0.05,2.5303041819045116
gradient_boosted_trees,60,B6-B8,"charge[24000,40000)",1391,1.484871284348004,False,0.05,2.5303041819045116
gradient_boosted_trees,60,B6-B8,"charge[4000,8000)",187,1.1569440400151163,False,0.05,2.5303041819045116
gradient_boosted_trees,60,B6-B8,"charge[40000,80000)",18,1.2867153028788627,True,0.05,2.5303041819045116
gradient_boosted_trees,60,B6-B8,"charge[8000,14000)",1017,1.157685512827509,False,0.05,2.5303041819045116
gradient_boosted_trees,61,B4-B6,"charge[1000,4000)",36,1.5069420667134634,False,0.0,inf
gradient_boosted_trees,61,B4-B6,"charge[14000,24000)",2760,1.2094706497960876,False,0.0,inf
gradient_boosted_trees,61,B4-B6,"charge[24000,40000)",2371,1.255610693834848,False,0.0,inf
gradient_boosted_trees,61,B4-B6,"charge[4000,8000)",102,1.208932110768435,False,0.0,inf
gradient_boosted_trees,61,B4-B6,"charge[8000,14000)",490,1.1434924946195866,False,0.0,inf
gradient_boosted_trees,61,B4-B6,"charge[1000,4000)",36,1.5069420667134634,False,0.05,2.583413231385881
gradient_boosted_trees,61,B4-B6,"charge[14000,24000)",2760,1.2094706497960876,False,0.05,2.583413231385881
gradient_boosted_trees,61,B4-B6,"charge[24000,40000)",2371,1.255610693834848,False,0.05,2.583413231385881
gradient_boosted_trees,61,B4-B6,"charge[4000,8000)",102,1.208932110768435,False,0.05,2.583413231385881
gradient_boosted_trees,61,B4-B6,"charge[8000,14000)",490,1.1434924946195866,False,0.05,2.583413231385881
gradient_boosted_trees,61,B4-B8,"charge[14000,24000)",3215,1.1816576379559733,False,0.0,inf
gradient_boosted_trees,61,B4-B8,"charge[24000,40000)",1424,1.3238317258860208,False,0.0,inf
gradient_boosted_trees,61,B4-B8,"charge[4000,8000)",152,1.1044882974150163,False,0.0,inf
gradient_boosted_trees,61,B4-B8,"charge[40000,80000)",13,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,61,B4-B8,"charge[8000,14000)",929,1.0922776457728538,False,0.0,inf
gradient_boosted_trees,61,B4-B8,"charge[14000,24000)",3215,1.1816576379559733,False,0.05,2.495856919409854
gradient_boosted_trees,61,B4-B8,"charge[24000,40000)",1424,1.3238317258860208,False,0.05,2.495856919409854
gradient_boosted_trees,61,B4-B8,"charge[4000,8000)",152,1.1044882974150163,False,0.05,2.495856919409854
gradient_boosted_trees,61,B4-B8,"charge[40000,80000)",13,1.2867153028788627,True,0.05,2.495856919409854
gradient_boosted_trees,61,B4-B8,"charge[8000,14000)",929,1.0922776457728538,False,0.05,2.495856919409854
gradient_boosted_trees,61,B6-B8,"charge[14000,24000)",3175,1.160146763471561,False,0.0,inf
gradient_boosted_trees,61,B6-B8,"charge[24000,40000)",1427,1.185353074389602,False,0.0,inf
gradient_boosted_trees,61,B6-B8,"charge[4000,8000)",166,1.0755557823356747,False,0.0,inf
gradient_boosted_trees,61,B6-B8,"charge[40000,80000)",18,1.2867153028788627,True,0.0,inf
gradient_boosted_trees,61,B6-B8,"charge[8000,14000)",951,1.1047027577528628,False,0.0,inf
gradient_boosted_trees,61,B6-B8,"charge[14000,24000)",3175,1.160146763471561,False,0.05,2.0127911922840505
gradient_boosted_trees,61,B6-B8,"charge[24000,40000)",1427,1.185353074389602,False,0.05,2.0127911922840505
gradient_boosted_trees,61,B6-B8,"charge[4000,8000)",166,1.0755557823356747,False,0.05,2.0127911922840505
gradient_boosted_trees,61,B6-B8,"charge[40000,80000)",18,1.2867153028788627,True,0.05,2.0127911922840505
gradient_boosted_trees,61,B6-B8,"charge[8000,14000)",951,1.1047027577528628,False,0.05,2.0127911922840505
gradient_boosted_trees,62,B4-B6,"charge[1000,4000)",31,1.4277010712190132,False,0.0,inf
