heldout_run,method,n_test,positive_rate,roc_auc,average_precision,brier,ece
46,hybrid_residual_cnn,677,0.6070901033973413,0.5218337815341273,0.5990429121155005,0.27465420398787715,0.21186529419062142
47,traditional_frozen_pretrigger_tables,5161,0.6337919007944197,0.9441257062626673,0.9475464652839742,0.11217934624799135,0.08505961583931877
47,ridge_logistic,5161,0.6337919007944197,0.6337542197829572,0.7576228378862677,0.25784976272514926,0.20769353618821337
47,gradient_boosted_trees,5161,0.6337919007944197,0.6304535286039413,0.721634357483615,0.25707742341542666,0.2083173542424755
47,mlp_tabular,5161,0.6337919007944197,0.487510574731608,0.6251418352438851,0.2609106578457459,0.1986069440799025
47,cnn1d_pretrigger,5161,0.6337919007944197,0.6209951489682459,0.7232781490977374,0.2670360267799963,0.19235400756610901
47,hybrid_residual_cnn,5161,0.6337919007944197,0.5570022920680212,0.6609815168296986,0.26504947026917414,0.19156596198162634
48,traditional_frozen_pretrigger_tables,13185,0.5652635570724308,0.9628269348114901,0.9539233636308881,0.05909779538841878,0.027550383044967014
48,ridge_logistic,13185,0.5652635570724308,0.660563139147216,0.7037663966260079,0.26208126951643196,0.21411616557185514
48,gradient_boosted_trees,13185,0.5652635570724308,0.6671814808014382,0.6889151656769832,0.247953456223054,0.19002413286956238
48,mlp_tabular,13185,0.5652635570724308,0.6368115744452629,0.6609668850685542,0.2710582113338254,0.2223647954710798
48,cnn1d_pretrigger,13185,0.5652635570724308,0.5433297910918659,0.5589052071652802,0.2977914475108502,0.24985144922454539
48,hybrid_residual_cnn,13185,0.5652635570724308,0.5868667773267957,0.6037148741353571,0.28843769932209395,0.24104322007565757
49,traditional_frozen_pretrigger_tables,13937,0.5749443926239506,0.9642386805944057,0.9568054208671167,0.05811469473277874,0.023746598621099464
49,ridge_logistic,13937,0.5749443926239506,0.6671165075017783,0.7141634559924139,0.25090872634825284,0.19910816679049667
49,gradient_boosted_trees,13937,0.5749443926239506,0.6652462874095632,0.688298776357078,0.2376413977070352,0.17579144428574933
49,mlp_tabular,13937,0.5749443926239506,0.6080220081260592,0.6335533331142271,0.2564310896259127,0.19981611146497613
49,cnn1d_pretrigger,13937,0.5749443926239506,0.5890689804118948,0.6155650621682354,0.2934412524822017,0.23729339826350748
49,hybrid_residual_cnn,13937,0.5749443926239506,0.6068733535048086,0.63192543851994,0.2596276766959038,0.20473555708515595
50,traditional_frozen_pretrigger_tables,34257,0.9032314563446887,0.9465760343904271,0.9890927187433316,0.021562361579554375,0.011983211953894674
50,ridge_logistic,34257,0.9032314563446887,0.7081947073067081,0.9527100241456281,0.07954375608311365,0.08627843411900776
50,gradient_boosted_trees,34257,0.9032314563446887,0.7463911509423606,0.9583517006361184,0.07348923339283,0.0702290323008879
50,mlp_tabular,34257,0.9032314563446887,0.7214276396855188,0.9531962172335842,0.08245946774252451,0.09534554902250084
50,cnn1d_pretrigger,34257,0.9032314563446887,0.38398028891304736,0.848906764898396,0.09828738898116217,0.10675230723300817
50,hybrid_residual_cnn,34257,0.9032314563446887,0.5492943641063273,0.9069331802581146,0.08382754560408762,0.08566059572055111
51,traditional_frozen_pretrigger_tables,14295,0.8687653025533403,0.9625910870457624,0.9894752209098658,0.023080839107270226,0.012599395793798665
51,ridge_logistic,14295,0.8687653025533403,0.6913506558748022,0.9194684301173871,0.09329371128853965,0.06105393507359951
51,gradient_boosted_trees,14295,0.8687653025533403,0.7623452209121074,0.9473982047414873,0.08505175276841363,0.04121049453057887
51,mlp_tabular,14295,0.8687653025533403,0.5877633761872885,0.8807614895171489,0.09585838276982203,0.06530458712269659
51,cnn1d_pretrigger,14295,0.8687653025533403,0.6978507938262971,0.9257298130688224,0.10421693413832779,0.07597362161265361
51,hybrid_residual_cnn,14295,0.8687653025533403,0.547527552098365,0.8658593981148826,0.10872551279231771,0.07861454232097992
52,traditional_frozen_pretrigger_tables,6933,0.8727823453050627,0.958843406254696,0.9886472039473178,0.024278285958431366,0.009907549925870172
52,ridge_logistic,6933,0.8727823453050627,0.7478501894891159,0.9452866292187797,0.09055104522198498,0.060633013028582504
52,gradient_boosted_trees,6933,0.8727823453050627,0.7631174322866369,0.9460320717445428,0.08519118837028979,0.04897219731434092
52,mlp_tabular,6933,0.8727823453050627,0.56729121439795,0.8775006341739562,0.09115217827584383,0.060105251242792854
52,cnn1d_pretrigger,6933,0.8727823453050627,0.5928647501528017,0.8892133572433683,0.10368139904376038,0.07937564726326364
52,hybrid_residual_cnn,6933,0.8727823453050627,0.41387773089734986,0.8220949832381631,0.11450466070641249,0.08399222463812563
53,traditional_frozen_pretrigger_tables,31386,0.9136876314280252,0.9527476336693026,0.9913918216719387,0.020237007634390628,0.011203824149516133
53,ridge_logistic,31386,0.9136876314280252,0.7352789067135951,0.9591024387608144,0.07173480269071843,0.1006961871516566
53,gradient_boosted_trees,31386,0.9136876314280252,0.7658346144844926,0.9667130065617485,0.06681598104439757,0.08951830584474105
53,mlp_tabular,31386,0.9136876314280252,0.5950697572984616,0.9225384448707645,0.07168482111438179,0.10055038959716608
53,cnn1d_pretrigger,31386,0.9136876314280252,0.3508860213706736,0.8530392128709445,0.08930920090556613,0.1200192711275411
53,hybrid_residual_cnn,31386,0.9136876314280252,0.5524843326647058,0.9016031221942753,0.0920428493001243,0.12987263956316297
54,traditional_frozen_pretrigger_tables,29665,0.9158604415978425,0.9573702774820662,0.9925158553327782,0.01868963670348309,0.013230981466798164
54,ridge_logistic,29665,0.9158604415978425,0.7090658093547416,0.9545409404880425,0.07450605013681906,0.11339438405291657
54,gradient_boosted_trees,29665,0.9158604415978425,0.7385724996130582,0.9620181844551585,0.06934827757636577,0.10076134673389733
54,mlp_tabular,29665,0.9158604415978425,0.747254984470423,0.9642956089395371,0.07255886639927543,0.1082753984174891
54,cnn1d_pretrigger,29665,0.9158604415978425,0.5626427068911495,0.8987079178675456,0.09236871427002966,0.12864733522418556
54,hybrid_residual_cnn,29665,0.9158604415978425,0.4721606025343741,0.8863594351325953,0.08313857490180843,0.11484353048178386
55,traditional_frozen_pretrigger_tables,16841,0.865091146606496,0.9538878070744461,0.986379070788204,0.02655198670835736,0.0084759198242769
55,ridge_logistic,16841,0.865091146606496,0.7442100739173181,0.9409623262143882,0.09597733121686375,0.07119037608226686
55,gradient_boosted_trees,16841,0.865091146606496,0.7755548300269045,0.9460266786147035,0.08726088294236027,0.053866305320628166
55,mlp_tabular,16841,0.865091146606496,0.5720082386003853,0.8687194011455233,0.09725340573548133,0.07319562795628425
55,cnn1d_pretrigger,16841,0.865091146606496,0.3997426736443094,0.8014432958243725,0.12050518093613624,0.0925783828580871
55,hybrid_residual_cnn,16841,0.865091146606496,0.5583120307057527,0.8640751597679137,0.1069332878692614,0.09722217521109551
56,traditional_frozen_pretrigger_tables,38932,0.8908353025788555,0.945171209340665,0.9873106848102807,0.02375087639672714,0.011417218868638473
56,ridge_logistic,38932,0.8908353025788555,0.6953024318429293,0.9437529080650555,0.08743041100001762,0.08483376557740076
56,gradient_boosted_trees,38932,0.8908353025788555,0.7578189330284909,0.9556337775394741,0.08057007751668387,0.06250060076104351
56,mlp_tabular,38932,0.8908353025788555,0.7317350380092064,0.9494559248509384,0.09032348492779288,0.09227083843859785
56,cnn1d_pretrigger,38932,0.8908353025788555,0.39958189194598315,0.8413618786805808,0.10645428234459432,0.10845323167158123
56,hybrid_residual_cnn,38932,0.8908353025788555,0.4435846158542997,0.8574748442682905,0.10652913071700731,0.10348271156244401
57,traditional_frozen_pretrigger_tables,12939,0.5706005100857872,0.9635608265519986,0.9557337083229632,0.05869941744580278,0.024989103742825515
57,ridge_logistic,12939,0.5706005100857872,0.6601020679012075,0.7026516566690086,0.2589192381167584,0.21256875138281556
57,gradient_boosted_trees,12939,0.5706005100857872,0.6727962088104061,0.7009154776208923,0.24408117016427147,0.18724962976551907
57,mlp_tabular,12939,0.5706005100857872,0.6422805923596002,0.6654833714669863,0.2664663309280368,0.21931247095396056
57,cnn1d_pretrigger,12939,0.5706005100857872,0.4365015650434272,0.49710695174834896,0.3043281746226494,0.2537627092897885
57,hybrid_residual_cnn,12939,0.5706005100857872,0.4490677925774065,0.5034613200356253,0.30923272787319206,0.2546706819752284
