heldout_run,method,n_test,positive_rate,roc_auc,average_precision,brier,ece
44,traditional_frozen_pretrigger_tables,1912,0.6019874476987448,0.958250324519272,0.9547356113839879,0.06149416965772109,0.02973583307872337
44,ridge_logistic,1912,0.6019874476987448,0.6561220260962586,0.726576408423413,0.22990635446146507,0.16087433250021696
44,gradient_boosted_trees,1912,0.6019874476987448,0.6790284629374446,0.7261604362868077,0.2182566620007669,0.13876028817283734
44,mlp_tabular,1912,0.6019874476987448,0.6571004360032012,0.6975825582203807,0.2383047284471617,0.16217799284773302
44,cnn1d_pretrigger,1912,0.6019874476987448,0.3809371043405095,0.5036831445793389,0.27657788976314857,0.1988326995351164
44,hybrid_residual_cnn,1912,0.6019874476987448,0.5961924213761445,0.6386816093076332,0.24423524453559128,0.16890524796599474
45,traditional_frozen_pretrigger_tables,23013,0.6399860948159736,0.9612017121903454,0.9633776016045553,0.05448142068483476,0.022390315600077496
45,ridge_logistic,23013,0.6399860948159736,0.7045910523294752,0.7921544827009996,0.21380350325518788,0.15645931327903018
45,gradient_boosted_trees,23013,0.6399860948159736,0.7180518216956556,0.790143748159411,0.1992575088819708,0.13467477313849904
45,mlp_tabular,23013,0.6399860948159736,0.6764384311680206,0.7631394435848218,0.21098073456758565,0.14807164475547868
45,cnn1d_pretrigger,23013,0.6399860948159736,0.5102901062993171,0.5995233852495171,0.2535935070187701,0.1874063043947624
45,hybrid_residual_cnn,23013,0.6399860948159736,0.5589973830836996,0.6366988134025527,0.25369145246620634,0.18074934790317307
46,traditional_frozen_pretrigger_tables,677,0.6070901033973413,0.9430281909152443,0.9355888751293711,0.0711358249955273,0.05045138058046156
46,ridge_logistic,677,0.6070901033973413,0.6472705486343597,0.7593568440810287,0.26609634938046056,0.20996450503674208
46,gradient_boosted_trees,677,0.6070901033973413,0.6449975303221558,0.720615683560132,0.2623117432046124,0.21232141296874724
46,mlp_tabular,677,0.6070901033973413,0.5351471745056071,0.6501259557381269,0.2682392748914707,0.2135159148154444
46,cnn1d_pretrigger,677,0.6070901033973413,0.6052768783272049,0.696029404088146,0.2741850260114279,0.203142691778726
